employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
69545,Procurement,region_13,Bachelor's,f,other,1,28,,1,0,0,70,0
37016,Technology,region_16,Master's & above,m,sourcing,1,39,3,10,0,0,75,0
43798,Technology,region_7,Bachelor's,f,other,1,37,1,3,0,0,82,0
16748,Operations,region_7,Master's & above,m,sourcing,1,43,3,3,0,0,60,0
30725,Technology,region_1,Master's & above,f,other,1,31,4,3,0,0,81,0
53829,Procurement,region_23,Bachelor's,m,other,2,28,3,3,1,0,68,0
74315,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,26,3,3,0,0,56,0
14556,Sales & Marketing,region_7,Master's & above,m,other,1,35,5,4,1,0,47,1
19924,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,32,5,6,1,0,41,0
56462,Sales & Marketing,region_22,Bachelor's,m,other,1,30,3,5,0,0,64,1
35609,Operations,region_29,Bachelor's,m,sourcing,2,29,3,5,0,0,58,0
60154,Sales & Marketing,region_22,,m,other,1,23,4,2,0,0,46,0
61767,HR,region_2,Bachelor's,f,sourcing,1,37,2,8,0,0,48,0
39132,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,29,5,4,0,0,53,0
36708,Technology,region_7,Bachelor's,f,other,2,31,2,9,0,0,80,0
64666,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,54,1,17,0,0,51,0
30268,Analytics,region_29,Bachelor's,m,sourcing,1,29,5,2,0,0,91,0
27601,Sales & Marketing,region_14,Master's & above,m,other,1,38,1,9,0,0,50,0
30001,Operations,region_4,Master's & above,f,other,1,42,5,11,1,0,65,1
18348,Analytics,region_21,Master's & above,m,other,1,32,3,7,0,0,80,0
53017,Sales & Marketing,region_7,,m,sourcing,1,29,,1,0,0,51,0
36210,Sales & Marketing,region_10,Master's & above,m,sourcing,2,37,3,3,0,0,54,0
56802,Sales & Marketing,region_28,Master's & above,m,sourcing,1,32,,1,0,0,50,0
6368,Operations,region_11,Bachelor's,f,other,1,37,3,9,1,0,58,0
64021,Sales & Marketing,region_15,Bachelor's,m,other,1,40,4,4,1,1,54,0
28545,Procurement,region_12,Bachelor's,m,other,2,27,3,3,0,0,72,0
17785,Finance,region_22,Bachelor's,m,other,2,26,4,2,1,0,55,0
51960,Procurement,region_2,Master's & above,m,other,2,44,2,16,0,0,71,0
26712,Analytics,region_15,Bachelor's,m,other,1,29,3,6,0,0,82,0
46476,Sales & Marketing,region_31,,m,other,1,26,3,2,0,0,51,0
17723,Operations,region_16,Master's & above,f,other,1,32,5,5,1,0,56,0
46900,Operations,region_15,Bachelor's,m,other,1,40,3,12,0,0,58,0
57820,Operations,region_2,Bachelor's,m,other,2,41,5,4,1,0,56,0
36404,Sales & Marketing,region_17,Master's & above,m,sourcing,1,34,3,6,0,0,49,0
12857,Procurement,region_7,Master's & above,m,other,2,35,4,4,0,0,68,0
34047,Procurement,region_27,Bachelor's,m,sourcing,1,37,3,10,0,0,68,0
67329,Analytics,region_2,Bachelor's,f,sourcing,1,27,3,4,0,0,85,0
55633,Sales & Marketing,region_15,,m,sourcing,1,32,2,5,0,0,49,0
64227,R&D,region_22,Master's & above,m,sourcing,1,34,5,2,0,0,84,0
65098,Operations,region_15,Bachelor's,m,other,1,32,2,5,0,0,58,0
1695,Procurement,region_11,Bachelor's,m,other,1,28,4,4,1,1,66,0
57445,Analytics,region_28,Master's & above,m,other,1,33,5,10,1,0,81,0
10938,Procurement,region_22,Master's & above,m,sourcing,1,37,3,2,1,1,71,0
45993,Procurement,region_13,Master's & above,m,other,1,31,4,4,0,0,70,0
46042,Procurement,region_26,Bachelor's,m,other,1,28,,1,0,0,72,0
72406,HR,region_2,Bachelor's,m,sourcing,1,47,4,8,0,0,50,0
11563,Technology,region_23,Master's & above,m,other,1,39,1,10,0,0,78,0
3376,Sales & Marketing,region_31,,m,other,1,30,,1,0,0,49,0
5191,Analytics,region_9,Bachelor's,m,other,3,32,3,4,0,0,81,0
23572,Operations,region_15,Bachelor's,m,referred,2,42,4,6,1,0,56,0
39556,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,27,3,2,0,0,49,0
37615,Sales & Marketing,region_13,Bachelor's,m,other,2,38,3,4,0,0,46,0
45510,Analytics,region_7,Bachelor's,m,other,1,38,5,4,1,0,88,0
71669,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,49,2,17,0,0,46,0
35104,Sales & Marketing,region_4,Master's & above,f,sourcing,1,43,3,3,0,0,51,0
12133,Operations,region_2,Master's & above,m,other,1,42,5,5,1,0,62,0
18229,Operations,region_7,Master's & above,f,sourcing,1,39,4,4,1,0,61,1
14187,Operations,region_26,Bachelor's,f,other,2,31,4,4,0,0,63,0
27897,Technology,region_2,Master's & above,m,sourcing,1,59,5,7,1,0,95,1
39000,Technology,region_2,Bachelor's,m,sourcing,1,27,4,4,1,0,78,0
60534,Operations,region_11,Bachelor's,m,other,1,28,1,5,1,0,59,0
32629,Operations,region_14,Bachelor's,f,sourcing,1,39,3,8,1,0,57,0
38405,Operations,region_25,Master's & above,m,sourcing,1,35,5,3,1,0,64,0
13420,Operations,region_19,Bachelor's,f,other,1,36,5,9,1,0,58,0
42270,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,28,5,2,0,0,49,0
60309,Analytics,region_22,Bachelor's,f,other,1,30,4,7,1,0,87,0
16535,Sales & Marketing,region_13,Bachelor's,f,other,1,30,1,6,0,0,50,0
50928,Sales & Marketing,region_15,Master's & above,m,other,1,55,1,13,0,0,45,0
7674,Procurement,region_12,Bachelor's,m,sourcing,1,28,3,4,0,0,66,0
60941,Finance,region_2,Master's & above,m,other,2,37,3,4,0,0,61,0
47545,Operations,region_15,Bachelor's,m,referred,1,42,4,7,1,0,62,0
67522,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,43,5,7,1,0,53,0
30485,Procurement,region_2,Master's & above,f,other,1,55,3,18,0,0,70,0
62624,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,3,14,1,0,54,1
56987,Technology,region_1,Master's & above,f,other,1,30,1,2,0,0,77,0
42517,Operations,region_17,Bachelor's,m,other,1,27,,1,0,0,59,0
12385,Operations,region_14,Master's & above,m,other,1,40,3,9,1,0,61,1
58803,Sales & Marketing,region_2,Bachelor's,f,sourcing,4,24,1,2,0,0,47,0
6586,Technology,region_2,Bachelor's,f,other,1,55,3,12,0,0,75,0
54622,Finance,region_26,Bachelor's,m,other,1,29,3,5,0,0,59,0
63824,Sales & Marketing,region_13,Bachelor's,f,other,1,31,1,5,0,0,52,0
6729,HR,region_2,Master's & above,f,other,1,32,1,8,0,0,50,0
58046,Technology,region_26,Bachelor's,f,sourcing,1,23,,1,1,0,81,0
59209,Sales & Marketing,region_30,,m,other,1,24,,1,0,0,44,0
25293,Operations,region_26,Master's & above,m,sourcing,1,39,3,3,0,0,57,0
26751,Sales & Marketing,region_7,Bachelor's,f,other,1,29,5,3,0,0,51,0
35044,Sales & Marketing,region_22,Master's & above,m,other,1,28,2,5,0,1,49,0
42006,Operations,region_20,Bachelor's,m,sourcing,1,31,5,3,0,0,55,0
7685,Operations,region_16,Bachelor's,f,sourcing,1,54,3,25,0,0,58,0
5392,Operations,region_25,Bachelor's,m,sourcing,1,29,3,2,0,0,58,0
15343,Analytics,region_14,Master's & above,m,sourcing,1,37,3,2,0,0,85,0
35211,Analytics,region_32,Bachelor's,m,other,1,27,1,2,0,0,84,0
69515,Procurement,region_2,Master's & above,m,other,1,39,4,11,1,0,73,0
60186,Operations,region_22,Master's & above,m,other,2,40,5,7,0,0,57,0
19402,Finance,region_22,Below Secondary,m,sourcing,2,23,,1,1,1,57,0
4491,Operations,region_16,Bachelor's,f,sourcing,1,29,3,4,0,0,60,0
7331,Technology,region_2,Bachelor's,m,other,1,28,,1,0,0,80,0
30132,Procurement,region_17,Bachelor's,m,sourcing,1,40,3,6,0,0,69,0
64705,Procurement,region_2,Bachelor's,m,other,4,24,,1,1,0,71,0
44712,Finance,region_22,Bachelor's,m,sourcing,1,36,2,7,0,0,58,0
36170,Procurement,region_2,Bachelor's,m,other,2,51,5,15,1,0,70,0
8194,Procurement,region_2,Bachelor's,f,sourcing,1,54,5,25,1,0,66,0
34604,Operations,region_22,Master's & above,m,other,1,41,2,11,0,0,60,0
52294,Technology,region_17,Bachelor's,f,sourcing,1,31,5,7,1,0,81,1
60279,Sales & Marketing,region_28,Bachelor's,m,other,1,37,5,5,1,0,45,0
32280,Technology,region_7,Master's & above,m,other,1,45,4,7,0,0,80,0
45942,Procurement,region_2,Master's & above,f,other,1,49,3,16,1,0,71,1
44150,Sales & Marketing,region_11,Master's & above,m,sourcing,1,42,5,3,1,0,52,0
73799,Sales & Marketing,region_19,Bachelor's,m,other,1,36,2,8,0,0,50,0
60569,Operations,region_14,Master's & above,f,sourcing,1,36,4,8,0,0,55,0
49677,Sales & Marketing,region_6,Bachelor's,m,other,1,27,3,4,0,0,53,0
51833,Sales & Marketing,region_5,Master's & above,m,other,1,38,2,9,0,0,44,0
30533,Operations,region_11,Bachelor's,m,other,1,32,1,7,0,0,62,0
63339,Sales & Marketing,region_2,,m,sourcing,1,24,3,2,1,0,54,0
54625,Technology,region_19,Master's & above,m,other,1,44,3,3,0,0,85,0
45370,Technology,region_2,Master's & above,m,sourcing,1,42,3,13,0,1,77,0
55323,Sales & Marketing,region_2,Bachelor's,m,other,4,30,3,4,0,0,54,0
50853,Sales & Marketing,region_7,Master's & above,m,sourcing,1,35,1,4,1,0,45,0
39311,Finance,region_4,Bachelor's,f,sourcing,1,29,2,5,0,0,62,0
55905,Operations,region_19,Bachelor's,m,other,1,32,4,6,1,1,69,1
73335,Sales & Marketing,region_28,Master's & above,f,other,1,35,3,3,0,0,52,0
1170,Sales & Marketing,region_17,Bachelor's,m,other,2,27,4,4,0,0,58,1
76889,Finance,region_28,Master's & above,m,sourcing,1,33,5,8,1,0,56,0
62576,Procurement,region_15,,f,sourcing,1,53,5,13,1,0,71,0
10113,Sales & Marketing,region_33,Master's & above,m,other,1,34,1,7,0,0,51,0
1020,Procurement,region_2,Bachelor's,m,other,1,41,3,11,1,0,66,0
30501,Technology,region_26,Bachelor's,m,sourcing,1,44,4,4,1,0,81,0
52656,Sales & Marketing,region_13,Bachelor's,m,other,1,41,5,6,0,0,55,0
18483,Sales & Marketing,region_11,Bachelor's,m,other,1,24,3,1,0,0,51,0
53822,Procurement,region_10,Master's & above,m,other,1,31,3,2,0,0,68,0
71690,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,37,3,6,0,0,46,0
3401,Technology,region_31,Master's & above,m,sourcing,1,50,5,2,1,0,77,1
52121,Analytics,region_28,Bachelor's,m,other,1,29,3,5,1,0,92,0
35571,Sales & Marketing,region_22,Bachelor's,m,other,1,48,1,14,0,0,48,0
6231,Legal,region_7,Bachelor's,m,other,1,37,3,5,0,0,58,0
9694,Operations,region_20,Bachelor's,m,sourcing,1,32,3,4,0,0,58,0
38914,Finance,region_26,Bachelor's,m,sourcing,1,31,3,2,0,0,72,1
48278,Procurement,region_22,Bachelor's,f,sourcing,2,30,5,5,1,0,69,0
45667,Operations,region_7,Bachelor's,m,sourcing,1,36,3,9,0,0,62,0
20410,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,5,12,1,0,50,1
18221,R&D,region_22,Bachelor's,m,sourcing,2,26,4,2,1,0,87,0
50859,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,28,5,4,0,0,48,0
73460,Procurement,region_2,Bachelor's,f,sourcing,1,44,3,7,0,0,67,0
233,Operations,region_22,Bachelor's,m,other,1,33,5,5,1,0,62,0
61461,Analytics,region_7,Bachelor's,m,other,1,28,5,4,0,0,85,0
39148,Technology,region_26,Bachelor's,f,other,2,34,3,9,0,0,82,0
30841,Operations,region_2,Bachelor's,f,sourcing,1,53,1,10,0,0,61,0
30909,HR,region_24,Bachelor's,f,other,1,27,3,4,0,0,51,0
16416,Sales & Marketing,region_16,Bachelor's,m,other,1,49,3,9,0,0,51,0
45351,Technology,region_33,Bachelor's,m,sourcing,1,40,3,6,0,0,85,0
52120,Sales & Marketing,region_23,Master's & above,m,sourcing,2,51,3,9,0,0,49,0
76036,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,40,5,11,1,0,47,0
61709,Operations,region_27,Bachelor's,m,sourcing,1,33,3,2,0,0,63,0
77641,Sales & Marketing,region_7,Bachelor's,m,other,1,58,4,17,0,0,51,0
52797,Procurement,region_15,Master's & above,f,other,1,36,3,7,0,0,69,0
59781,Operations,region_31,Bachelor's,f,sourcing,1,29,3,7,1,0,61,0
5952,Technology,region_26,Master's & above,m,other,2,37,2,6,1,0,74,1
42770,Sales & Marketing,region_20,Bachelor's,m,other,2,27,,1,0,0,46,0
76144,Operations,region_22,Bachelor's,m,referred,1,33,5,3,1,0,62,0
66822,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,31,1,9,0,0,53,0
59123,Sales & Marketing,region_11,Bachelor's,m,other,1,36,4,4,0,0,51,0
47195,Sales & Marketing,region_26,Bachelor's,f,other,1,34,1,9,0,0,51,0
33999,Operations,region_2,Bachelor's,m,other,1,32,4,7,1,0,58,0
68155,Operations,region_32,Bachelor's,m,sourcing,1,37,5,9,0,0,56,0
11939,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,42,3,11,0,0,53,0
66160,Operations,region_8,Master's & above,f,sourcing,1,30,3,2,1,0,62,0
32222,Analytics,region_4,Master's & above,m,sourcing,3,47,4,17,1,1,92,1
66121,Finance,region_31,Master's & above,f,sourcing,1,33,3,3,1,1,57,0
8946,HR,region_2,Bachelor's,f,other,1,52,1,11,0,0,55,0
43739,Operations,region_2,Bachelor's,m,sourcing,1,44,2,5,0,0,56,0
17285,Procurement,region_31,Bachelor's,m,sourcing,1,36,5,7,1,0,69,0
34195,Finance,region_22,Bachelor's,m,other,2,28,5,2,1,0,65,0
14901,Operations,region_15,Bachelor's,m,sourcing,1,31,3,7,0,0,61,0
26928,Operations,region_22,Bachelor's,m,sourcing,1,37,1,9,0,0,60,0
54111,Procurement,region_7,Master's & above,f,sourcing,1,47,4,18,0,0,72,0
25058,Operations,region_26,Bachelor's,f,sourcing,2,28,,1,0,0,62,0
35026,Operations,region_15,Bachelor's,m,sourcing,1,33,4,7,0,0,61,0
29235,Operations,region_2,Master's & above,m,other,1,47,4,7,0,0,52,0
77231,Technology,region_7,Bachelor's,f,other,1,29,1,5,0,0,81,0
5823,Analytics,region_15,Bachelor's,m,other,1,36,3,2,0,0,83,0
15195,Operations,region_31,Bachelor's,m,other,2,38,5,11,0,0,59,0
30259,Sales & Marketing,region_25,Master's & above,m,sourcing,1,35,5,4,0,0,64,1
39231,Sales & Marketing,region_2,,m,other,1,50,4,6,0,0,50,0
58722,Operations,region_27,Master's & above,m,other,1,45,4,3,0,0,57,0
49092,Operations,region_15,,m,sourcing,1,32,5,2,1,0,58,0
55656,Analytics,region_31,Bachelor's,m,sourcing,1,41,3,6,0,0,86,0
65202,Finance,region_23,Master's & above,m,other,1,36,5,8,1,1,87,1
32341,R&D,region_26,Bachelor's,m,other,3,28,4,3,0,0,84,0
57022,Legal,region_22,Bachelor's,m,other,1,31,5,3,0,0,55,0
15417,Sales & Marketing,region_28,,m,sourcing,1,30,3,2,1,1,48,1
8242,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,32,1,6,0,0,47,0
76729,Technology,region_14,Bachelor's,m,sourcing,1,38,3,3,0,0,79,0
9319,HR,region_13,Bachelor's,m,other,1,30,3,6,1,0,49,0
60012,Operations,region_22,Master's & above,f,sourcing,1,34,5,5,1,0,59,0
76200,Sales & Marketing,region_28,Master's & above,m,other,1,44,3,9,0,0,48,0
73626,Operations,region_2,Bachelor's,f,other,1,50,3,19,1,0,62,0
21844,Sales & Marketing,region_29,Bachelor's,m,other,1,24,,1,0,0,46,0
26398,Operations,region_22,Bachelor's,f,other,1,46,1,15,1,0,63,0
25116,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,4,6,0,0,53,0
541,Technology,region_15,Bachelor's,m,sourcing,1,35,3,9,0,0,87,0
60509,Sales & Marketing,region_22,Master's & above,m,other,1,39,2,11,0,0,52,0
70666,Sales & Marketing,region_2,,m,sourcing,1,24,3,3,0,0,49,0
71984,Sales & Marketing,region_7,Master's & above,m,sourcing,2,32,3,2,1,0,46,0
64833,Analytics,region_15,Master's & above,m,sourcing,1,34,5,7,0,0,81,0
73827,Operations,region_2,Bachelor's,m,sourcing,1,27,,1,1,0,61,1
37590,Sales & Marketing,region_34,Bachelor's,m,other,1,27,3,4,1,0,51,0
21461,Technology,region_33,Bachelor's,m,other,1,30,1,2,0,0,80,0
1808,Sales & Marketing,region_7,,m,other,1,27,,1,0,0,53,0
58894,Procurement,region_15,Bachelor's,m,other,1,41,3,6,0,0,75,0
63075,Technology,region_7,Bachelor's,m,sourcing,1,30,3,8,1,0,80,0
77643,HR,region_2,Bachelor's,m,other,1,46,3,21,0,0,50,0
53727,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,26,3,2,0,0,50,0
12010,Sales & Marketing,region_31,Master's & above,m,other,2,34,2,6,0,1,45,0
20929,HR,region_8,Master's & above,f,sourcing,1,36,3,2,1,0,51,0
13861,Technology,region_1,Bachelor's,f,sourcing,1,28,3,5,1,0,84,0
24371,Procurement,region_16,Bachelor's,f,other,2,44,5,18,1,0,66,0
30750,Sales & Marketing,region_7,Master's & above,f,other,1,34,5,7,1,0,48,0
45440,Technology,region_23,Bachelor's,m,other,1,32,3,8,0,0,77,0
7575,R&D,region_6,Bachelor's,m,other,1,30,4,2,1,0,82,0
56498,Sales & Marketing,region_14,Master's & above,m,other,1,40,5,8,0,0,50,0
37494,Sales & Marketing,region_6,Bachelor's,m,other,1,32,3,7,1,0,50,0
75933,Technology,region_16,Master's & above,f,sourcing,1,37,2,4,1,0,85,0
26600,Analytics,region_22,Bachelor's,f,sourcing,1,27,1,4,0,0,86,0
72536,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,38,3,4,0,0,51,0
9758,Operations,region_22,Master's & above,m,other,1,43,5,10,0,0,63,0
41997,Technology,region_28,Master's & above,m,other,1,32,4,3,0,0,81,0
45732,Analytics,region_29,Bachelor's,f,other,1,28,3,2,0,0,86,0
27527,Operations,region_14,Bachelor's,f,sourcing,1,39,3,11,0,0,60,0
54332,Procurement,region_2,Master's & above,f,other,1,60,3,29,0,0,71,0
33755,Finance,region_2,Bachelor's,f,other,1,38,3,3,1,0,56,0
3708,Operations,region_13,Bachelor's,f,other,1,33,3,2,1,0,64,0
2724,Sales & Marketing,region_14,Bachelor's,m,other,1,46,3,15,0,0,48,0
9210,Analytics,region_7,Master's & above,f,sourcing,2,33,4,4,0,0,86,0
18302,Sales & Marketing,region_4,Master's & above,m,other,1,33,3,7,1,0,49,1
28690,Operations,region_2,Master's & above,f,sourcing,1,40,5,6,1,0,60,0
56680,Technology,region_22,Bachelor's,f,other,1,25,4,2,0,0,79,0
47398,Operations,region_22,Bachelor's,f,sourcing,2,35,2,9,1,0,59,0
43436,Finance,region_2,Below Secondary,f,sourcing,1,26,3,2,1,0,61,1
16442,Operations,region_7,Bachelor's,m,other,1,42,3,10,0,0,59,0
8196,Legal,region_16,Bachelor's,m,sourcing,1,32,1,3,0,0,62,0
64078,Operations,region_15,Bachelor's,f,sourcing,1,32,1,8,0,0,58,0
20621,Finance,region_26,Bachelor's,m,other,3,26,5,4,1,0,59,0
46995,Procurement,region_5,Bachelor's,f,other,1,29,1,5,0,0,73,0
53149,Sales & Marketing,region_2,,f,sourcing,1,38,4,3,0,0,52,0
56769,Operations,region_13,Bachelor's,f,other,1,35,5,5,1,0,58,0
49591,Sales & Marketing,region_16,Bachelor's,m,other,2,30,1,4,0,0,51,0
10338,Operations,region_19,Bachelor's,m,sourcing,1,35,4,8,1,0,63,1
72244,Operations,region_2,Bachelor's,f,sourcing,1,42,3,3,1,0,66,0
58835,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,46,2,16,0,0,49,0
32207,Sales & Marketing,region_2,,f,other,1,30,2,6,0,0,51,0
50120,Operations,region_2,Bachelor's,f,sourcing,1,60,5,34,1,0,62,0
25678,Technology,region_4,Master's & above,m,other,2,34,4,8,0,0,80,0
22962,Operations,region_32,Bachelor's,m,sourcing,1,30,3,5,0,0,62,0
21890,Operations,region_2,Master's & above,f,other,1,58,4,5,1,0,62,0
60507,Operations,region_2,Master's & above,m,sourcing,3,44,4,14,1,0,61,1
14803,Operations,region_22,Master's & above,m,sourcing,1,31,2,4,0,0,56,0
49287,Operations,region_22,Bachelor's,m,referred,2,39,5,10,0,0,63,0
20175,Legal,region_7,Master's & above,m,sourcing,1,38,1,7,0,0,60,0
38059,Sales & Marketing,region_7,Master's & above,m,other,1,58,5,4,0,0,51,0
23354,Sales & Marketing,region_2,,f,other,1,25,2,4,0,0,51,0
70100,Sales & Marketing,region_31,Master's & above,m,other,1,30,3,2,0,0,53,0
53212,Procurement,region_13,Master's & above,f,other,1,35,5,4,1,1,73,1
52408,Technology,region_21,Bachelor's,m,other,3,35,5,4,1,0,78,0
263,Technology,region_14,Bachelor's,m,other,1,48,3,11,0,0,76,0
33148,Analytics,region_3,Master's & above,m,sourcing,1,40,5,11,1,0,83,0
13814,Technology,region_27,Bachelor's,f,other,2,33,3,7,0,0,79,0
41599,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,45,3,15,1,0,56,1
55086,Analytics,region_27,Bachelor's,m,other,1,30,,1,0,0,86,0
15960,Sales & Marketing,region_2,Master's & above,f,sourcing,1,35,3,8,0,0,48,0
675,Sales & Marketing,region_22,Bachelor's,m,other,1,28,2,4,1,0,51,0
28013,Procurement,region_17,Master's & above,f,sourcing,1,33,3,7,0,0,73,0
40252,Sales & Marketing,region_27,Bachelor's,m,other,1,33,5,5,1,0,51,0
56701,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,31,4,5,1,0,53,1
64379,Operations,region_2,Master's & above,f,other,1,53,5,21,0,0,59,0
35615,Analytics,region_25,Bachelor's,m,sourcing,1,27,,1,0,0,85,0
67967,Finance,region_2,Bachelor's,m,other,1,33,4,1,0,0,58,0
46249,Sales & Marketing,region_28,Bachelor's,m,other,1,41,3,9,1,0,49,0
64040,Sales & Marketing,region_2,,m,other,1,39,5,5,1,0,51,0
40144,Procurement,region_7,Master's & above,m,sourcing,1,46,3,3,0,0,63,0
75691,Finance,region_2,Bachelor's,m,other,1,38,4,9,0,0,61,0
26046,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,38,5,5,0,0,50,0
58494,Operations,region_7,Bachelor's,m,other,1,29,2,6,0,0,67,0
57776,Finance,region_22,Bachelor's,m,other,2,24,,1,1,0,62,1
74049,Sales & Marketing,region_15,Bachelor's,m,other,1,39,2,8,0,0,50,0
49738,Operations,region_2,,f,other,1,33,5,7,1,0,63,0
77041,Sales & Marketing,region_16,Bachelor's,f,other,1,30,1,5,0,0,50,0
59474,Sales & Marketing,region_21,Bachelor's,m,other,3,28,,1,0,0,47,0
20129,Finance,region_2,Bachelor's,f,sourcing,2,25,4,2,1,0,59,0
20162,Sales & Marketing,region_1,Bachelor's,m,other,1,28,5,7,0,0,53,0
20918,Technology,region_26,Bachelor's,f,sourcing,2,26,5,3,1,0,78,0
20610,HR,region_22,Bachelor's,m,sourcing,1,30,3,7,0,0,65,1
45790,Operations,region_28,Bachelor's,m,other,1,30,3,2,0,0,56,0
67749,Technology,region_7,Master's & above,m,other,1,49,4,17,1,0,76,0
65434,Sales & Marketing,region_27,Master's & above,m,other,1,37,4,5,0,0,54,0
13146,Procurement,region_26,Bachelor's,f,other,1,37,5,4,1,0,65,0
59974,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,49,1,15,0,0,46,0
60515,Sales & Marketing,region_25,Bachelor's,m,other,1,41,4,13,0,0,48,0
65179,Finance,region_26,Bachelor's,m,other,1,28,,1,1,0,60,0
30731,Procurement,region_2,Bachelor's,f,referred,2,32,1,3,0,0,67,0
61112,Technology,region_2,Bachelor's,m,other,1,48,3,3,0,0,83,0
5196,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,35,1,10,1,0,57,1
60013,Legal,region_22,Bachelor's,m,other,1,31,3,2,0,0,63,0
65888,Sales & Marketing,region_32,Bachelor's,m,other,3,27,1,1,1,0,49,0
28618,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,26,3,1,0,0,53,0
42181,Sales & Marketing,region_30,Bachelor's,m,other,1,34,3,10,0,0,51,0
49993,Sales & Marketing,region_22,Master's & above,f,other,5,32,1,8,0,0,52,0
48769,Procurement,region_13,Master's & above,f,other,1,30,,1,1,1,71,0
77676,Operations,region_5,Bachelor's,m,other,1,37,3,7,0,0,63,0
3637,Finance,region_2,Bachelor's,m,other,2,30,4,4,0,0,64,0
55064,Sales & Marketing,region_8,Bachelor's,m,other,1,32,1,6,0,0,58,0
42009,Operations,region_4,Bachelor's,m,other,1,28,,1,1,0,61,1
46998,Sales & Marketing,region_15,Bachelor's,m,other,1,46,3,18,0,0,53,0
48455,Operations,region_2,Master's & above,m,sourcing,2,53,5,19,0,0,61,0
30019,Finance,region_32,Bachelor's,m,other,2,31,3,6,0,0,58,0
15125,Sales & Marketing,region_2,Master's & above,m,sourcing,1,50,5,11,0,0,49,0
53789,Analytics,region_30,Bachelor's,m,sourcing,3,33,1,3,0,0,82,0
50935,Analytics,region_22,Bachelor's,m,sourcing,1,27,4,2,0,0,87,0
75584,Operations,region_25,Bachelor's,f,other,1,29,4,4,1,0,59,0
70513,Analytics,region_26,Bachelor's,m,sourcing,1,29,3,6,1,0,87,0
11877,Operations,region_3,Bachelor's,m,other,1,29,,1,0,0,59,0
31021,Technology,region_31,Bachelor's,m,other,1,23,5,2,1,0,79,0
61132,Operations,region_16,Master's & above,f,other,1,43,5,2,1,0,61,0
35387,Technology,region_13,Master's & above,m,sourcing,1,48,3,7,0,0,84,0
22342,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,34,4,3,0,0,52,0
73129,Sales & Marketing,region_25,,m,other,1,26,4,4,0,0,54,0
3925,Sales & Marketing,region_18,Bachelor's,m,other,1,26,1,2,0,0,48,0
133,Technology,region_15,Master's & above,m,other,1,46,3,6,0,0,77,0
72740,Procurement,region_31,Bachelor's,m,other,2,31,3,10,0,0,67,0
63243,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,40,1,6,1,0,52,0
34015,Sales & Marketing,region_27,Bachelor's,m,other,1,37,3,6,0,0,55,0
4756,Sales & Marketing,region_27,Bachelor's,m,other,1,33,5,7,1,0,57,0
45517,Operations,region_2,Master's & above,f,sourcing,1,43,4,4,1,0,57,0
34984,Analytics,region_27,Bachelor's,m,other,1,29,,1,1,0,86,0
32730,HR,region_31,Bachelor's,m,other,1,32,5,4,0,0,46,0
69004,Technology,region_13,Bachelor's,m,sourcing,1,29,,1,1,0,79,0
68563,Sales & Marketing,region_2,Master's & above,m,other,2,32,4,6,0,0,53,0
76423,Procurement,region_15,Bachelor's,f,other,1,29,2,5,0,0,70,0
72199,Finance,region_11,Bachelor's,m,other,3,30,3,4,0,0,55,0
37174,Operations,region_22,Master's & above,m,sourcing,1,44,4,5,1,0,57,0
33047,Finance,region_13,Bachelor's,m,other,1,28,5,4,1,0,58,0
43091,Operations,region_15,Bachelor's,f,other,1,39,5,5,0,0,60,0
30658,Sales & Marketing,region_22,Bachelor's,m,other,2,28,5,4,1,0,58,0
18414,Operations,region_21,Bachelor's,m,sourcing,1,32,4,8,0,0,60,0
75912,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,33,2,9,0,0,50,0
