ID,PA,PB,PC,PD,PE,PF,PG
PR42434,236.6757323,156.3963896,104.1055433,71.86884445,50.81219806,40.09798997,34.26298524
PR42435,236.5579952,158.0001633,104.6926853,72.08729084,50.81835838,40.45011189,34.40505955
PR42436,244.2647706,158.7766756,104.4941597,72.78711413,52.02539822,41.38237338,34.23943883
PR42437,243.3061218,160.3261596,105.1465709,71.9686193,50.99171801,40.73527168,34.65389813
PR42438,247.5834253,159.5712984,104.6937379,72.25471681,52.02920745,41.74227012,34.75199151
PR42439,251.2718359,160.3262741,104.5737087,70.70840826,50.38197441,40.18058766,34.48665165
PR42440,235.1153323,160.0717043,105.5564295,72.0080402,50.82707692,40.34965749,34.61733433
PR42441,235.6760382,159.6128881,105.2232742,71.7615442,51.02845939,40.41302027,34.55262311
PR42442,237.8199128,159.6258168,105.1353685,71.46509481,50.46713192,40.36628871,34.57371156
PR42443,235.3909865,160.0971121,104.9985444,71.04817972,50.33236686,40.01960314,34.65800999
PR42444,227.7740788,160.2840243,105.0599992,71.09876821,50.20234593,40.1480657,34.55131316
PR42445,228.3794099,160.1331613,104.5338113,70.94677415,49.88201445,39.90253324,34.52664976
PR42446,219.3403538,158.5622386,104.7258874,71.3186742,49.25620846,39.63455914,34.2506087
PR42447,220.0884187,158.0020688,104.4314819,70.99891986,49.63763961,39.16363916,34.24898667
PR42448,221.381195,158.1216036,104.5639714,71.40145927,49.0120696,39.51140864,34.14034525
PR42449,221.8329965,158.0444486,104.3033338,71.1470538,48.99019806,39.44530205,34.19341952
PR42450,220.8595143,158.4999328,104.639241,71.45226656,49.36077522,39.67733034,34.22808355
PR42451,230.0276556,158.6698923,104.8862123,71.49440744,49.62245608,39.74888763,34.36301899
PR42452,224.5618766,159.0046611,105.247939,71.88060739,50.42114856,39.70324149,34.35180754
PR42453,229.6664281,159.2400195,105.3697653,71.82926246,50.3885562,39.86694254,34.46769957
PR42454,231.0734933,159.3772794,105.315209,71.80042879,50.22730686,39.76801721,34.43329138
PR42455,225.1202916,158.9308581,105.1373385,72.09575498,50.75012164,39.84635066,34.23403527
PR42456,231.9855712,158.8264307,105.2098847,72.09912306,50.62483238,40.04705699,34.45259431
PR42457,231.4861349,159.197981,105.4220915,72.32086577,51.0398516,40.35267804,34.52915143
PR42458,229.6296271,159.1180327,105.4243911,72.37485906,50.65336314,40.1508955,34.3941525
PR42459,232.7129559,157.9803861,105.1326309,71.96971304,50.81290408,39.67715642,34.39542341
PR42460,239.9157384,158.6738613,105.1950737,72.09243758,50.84562262,40.05201953,34.52660483
PR42461,241.9643101,159.0006085,104.7907063,72.82437055,52.10760633,41.08125078,34.21108437
PR42462,245.2511409,158.3812147,104.8077383,71.79408937,50.8953306,39.95219571,34.62117285
PR42463,221.1901394,157.2644227,104.0954514,70.9617902,49.44691533,39.09143546,34.14404197
PR42464,221.5720109,157.9590256,104.5721323,71.36224692,49.0459353,39.32303612,34.14421524
PR42465,226.7015579,158.9889269,104.9850822,71.17443054,49.29791492,39.51443912,34.39482398
PR42466,222.9425256,158.6435528,104.7141492,71.25967684,49.0693573,39.39843286,34.24308713
PR42467,226.2848175,158.4301,104.6454276,71.14067124,49.12724343,39.2434679,34.29953669
PR42468,217.4662638,157.5426389,104.2671006,71.60659842,49.73307792,39.41853774,34.11730934
PR42469,224.7291718,159.4434923,104.9812478,71.27938161,49.57323364,39.5748583,34.48316122
PR42470,224.6125617,159.238987,105.2490615,71.42885435,49.46813991,39.50278888,34.32938315
PR42471,245.8413607,158.5468809,104.7997804,71.94695698,50.97481226,40.19011287,34.41532082
PR42472,242.9015494,157.7743079,104.6855173,71.71649166,50.77655927,39.99804811,34.48475134
PR42473,243.7057905,157.6188808,104.6714673,71.9306993,51.02351265,39.91102848,34.45155681
PR42474,247.8676395,158.9121187,104.7435273,72.05803826,51.03594794,40.25291634,34.5369733
PR42475,250.8234075,157.234618,104.3213446,71.82430345,51.10218787,39.97966854,34.50969735
PR42476,250.4009612,158.9689945,104.6806484,70.92998576,50.28364536,39.12717909,34.26393186
PR42477,250.2437265,158.0134111,104.6134128,71.98769457,51.33365428,40.14931505,34.43231027
PR42478,249.3266665,157.9476181,104.5136292,71.91851971,51.29222368,40.39090684,34.5894964
PR42479,249.0831308,157.9711907,104.4905968,71.90337174,51.22132353,40.23911091,34.58156842
PR42480,248.5234375,158.2875312,104.4161711,72.1005481,51.19448778,40.33561238,34.51685299
PR42481,253.5111189,158.1036014,104.047205,72.69947679,52.14693917,41.27752042,34.27178865
PR42482,250.7650802,156.9520098,104.2580352,71.81108486,51.12219986,39.99548887,34.50499981
PR42483,249.198241,157.9402115,104.3296553,72.02376279,51.21687714,40.35614359,34.54126796
PR42484,249.304655,158.4861233,104.3418381,72.04193639,51.21396769,40.35732417,34.48181521
PR42485,250.0083834,157.7628586,104.3965532,71.89353523,51.29615242,40.35520553,34.60231359
PR42486,251.1405833,157.1335852,104.153817,71.92182029,51.31579935,40.15442485,34.53513924
PR42487,249.0420778,158.2320667,104.3542516,72.06846025,51.30595655,40.44503524,34.54744676
PR42488,247.4643156,157.7741602,104.5635912,71.9459442,51.03349895,40.21786364,34.62165391
PR42489,248.6209177,157.7131366,104.368391,71.99651719,51.30978144,40.19391013,34.4691879
PR42490,249.1477846,158.6643133,104.429047,72.16784421,51.33570653,40.5162769,34.47875225
PR42491,250.0680369,157.9131657,104.3464997,72.11383491,51.47949317,40.66818496,34.57506022
PR42492,249.7325311,157.8231656,104.4150522,71.89592051,51.28897789,40.37415242,34.59991025
PR42493,250.2979633,157.7332333,104.4368695,71.97526291,51.45832846,40.36001083,34.49057287
PR42494,244.6925995,158.7542348,104.7857668,72.08458132,51.04280867,40.29068981,34.49982998
PR42495,250.9412576,158.4614157,104.3222351,72.73976658,52.07643934,41.06521982,34.20380711
PR42496,241.1941729,158.3784334,104.9308568,71.99887293,50.89159008,40.10279348,34.52213307
PR42497,246.483561,158.4905635,104.520187,72.41530726,52.02176163,41.20724056,34.54207818
PR42498,245.4263731,158.176492,104.7464376,71.74402463,50.82315717,39.98798655,34.58736824
PR42499,247.7243706,158.4855339,104.8344502,71.96488258,50.99077703,40.197858,34.59854202
PR42500,248.7660859,158.8080547,104.5824726,72.72463036,51.91411137,40.96599224,34.20676305
PR42501,248.2015258,157.1580328,104.4704347,71.72787631,50.94593294,39.71154073,34.53503937
PR42502,248.6079776,158.2275788,104.5691579,72.02492324,51.18063557,40.26521452,34.55684661
PR42503,247.9642877,158.8559062,104.7445603,72.18399942,51.23808544,40.51457062,34.46725863
PR42504,247.6268214,158.5284493,104.919202,71.95117976,51.20612956,40.51390985,34.55723891
PR42505,245.3109335,159.440812,105.4010833,71.70241514,50.94770412,40.29392274,34.58014792
PR42506,246.2729388,159.5675513,105.3731859,71.56086409,50.58078141,40.33306531,34.63144764
PR42507,235.6143958,158.9445291,105.1981543,72.106706,50.76680262,40.51241611,34.45456122
PR42508,240.3821149,158.4397364,104.9523591,71.74539199,50.88893076,40.47708255,34.54598461
PR42509,241.4458128,159.3681173,105.2622317,71.74246467,50.74739671,40.48760936,34.55848546
PR42510,234.7122267,160.7734695,104.4270807,71.11402465,50.50214794,40.73199452,34.37213845
PR42511,229.7266937,159.3290258,104.6516024,70.75854536,49.57013197,39.85600735,34.52163046
PR42512,227.8461264,159.3814624,104.901341,70.7686739,49.57885003,39.88497988,34.52439937
PR42513,246.7413249,157.6913049,104.57367,71.73827984,50.97479475,40.14765036,34.56301164
PR42514,244.1924246,158.1816965,104.7330179,71.97208829,50.95301656,40.30316863,34.5362058
PR42515,244.3994476,157.7158266,104.3314229,71.99127591,51.28389167,40.17597714,34.31486395
PR42516,248.6412998,157.7390444,104.0120141,72.66248548,52.07048823,41.38717114,34.16579147
PR42517,244.8836378,157.4149356,104.2877865,71.87369664,51.08801636,40.36202437,34.48334079
PR42518,246.021409,157.9059852,104.5114111,72.02826498,51.27038249,40.61265883,34.45254108
PR42519,249.9935068,157.8670831,104.5458467,71.97006555,51.35203969,40.32910655,34.38189028
PR42520,249.2086151,157.9929862,104.508969,71.68978589,51.05064837,40.20776396,34.54737276
PR42521,249.9910176,157.8635909,104.6663295,71.97852975,51.32476593,40.34426364,34.46182293
PR42522,243.6493483,158.8749526,105.0808169,72.05593487,51.08391247,40.69854238,34.51415113
PR42523,243.4696189,159.283743,105.437764,72.0921885,50.90308623,40.42102968,34.50456588
PR42524,246.9692851,158.7485228,105.1366923,71.74066136,50.75184742,40.31866878,34.53769888
PR42525,240.8749089,159.5271234,105.0583899,72.77602574,51.74432535,41.45294616,34.16030907
PR42526,245.3475005,159.7876749,104.9036839,72.61714249,51.58621599,41.22029975,34.26742463
PR42527,240.2504246,159.9297356,105.2030696,71.31975997,50.35557151,40.26649894,34.65076859
PR42528,233.2988707,159.3904981,105.0979198,71.46203691,50.73619651,40.11341043,34.5047126
PR42529,239.3976499,160.1517783,104.7603512,70.73038739,50.09837117,40.00169189,34.5968743
PR42530,235.3493768,159.9884836,104.7000343,71.7663873,50.96377627,40.81710509,34.30374975
PR42531,233.8996609,159.1692159,104.9551485,71.09956108,50.04682246,40.0910136,34.55793057
PR42532,230.9038404,160.2015086,105.0315043,70.92056458,49.91959623,40.0768189,34.4599123
PR42533,229.2823229,158.9919363,104.8928087,71.29859003,50.45304071,39.8724245,34.65732992
PR42534,232.3513135,160.1780221,104.4512495,71.3935321,50.41560579,40.87677767,34.31091943
PR42535,231.5377412,159.9546303,104.4745128,70.77116616,49.84364641,39.78511584,34.64836288
PR42536,240.6014771,160.1282454,104.452074,71.60063453,50.82171077,40.72911694,34.34113796
PR42537,225.3811562,159.6755891,104.0692635,71.50365321,50.12563358,40.59339074,34.26188577
PR42538,222.6052953,159.5935423,104.4683826,71.05609513,49.78292215,39.65521813,34.50070583
PR42539,222.2686716,159.1300242,103.6768303,71.77853801,49.97034107,40.60249815,34.13055171
PR42540,226.5647371,158.0029465,104.717563,71.01729888,48.7971772,39.52251923,34.30850327
PR42541,227.6860243,159.6571364,103.9848205,71.69823312,50.13055639,40.39813027,34.25697507
PR42542,221.6212272,159.274486,104.9980114,70.86481462,49.15343708,39.8438242,34.49144187
PR42543,225.7902303,158.7274203,103.9521729,71.78428256,50.78454932,40.58072947,34.15365321
PR42544,221.6539345,159.1631698,105.0240728,70.91382994,49.14113664,39.77115045,34.49652024
PR42545,225.6611244,159.3719872,105.2299307,71.00683833,49.5704541,39.8982076,34.51383464
PR42546,223.6670034,159.6982874,105.083095,70.89201521,49.00676312,39.59889506,34.44486569
PR42547,221.2845738,158.6915476,104.5541865,71.27401331,50.13960191,39.8524755,34.43316967
PR42548,227.4977794,159.2025482,105.1514527,71.11821979,49.73244822,40.11817963,34.46694
PR42549,226.9622384,159.5289749,104.8261045,70.97598213,49.71490178,40.04660928,34.44581563
PR42550,238.4226504,158.9232172,105.1725814,71.64233939,50.53547617,39.62623983,34.43947406
PR42551,234.7160158,159.3326693,105.7120131,72.06693217,50.47122463,39.92991259,34.43586923
PR42552,237.5476576,158.5610713,105.3863577,71.84470217,50.35067149,39.7868026,34.38091538
PR42553,235.9968107,158.6034486,105.2316119,71.9679071,50.54044094,39.89713414,34.42950517
PR42554,240.4888181,158.1996968,104.3359782,72.66370777,52.25160356,41.41296192,34.15321532
PR42555,245.0003596,158.0948027,104.6507003,71.43611996,50.48042886,39.64321731,34.45174116
PR42556,240.5615846,158.3037716,104.9958166,71.80632047,50.67802901,40.0208904,34.4910986
PR42557,243.0142945,157.3154606,103.9060449,72.37717732,52.05547578,41.69694455,34.38467106
PR42558,234.0340917,157.397769,104.480495,72.03801211,50.81314476,40.0560751,34.28165588
PR42559,235.3558392,156.6399008,104.2330883,72.00303379,51.16390894,40.26511573,34.27730543
PR42560,235.7357733,157.1629701,104.4118618,72.02715092,50.90263538,40.12975849,34.34536278
PR42561,240.4801026,157.8992762,104.7426121,71.8399759,50.62175316,40.12346827,34.41205167
PR42562,239.1422629,156.9291709,104.1990629,72.03245951,51.05586739,40.48083773,34.35337202
PR42563,241.2445676,156.9829504,104.5704814,71.88059126,50.89547411,39.86869836,34.37120437
PR42564,238.9737136,157.2943341,104.123114,71.916797,51.03136715,40.54514066,34.22815577
PR42565,244.0822775,156.9130351,104.0166885,71.93197556,51.11997613,40.5135468,34.42449888
PR42566,242.3337007,157.5830477,104.3454262,71.45284638,50.69507042,40.14755303,34.26023119
PR42567,242.8552606,157.4548025,104.0503023,71.89563686,51.12833742,40.57351787,34.26585071
PR42568,243.5049913,156.5640798,103.863354,71.99905075,51.4066164,40.68285423,34.30663884
PR42569,242.4486865,157.2153522,104.0155393,71.88731056,51.12928485,40.30608257,34.43092128
PR42570,224.5276602,159.2621411,104.7480322,70.98478742,49.4629892,40.19747379,34.43269136
PR42571,231.5014092,158.8486793,104.3921202,71.98577822,51.25684937,41.21597856,34.32789166
PR42572,231.6145156,159.6152629,105.0783907,71.05805571,49.72526823,39.97406969,34.48349025
PR42573,240.7438082,160.3848507,104.7669314,72.25073897,51.20630862,40.63975247,34.34341738
PR42574,237.4159995,159.2393218,104.9319483,71.3683152,49.83832049,40.01986376,34.47202067
PR42575,238.5729226,159.3876235,104.7848079,72.73455051,51.0250265,40.70487749,34.23682398
PR42576,238.9250967,157.5679514,104.1758836,71.76216865,50.77727903,40.26166196,34.36354891
PR42577,240.6344024,157.5512506,104.5923771,71.74988796,50.53732995,39.9934409,34.28373862
PR42578,234.1882736,157.1460588,104.339156,72.16259756,51.08378526,40.51709171,34.35373853
PR42579,235.8450527,157.162787,104.402843,71.97121202,50.87613701,40.00583281,34.31810804
PR42580,245.7152227,157.8470877,104.3898994,71.78634188,50.86646443,40.18089035,34.48091466
PR42581,254.5043054,157.8306793,104.2882195,72.65979584,51.94961859,41.01604435,34.23645742
PR42582,249.1474227,156.7224393,104.132416,71.7836982,51.05922939,39.85398584,34.44286182
PR42583,248.8535765,157.7850264,104.3264684,71.82466403,50.95941646,40.25147755,34.52493843
PR42584,248.9372822,158.2513433,104.3262817,71.83501821,50.96464096,40.23777529,34.45378905
PR42585,250.3736066,157.0892497,103.9740879,71.72699165,51.13531936,40.36103629,34.53351319
PR42586,245.7729732,156.7182187,104.1877895,71.85118689,51.04384028,39.94842822,34.37969112
PR42587,248.8285207,157.8648757,104.1894009,71.84191001,50.97121402,40.29004946,34.44183492
PR42588,254.5092027,157.4174203,103.7797984,72.58616802,52.11663632,41.18759876,34.18803602
PR42589,250.198636,156.9841847,103.9835031,71.62996906,51.01922168,40.24800515,34.5173678
PR42590,249.7085692,156.8845052,103.9952229,71.89108452,51.17396592,40.07939399,34.3716636
PR42591,247.3800155,157.639467,104.122443,71.85015055,50.96828273,40.30029858,34.41028775
PR42592,245.561968,157.2688961,104.0548458,71.73664929,50.93864625,40.29979499,34.25965426
PR42593,244.470279,156.214875,103.6021087,71.65289531,50.93818164,40.45554179,34.41129748
PR42594,245.0931244,156.6821046,103.7729145,71.82780824,51.220295,40.59150729,34.38699089
PR42595,247.7593541,156.546443,103.6608723,71.91930704,51.30446052,40.40927484,34.22493106
PR42596,250.1241046,157.7962742,103.9669399,71.86834995,51.18028559,40.58172767,34.34994173
PR42597,253.3214563,156.9039882,103.5952245,72.51578796,52.14013881,41.3094447,34.08804028
PR42598,249.5069975,157.0528324,104.0939542,71.66662884,50.97603342,40.23019533,34.50381739
PR42599,250.9142115,156.4842439,103.6801401,71.84945119,51.18209442,40.30772831,34.33733968
PR42600,249.7527758,157.5317102,103.9158128,71.81342142,51.15216237,40.56539033,34.37443281
PR42601,249.7949924,157.698085,103.9754727,71.85214834,51.12732023,40.59303894,34.30520177
PR42602,248.5973719,157.4255527,104.2620321,72.23893986,51.21313127,40.64431861,34.3519541
PR42603,245.2293579,156.3727816,103.8762013,71.60065601,50.66136,40.21361988,34.313584
PR42604,243.1640338,156.086845,103.6530029,71.7721465,50.71147612,40.39241863,34.16232738
PR42605,245.4404948,157.4069586,104.0912691,71.80634099,50.87770436,40.34147234,34.2585285
PR42606,247.4274225,157.6364945,104.1168134,71.9218943,50.98125517,40.39973805,34.2129778
PR42607,247.7543678,156.9373321,104.1201091,71.76084631,50.84250603,40.19820686,34.40000491
PR42608,249.1618317,156.5014098,103.8160679,71.77491883,51.06598877,40.04216137,34.28941586
PR42609,244.7709682,157.3956393,104.2216441,71.81278932,50.79690301,40.3089513,34.28417201
PR42610,244.7636221,157.6662257,104.2755277,71.85828794,50.8379729,40.38961237,34.27142647
PR42611,244.9370231,156.4616446,104.1254294,71.65219152,50.61274878,40.17453111,34.30039342
PR42612,240.9815604,156.8270249,104.2929283,71.73899406,50.69134839,40.30539473,34.25597689
PR42613,240.6849557,157.1629177,104.2033237,71.92244003,51.07490236,40.28869705,34.20994803
PR42614,244.3605834,158.4230081,104.9552618,71.82710143,50.87160595,40.33679395,34.56056402
PR42615,236.3106579,158.8621427,105.0992917,72.2014881,51.04102554,40.64912551,34.46867539
PR42616,238.2573434,158.5509242,105.4070105,72.04435903,51.07313099,40.31688239,34.46296986
PR42617,252.1379139,160.3329116,105.0678253,72.52927013,51.48030431,41.22169591,34.32537815
PR42618,245.4490893,159.8428196,105.2662808,72.79167162,51.86050809,41.33352828,34.14175983
PR42619,245.8477107,159.492964,104.9109801,71.45881256,50.41337226,40.55688144,34.568791
PR42620,236.0304454,159.6442073,105.2321082,71.8211335,50.68370515,40.5574627,34.52615903
PR42621,233.7015001,159.6569004,104.8352577,70.96912846,50.48615086,40.04028727,34.65387317
PR42622,230.4608864,160.0472141,105.1341208,71.11306072,50.11506369,40.25630046,34.49195509
PR42623,235.6991996,160.0776047,104.9739028,70.79925257,50.07129107,40.1884252,34.63735978
PR42624,232.3594564,160.674704,105.0729227,70.73055639,49.81550488,40.08506097,34.63354965
PR42625,231.3540148,160.0995172,104.6905203,70.74689682,49.95913317,40.19462663,34.70196264
PR42626,230.260705,160.8318659,104.350851,70.20249064,49.44179616,40.01390658,34.37453837
PR42627,236.9731694,160.4918655,104.5580619,70.283612,49.58052817,40.11889208,34.58961592
PR42628,233.5144905,160.4103198,104.4572311,70.9678967,49.7680276,40.71304931,34.37796683
PR42629,232.2248563,160.4282539,104.7782603,70.28184433,49.34258809,39.81676203,34.70074947
PR42630,236.419092,159.8427444,104.6695437,70.9497031,50.1210175,40.51924529,34.3839479
PR42631,229.3205212,160.4810279,104.4733561,70.19253365,49.10128058,39.83128268,34.59863318
PR42632,236.8651639,160.515917,103.9790907,70.5795322,49.74733331,40.68710421,34.33912298
PR42633,226.7155331,160.5256289,104.1655618,69.79956669,49.28560305,39.73165978,34.67505819
PR42634,221.0388887,159.9190058,103.7592593,70.302767,49.45811243,39.89721865,34.82518333
PR42635,223.2833584,161.0394387,104.988849,70.29438993,48.91540783,39.33106042,34.78210597
PR42636,225.7417751,160.8887785,104.8975321,70.33882418,49.00320061,39.30921832,34.83197217
PR42637,229.7720913,160.1530171,104.562996,71.09966679,49.44278624,40.24958271,34.48247374
PR42638,221.0875431,160.6653483,104.2470311,69.98161528,49.05333512,39.2642711,34.69543141
PR42639,221.1596766,159.4413496,103.9281587,70.78788115,49.96846793,40.55979553,34.34348032
PR42640,225.9222204,161.1516719,104.7164548,70.27677661,49.07478555,39.18925152,34.79098901
PR42641,234.8244841,159.9718174,104.7526984,71.08590382,49.76044724,40.28797296,34.43826059
PR42642,226.3167564,161.7485405,104.6409902,70.09142911,48.87920005,39.60975347,34.59335059
PR42643,223.035334,159.9753764,104.0109854,70.36772652,49.2422191,39.48824375,34.68934403
PR42644,232.3582131,160.4674396,104.5851037,71.34205104,49.68532675,40.19588813,34.40035221
PR42645,227.2648508,161.647993,104.3433467,70.42746664,49.21408979,39.32787311,34.55281536
PR42646,232.5123363,160.1548008,104.232155,71.43141999,49.98361906,40.38826014,34.29517131
PR42647,223.1550522,160.2987638,104.2498886,70.83621274,49.17469036,39.60738609,34.46547467
PR42648,224.2087296,160.1034035,104.9309333,71.14398949,50.04333685,39.86162022,34.60438689
PR42649,222.794369,160.3252656,104.9077598,71.09394441,49.64696929,39.31101846,34.50933677
PR42650,234.3900559,160.4611061,105.0152435,71.1541994,50.25081487,39.74314284,34.68890218
PR42651,237.1577873,158.9229533,104.6656572,72.25666708,51.17693413,39.82513902,34.60353065
PR42652,253.6409898,157.6961408,103.2401173,71.787672,51.40723354,40.11124569,34.44610198
PR42653,244.9481872,160.0021966,104.4763685,72.5102907,52.42599831,41.38371504,34.44068368
PR42654,243.191693,160.8996764,105.5535444,71.65656634,51.04526468,40.22306909,34.92046211
PR42655,230.8100998,160.7275904,105.0257607,70.92624551,49.53887312,38.92444943,34.71508032
PR42656,251.9269803,159.1649423,103.7940403,71.97987879,51.54709438,40.04074942,34.65052713
PR42657,251.1155143,159.362722,104.1673173,71.96391831,51.43979043,39.56833115,34.49966408
PR42658,236.032748,160.4727688,104.5398594,70.78271678,49.80182225,39.6198199,34.50193858
PR42659,237.9121948,160.2794235,105.2107481,72.07540166,51.76303614,40.56645488,34.45974763
PR42660,232.4387705,160.1171751,104.9597184,71.43702773,50.20963877,39.20893315,34.66513846
PR42661,239.1871901,160.7359346,105.1515718,72.84256511,51.58058789,40.33479673,34.32223247
PR42662,238.8736904,159.2093236,105.3032156,71.77621065,50.73044809,39.24422789,34.61560816
PR42663,233.5242621,160.13378,105.8193101,72.17790501,50.61335553,39.52222815,34.55501661
PR42664,240.6730872,159.0944491,105.5307147,72.32319342,51.09572992,39.88053258,34.57800109
PR42665,243.9966778,159.1649431,105.2953689,72.06912236,51.12402135,39.76157538,34.62071119
PR42666,246.5252863,159.3444173,104.7201638,72.89725499,52.28689222,41.21831701,34.35426801
PR42667,242.2837127,157.4510027,104.7564879,71.75589988,50.93998604,39.60664331,34.73433209
PR42668,250.2730337,159.3318199,105.0428025,72.90440301,52.33760194,40.68491302,34.43995487
PR42669,242.2390515,158.6711014,104.8749541,71.84069133,51.03964191,39.67387281,34.69965127
PR42670,244.3540821,159.2935389,105.1122661,72.14385873,51.14596931,39.95629234,34.68700906
PR42671,246.9374345,157.9437877,104.2884632,71.95391283,51.8379148,40.41704339,34.67177606
PR42672,243.4433079,158.3518456,104.3829522,71.9232821,51.49452105,40.22883563,34.63772479
PR42673,243.2693742,158.8063061,104.3595538,71.95849902,51.44008881,40.32818736,34.54893302
PR42674,244.1580909,158.1109181,104.2972365,71.96108929,51.56822018,40.25457332,34.66069443
PR42675,244.0536809,157.6496031,103.9852251,71.92058929,51.51787928,40.18146125,34.58545315
PR42676,243.2534843,158.8510098,104.3651904,71.98755332,51.44697854,40.37400292,34.52275807
PR42677,243.4043445,157.9953058,104.2311363,72.00556404,51.57259552,40.26834625,34.64996449
PR42678,242.2491537,158.7066633,104.7068601,71.76434918,50.6716396,39.24244908,34.55453131
PR42679,242.3234987,158.9464204,104.790651,72.02840776,51.0627075,39.96431039,34.62113971
PR42680,242.7280837,157.7066882,104.5648142,72.06637216,51.3096755,39.86193516,34.62920135
PR42681,246.7014895,158.4195966,104.6261286,71.90081606,51.37457211,39.95317289,34.54607797
PR42682,245.2800899,158.9077126,104.6422871,72.08352062,51.16796516,40.05289935,34.63809033
PR42683,243.7114922,158.3507098,104.6724646,72.17433707,51.34404928,40.05009114,34.65667626
PR42684,238.660406,157.6309999,103.7725469,72.13825216,51.4492376,39.9305009,34.51965308
PR42685,237.6946745,158.5668784,104.1890334,72.10831836,51.17661713,39.96997525,34.54886561
PR42686,250.4066687,158.0143306,104.111764,72.62730947,52.25685517,40.43482337,34.17383823
PR42687,241.4074146,157.5498007,103.5689376,71.87942925,51.23785733,39.72817135,34.63648661
PR42688,246.0740572,157.727469,104.0180972,72.08488824,51.25154333,39.82617737,34.55833563
PR42689,251.3651575,158.4272149,103.8356063,71.88665664,51.35562293,40.26582782,34.52280586
PR42690,254.9888757,157.0095627,103.4451876,72.45527283,52.23668384,41.27232347,34.24792492
PR42691,244.4741894,157.4553011,103.6942126,71.88822382,51.53799302,40.17204552,34.53591174
PR42692,248.7680681,157.9019544,103.6520389,71.87022029,51.62971432,40.4611251,34.46654102
PR42693,247.788819,157.3886945,103.4149183,71.97403219,51.54612058,40.27754211,34.31191722
PR42694,251.7389733,157.0909202,103.2549077,72.36563081,52.18022311,41.12416372,34.18514229
PR42695,252.3388348,158.1263992,103.8128881,71.82177504,51.25524674,39.81368304,34.58656379
PR42696,252.411344,158.0952745,103.5499727,71.82024501,51.42079382,40.14129455,34.52467076
PR42697,251.8540568,157.8105824,103.448436,72.01937966,51.16859009,39.88943487,34.41738492
PR42698,252.9323657,158.3100683,103.3654713,71.80674308,51.28426919,40.07720518,34.37991939
PR42699,249.7359844,157.7726803,103.5096328,71.61045588,50.96240978,39.6339949,34.54422411
PR42700,250.6325255,157.8886309,103.5452659,71.80665486,51.11991085,39.80660791,34.48614973
PR42701,251.8900703,158.2602756,103.6452865,71.77029805,51.07305598,39.87845788,34.41178284
PR42702,253.4996559,157.7791702,103.2863657,71.94063532,51.20564042,39.89152212,34.29649846
PR42703,253.6041069,157.5548379,103.2032577,71.75443734,51.39741695,40.09282491,34.46064009
PR42704,253.012516,157.784462,103.2991738,71.76001637,51.30318552,40.13199985,34.40309499
PR42705,245.3671502,161.2187749,104.2948048,71.89929965,51.22442346,41.00145991,34.35371021
PR42706,239.1629595,160.9818963,104.6416182,71.20208056,49.96870792,40.37536136,34.39378053
PR42707,232.7809328,161.693114,105.2416041,71.99286053,50.82278441,40.01459842,34.37240193
PR42708,234.6322901,160.7072404,105.1610558,71.34665611,50.13044839,38.9255747,34.75536376
PR42709,233.5752021,159.4605844,105.3627776,72.28951172,51.30740869,39.29057644,34.75683811
PR42710,233.9800504,159.7394118,105.0087003,72.01455651,51.29764928,39.67582763,34.68428444
PR42711,243.7107386,160.0036501,104.8691429,72.94017304,52.38923088,40.1379044,34.43550294
PR42712,237.6167007,159.5428368,104.8995368,71.88901499,51.00718807,39.08838277,34.82560565
PR42713,242.0457417,159.2290333,104.5708797,72.11692308,51.16067765,39.41855836,34.77474762
PR42714,243.4980855,158.6500144,104.0690236,72.83834166,52.36728075,40.71269619,34.35185895
PR42715,238.8983715,159.1428024,104.6310728,71.80356278,51.01989137,39.12260728,34.77100771
PR42716,237.9840467,159.4437333,104.7674388,71.87631006,50.88396936,39.27228602,34.70994474
PR42717,240.6202968,159.0489154,104.5678338,72.12792471,51.34407176,39.53056756,34.6747011
PR42718,236.0389545,158.4172467,103.9864489,72.07953825,51.32776965,39.36970137,34.56096331
PR42719,238.204607,158.9473413,104.1826284,72.01198808,51.33525394,39.93717281,34.5515692
PR42720,239.4930994,158.404873,104.020413,72.09847891,51.52968391,39.81365251,34.67818447
PR42721,241.9449558,158.733911,104.6515933,71.85558537,51.33446774,39.51032209,34.6460748
PR42722,252.8200517,157.4425009,103.2123562,71.97829937,51.47478157,40.2078567,34.28344569
PR42723,256.3519284,157.6829397,103.5307312,72.40956775,52.19020185,41.2005026,34.05743643
PR42724,248.1476597,157.9564541,103.4383517,71.95880581,51.3709389,40.11511328,34.65269571
PR42725,252.3934903,158.5557715,104.2290951,72.1037018,51.43866035,40.10452574,34.60849349
PR42726,251.1515629,158.2378941,104.12002,72.24371648,51.73984001,40.53958516,34.58348578
PR42727,256.0383008,158.1917498,104.0985102,72.55327657,52.4057832,41.15247204,34.19729852
PR42728,248.1321811,159.5429627,105.1256755,72.2283556,51.36242259,40.21179475,34.77764252
PR42729,243.2687198,159.6575136,105.0794277,72.47472728,51.75642794,40.60226171,34.63970251
PR42730,253.1748255,159.9751929,104.8218443,72.83297012,52.23550135,41.20282586,34.36939588
PR42731,244.7542882,158.9144941,104.8680169,72.07780208,51.94512598,40.61132208,34.70071511
PR42732,243.5339533,160.7490789,105.5336888,72.50313229,51.65541291,40.53267073,34.64274215
