application_date,segment,case_count
7/14/2018,1,110
7/15/2018,1,15
7/16/2018,1,73
7/17/2018,1,65
7/18/2018,1,87
7/19/2018,1,51
7/20/2018,1,56
7/21/2018,1,34
7/22/2018,1,7
7/23/2018,1,61
7/24/2018,1,46
7/25/2018,1,60
7/26/2018,1,66
7/27/2018,1,66
7/28/2018,1,42
7/29/2018,1,16
7/30/2018,1,50
7/31/2018,1,125
8/1/2018,1,72
8/2/2018,1,0
8/3/2018,1,57
8/4/2018,1,62
8/5/2018,1,11
8/6/2018,1,73
8/7/2018,1,80
8/8/2018,1,56
8/9/2018,1,63
8/10/2018,1,57
8/11/2018,1,66
8/12/2018,1,17
8/13/2018,1,102
8/14/2018,1,86
8/15/2018,1,95
8/16/2018,1,70
8/17/2018,1,55
8/18/2018,1,61
8/19/2018,1,16
8/20/2018,1,92
8/21/2018,1,54
8/22/2018,1,56
8/23/2018,1,88
8/24/2018,1,83
8/25/2018,1,85
8/26/2018,1,60
8/27/2018,1,69
8/28/2018,1,63
8/29/2018,1,87
8/30/2018,1,90
8/31/2018,1,139
9/1/2018,1,24
9/2/2018,1,0
9/3/2018,1,110
9/4/2018,1,65
9/5/2018,1,57
9/6/2018,1,70
9/7/2018,1,55
9/8/2018,1,51
9/9/2018,1,16
9/10/2018,1,74
9/11/2018,1,77
9/12/2018,1,107
9/13/2018,1,150
9/14/2018,1,89
9/15/2018,1,75
9/16/2018,1,15
9/17/2018,1,69
9/18/2018,1,60
9/19/2018,1,68
9/20/2018,1,78
9/21/2018,1,49
9/22/2018,1,58
9/23/2018,1,24
9/24/2018,1,41
9/25/2018,1,47
9/26/2018,1,45
9/27/2018,1,52
9/28/2018,1,53
9/29/2018,1,61
9/30/2018,1,91
10/1/2018,1,56
10/2/2018,1,0
10/3/2018,1,53
10/4/2018,1,65
10/5/2018,1,55
10/6/2018,1,72
10/7/2018,1,51
10/8/2018,1,134
10/9/2018,1,169
10/10/2018,1,218
10/11/2018,1,181
10/12/2018,1,156
10/13/2018,1,145
10/14/2018,1,131
10/15/2018,1,143
10/16/2018,1,178
10/17/2018,1,237
10/18/2018,1,266
10/19/2018,1,132
10/20/2018,1,78
10/21/2018,1,40
10/22/2018,1,75
10/23/2018,1,75
10/24/2018,1,97
10/25/2018,1,71
10/26/2018,1,77
10/27/2018,1,75
10/28/2018,1,50
10/29/2018,1,127
10/30/2018,1,124
10/31/2018,1,518
11/1/2018,1,8
11/2/2018,1,1
11/3/2018,1,225
11/4/2018,1,328
11/5/2018,1,355
11/6/2018,1,329
11/7/2018,1,349
11/8/2018,1,157
11/9/2018,1,47
11/10/2018,1,42
11/11/2018,1,25
11/12/2018,1,258
11/13/2018,1,154
11/14/2018,1,110
11/15/2018,1,64
11/16/2018,1,86
11/17/2018,1,71
11/18/2018,1,34
11/19/2018,1,93
11/20/2018,1,97
11/21/2018,1,78
11/22/2018,1,93
11/23/2018,1,115
11/24/2018,1,54
11/25/2018,1,9
11/26/2018,1,79
11/27/2018,1,81
11/28/2018,1,75
11/29/2018,1,73
11/30/2018,1,114
12/1/2018,1,6
12/2/2018,1,8
12/3/2018,1,99
12/4/2018,1,81
12/5/2018,1,55
12/6/2018,1,77
12/7/2018,1,50
12/8/2018,1,60
12/9/2018,1,20
12/10/2018,1,92
12/11/2018,1,85
12/12/2018,1,57
12/13/2018,1,81
12/14/2018,1,56
12/15/2018,1,65
12/16/2018,1,12
12/17/2018,1,81
12/18/2018,1,61
12/19/2018,1,57
12/20/2018,1,61
12/21/2018,1,55
12/22/2018,1,46
12/23/2018,1,8
12/24/2018,1,76
12/25/2018,1,73
12/26/2018,1,73
12/27/2018,1,72
12/28/2018,1,72
12/29/2018,1,64
12/30/2018,1,14
12/31/2018,1,175
1/1/2019,1,0
1/2/2019,1,72
1/3/2019,1,57
1/4/2019,1,79
1/5/2019,1,48
1/6/2019,1,7
1/7/2019,1,59
1/8/2019,1,87
1/9/2019,1,64
1/10/2019,1,101
1/11/2019,1,85
1/12/2019,1,59
1/13/2019,1,21
1/14/2019,1,0
1/15/2019,1,11
1/16/2019,1,103
1/17/2019,1,114
1/18/2019,1,92
1/19/2019,1,78
1/20/2019,1,27
1/21/2019,1,110
1/22/2019,1,85
1/23/2019,1,84
1/24/2019,1,90
1/25/2019,1,74
1/26/2019,1,98
1/27/2019,1,16
1/28/2019,1,80
1/29/2019,1,41
1/30/2019,1,69
1/31/2019,1,111
2/1/2019,1,0
2/2/2019,1,59
2/3/2019,1,8
2/4/2019,1,84
2/5/2019,1,70
2/6/2019,1,76
2/7/2019,1,82
2/8/2019,1,146
2/9/2019,1,0
2/10/2019,1,63
2/11/2019,1,61
2/12/2019,1,71
2/13/2019,1,49
2/14/2019,1,86
2/15/2019,1,68
2/16/2019,1,52
2/17/2019,1,10
2/18/2019,1,72
2/19/2019,1,68
2/20/2019,1,58
2/21/2019,1,72
2/22/2019,1,80
2/23/2019,1,61
2/24/2019,1,15
2/25/2019,1,78
2/26/2019,1,48
2/27/2019,1,80
2/28/2019,1,116
3/1/2019,1,77
3/2/2019,1,18
3/3/2019,1,48
3/4/2019,1,119
3/5/2019,1,66
3/6/2019,1,62
3/7/2019,1,56
3/8/2019,1,70
3/9/2019,1,72
3/10/2019,1,16
3/11/2019,1,95
3/12/2019,1,87
3/13/2019,1,88
3/14/2019,1,66
3/15/2019,1,58
3/16/2019,1,45
3/17/2019,1,11
3/18/2019,1,72
3/19/2019,1,79
3/20/2019,1,91
3/21/2019,1,3
3/22/2019,1,99
3/23/2019,1,72
3/24/2019,1,13
3/25/2019,1,71
3/26/2019,1,81
3/27/2019,1,56
3/28/2019,1,63
3/29/2019,1,64
3/30/2019,1,67
3/31/2019,1,86
4/1/2019,1,11
4/2/2019,1,65
4/3/2019,1,47
4/4/2019,1,64
4/5/2019,1,79
4/6/2019,1,103
4/7/2019,1,29
4/8/2019,1,101
4/9/2019,1,75
4/10/2019,1,78
4/11/2019,1,81
4/12/2019,1,84
4/13/2019,1,100
4/14/2019,1,41
4/15/2019,1,86
4/16/2019,1,64
4/17/2019,1,48
4/18/2019,1,63
4/19/2019,1,67
4/20/2019,1,37
4/21/2019,1,22
4/22/2019,1,71
4/23/2019,1,20
4/24/2019,1,60
4/25/2019,1,64
4/26/2019,1,50
4/27/2019,1,38
4/28/2019,1,13
4/29/2019,1,64
4/30/2019,1,58
5/1/2019,1,70
5/2/2019,1,73
5/3/2019,1,66
5/4/2019,1,50
5/5/2019,1,27
5/6/2019,1,107
5/7/2019,1,103
5/8/2019,1,45
5/9/2019,1,69
5/10/2019,1,64
5/11/2019,1,48
5/12/2019,1,16
5/13/2019,1,74
5/14/2019,1,64
5/15/2019,1,54
5/16/2019,1,57
5/17/2019,1,68
5/18/2019,1,60
5/19/2019,1,14
5/20/2019,1,78
5/21/2019,1,71
5/22/2019,1,60
5/23/2019,1,64
5/24/2019,1,61
5/25/2019,1,55
5/26/2019,1,12
5/27/2019,1,68
5/28/2019,1,59
5/29/2019,1,69
5/30/2019,1,59
5/31/2019,1,57
6/1/2019,1,53
6/2/2019,1,15
6/3/2019,1,61
6/4/2019,1,89
6/5/2019,1,53
6/6/2019,1,81
6/7/2019,1,65
6/8/2019,1,53
6/9/2019,1,12
6/10/2019,1,78
6/11/2019,1,78
6/12/2019,1,49
6/13/2019,1,61
6/14/2019,1,57
6/15/2019,1,62
6/16/2019,1,26
6/17/2019,1,75
6/18/2019,1,57
6/19/2019,1,62
6/20/2019,1,77
6/21/2019,1,52
6/22/2019,1,44
6/23/2019,1,4
6/24/2019,1,65
6/25/2019,1,59
6/26/2019,1,64
6/27/2019,1,64
6/28/2019,1,47
6/29/2019,1,44
6/30/2019,1,15
7/1/2019,1,57
7/2/2019,1,67
7/3/2019,1,87
7/4/2019,1,109
7/5/2019,1,1
4/1/2017,1,2
4/3/2017,1,0
4/4/2017,1,0
4/5/2017,1,8
4/7/2017,1,2
4/12/2017,1,11
4/13/2017,1,5
4/14/2017,1,7
4/15/2017,1,1
4/16/2017,1,2
4/17/2017,1,11
4/18/2017,1,3
4/19/2017,1,8
4/20/2017,1,11
4/21/2017,1,8
4/22/2017,1,1
4/23/2017,1,0
4/24/2017,1,9
4/25/2017,1,7
4/26/2017,1,9
4/27/2017,1,4
4/28/2017,1,6
4/29/2017,1,2
4/30/2017,1,33
5/1/2017,1,4
5/2/2017,1,0
5/3/2017,1,0
5/4/2017,1,1
5/5/2017,1,19
5/7/2017,1,1
5/8/2017,1,0
5/9/2017,1,0
5/10/2017,1,11
5/11/2017,1,8
5/12/2017,1,14
5/13/2017,1,1
5/14/2017,1,2
5/15/2017,1,19
5/16/2017,1,2
5/17/2017,1,19
5/18/2017,1,11
5/19/2017,1,11
5/20/2017,1,4
5/21/2017,1,3
5/22/2017,1,15
5/23/2017,1,7
5/24/2017,1,16
5/25/2017,1,12
5/26/2017,1,12
5/27/2017,1,0
5/28/2017,1,2
5/29/2017,1,15
5/30/2017,1,4
5/31/2017,1,27
6/1/2017,1,0
6/2/2017,1,0
6/3/2017,1,5
6/4/2017,1,0
6/5/2017,1,3
6/6/2017,1,0
6/7/2017,1,8
6/8/2017,1,8
6/9/2017,1,11
6/10/2017,1,4
6/11/2017,1,0
6/12/2017,1,10
6/13/2017,1,6
6/14/2017,1,14
6/15/2017,1,7
6/16/2017,1,10
6/17/2017,1,0
6/18/2017,1,1
6/19/2017,1,11
6/20/2017,1,8
6/21/2017,1,19
6/22/2017,1,4
6/23/2017,1,11
6/24/2017,1,1
6/25/2017,1,2
6/26/2017,1,8
6/27/2017,1,12
6/28/2017,1,19
6/29/2017,1,6
6/30/2017,1,61
7/1/2017,1,13
7/2/2017,1,0
7/5/2017,1,0
7/6/2017,1,0
7/7/2017,1,1
7/10/2017,1,13
7/11/2017,1,8
7/12/2017,1,13
7/13/2017,1,3
7/14/2017,1,15
7/15/2017,1,3
7/16/2017,1,1
7/17/2017,1,19
7/18/2017,1,3
7/19/2017,1,13
7/20/2017,1,14
7/21/2017,1,13
7/22/2017,1,4
7/23/2017,1,3
7/24/2017,1,11
7/25/2017,1,8
7/26/2017,1,13
7/27/2017,1,11
7/28/2017,1,15
7/29/2017,1,5
7/30/2017,1,7
7/31/2017,1,73
8/1/2017,1,5
8/3/2017,1,0
8/4/2017,1,0
8/5/2017,1,0
8/6/2017,1,0
8/7/2017,1,17
8/8/2017,1,13
8/9/2017,1,12
8/10/2017,1,8
8/11/2017,1,8
8/12/2017,1,1
8/13/2017,1,3
8/14/2017,1,17
8/15/2017,1,6
8/16/2017,1,13
8/17/2017,1,8
8/18/2017,1,19
8/19/2017,1,3
8/20/2017,1,1
8/21/2017,1,17
8/22/2017,1,9
8/23/2017,1,19
8/24/2017,1,13
8/25/2017,1,3
8/26/2017,1,9
8/27/2017,1,3
8/28/2017,1,8
8/29/2017,1,9
8/30/2017,1,19
8/31/2017,1,93
9/4/2017,1,0
9/5/2017,1,4
9/7/2017,1,1
9/8/2017,1,7
9/9/2017,1,5
9/10/2017,1,1
9/11/2017,1,10
9/12/2017,1,14
9/13/2017,1,10
9/14/2017,1,12
9/15/2017,1,7
9/16/2017,1,2
9/17/2017,1,1
9/18/2017,1,4
9/19/2017,1,8
9/20/2017,1,13
9/21/2017,1,26
9/22/2017,1,32
9/23/2017,1,12
9/24/2017,1,17
9/25/2017,1,30
9/26/2017,1,20
9/27/2017,1,24
9/28/2017,1,16
9/29/2017,1,21
9/30/2017,1,158
10/1/2017,1,15
10/2/2017,1,1
10/3/2017,1,1
10/4/2017,1,0
10/5/2017,1,3
10/6/2017,1,3
10/7/2017,1,3
10/8/2017,1,1
10/9/2017,1,9
10/10/2017,1,11
10/11/2017,1,33
10/12/2017,1,29
10/13/2017,1,58
10/14/2017,1,30
10/15/2017,1,65
10/16/2017,1,97
10/17/2017,1,126
10/18/2017,1,127
10/19/2017,1,91
10/20/2017,1,18
10/21/2017,1,22
10/22/2017,1,12
10/23/2017,1,27
10/24/2017,1,17
10/25/2017,1,14
10/26/2017,1,15
10/27/2017,1,15
10/28/2017,1,4
10/29/2017,1,1
10/30/2017,1,19
10/31/2017,1,78
11/1/2017,1,4
11/2/2017,1,0
11/3/2017,1,0
11/4/2017,1,0
11/5/2017,1,0
11/6/2017,1,0
11/7/2017,1,1
11/8/2017,1,10
11/9/2017,1,13
11/10/2017,1,9
11/11/2017,1,0
11/12/2017,1,2
11/13/2017,1,32
11/14/2017,1,11
11/15/2017,1,8
11/16/2017,1,8
11/17/2017,1,14
11/18/2017,1,2
11/19/2017,1,15
11/20/2017,1,0
11/21/2017,1,5
11/22/2017,1,11
11/23/2017,1,6
11/24/2017,1,5
11/25/2017,1,2
11/26/2017,1,2
11/27/2017,1,13
11/28/2017,1,7
11/29/2017,1,14
11/30/2017,1,25
12/1/2017,1,0
12/2/2017,1,0
12/3/2017,1,1
12/4/2017,1,12
12/5/2017,1,14
12/6/2017,1,15
12/7/2017,1,11
12/8/2017,1,19
12/9/2017,1,5
12/10/2017,1,6
12/11/2017,1,14
12/12/2017,1,12
12/13/2017,1,16
12/14/2017,1,18
12/15/2017,1,16
12/16/2017,1,3
12/17/2017,1,2
12/18/2017,1,17
12/19/2017,1,13
12/20/2017,1,21
12/21/2017,1,13
12/22/2017,1,21
12/23/2017,1,5
12/24/2017,1,3
12/25/2017,1,28
12/26/2017,1,20
12/27/2017,1,13
12/28/2017,1,12
12/29/2017,1,29
12/30/2017,1,21
12/31/2017,1,144
1/1/2018,1,8
1/2/2018,1,0
1/3/2018,1,0
1/4/2018,1,0
1/5/2018,1,18
1/6/2018,1,10
1/8/2018,1,0
1/9/2018,1,16
1/10/2018,1,21
1/11/2018,1,15
1/12/2018,1,31
1/13/2018,1,13
1/14/2018,1,18
1/15/2018,1,29
1/16/2018,1,14
1/17/2018,1,21
1/18/2018,1,18
1/19/2018,1,17
1/20/2018,1,3
1/21/2018,1,0
1/22/2018,1,21
1/23/2018,1,3
1/24/2018,1,17
1/25/2018,1,6
1/26/2018,1,12
1/27/2018,1,6
1/28/2018,1,5
1/29/2018,1,14
1/30/2018,1,11
1/31/2018,1,24
2/1/2018,1,0
2/2/2018,1,0
2/3/2018,1,0
2/5/2018,1,12
2/6/2018,1,3
2/7/2018,1,14
2/8/2018,1,7
2/9/2018,1,12
2/10/2018,1,2
2/11/2018,1,5
2/12/2018,1,11
2/13/2018,1,9
2/14/2018,1,9
2/15/2018,1,5
2/16/2018,1,11
2/17/2018,1,2
2/18/2018,1,4
2/19/2018,1,5
2/20/2018,1,6
2/21/2018,1,11
2/22/2018,1,10
2/23/2018,1,5
2/24/2018,1,7
2/25/2018,1,6
2/26/2018,1,17
2/27/2018,1,7
2/28/2018,1,35
3/1/2018,1,0
3/3/2018,1,0
3/5/2018,1,14
3/6/2018,1,5
3/7/2018,1,5
3/8/2018,1,13
3/9/2018,1,7
3/10/2018,1,10
3/11/2018,1,0
3/12/2018,1,15
3/13/2018,1,7
3/14/2018,1,21
3/15/2018,1,9
3/16/2018,1,7
3/17/2018,1,4
3/18/2018,1,9
3/19/2018,1,16
3/20/2018,1,12
3/21/2018,1,17
3/22/2018,1,11
3/23/2018,1,15
3/24/2018,1,4
3/25/2018,1,9
3/26/2018,1,12
3/27/2018,1,14
3/28/2018,1,15
3/29/2018,1,13
3/30/2018,1,19
3/31/2018,1,76
4/1/2018,1,0
4/2/2018,1,0
4/3/2018,1,0
4/4/2018,1,0
4/5/2018,1,0
4/6/2018,1,0
4/7/2018,1,0
4/8/2018,1,2
4/9/2018,1,26
4/10/2018,1,0
4/11/2018,1,24
4/12/2018,1,13
4/13/2018,1,23
4/14/2018,1,9
4/15/2018,1,1
4/16/2018,1,1
4/17/2018,1,17
4/18/2018,1,16
4/19/2018,1,11
4/20/2018,1,19
4/21/2018,1,8
4/22/2018,1,8
4/23/2018,1,21
4/24/2018,1,7
4/25/2018,1,12
4/26/2018,1,5
4/27/2018,1,0
4/28/2018,1,8
4/29/2018,1,3
4/30/2018,1,24
5/1/2018,1,0
5/2/2018,1,9
5/3/2018,1,8
5/4/2018,1,6
5/5/2018,1,2
5/6/2018,1,2
5/7/2018,1,14
5/8/2018,1,5
5/9/2018,1,13
5/10/2018,1,5
5/11/2018,1,11
5/12/2018,1,3
5/13/2018,1,5
5/14/2018,1,16
5/15/2018,1,7
5/16/2018,1,13
5/17/2018,1,8
5/18/2018,1,15
5/19/2018,1,2
5/20/2018,1,2
5/21/2018,1,11
5/22/2018,1,8
5/23/2018,1,13
5/24/2018,1,5
5/25/2018,1,6
5/26/2018,1,8
5/27/2018,1,3
5/28/2018,1,14
5/29/2018,1,12
5/30/2018,1,10
5/31/2018,1,14
6/1/2018,1,0
6/2/2018,1,7
6/3/2018,1,10
6/4/2018,1,22
6/5/2018,1,5
6/6/2018,1,11
6/7/2018,1,8
6/8/2018,1,7
6/9/2018,1,6
6/10/2018,1,5
6/11/2018,1,13
6/12/2018,1,9
6/13/2018,1,15
6/14/2018,1,9
6/15/2018,1,10
6/16/2018,1,7
6/17/2018,1,3
6/18/2018,1,14
6/19/2018,1,6
6/20/2018,1,11
6/21/2018,1,7
6/22/2018,1,9
6/23/2018,1,0
6/24/2018,1,2
6/25/2018,1,14
6/26/2018,1,1
6/27/2018,1,15
6/28/2018,1,3
6/29/2018,1,11
6/30/2018,1,11
7/1/2018,1,0
7/2/2018,1,13
7/3/2018,1,7
7/4/2018,1,10
7/5/2018,1,4
7/6/2018,1,8
7/7/2018,1,6
7/8/2018,1,6
7/9/2018,1,20
7/10/2018,1,9
7/11/2018,1,24
7/12/2018,1,4
7/13/2018,1,11
7/14/2018,1,10
7/15/2018,1,3
7/16/2018,1,17
7/17/2018,1,13
7/18/2018,1,11
7/19/2018,1,15
7/20/2018,1,6
7/21/2018,1,5
7/22/2018,1,4
7/23/2018,1,18
7/24/2018,1,9
7/25/2018,1,12
7/26/2018,1,10
7/27/2018,1,10
7/28/2018,1,5
7/29/2018,1,6
7/30/2018,1,14
7/31/2018,1,22
8/1/2018,1,15
8/2/2018,1,0
8/3/2018,1,21
8/4/2018,1,12
8/5/2018,1,2
8/6/2018,1,19
8/7/2018,1,7
8/8/2018,1,14
8/9/2018,1,12
8/10/2018,1,8
8/11/2018,1,5
8/12/2018,1,4
8/13/2018,1,13
8/14/2018,1,15
8/15/2018,1,10
8/16/2018,1,3
8/17/2018,1,16
8/18/2018,1,2
8/19/2018,1,3
8/20/2018,1,20
8/21/2018,1,10
8/22/2018,1,12
8/23/2018,1,13
8/24/2018,1,15
8/25/2018,1,2
8/26/2018,1,13
8/27/2018,1,13
8/28/2018,1,7
8/29/2018,1,8
8/30/2018,1,10
8/31/2018,1,27
9/1/2018,1,2
9/2/2018,1,0
9/3/2018,1,15
9/4/2018,1,5
9/5/2018,1,10
9/6/2018,1,12
9/7/2018,1,11
9/8/2018,1,4
9/9/2018,1,4
9/10/2018,1,19
9/11/2018,1,8
9/12/2018,1,20
9/13/2018,1,12
9/14/2018,1,15
9/15/2018,1,2
9/16/2018,1,4
9/17/2018,1,9
9/18/2018,1,9
9/19/2018,1,12
9/20/2018,1,15
9/21/2018,1,10
9/22/2018,1,4
9/23/2018,1,9
9/24/2018,1,17
9/25/2018,1,5
9/26/2018,1,4
9/27/2018,1,8
9/28/2018,1,14
9/29/2018,1,1
9/30/2018,1,10
10/1/2018,1,2
10/2/2018,1,0
10/3/2018,1,6
10/4/2018,1,6
10/5/2018,1,8
10/6/2018,1,2
10/7/2018,1,2
10/8/2018,1,2
10/9/2018,1,11
10/10/2018,1,27
10/11/2018,1,15
10/12/2018,1,22
10/13/2018,1,13
10/14/2018,1,11
10/15/2018,1,15
10/16/2018,1,18
10/17/2018,1,25
10/18/2018,1,16
10/19/2018,1,25
10/20/2018,1,8
10/21/2018,1,8
10/22/2018,1,17
10/23/2018,1,13
10/24/2018,1,34
10/25/2018,1,14
10/26/2018,1,24
10/27/2018,1,7
10/28/2018,1,9
10/29/2018,1,29
10/30/2018,1,27
10/31/2018,1,106
11/1/2018,1,0
11/2/2018,1,0
11/3/2018,1,31
11/4/2018,1,62
11/5/2018,1,88
11/6/2018,1,70
11/7/2018,1,135
11/8/2018,1,23
11/9/2018,1,42
11/10/2018,1,12
11/11/2018,1,6
11/12/2018,1,30
11/13/2018,1,11
11/14/2018,1,24
11/15/2018,1,20
11/16/2018,1,13
11/17/2018,1,11
11/18/2018,1,4
11/19/2018,1,17
11/20/2018,1,10
11/21/2018,1,19
11/22/2018,1,14
11/23/2018,1,9
11/24/2018,1,7
11/25/2018,1,4
11/26/2018,1,18
11/27/2018,1,11
11/28/2018,1,20
11/29/2018,1,11
11/30/2018,1,31
12/1/2018,1,2
12/2/2018,1,2
12/3/2018,1,19
12/4/2018,1,11
12/5/2018,1,16
12/6/2018,1,8
12/7/2018,1,12
12/8/2018,1,10
12/9/2018,1,1
12/10/2018,1,15
12/11/2018,1,10
12/12/2018,1,11
12/13/2018,1,9
12/14/2018,1,10
12/15/2018,1,3
12/16/2018,1,3
12/17/2018,1,12
12/18/2018,1,5
12/19/2018,1,16
12/20/2018,1,7
12/21/2018,1,14
12/22/2018,1,5
12/23/2018,1,1
12/24/2018,1,11
12/25/2018,1,11
12/26/2018,1,13
12/27/2018,1,10
12/28/2018,1,11
12/29/2018,1,4
12/30/2018,1,8
12/31/2018,1,45
1/1/2019,1,0
1/2/2019,1,38
1/3/2019,1,21
1/4/2019,1,20
1/5/2019,1,6
1/6/2019,1,1
1/7/2019,1,16
1/8/2019,1,17
1/9/2019,1,15
1/10/2019,1,22
1/11/2019,1,16
1/12/2019,1,6
1/13/2019,1,16
1/14/2019,1,26
1/15/2019,1,12
1/16/2019,1,23
1/17/2019,1,18
1/18/2019,1,21
1/19/2019,1,3
1/20/2019,1,5
1/21/2019,1,20
1/22/2019,1,11
1/23/2019,1,24
1/24/2019,1,7
1/25/2019,1,19
1/26/2019,1,4
1/27/2019,1,11
1/28/2019,1,15
1/29/2019,1,11
1/30/2019,1,34
1/31/2019,1,30
2/1/2019,1,0
2/2/2019,1,12
2/3/2019,1,10
2/4/2019,1,31
2/5/2019,1,11
2/6/2019,1,13
2/7/2019,1,14
2/8/2019,1,27
2/9/2019,1,0
2/10/2019,1,5
2/11/2019,1,33
2/12/2019,1,14
2/13/2019,1,23
2/14/2019,1,13
2/15/2019,1,15
2/16/2019,1,12
2/17/2019,1,11
2/18/2019,1,9
2/19/2019,1,9
2/20/2019,1,17
2/21/2019,1,17
2/22/2019,1,12
2/23/2019,1,11
2/24/2019,1,2
2/25/2019,1,14
2/26/2019,1,11
2/27/2019,1,13
2/28/2019,1,16
3/1/2019,1,1
3/2/2019,1,1
3/3/2019,1,2
3/4/2019,1,12
3/5/2019,1,5
3/6/2019,1,10
3/7/2019,1,11
3/8/2019,1,7
3/9/2019,1,6
3/10/2019,1,7
3/11/2019,1,19
3/12/2019,1,9
3/13/2019,1,17
3/14/2019,1,7
3/15/2019,1,12
3/16/2019,1,2
3/17/2019,1,1
3/18/2019,1,15
3/19/2019,1,10
3/20/2019,1,13
3/21/2019,1,5
3/22/2019,1,17
3/23/2019,1,13
3/24/2019,1,6
3/25/2019,1,18
3/26/2019,1,9
3/27/2019,1,14
3/28/2019,1,7
3/29/2019,1,12
3/30/2019,1,7
3/31/2019,1,13
4/1/2019,1,0
4/2/2019,1,11
4/3/2019,1,13
4/4/2019,1,7
4/5/2019,1,7
4/6/2019,1,3
4/7/2019,1,7
4/8/2019,1,17
4/9/2019,1,8
4/10/2019,1,13
4/11/2019,1,7
4/12/2019,1,16
4/13/2019,1,8
4/14/2019,1,6
4/15/2019,1,12
4/16/2019,1,8
4/17/2019,1,16
4/18/2019,1,9
4/19/2019,1,7
4/20/2019,1,4
4/21/2019,1,9
4/22/2019,1,14
4/23/2019,1,11
4/24/2019,1,7
4/25/2019,1,13
4/26/2019,1,17
4/27/2019,1,3
4/28/2019,1,4
4/29/2019,1,9
4/30/2019,1,10
5/1/2019,1,14
5/2/2019,1,8
5/3/2019,1,18
5/4/2019,1,2
5/5/2019,1,1
5/6/2019,1,13
5/7/2019,1,7
5/8/2019,1,6
5/9/2019,1,9
5/10/2019,1,14
5/11/2019,1,3
5/12/2019,1,6
5/13/2019,1,16
5/14/2019,1,6
5/15/2019,1,17
5/16/2019,1,11
5/17/2019,1,5
5/18/2019,1,5
5/19/2019,1,1
5/20/2019,1,11
5/21/2019,1,3
5/22/2019,1,9
5/23/2019,1,8
5/24/2019,1,12
5/25/2019,1,4
5/26/2019,1,7
5/27/2019,1,10
5/28/2019,1,5
5/29/2019,1,14
5/30/2019,1,8
5/31/2019,1,10
6/1/2019,1,4
6/2/2019,1,4
6/3/2019,1,13
6/4/2019,1,10
6/5/2019,1,20
6/6/2019,1,9
6/7/2019,1,17
6/8/2019,1,5
6/9/2019,1,10
6/10/2019,1,10
6/11/2019,1,9
6/12/2019,1,10
6/13/2019,1,8
6/14/2019,1,12
6/15/2019,1,5
6/16/2019,1,3
6/17/2019,1,11
6/18/2019,1,8
6/19/2019,1,12
6/20/2019,1,3
6/21/2019,1,10
6/22/2019,1,2
6/23/2019,1,4
6/24/2019,1,11
6/25/2019,1,6
6/26/2019,1,16
6/27/2019,1,10
6/28/2019,1,17
6/29/2019,1,2
6/30/2019,1,7
7/1/2019,1,8
7/2/2019,1,7
7/3/2019,1,11
7/4/2019,1,7
7/5/2019,1,0
4/1/2017,1,6
4/3/2017,1,0
4/4/2017,1,0
4/5/2017,1,7
4/7/2017,1,17
4/12/2017,1,9
4/13/2017,1,7
4/14/2017,1,20
4/15/2017,1,9
4/16/2017,1,9
4/17/2017,1,22
4/18/2017,1,20
4/19/2017,1,9
4/20/2017,1,15
4/21/2017,1,18
4/22/2017,1,8
4/23/2017,1,9
4/24/2017,1,13
4/25/2017,1,12
4/26/2017,1,23
4/27/2017,1,13
4/28/2017,1,18
4/29/2017,1,16
4/30/2017,1,55
5/1/2017,1,9
5/2/2017,1,6
5/3/2017,1,0
5/4/2017,1,1
5/5/2017,1,25
5/7/2017,1,4
5/8/2017,1,0
5/9/2017,1,0
5/10/2017,1,12
5/11/2017,1,9
5/12/2017,1,10
5/13/2017,1,6
5/14/2017,1,8
5/15/2017,1,11
5/16/2017,1,16
5/17/2017,1,16
5/18/2017,1,7
5/19/2017,1,9
5/20/2017,1,6
5/21/2017,1,4
5/22/2017,1,19
5/23/2017,1,10
5/24/2017,1,13
5/25/2017,1,10
5/26/2017,1,10
5/27/2017,1,8
5/28/2017,1,11
5/29/2017,1,21
5/30/2017,1,28
5/31/2017,1,76
6/1/2017,1,0
6/2/2017,1,5
6/3/2017,1,6
6/4/2017,1,5
6/5/2017,1,16
6/6/2017,1,0
6/7/2017,1,16
6/8/2017,1,11
6/9/2017,1,15
6/10/2017,1,9
6/11/2017,1,15
6/12/2017,1,36
6/13/2017,1,23
6/14/2017,1,25
6/15/2017,1,26
6/16/2017,1,25
6/17/2017,1,9
6/18/2017,1,13
6/19/2017,1,19
6/20/2017,1,16
6/21/2017,1,23
6/22/2017,1,19
6/23/2017,1,30
6/24/2017,1,23
6/25/2017,1,17
6/26/2017,1,20
6/27/2017,1,26
6/28/2017,1,20
6/29/2017,1,24
6/30/2017,1,146
7/1/2017,1,12
7/2/2017,1,0
7/5/2017,1,4
7/6/2017,1,1
7/7/2017,1,13
7/10/2017,1,18
7/11/2017,1,9
7/12/2017,1,17
7/13/2017,1,13
7/14/2017,1,20
7/15/2017,1,16
7/16/2017,1,21
7/17/2017,1,22
7/18/2017,1,16
7/19/2017,1,13
7/20/2017,1,15
7/21/2017,1,24
7/22/2017,1,7
7/23/2017,1,2
7/24/2017,1,8
7/25/2017,1,16
7/26/2017,1,9
7/27/2017,1,8
7/28/2017,1,14
