predict,0to3,10to15,15to25,25to50,3to6,6to10
6to10,0.016438038,0.272992638,0.083149763,0.019958862,0.044692276,0.562768423
0to3,0.718878914,0.065519689,0.066376863,0.025400082,0.089419285,0.034405167
0to3,0.444164774,0.145808022,0.142230114,0.058830028,0.108835189,0.100131875
10to15,0.025887251,0.479870161,0.293239373,0.05144332,0.023919914,0.125639981
10to15,0.149848971,0.330226143,0.139713156,0.049948286,0.078242569,0.252020875
0to3,0.396275398,0.190662242,0.07569882,0.05208655,0.109030835,0.176246155
25to50,0.01551671,0.22546683,0.328177156,0.345029207,0.015139986,0.07067011
6to10,0.03432956,0.295985837,0.086207218,0.035993277,0.165098997,0.382385111
6to10,0.122442695,0.30188104,0.061404315,0.031464194,0.094481956,0.3883258
15to25,0.016589406,0.273926599,0.426436258,0.186962094,0.016160392,0.079925252
0to3,0.394378496,0.114656305,0.071308246,0.016338176,0.244916085,0.158402691
15to25,0.037593407,0.230657007,0.336933807,0.27150607,0.038729774,0.084579936
0to3,0.393514705,0.158018982,0.143793266,0.042534015,0.100167767,0.161971266
10to15,0.031611287,0.438539638,0.097318953,0.037256316,0.038207716,0.357066091
0to3,0.431831863,0.108636875,0.058215043,0.025468488,0.245913184,0.129934546
10to15,0.054081978,0.35373403,0.134916165,0.026947056,0.187798668,0.242522104
6to10,0.027027795,0.300504387,0.138176006,0.049063912,0.119595661,0.365632239
10to15,0.011476477,0.416555239,0.41171313,0.059670415,0.011031365,0.089553373
3to6,0.108856376,0.129348543,0.095359067,0.024727626,0.417816327,0.223892062
15to25,0.013405354,0.208268024,0.457703957,0.23165209,0.022172502,0.066798073
6to10,0.094360925,0.297984146,0.092742328,0.031161951,0.087526354,0.396224296
10to15,0.124324907,0.351089815,0.18558624,0.041782557,0.053961542,0.243254939
15to25,0.014031854,0.193625418,0.419535225,0.249767461,0.013228439,0.109811603
10to15,0.070156811,0.379941537,0.321422473,0.054745911,0.060998795,0.112734472
15to25,0.019514344,0.303565167,0.531398894,0.039253232,0.020028862,0.086239501
10to15,0.075628547,0.308524177,0.087903494,0.020337258,0.275572759,0.232033764
10to15,0.027685327,0.437235505,0.091049429,0.038760491,0.054335195,0.350934053
10to15,0.062108368,0.485451088,0.172692059,0.058168723,0.068489201,0.15309056
6to10,0.151211933,0.228976892,0.114824268,0.034373441,0.217226082,0.253387384
15to25,0.015637818,0.168645514,0.516210204,0.2177502,0.017736512,0.064019751
0to3,0.432354385,0.212896033,0.111591624,0.047240917,0.073264328,0.122652713
0to3,0.411346912,0.089645829,0.108153654,0.028508948,0.181459774,0.180884883
25to50,0.00959046,0.091385971,0.103170887,0.713979672,0.012360861,0.06951215
15to25,0.033042496,0.199616359,0.350412074,0.26277735,0.057400681,0.09675104
6to10,0.046032731,0.237464088,0.087773902,0.039033919,0.257536348,0.332159012
10to15,0.236270944,0.271688612,0.104271362,0.039056075,0.16459392,0.184119087
10to15,0.015861756,0.362948564,0.210187793,0.040109185,0.190392028,0.180500673
25to50,0.021218614,0.227875885,0.215868871,0.429968415,0.019184269,0.085883945
15to25,0.02487072,0.36007849,0.422348334,0.028187955,0.039288691,0.12522581
15to25,0.04298761,0.183231253,0.279103851,0.053392197,0.212754272,0.228530818
6to10,0.026748973,0.163635192,0.343277852,0.037577366,0.064629933,0.364130685
10to15,0.081294686,0.400123406,0.319150973,0.059819759,0.042536247,0.09707493
10to15,0.056278761,0.345748175,0.192259034,0.017901293,0.060214402,0.327598335
6to10,0.058326024,0.302014813,0.125131289,0.020832366,0.120728303,0.372967206
0to3,0.410002071,0.185858392,0.181580462,0.038187394,0.081636182,0.102735498
25to50,0.015354735,0.08418358,0.249955466,0.596782993,0.013439216,0.04028401
15to25,0.029961371,0.334382982,0.431953682,0.093681087,0.030666644,0.079354235
10to15,0.10810435,0.301939934,0.255210606,0.076453515,0.077753683,0.180537912
0to3,0.301923944,0.289017502,0.152611298,0.045108095,0.091847792,0.119491369
6to10,0.063981121,0.194509908,0.097842618,0.064741022,0.218339386,0.360585945
6to10,0.023891087,0.253961323,0.188800229,0.028988571,0.083729653,0.420629138
0to3,0.469669367,0.144861906,0.13370858,0.026111954,0.063031298,0.162616894
10to15,0.02045273,0.407536991,0.390121801,0.060018739,0.027403234,0.094466505
10to15,0.016464556,0.393776713,0.159941961,0.091617856,0.050083819,0.288115094
6to10,0.203205344,0.272807344,0.102024833,0.029590547,0.061084083,0.331287848
15to25,0.016654148,0.309376262,0.449628279,0.08348719,0.022499094,0.118355027
10to15,0.087185698,0.452496187,0.074727412,0.026169729,0.073224779,0.286196195
10to15,0.049085203,0.403900803,0.264543028,0.092544581,0.049481082,0.140445302
15to25,0.01448173,0.285336141,0.456928098,0.038177104,0.018824346,0.186252581
15to25,0.009029552,0.131345266,0.688452728,0.122226895,0.009297034,0.039648526
10to15,0.049413348,0.399755325,0.07818034,0.036529626,0.082570577,0.353550784
15to25,0.033890049,0.337544686,0.387713406,0.064577894,0.054828671,0.121445294
25to50,0.056539067,0.229241645,0.231050036,0.331382675,0.053806766,0.097979811
10to15,0.226041894,0.356052638,0.135007699,0.032140664,0.104081139,0.146675967
10to15,0.023987559,0.354928344,0.319363826,0.045223219,0.021152116,0.235344934
6to10,0.068198893,0.237798463,0.149617217,0.033219414,0.223575887,0.287590127
15to25,0.007153974,0.157263664,0.498166154,0.251144583,0.010057673,0.076213952
0to3,0.307687769,0.269643795,0.079195595,0.031368218,0.130518976,0.181585647
6to10,0.068351986,0.28066502,0.035890906,0.016107443,0.260260125,0.338724522
10to15,0.087165837,0.37434344,0.100516138,0.02836205,0.206076663,0.203535872
3to6,0.300065327,0.113967975,0.048619412,0.029321678,0.364762624,0.143262985
10to15,0.046977145,0.296410404,0.124297966,0.021013066,0.243720694,0.267580725
15to25,0.013185567,0.377000916,0.432443705,0.049519709,0.023942779,0.103907323
0to3,0.616070224,0.062417239,0.135095751,0.031477821,0.108930708,0.046008257
0to3,0.445167393,0.193917316,0.100708492,0.032588012,0.088080273,0.139538515
6to10,0.030930917,0.304461325,0.221467929,0.033062999,0.031282479,0.37879435
25to50,0.01258349,0.265394739,0.253903132,0.297928581,0.015143211,0.155046847
3to6,0.087375094,0.096962698,0.15618009,0.025136417,0.432445246,0.201900455
15to25,0.02256666,0.351047461,0.443349849,0.036343322,0.019027894,0.127664814
10to15,0.058503718,0.318213024,0.274869285,0.022235259,0.07094123,0.255237484
6to10,0.077544211,0.324397539,0.097257115,0.049374507,0.074063272,0.377363357
15to25,0.011392078,0.300434899,0.40414396,0.138020729,0.014495408,0.131512925
15to25,0.014031854,0.193625418,0.419535225,0.249767461,0.013228439,0.109811603
15to25,0.012827606,0.395160435,0.464612998,0.039583725,0.01646036,0.071354875
10to15,0.038664499,0.482470417,0.132604629,0.055496703,0.05588864,0.234875113
0to3,0.516688803,0.139181588,0.144641015,0.036402465,0.105874817,0.057211313
15to25,0.025307001,0.243151666,0.269608039,0.053717489,0.190174587,0.218041218
6to10,0.151242348,0.147500398,0.048323285,0.01833486,0.287706438,0.346892671
15to25,0.063200801,0.26005903,0.278233947,0.082893065,0.149421372,0.166191785
10to15,0.046096581,0.364840335,0.104948897,0.022837267,0.136641257,0.324635662
0to3,0.743330235,0.035578976,0.052247618,0.020420655,0.111458843,0.036963673
10to15,0.028075968,0.435146129,0.088251856,0.034421428,0.038938032,0.375166588
6to10,0.268662817,0.224702263,0.112866776,0.050857568,0.068023448,0.274887127
10to15,0.055209045,0.282535874,0.210476426,0.029018912,0.154728592,0.268031151
6to10,0.098102471,0.271590615,0.13342268,0.038926646,0.136908386,0.321049202
15to25,0.026475683,0.242943669,0.440395198,0.193201544,0.034155756,0.06282815
6to10,0.150869817,0.242317506,0.093516207,0.028823809,0.073068255,0.411404406
15to25,0.015131394,0.346889485,0.441582494,0.106985966,0.014212037,0.075198623
10to15,0.059492826,0.369305406,0.079028431,0.04572753,0.124552751,0.321893056
10to15,0.066071726,0.332025003,0.076674418,0.036703898,0.186023755,0.3025012
10to15,0.113982128,0.315296994,0.185942467,0.029408507,0.063977371,0.291392533
15to25,0.035579321,0.216393642,0.312885147,0.164578992,0.069497447,0.201065451
10to15,0.069955375,0.396371513,0.262846804,0.039535587,0.090814833,0.140475888
15to25,0.009824574,0.334718618,0.421697029,0.104607333,0.018682156,0.110470291
25to50,0.011625128,0.110028438,0.385779913,0.389896914,0.020685796,0.081983812
25to50,0.006320388,0.02551319,0.093888946,0.843869655,0.006676595,0.023731227
0to3,0.498665706,0.140171417,0.142100841,0.034153131,0.096871298,0.088037607
0to3,0.548226245,0.083708961,0.078540169,0.019879056,0.209739886,0.059905683
6to10,0.018970536,0.265555783,0.197940236,0.040039649,0.064936075,0.41255772
15to25,0.067623206,0.194830491,0.258781102,0.035999672,0.230673269,0.21209226
15to25,0.022727417,0.289050459,0.495676499,0.096541896,0.026603731,0.069399998
0to3,0.387625282,0.142700028,0.076081388,0.028370022,0.244910548,0.120312731
6to10,0.040567281,0.346457231,0.184981461,0.017752997,0.059808736,0.350432295
6to10,0.075509942,0.256008684,0.260473784,0.046310163,0.083285134,0.278412294
6to10,0.049323593,0.298119472,0.110281387,0.019612457,0.123730323,0.398932768
25to50,0.014815122,0.174839978,0.295451807,0.448107497,0.010169981,0.056615615
10to15,0.015667078,0.408876195,0.407545654,0.038727663,0.029519573,0.099663837
0to3,0.278892521,0.277259007,0.163992756,0.036127056,0.109102625,0.134626035
15to25,0.024857861,0.35855781,0.363603057,0.133044371,0.019194074,0.100742827
15to25,0.023566939,0.348650564,0.387359913,0.141745719,0.014109949,0.084566917
10to15,0.043469306,0.446986818,0.251511471,0.031285513,0.045743892,0.181003
10to15,0.053896872,0.36421583,0.285026256,0.119422049,0.045809595,0.131629398
0to3,0.339694046,0.150411214,0.064877904,0.021114474,0.282325167,0.141577196
10to15,0.061078468,0.341036275,0.088154819,0.025144026,0.218102623,0.266483789
10to15,0.143732278,0.308823118,0.171062464,0.034338259,0.06365058,0.278393302
10to15,0.025887251,0.479870161,0.293239373,0.05144332,0.023919914,0.125639981
10to15,0.037213248,0.399874942,0.331439575,0.064672275,0.051992293,0.114807667
0to3,0.457132586,0.186344597,0.100658065,0.03177232,0.084148322,0.13994411
15to25,0.013392501,0.284992424,0.457083896,0.023469429,0.02318395,0.197877801
15to25,0.024502766,0.311893146,0.478620821,0.088080459,0.022651248,0.074251562
10to15,0.06339563,0.349279392,0.149905682,0.024168068,0.16558836,0.247662869
15to25,0.057524278,0.262362947,0.350398835,0.151000101,0.047922834,0.130791006
6to10,0.056203443,0.24934917,0.123110798,0.033657014,0.141878206,0.395801368
6to10,0.160870626,0.250744547,0.073432335,0.042191158,0.168185402,0.304575932
3to6,0.214100037,0.190834087,0.067904335,0.022458387,0.279850742,0.224852412
25to50,0.044715016,0.158535639,0.102013691,0.539708302,0.033885985,0.121141366
15to25,0.050084943,0.294353869,0.39410091,0.118398311,0.051160911,0.091901057
10to15,0.044670725,0.407686488,0.128052889,0.033865995,0.130323928,0.255399975
6to10,0.119955638,0.289524233,0.095616373,0.03556958,0.089022719,0.370311456
6to10,0.103000154,0.158813337,0.12412718,0.030099546,0.240606739,0.343353043
10to15,0.092924156,0.398344095,0.076686934,0.029951515,0.052931618,0.349161681
15to25,0.051277213,0.289473026,0.348292219,0.065471158,0.061371231,0.184115153
6to10,0.151142966,0.251516846,0.150313258,0.032605895,0.117352069,0.297068966
0to3,0.416533347,0.24011741,0.093459524,0.030712452,0.090132951,0.129044316
10to15,0.04524758,0.318356393,0.28910474,0.028214161,0.059016357,0.260060769
6to10,0.056374879,0.259227459,0.085495794,0.029985762,0.121342915,0.44757319
6to10,0.117969166,0.30631134,0.060238442,0.030365497,0.091807877,0.393307678
6to10,0.092694654,0.269003771,0.126283442,0.040792929,0.13674026,0.334484944
15to25,0.034672416,0.348266886,0.408950364,0.055814087,0.04734547,0.104950776
6to10,0.100515212,0.283961654,0.13558993,0.048053027,0.07005764,0.361822537
10to15,0.24580428,0.357162713,0.094915097,0.059887484,0.064643597,0.177586827
0to3,0.63943295,0.077225187,0.034989091,0.013814504,0.163890693,0.070647575
10to15,0.046212375,0.444856359,0.094723643,0.029479095,0.056582713,0.328145815
10to15,0.057747535,0.35505185,0.115060147,0.06225739,0.08589073,0.323992348
6to10,0.033711963,0.286720493,0.223505272,0.080674593,0.060157453,0.315230226
15to25,0.025307001,0.243151666,0.269608039,0.053717489,0.190174587,0.218041218
25to50,0.03413091,0.205530493,0.219156266,0.437475591,0.02071917,0.08298757
25to50,0.012195186,0.112007125,0.304739294,0.495595442,0.016536009,0.058926943
6to10,0.08676166,0.201268713,0.161966401,0.053675585,0.143335326,0.352992315
15to25,0.009448221,0.149330471,0.398216514,0.395409324,0.010797418,0.036798052
6to10,0.230322639,0.20825363,0.109660178,0.049362065,0.098325586,0.304075902
3to6,0.106086546,0.145304341,0.062781335,0.026436076,0.350032389,0.309359312
15to25,0.012519706,0.271149007,0.550668026,0.049804946,0.012088864,0.103769451
10to15,0.026172184,0.37146438,0.335360939,0.135122021,0.019908507,0.11197197
15to25,0.015672863,0.146339258,0.478777625,0.104997948,0.059743552,0.194468755
10to15,0.019731124,0.460155737,0.12120145,0.046361409,0.091419546,0.261130733
0to3,0.412510785,0.080355821,0.073739468,0.016702211,0.274206194,0.142485521
10to15,0.024739286,0.317740013,0.293756238,0.031868199,0.031643022,0.300253243
0to3,0.370843689,0.248557236,0.122194845,0.052369849,0.087674622,0.118359759
25to50,0.017111651,0.20665754,0.311000043,0.384180669,0.014579337,0.06647076
10to15,0.019476195,0.46464545,0.320570636,0.059028636,0.019639717,0.116639367
0to3,0.2864749,0.156073872,0.063257549,0.031604378,0.274674583,0.187914719
6to10,0.170570474,0.228997097,0.087215915,0.035626551,0.069650321,0.407939643
6to10,0.07467874,0.302611706,0.077689733,0.045890351,0.098393004,0.400736465
25to50,0.013803778,0.164949256,0.355713559,0.413312134,0.012958882,0.039262391
6to10,0.064626789,0.193258708,0.062489773,0.0261215,0.302641771,0.350861459
10to15,0.016359953,0.326180487,0.313004911,0.056809678,0.022640854,0.265004118
10to15,0.103740588,0.437059607,0.089389212,0.068883068,0.090183879,0.210743645
0to3,0.278041341,0.209871604,0.120418631,0.056962297,0.097755126,0.236951001
10to15,0.051001001,0.37189685,0.080276056,0.038780814,0.08706863,0.370976648
0to3,0.329236852,0.199787958,0.159809429,0.038655278,0.136684052,0.13582643
10to15,0.055100317,0.303376745,0.289104646,0.152939786,0.059958525,0.139519982
0to3,0.445361732,0.152010495,0.131703584,0.046582233,0.128502941,0.095839015
25to50,0.009102827,0.201353565,0.341837224,0.35097277,0.012245759,0.084487856
10to15,0.022708583,0.488029549,0.293455465,0.035941971,0.027288072,0.132576359
6to10,0.076634794,0.145794702,0.177620937,0.048890738,0.237792724,0.313266105
15to25,0.017868346,0.123954867,0.378300179,0.331533835,0.039705472,0.1086373
6to10,0.223216996,0.209844041,0.188285524,0.03720529,0.082519852,0.258928297
10to15,0.051366399,0.403666493,0.116521329,0.030970452,0.148191478,0.249283849
0to3,0.294760636,0.18297903,0.057929714,0.022008171,0.25730271,0.185019739
10to15,0.23992116,0.31454338,0.098513302,0.039717001,0.10344531,0.203859848
0to3,0.502672318,0.143571027,0.148041561,0.034830977,0.098202452,0.072681665
6to10,0.0306128,0.205183861,0.116767307,0.046479844,0.206222169,0.394734019
0to3,0.482071756,0.195596929,0.096021602,0.055099904,0.061230578,0.109979231
15to25,0.013900624,0.079502884,0.628809275,0.220809376,0.013295897,0.043681944
10to15,0.042924485,0.421903164,0.086983103,0.031105887,0.05558381,0.361499551
6to10,0.048119382,0.297894908,0.188487399,0.026869307,0.106447746,0.332181258
25to50,0.013828057,0.100181039,0.190330961,0.633377189,0.010742223,0.051540531
0to3,0.335882888,0.180190017,0.085793508,0.036209005,0.155135181,0.2067894
10to15,0.053072698,0.421941102,0.152942194,0.035175898,0.05349776,0.283370348
10to15,0.036984697,0.448807939,0.070709109,0.031036422,0.060310404,0.352151428
15to25,0.021421416,0.211847104,0.483943124,0.044635936,0.033202496,0.204949924
0to3,0.396882577,0.226410239,0.107865242,0.053630179,0.083384906,0.131826857
15to25,0.020737543,0.378136635,0.431575414,0.047471825,0.025768487,0.096310096
10to15,0.101920258,0.352609029,0.174975489,0.045080233,0.053290406,0.272124586
6to10,0.137160912,0.295130063,0.096585642,0.055511476,0.073162108,0.342449799
10to15,0.039847199,0.506131424,0.135291887,0.032744718,0.061710243,0.224274529
10to15,0.239893459,0.324779359,0.101210039,0.035358501,0.088528606,0.210230036
15to25,0.012130322,0.226126067,0.439836847,0.061244727,0.017057613,0.243604424
6to10,0.227596502,0.161772367,0.047031879,0.022091286,0.259937388,0.281570578
6to10,0.067063116,0.295233475,0.158760396,0.046188981,0.11247693,0.320277102
10to15,0.062108506,0.447844297,0.0811089,0.025419448,0.100997903,0.282520946
0to3,0.447993889,0.173995509,0.151703713,0.034944355,0.099008774,0.092353761
6to10,0.025267072,0.306297242,0.266292248,0.022942384,0.039080007,0.340121047
10to15,0.085230813,0.335817874,0.325838725,0.050256856,0.069644451,0.133211283
10to15,0.191590787,0.322803613,0.070758967,0.027584055,0.134484798,0.25277778
15to25,0.009298097,0.359270772,0.470078695,0.038598763,0.019945431,0.102808243
10to15,0.025134463,0.48159737,0.305384457,0.041749975,0.023547073,0.122586662
10to15,0.046836944,0.327022346,0.261171088,0.048430221,0.063906511,0.25263289
6to10,0.019287847,0.248768057,0.273170016,0.030294848,0.082733316,0.345745916
15to25,0.026415322,0.279771382,0.43625964,0.046698022,0.054928995,0.15592664
10to15,0.053488148,0.393487758,0.127160542,0.047280694,0.088163648,0.290419211
15to25,0.007917376,0.091221784,0.463639252,0.354266447,0.011947031,0.07100811
6to10,0.053832604,0.132356623,0.025461113,0.011973985,0.32906053,0.447315144
10to15,0.20092779,0.269481344,0.131283685,0.043585869,0.113816424,0.240904888
25to50,0.026146978,0.236163756,0.292207643,0.382109532,0.026240055,0.037132036
0to3,0.298812893,0.269291021,0.095418669,0.033214534,0.108881313,0.194381569
10to15,0.043926316,0.468223314,0.271300682,0.048077032,0.040122387,0.128350269
6to10,0.042800576,0.273166867,0.141650439,0.039381104,0.11717495,0.385826064
15to25,0.018446649,0.29669136,0.452266915,0.029345735,0.017688104,0.185561236
6to10,0.177955712,0.210330542,0.141413918,0.034243626,0.113007044,0.323049158
6to10,0.122359284,0.206851164,0.084220901,0.039922954,0.092185625,0.454460073
10to15,0.055444807,0.319790361,0.075180357,0.026645537,0.246529365,0.276409572
15to25,0.022137084,0.204383939,0.454201656,0.031391423,0.075419342,0.212466556
0to3,0.405656813,0.226086758,0.101506166,0.033876444,0.095197199,0.13767662
15to25,0.067611984,0.24195007,0.244857466,0.026653546,0.19851915,0.220407784
6to10,0.035574849,0.234671954,0.174070905,0.030583326,0.191149432,0.333949534
15to25,0.026944717,0.215438177,0.480211879,0.182701304,0.030034891,0.064669032
15to25,0.040045069,0.262217692,0.294531105,0.26499138,0.051127152,0.087087602
0to3,0.611026281,0.05913598,0.076366195,0.023246652,0.180155874,0.050069018
0to3,0.332375601,0.084645118,0.064581079,0.015269058,0.255764803,0.24736434
10to15,0.02309128,0.373035912,0.159238505,0.055913537,0.062325127,0.326395639
15to25,0.011835758,0.126375558,0.576999985,0.200702073,0.012801516,0.071285109
0to3,0.291039149,0.165873002,0.034265663,0.015440546,0.221537845,0.271843795
10to15,0.026770333,0.368931009,0.362484892,0.094931445,0.024955617,0.121926703
0to3,0.656625161,0.071698085,0.044495095,0.023968418,0.133886921,0.069326321
15to25,0.032335684,0.283945865,0.424448926,0.055764444,0.038187159,0.165317923
10to15,0.036765259,0.395570801,0.087452395,0.038896833,0.048301671,0.39301304
10to15,0.036053642,0.439987255,0.091005495,0.023052367,0.053255282,0.35664596
10to15,0.020090365,0.541108906,0.258137634,0.029847606,0.024712024,0.126103465
3to6,0.301944706,0.058844369,0.127362637,0.029675976,0.438797648,0.043374664
25to50,0.050128762,0.14582089,0.265580463,0.351886464,0.061988314,0.124595107
25to50,0.047312545,0.158926332,0.316382665,0.352827907,0.053726501,0.070824049
6to10,0.137631194,0.232254437,0.178350604,0.036009469,0.13073452,0.285019776
6to10,0.218979652,0.12246783,0.0473928,0.022416971,0.230370832,0.358371915
0to3,0.30147176,0.246800088,0.104536847,0.041950707,0.107918494,0.197322103
10to15,0.061456908,0.369424435,0.232600652,0.031547244,0.067232041,0.237738719
10to15,0.061997287,0.504940753,0.19106336,0.068544073,0.063451198,0.110003328
10to15,0.032564008,0.44524205,0.151591086,0.044203358,0.051143447,0.27525605
15to25,0.018414332,0.377633309,0.412380909,0.028625061,0.039554592,0.123391796
15to25,0.050039915,0.275447682,0.331079135,0.231298278,0.04028331,0.071851681
10to15,0.288841609,0.333053894,0.10302875,0.032393846,0.103311353,0.139370547
0to3,0.310147426,0.243564442,0.105030868,0.036404915,0.115223135,0.189629215
10to15,0.040072791,0.39748597,0.290167222,0.042424918,0.051115629,0.17873347
6to10,0.135839674,0.305734573,0.15625185,0.031988971,0.064233971,0.305950961
10to15,0.023881791,0.489883306,0.286136056,0.055666086,0.020084273,0.124348487
15to25,0.014527593,0.248464858,0.529953144,0.129354258,0.016802443,0.060897705
15to25,0.025448157,0.416272436,0.416890653,0.049590444,0.023937055,0.067861256
15to25,0.019862926,0.345021993,0.419340584,0.043422496,0.049602603,0.122749398
25to50,0.016852768,0.13041511,0.139370881,0.632541884,0.014067539,0.066751818
10to15,0.041337492,0.457831425,0.076515443,0.031973745,0.045100754,0.347241141
15to25,0.030334655,0.221000733,0.386738532,0.078703595,0.054140634,0.229081851
10to15,0.031443144,0.381606915,0.22500785,0.106933498,0.074757765,0.180250826
6to10,0.18237375,0.125073297,0.053277151,0.017756152,0.27655577,0.34496388
0to3,0.400194953,0.209992062,0.109408573,0.033532225,0.108448059,0.138424128
10to15,0.033531501,0.318288363,0.299085694,0.028731802,0.053557178,0.266805462
0to3,0.39261139,0.239071684,0.109941403,0.04893796,0.079029405,0.130408158
3to6,0.030207208,0.21120494,0.076478074,0.030673181,0.37054705,0.280889546
10to15,0.194609259,0.379576258,0.152205885,0.051738039,0.070540023,0.151330537
25to50,0.068375674,0.224958003,0.220728713,0.338806347,0.052196119,0.094935143
3to6,0.306630173,0.09923852,0.094223441,0.041209959,0.401609763,0.057088143
6to10,0.021891877,0.384403292,0.112461367,0.049961798,0.026296163,0.404985502
10to15,0.101943191,0.379906103,0.081263664,0.029018441,0.071667527,0.336201075
6to10,0.043295564,0.295631494,0.123757667,0.050836087,0.1258182,0.360660988
6to10,0.158750954,0.142659881,0.050916405,0.01893989,0.285856199,0.342876671
10to15,0.091979848,0.285647911,0.194028651,0.023780217,0.168006054,0.236557319
6to10,0.041779362,0.273938652,0.097543736,0.029681868,0.069422141,0.487634241
0to3,0.500705845,0.096042548,0.070232743,0.032278375,0.125115305,0.175625184
3to6,0.208461883,0.096571206,0.049185397,0.018512747,0.403933528,0.223335239
10to15,0.218524489,0.318652473,0.122196014,0.050861005,0.103830157,0.185935863
6to10,0.051620914,0.281736028,0.142447409,0.054740541,0.106298634,0.363156474
0to3,0.341785624,0.185207607,0.063732861,0.0377448,0.185309813,0.186219296
10to15,0.022016125,0.495735756,0.285583615,0.036139131,0.02789507,0.132630303
6to10,0.026492304,0.307336063,0.083720757,0.077170754,0.07738099,0.427899132
0to3,0.446549324,0.199094745,0.112251461,0.050842011,0.076743081,0.114519379
10to15,0.056315597,0.446457999,0.092736577,0.034744457,0.062885248,0.306860122
10to15,0.021143275,0.454835946,0.26519922,0.026149912,0.040089559,0.192582089
10to15,0.051076423,0.469023885,0.160651317,0.033515647,0.059343112,0.226389615
6to10,0.082943967,0.242779438,0.075066558,0.030637173,0.128896268,0.439676597
6to10,0.102414873,0.308921709,0.089933507,0.049585186,0.069106125,0.380038601
0to3,0.419744988,0.106068809,0.06673097,0.016293439,0.180223327,0.210938466
6to10,0.095534446,0.259698697,0.042212291,0.017265015,0.262599267,0.322690284
10to15,0.070411424,0.438987706,0.137954119,0.048341081,0.074749569,0.229556102
6to10,0.039131468,0.31959756,0.070304002,0.028209699,0.068721992,0.474035279
6to10,0.271061416,0.123873821,0.064399018,0.022109563,0.232440979,0.286115202
15to25,0.010964519,0.302642714,0.501090593,0.110812495,0.011969055,0.062520625
10to15,0.041403454,0.394812787,0.145399674,0.046902088,0.069988985,0.301493011
6to10,0.051470678,0.211535426,0.166622537,0.032474883,0.22263755,0.315258926
15to25,0.036704831,0.370194022,0.373432643,0.064315055,0.044941832,0.110411616
10to15,0.057826716,0.397207053,0.340372847,0.057153279,0.04729022,0.100149885
15to25,0.050741958,0.302191409,0.305111203,0.029772457,0.055039884,0.257143089
10to15,0.015562016,0.457732645,0.113718337,0.035782327,0.092984895,0.284219781
15to25,0.010652872,0.294404594,0.449223455,0.117061186,0.018584535,0.110073359
10to15,0.018735079,0.461385181,0.304034261,0.033995855,0.032314572,0.149535052
3to6,0.098641174,0.128823746,0.043289146,0.018395024,0.361560688,0.349290222
15to25,0.138353212,0.152692766,0.430270884,0.042822178,0.072723422,0.163137538
6to10,0.029620888,0.321330958,0.193014092,0.02212864,0.107076805,0.326828617
15to25,0.037149491,0.255982909,0.386285423,0.16886752,0.041556801,0.110157857
6to10,0.083435316,0.338221687,0.090016323,0.042127434,0.077727199,0.36847204
10to15,0.027937054,0.504861701,0.096824744,0.025897891,0.074690147,0.269788463
15to25,0.015133802,0.345816842,0.425374891,0.074539748,0.031884012,0.107250704
10to15,0.129102082,0.272829637,0.122378256,0.02346813,0.186434518,0.265787377
15to25,0.040929575,0.201041171,0.245269416,0.041648099,0.232782345,0.238329395
10to15,0.030591577,0.46095363,0.317022979,0.048614953,0.020919898,0.121896963
10to15,0.017365835,0.484309957,0.083092747,0.034471406,0.031393476,0.349366579
15to25,0.025603401,0.200698964,0.482467382,0.043715466,0.059607262,0.187907525
10to15,0.016874944,0.404837771,0.380251909,0.028451082,0.034683541,0.134900752
6to10,0.159956298,0.149329884,0.060470394,0.019395003,0.258432481,0.35241594
10to15,0.037256756,0.464143129,0.07544132,0.033100047,0.061477783,0.328580965
10to15,0.078542505,0.405921652,0.076999596,0.023412455,0.05661538,0.358508413
10to15,0.021768786,0.492800175,0.294918885,0.035534582,0.027457927,0.127519645
25to50,0.079229818,0.180819474,0.24548031,0.351547988,0.064262226,0.078660183
10to15,0.020952291,0.495001475,0.087192734,0.017845708,0.042369605,0.336638186
15to25,0.044112504,0.276999179,0.31496938,0.222001199,0.056331583,0.085586155
10to15,0.045124285,0.414630477,0.189541904,0.033471417,0.049548415,0.267683502
10to15,0.022940478,0.435364323,0.114015008,0.024656479,0.034502513,0.368521199
10to15,0.071353474,0.320104413,0.145337978,0.042353959,0.109736705,0.311113472
0to3,0.336766787,0.14486711,0.153306373,0.037631937,0.118235319,0.209192474
10to15,0.129632306,0.3072066,0.184871949,0.028289217,0.065115963,0.284883966
3to6,0.247286776,0.187250973,0.158182327,0.038949526,0.264168246,0.104162152
25to50,0.031943947,0.106333524,0.205555352,0.446656789,0.07214788,0.137362509
3to6,0.194715615,0.203640041,0.072069683,0.021333381,0.281313695,0.226927585
10to15,0.04728466,0.466932755,0.234123411,0.057265088,0.049092676,0.14530141
6to10,0.138681189,0.165389068,0.070009032,0.02516902,0.225695454,0.375056238
6to10,0.078804596,0.279773113,0.131500798,0.062839404,0.107688838,0.339393251
6to10,0.155976864,0.156085854,0.044330863,0.025788434,0.25158942,0.366228565
0to3,0.30880056,0.145560885,0.105238314,0.023312318,0.206195441,0.210892484
3to6,0.099756333,0.20850836,0.053310213,0.029085736,0.307335886,0.302003471
10to15,0.021210706,0.442108082,0.275023388,0.039945514,0.034269353,0.187442956
