ID,datetime,electricity_consumption
9986,8/21/2014 2:00,276
9987,8/21/2014 3:00,276
9988,8/21/2014 4:00,270
9989,8/21/2014 5:00,267
9990,8/21/2014 6:00,276
9991,8/21/2014 7:00,306
9992,8/21/2014 8:00,312
9993,8/21/2014 9:00,336
9994,8/21/2014 10:00,291
9995,8/21/2014 11:00,297
9996,8/21/2014 12:00,339
9997,8/21/2014 13:00,339
9998,8/21/2014 14:00,345
9999,8/21/2014 15:00,372
10000,8/21/2014 16:00,354
10001,8/21/2014 17:00,375
10002,8/21/2014 18:00,366
10003,8/21/2014 19:00,360
10004,8/21/2014 20:00,351
10005,8/21/2014 21:00,369
10006,8/21/2014 22:00,402
10007,8/21/2014 23:00,372
10008,8/22/2014 0:00,369
10009,8/22/2014 1:00,372
10010,8/22/2014 2:00,342
10011,8/22/2014 3:00,372
10012,8/22/2014 4:00,384
10013,8/22/2014 5:00,378
10014,8/22/2014 6:00,393
10015,8/22/2014 7:00,378
10016,8/22/2014 8:00,390
10017,8/22/2014 9:00,384
10018,8/22/2014 10:00,426
10019,8/22/2014 11:00,423
10020,8/22/2014 12:00,435
10021,8/22/2014 13:00,441
10022,8/22/2014 14:00,420
10023,8/22/2014 15:00,456
10024,8/22/2014 16:00,462
10025,8/22/2014 17:00,468
10026,8/22/2014 18:00,486
10027,8/22/2014 19:00,486
10028,8/22/2014 20:00,366
10029,8/22/2014 21:00,204
10030,8/22/2014 22:00,201
10031,8/22/2014 23:00,204
10032,8/23/2014 0:00,219
10033,8/23/2014 1:00,210
10034,8/23/2014 2:00,192
10035,8/23/2014 3:00,207
10036,8/23/2014 4:00,186
10037,8/23/2014 5:00,201
10038,8/23/2014 6:00,186
10039,8/23/2014 7:00,198
10040,8/23/2014 8:00,195
10041,8/23/2014 9:00,210
10042,8/23/2014 10:00,216
10043,8/23/2014 11:00,222
10044,8/23/2014 12:00,189
10045,8/23/2014 13:00,216
10046,8/23/2014 14:00,210
10047,8/23/2014 15:00,222
10048,8/23/2014 16:00,210
10049,8/23/2014 17:00,219
10050,8/23/2014 18:00,225
10051,8/23/2014 19:00,213
10052,8/23/2014 20:00,228
10053,8/23/2014 21:00,246
10054,8/23/2014 22:00,276
10055,8/23/2014 23:00,291
10248,9/1/2014 0:00,348
10249,9/1/2014 1:00,288
10250,9/1/2014 2:00,288
10251,9/1/2014 3:00,282
10252,9/1/2014 4:00,282
10253,9/1/2014 5:00,288
10254,9/1/2014 6:00,273
10255,9/1/2014 7:00,288
10256,9/1/2014 8:00,270
10257,9/1/2014 9:00,312
10258,9/1/2014 10:00,300
10259,9/1/2014 11:00,285
10260,9/1/2014 12:00,297
10261,9/1/2014 13:00,288
10262,9/1/2014 14:00,315
10263,9/1/2014 15:00,300
10264,9/1/2014 16:00,303
10265,9/1/2014 17:00,330
10266,9/1/2014 18:00,309
10267,9/1/2014 19:00,312
10268,9/1/2014 20:00,288
10269,9/1/2014 21:00,330
10270,9/1/2014 22:00,303
10271,9/1/2014 23:00,324
10272,9/2/2014 0:00,318
10273,9/2/2014 1:00,324
10274,9/2/2014 2:00,303
10275,9/2/2014 3:00,315
10276,9/2/2014 4:00,354
10277,9/2/2014 5:00,384
10278,9/2/2014 6:00,354
10279,9/2/2014 7:00,324
10280,9/2/2014 8:00,327
10281,9/2/2014 9:00,306
10282,9/2/2014 10:00,315
10283,9/2/2014 11:00,381
10284,9/2/2014 12:00,351
10285,9/2/2014 13:00,345
10286,9/2/2014 14:00,363
10287,9/2/2014 15:00,318
10288,9/2/2014 16:00,294
10289,9/2/2014 17:00,318
10290,9/2/2014 18:00,306
10291,9/2/2014 19:00,288
10292,9/2/2014 20:00,330
10293,9/2/2014 21:00,360
10294,9/2/2014 22:00,399
10295,9/2/2014 23:00,399
10296,9/3/2014 0:00,411
10297,9/3/2014 1:00,426
10298,9/3/2014 2:00,465
10299,9/3/2014 3:00,450
10300,9/3/2014 4:00,441
10301,9/3/2014 5:00,408
10302,9/3/2014 6:00,402
10303,9/3/2014 7:00,384
10304,9/3/2014 8:00,414
10305,9/3/2014 9:00,414
10306,9/3/2014 10:00,423
10307,9/3/2014 11:00,390
10308,9/3/2014 12:00,396
10309,9/3/2014 13:00,396
10310,9/3/2014 14:00,372
10311,9/3/2014 15:00,354
10312,9/3/2014 16:00,342
10313,9/3/2014 17:00,354
10314,9/3/2014 18:00,363
10315,9/3/2014 19:00,357
10316,9/3/2014 20:00,363
10317,9/3/2014 21:00,387
10318,9/3/2014 22:00,399
10319,9/3/2014 23:00,288
10320,9/4/2014 0:00,222
10321,9/4/2014 1:00,204
10322,9/4/2014 2:00,204
10323,9/4/2014 3:00,207
10324,9/4/2014 4:00,210
10325,9/4/2014 5:00,186
10326,9/4/2014 6:00,216
10327,9/4/2014 7:00,189
10328,9/4/2014 8:00,213
10329,9/4/2014 9:00,192
10330,9/4/2014 10:00,213
10331,9/4/2014 11:00,210
10332,9/4/2014 12:00,216
10333,9/4/2014 13:00,216
10334,9/4/2014 14:00,186
10335,9/4/2014 15:00,201
10336,9/4/2014 16:00,192
10337,9/4/2014 17:00,192
10338,9/4/2014 18:00,183
10339,9/4/2014 19:00,204
10340,9/4/2014 20:00,216
10341,9/4/2014 21:00,222
10342,9/4/2014 22:00,225
10343,9/4/2014 23:00,237
10344,9/5/2014 0:00,252
10345,9/5/2014 1:00,216
10346,9/5/2014 2:00,240
10347,9/5/2014 3:00,225
10348,9/5/2014 4:00,216
10349,9/5/2014 5:00,210
10350,9/5/2014 6:00,210
10351,9/5/2014 7:00,201
10352,9/5/2014 8:00,207
10353,9/5/2014 9:00,222
10354,9/5/2014 10:00,204
10355,9/5/2014 11:00,210
10356,9/5/2014 12:00,219
10357,9/5/2014 13:00,225
10358,9/5/2014 14:00,198
10359,9/5/2014 15:00,195
10360,9/5/2014 16:00,192
10361,9/5/2014 17:00,204
10362,9/5/2014 18:00,210
10363,9/5/2014 19:00,186
10364,9/5/2014 20:00,186
10365,9/5/2014 21:00,201
10366,9/5/2014 22:00,201
10367,9/5/2014 23:00,198
10368,9/6/2014 0:00,186
10369,9/6/2014 1:00,198
10370,9/6/2014 2:00,213
10371,9/6/2014 3:00,195
10372,9/6/2014 4:00,210
10373,9/6/2014 5:00,210
10374,9/6/2014 6:00,210
10375,9/6/2014 7:00,210
10376,9/6/2014 8:00,210
10377,9/6/2014 9:00,213
10378,9/6/2014 10:00,204
10379,9/6/2014 11:00,198
10380,9/6/2014 12:00,222
10381,9/6/2014 13:00,225
10382,9/6/2014 14:00,195
10383,9/6/2014 15:00,210
10384,9/6/2014 16:00,204
10385,9/6/2014 17:00,189
10386,9/6/2014 18:00,222
10387,9/6/2014 19:00,222
10388,9/6/2014 20:00,210
10389,9/6/2014 21:00,240
10390,9/6/2014 22:00,216
10391,9/6/2014 23:00,219
10392,9/7/2014 0:00,210
10393,9/7/2014 1:00,282
10394,9/7/2014 2:00,297
10395,9/7/2014 3:00,324
10396,9/7/2014 4:00,300
10397,9/7/2014 5:00,291
10398,9/7/2014 6:00,309
10399,9/7/2014 7:00,342
10400,9/7/2014 8:00,318
10401,9/7/2014 9:00,324
10402,9/7/2014 10:00,351
10403,9/7/2014 11:00,336
10404,9/7/2014 12:00,366
10405,9/7/2014 13:00,324
10406,9/7/2014 14:00,288
10407,9/7/2014 15:00,276
10408,9/7/2014 16:00,282
10409,9/7/2014 17:00,267
10410,9/7/2014 18:00,264
10411,9/7/2014 19:00,264
10412,9/7/2014 20:00,285
10413,9/7/2014 21:00,258
10414,9/7/2014 22:00,276
10415,9/7/2014 23:00,270
10416,9/8/2014 0:00,309
10417,9/8/2014 1:00,276
10418,9/8/2014 2:00,315
10419,9/8/2014 3:00,306
10420,9/8/2014 4:00,288
10421,9/8/2014 5:00,297
10422,9/8/2014 6:00,270
10423,9/8/2014 7:00,234
10424,9/8/2014 8:00,228
10425,9/8/2014 9:00,216
10426,9/8/2014 10:00,225
10427,9/8/2014 11:00,222
10428,9/8/2014 12:00,201
10429,9/8/2014 13:00,210
10430,9/8/2014 14:00,225
10431,9/8/2014 15:00,222
10432,9/8/2014 16:00,207
10433,9/8/2014 17:00,228
10434,9/8/2014 18:00,198
10435,9/8/2014 19:00,183
10436,9/8/2014 20:00,180
10437,9/8/2014 21:00,198
10438,9/8/2014 22:00,183
10439,9/8/2014 23:00,183
10440,9/9/2014 0:00,192
10441,9/9/2014 1:00,204
10442,9/9/2014 2:00,180
10443,9/9/2014 3:00,210
10444,9/9/2014 4:00,219
10445,9/9/2014 5:00,216
10446,9/9/2014 6:00,186
10447,9/9/2014 7:00,210
10448,9/9/2014 8:00,204
10449,9/9/2014 9:00,231
10450,9/9/2014 10:00,213
10451,9/9/2014 11:00,216
10452,9/9/2014 12:00,198
10453,9/9/2014 13:00,186
10454,9/9/2014 14:00,210
10455,9/9/2014 15:00,204
10456,9/9/2014 16:00,204
10457,9/9/2014 17:00,198
10458,9/9/2014 18:00,213
10459,9/9/2014 19:00,210
10460,9/9/2014 20:00,222
10461,9/9/2014 21:00,246
10462,9/9/2014 22:00,243
10463,9/9/2014 23:00,261
10464,9/10/2014 0:00,255
10465,9/10/2014 1:00,294
10466,9/10/2014 2:00,285
10467,9/10/2014 3:00,273
10468,9/10/2014 4:00,285
10469,9/10/2014 5:00,288
10470,9/10/2014 6:00,267
10471,9/10/2014 7:00,258
10472,9/10/2014 8:00,291
10473,9/10/2014 9:00,231
10474,9/10/2014 10:00,231
10475,9/10/2014 11:00,243
10476,9/10/2014 12:00,237
10477,9/10/2014 13:00,228
10478,9/10/2014 14:00,240
10479,9/10/2014 15:00,273
10480,9/10/2014 16:00,276
10481,9/10/2014 17:00,273
10482,9/10/2014 18:00,285
10483,9/10/2014 19:00,267
10484,9/10/2014 20:00,279
10485,9/10/2014 21:00,285
10486,9/10/2014 22:00,300
10487,9/10/2014 23:00,327
10488,9/11/2014 0:00,300
10489,9/11/2014 1:00,306
10490,9/11/2014 2:00,318
10491,9/11/2014 3:00,357
10492,9/11/2014 4:00,354
10493,9/11/2014 5:00,396
10494,9/11/2014 6:00,396
10495,9/11/2014 7:00,381
10496,9/11/2014 8:00,405
10497,9/11/2014 9:00,357
10498,9/11/2014 10:00,360
10499,9/11/2014 11:00,381
10500,9/11/2014 12:00,378
10501,9/11/2014 13:00,375
10502,9/11/2014 14:00,336
10503,9/11/2014 15:00,306
10504,9/11/2014 16:00,264
10505,9/11/2014 17:00,276
10506,9/11/2014 18:00,243
10507,9/11/2014 19:00,252
10508,9/11/2014 20:00,291
10509,9/11/2014 21:00,282
10510,9/11/2014 22:00,219
10511,9/11/2014 23:00,213
10512,9/12/2014 0:00,198
10513,9/12/2014 1:00,210
10514,9/12/2014 2:00,201
10515,9/12/2014 3:00,213
10516,9/12/2014 4:00,210
10517,9/12/2014 5:00,183
10518,9/12/2014 6:00,186
10519,9/12/2014 7:00,213
10520,9/12/2014 8:00,198
10521,9/12/2014 9:00,204
10522,9/12/2014 10:00,216
10523,9/12/2014 11:00,201
10524,9/12/2014 12:00,192
10525,9/12/2014 13:00,198
10526,9/12/2014 14:00,234
10527,9/12/2014 15:00,204
10528,9/12/2014 16:00,210
10529,9/12/2014 17:00,288
10530,9/12/2014 18:00,264
10531,9/12/2014 19:00,264
10532,9/12/2014 20:00,273
10533,9/12/2014 21:00,267
10534,9/12/2014 22:00,243
10535,9/12/2014 23:00,246
10536,9/13/2014 0:00,264
10537,9/13/2014 1:00,252
10538,9/13/2014 2:00,255
10539,9/13/2014 3:00,258
10540,9/13/2014 4:00,237
10541,9/13/2014 5:00,237
10542,9/13/2014 6:00,258
10543,9/13/2014 7:00,252
10544,9/13/2014 8:00,306
10545,9/13/2014 9:00,252
10546,9/13/2014 10:00,285
10547,9/13/2014 11:00,261
10548,9/13/2014 12:00,276
10549,9/13/2014 13:00,288
10550,9/13/2014 14:00,270
10551,9/13/2014 15:00,267
10552,9/13/2014 16:00,324
10553,9/13/2014 17:00,360
10554,9/13/2014 18:00,366
10555,9/13/2014 19:00,378
10556,9/13/2014 20:00,378
10557,9/13/2014 21:00,372
10558,9/13/2014 22:00,411
10559,9/13/2014 23:00,393
10560,9/14/2014 0:00,402
10561,9/14/2014 1:00,414
10562,9/14/2014 2:00,390
10563,9/14/2014 3:00,408
10564,9/14/2014 4:00,411
10565,9/14/2014 5:00,396
10566,9/14/2014 6:00,411
10567,9/14/2014 7:00,465
10568,9/14/2014 8:00,450
10569,9/14/2014 9:00,495
10570,9/14/2014 10:00,522
10571,9/14/2014 11:00,549
10572,9/14/2014 12:00,588
10573,9/14/2014 13:00,600
10574,9/14/2014 14:00,600
10575,9/14/2014 15:00,615
10576,9/14/2014 16:00,567
10577,9/14/2014 17:00,495
10578,9/14/2014 18:00,558
10579,9/14/2014 19:00,573
10580,9/14/2014 20:00,585
10581,9/14/2014 21:00,603
10582,9/14/2014 22:00,540
10583,9/14/2014 23:00,555
10584,9/15/2014 0:00,519
10585,9/15/2014 1:00,486
10586,9/15/2014 2:00,534
10587,9/15/2014 3:00,522
10588,9/15/2014 4:00,453
10589,9/15/2014 5:00,423
10590,9/15/2014 6:00,435
10591,9/15/2014 7:00,420
10592,9/15/2014 8:00,420
10593,9/15/2014 9:00,390
10594,9/15/2014 10:00,402
10595,9/15/2014 11:00,426
10596,9/15/2014 12:00,381
10597,9/15/2014 13:00,396
10598,9/15/2014 14:00,390
10599,9/15/2014 15:00,417
10600,9/15/2014 16:00,423
10601,9/15/2014 17:00,471
10602,9/15/2014 18:00,426
10603,9/15/2014 19:00,426
10604,9/15/2014 20:00,459
10605,9/15/2014 21:00,402
10606,9/15/2014 22:00,360
10607,9/15/2014 23:00,336
10608,9/16/2014 0:00,324
10609,9/16/2014 1:00,315
10610,9/16/2014 2:00,210
10611,9/16/2014 3:00,204
10612,9/16/2014 4:00,213
10613,9/16/2014 5:00,225
10614,9/16/2014 6:00,216
10615,9/16/2014 7:00,210
10616,9/16/2014 8:00,213
10617,9/16/2014 9:00,198
10618,9/16/2014 10:00,195
10619,9/16/2014 11:00,201
10620,9/16/2014 12:00,198
10621,9/16/2014 13:00,228
10622,9/16/2014 14:00,204
10623,9/16/2014 15:00,231
10624,9/16/2014 16:00,228
10625,9/16/2014 17:00,222
10626,9/16/2014 18:00,276
10627,9/16/2014 19:00,267
10628,9/16/2014 20:00,270
10629,9/16/2014 21:00,297
10630,9/16/2014 22:00,258
10631,9/16/2014 23:00,276
10632,9/17/2014 0:00,279
10633,9/17/2014 1:00,246
10634,9/17/2014 2:00,252
10635,9/17/2014 3:00,288
10636,9/17/2014 4:00,291
10637,9/17/2014 5:00,294
10638,9/17/2014 6:00,288
10639,9/17/2014 7:00,324
10640,9/17/2014 8:00,294
10641,9/17/2014 9:00,246
10642,9/17/2014 10:00,300
10643,9/17/2014 11:00,309
10644,9/17/2014 12:00,354
10645,9/17/2014 13:00,372
10646,9/17/2014 14:00,360
10647,9/17/2014 15:00,336
10648,9/17/2014 16:00,330
10649,9/17/2014 17:00,324
10650,9/17/2014 18:00,282
10651,9/17/2014 19:00,318
10652,9/17/2014 20:00,315
10653,9/17/2014 21:00,321
10654,9/17/2014 22:00,300
10655,9/17/2014 23:00,321
10656,9/18/2014 0:00,342
10657,9/18/2014 1:00,348
10658,9/18/2014 2:00,339
10659,9/18/2014 3:00,351
10660,9/18/2014 4:00,375
10661,9/18/2014 5:00,393
10662,9/18/2014 6:00,390
10663,9/18/2014 7:00,393
10664,9/18/2014 8:00,372
10665,9/18/2014 9:00,360
10666,9/18/2014 10:00,390
10667,9/18/2014 11:00,360
10668,9/18/2014 12:00,312
10669,9/18/2014 13:00,291
10670,9/18/2014 14:00,351
10671,9/18/2014 15:00,372
10672,9/18/2014 16:00,306
10673,9/18/2014 17:00,294
10674,9/18/2014 18:00,264
10675,9/18/2014 19:00,282
10676,9/18/2014 20:00,288
10677,9/18/2014 21:00,351
10678,9/18/2014 22:00,360
10679,9/18/2014 23:00,393
10680,9/19/2014 0:00,417
10681,9/19/2014 1:00,426
10682,9/19/2014 2:00,411
10683,9/19/2014 3:00,396
10684,9/19/2014 4:00,399
10685,9/19/2014 5:00,399
10686,9/19/2014 6:00,426
10687,9/19/2014 7:00,429
10688,9/19/2014 8:00,504
10689,9/19/2014 9:00,504
10690,9/19/2014 10:00,489
10691,9/19/2014 11:00,516
10692,9/19/2014 12:00,549
10693,9/19/2014 13:00,588
10694,9/19/2014 14:00,576
10695,9/19/2014 15:00,495
10696,9/19/2014 16:00,480
10697,9/19/2014 17:00,582
10698,9/19/2014 18:00,579
10699,9/19/2014 19:00,591
10700,9/19/2014 20:00,627
10701,9/19/2014 21:00,621
10702,9/19/2014 22:00,651
10703,9/19/2014 23:00,663
10704,9/20/2014 0:00,690
10705,9/20/2014 1:00,636
10706,9/20/2014 2:00,465
10707,9/20/2014 3:00,504
10708,9/20/2014 4:00,615
10709,9/20/2014 5:00,498
10710,9/20/2014 6:00,540
10711,9/20/2014 7:00,567
10712,9/20/2014 8:00,534
10713,9/20/2014 9:00,435
10714,9/20/2014 10:00,339
10715,9/20/2014 11:00,300
10716,9/20/2014 12:00,297
10717,9/20/2014 13:00,273
10718,9/20/2014 14:00,264
10719,9/20/2014 15:00,276
10720,9/20/2014 16:00,282
10721,9/20/2014 17:00,300
10722,9/20/2014 18:00,297
10723,9/20/2014 19:00,294
10724,9/20/2014 20:00,282
10725,9/20/2014 21:00,249
10726,9/20/2014 22:00,255
10727,9/20/2014 23:00,234
10728,9/21/2014 0:00,213
10729,9/21/2014 1:00,246
10730,9/21/2014 2:00,216
10731,9/21/2014 3:00,243
10732,9/21/2014 4:00,231
10733,9/21/2014 5:00,264
10734,9/21/2014 6:00,267
10735,9/21/2014 7:00,264
10736,9/21/2014 8:00,285
10737,9/21/2014 9:00,288
10738,9/21/2014 10:00,210
10739,9/21/2014 11:00,210
10740,9/21/2014 12:00,204
10741,9/21/2014 13:00,210
10742,9/21/2014 14:00,219
10743,9/21/2014 15:00,204
10744,9/21/2014 16:00,198
10745,9/21/2014 17:00,195
10746,9/21/2014 18:00,186
10747,9/21/2014 19:00,195
10748,9/21/2014 20:00,204
10749,9/21/2014 21:00,231
10750,9/21/2014 22:00,198
10751,9/21/2014 23:00,210
10752,9/22/2014 0:00,219
10753,9/22/2014 1:00,192
10754,9/22/2014 2:00,219
10755,9/22/2014 3:00,225
10756,9/22/2014 4:00,222
10757,9/22/2014 5:00,210
10758,9/22/2014 6:00,192
10759,9/22/2014 7:00,216
10760,9/22/2014 8:00,198
10761,9/22/2014 9:00,204
10762,9/22/2014 10:00,216
10763,9/22/2014 11:00,207
10764,9/22/2014 12:00,210
10765,9/22/2014 13:00,189
10766,9/22/2014 14:00,195
10767,9/22/2014 15:00,204
10768,9/22/2014 16:00,195
10769,9/22/2014 17:00,201
10770,9/22/2014 18:00,192
10771,9/22/2014 19:00,195
10772,9/22/2014 20:00,207
10773,9/22/2014 21:00,192
10774,9/22/2014 22:00,237
10775,9/22/2014 23:00,246
10776,9/23/2014 0:00,219
10777,9/23/2014 1:00,237
10778,9/23/2014 2:00,204
10779,9/23/2014 3:00,192
10780,9/23/2014 4:00,189
10781,9/23/2014 5:00,216
10782,9/23/2014 6:00,192
10783,9/23/2014 7:00,207
10784,9/23/2014 8:00,198
10785,9/23/2014 9:00,210
10786,9/23/2014 10:00,195
10787,9/23/2014 11:00,207
10788,9/23/2014 12:00,207
10789,9/23/2014 13:00,222
10790,9/23/2014 14:00,243
10791,9/23/2014 15:00,234
10792,9/23/2014 16:00,237
10793,9/23/2014 17:00,231
10794,9/23/2014 18:00,237
10795,9/23/2014 19:00,258
10796,9/23/2014 20:00,291
10797,9/23/2014 21:00,282
10798,9/23/2014 22:00,315
10799,9/23/2014 23:00,321
10968,10/1/2014 0:00,201
10969,10/1/2014 1:00,240
10970,10/1/2014 2:00,216
10971,10/1/2014 3:00,216
10972,10/1/2014 4:00,240
10973,10/1/2014 5:00,210
10974,10/1/2014 6:00,216
10975,10/1/2014 7:00,234
10976,10/1/2014 8:00,216
10977,10/1/2014 9:00,258
10978,10/1/2014 10:00,231
10979,10/1/2014 11:00,243
10980,10/1/2014 12:00,237
10981,10/1/2014 13:00,228
10982,10/1/2014 14:00,258
10983,10/1/2014 15:00,264
10984,10/1/2014 16:00,255
10985,10/1/2014 17:00,270
10986,10/1/2014 18:00,237
10987,10/1/2014 19:00,273
10988,10/1/2014 20:00,279
10989,10/1/2014 21:00,216
10990,10/1/2014 22:00,183
10991,10/1/2014 23:00,216
10992,10/2/2014 0:00,189
10993,10/2/2014 1:00,198
10994,10/2/2014 2:00,204
10995,10/2/2014 3:00,204
10996,10/2/2014 4:00,183
10997,10/2/2014 5:00,216
10998,10/2/2014 6:00,198
10999,10/2/2014 7:00,231
11000,10/2/2014 8:00,219
11001,10/2/2014 9:00,231
11002,10/2/2014 10:00,228
11003,10/2/2014 11:00,231
11004,10/2/2014 12:00,234
11005,10/2/2014 13:00,198
11006,10/2/2014 14:00,246
11007,10/2/2014 15:00,237
11008,10/2/2014 16:00,216
11009,10/2/2014 17:00,213
11010,10/2/2014 18:00,213
11011,10/2/2014 19:00,219
11012,10/2/2014 20:00,201
11013,10/2/2014 21:00,222
11014,10/2/2014 22:00,228
11015,10/2/2014 23:00,201
11016,10/3/2014 0:00,198
11017,10/3/2014 1:00,198
11018,10/3/2014 2:00,201
11019,10/3/2014 3:00,198
11020,10/3/2014 4:00,201
11021,10/3/2014 5:00,240
11022,10/3/2014 6:00,198
11023,10/3/2014 7:00,186
11024,10/3/2014 8:00,207
11025,10/3/2014 9:00,237
11026,10/3/2014 10:00,216
11027,10/3/2014 11:00,222
11028,10/3/2014 12:00,198
11029,10/3/2014 13:00,198
11030,10/3/2014 14:00,216
11031,10/3/2014 15:00,204
11032,10/3/2014 16:00,198
11033,10/3/2014 17:00,198
11034,10/3/2014 18:00,192
11035,10/3/2014 19:00,216
11036,10/3/2014 20:00,210
11037,10/3/2014 21:00,186
11038,10/3/2014 22:00,201
11039,10/3/2014 23:00,201
11040,10/4/2014 0:00,213
11041,10/4/2014 1:00,198
11042,10/4/2014 2:00,204
11043,10/4/2014 3:00,204
11044,10/4/2014 4:00,180
11045,10/4/2014 5:00,189
11046,10/4/2014 6:00,189
11047,10/4/2014 7:00,189
11048,10/4/2014 8:00,192
11049,10/4/2014 9:00,192
11050,10/4/2014 10:00,213
11051,10/4/2014 11:00,216
11052,10/4/2014 12:00,204
11053,10/4/2014 13:00,210
11054,10/4/2014 14:00,228
11055,10/4/2014 15:00,201
11056,10/4/2014 16:00,198
11057,10/4/2014 17:00,219
11058,10/4/2014 18:00,219
11059,10/4/2014 19:00,210
11060,10/4/2014 20:00,216
11061,10/4/2014 21:00,189
11062,10/4/2014 22:00,225
11063,10/4/2014 23:00,192
11064,10/5/2014 0:00,201
11065,10/5/2014 1:00,192
11066,10/5/2014 2:00,204
11067,10/5/2014 3:00,204
11068,10/5/2014 4:00,228
11069,10/5/2014 5:00,234
11070,10/5/2014 6:00,216
11071,10/5/2014 7:00,249
11072,10/5/2014 8:00,222
11073,10/5/2014 9:00,237
11074,10/5/2014 10:00,243
11075,10/5/2014 11:00,243
11076,10/5/2014 12:00,246
11077,10/5/2014 13:00,213
11078,10/5/2014 14:00,222
11079,10/5/2014 15:00,207
11080,10/5/2014 16:00,210
11081,10/5/2014 17:00,204
11082,10/5/2014 18:00,210
11083,10/5/2014 19:00,246
11084,10/5/2014 20:00,234
11085,10/5/2014 21:00,195
11086,10/5/2014 22:00,216
11087,10/5/2014 23:00,213
11088,10/6/2014 0:00,216
11089,10/6/2014 1:00,195
11090,10/6/2014 2:00,234
11091,10/6/2014 3:00,228
11092,10/6/2014 4:00,240
11093,10/6/2014 5:00,252
11094,10/6/2014 6:00,237
11095,10/6/2014 7:00,267
11096,10/6/2014 8:00,249
11097,10/6/2014 9:00,240
11098,10/6/2014 10:00,252
11099,10/6/2014 11:00,243
11100,10/6/2014 12:00,267
11101,10/6/2014 13:00,291
11102,10/6/2014 14:00,288
11103,10/6/2014 15:00,291
11104,10/6/2014 16:00,282
11105,10/6/2014 17:00,297
11106,10/6/2014 18:00,288
11107,10/6/2014 19:00,267
11108,10/6/2014 20:00,327
11109,10/6/2014 21:00,378
11110,10/6/2014 22:00,354
11111,10/6/2014 23:00,354
11112,10/7/2014 0:00,378
11113,10/7/2014 1:00,381
11114,10/7/2014 2:00,348
11115,10/7/2014 3:00,291
11116,10/7/2014 4:00,294
11117,10/7/2014 5:00,246
11118,10/7/2014 6:00,219
11119,10/7/2014 7:00,222
11120,10/7/2014 8:00,225
11121,10/7/2014 9:00,204
11122,10/7/2014 10:00,300
11123,10/7/2014 11:00,231
11124,10/7/2014 12:00,198
11125,10/7/2014 13:00,216
11126,10/7/2014 14:00,222
11127,10/7/2014 15:00,201
11128,10/7/2014 16:00,210
11129,10/7/2014 17:00,276
11130,10/7/2014 18:00,207
11131,10/7/2014 19:00,204
11132,10/7/2014 20:00,231
11133,10/7/2014 21:00,216
11134,10/7/2014 22:00,246
11135,10/7/2014 23:00,243
11136,10/8/2014 0:00,267
11137,10/8/2014 1:00,288
11138,10/8/2014 2:00,288
11139,10/8/2014 3:00,297
11140,10/8/2014 4:00,306
11141,10/8/2014 5:00,378
11142,10/8/2014 6:00,354
11143,10/8/2014 7:00,375
11144,10/8/2014 8:00,393
11145,10/8/2014 9:00,405
11146,10/8/2014 10:00,414
11147,10/8/2014 11:00,390
11148,10/8/2014 12:00,381
11149,10/8/2014 13:00,378
11150,10/8/2014 14:00,372
11151,10/8/2014 15:00,354
11152,10/8/2014 16:00,345
11153,10/8/2014 17:00,300
11154,10/8/2014 18:00,312
11155,10/8/2014 19:00,282
11156,10/8/2014 20:00,270
11157,10/8/2014 21:00,267
11158,10/8/2014 22:00,288
11159,10/8/2014 23:00,306
11160,10/9/2014 0:00,294
11161,10/9/2014 1:00,282
11162,10/9/2014 2:00,300
11163,10/9/2014 3:00,303
11164,10/9/2014 4:00,312
11165,10/9/2014 5:00,306
11166,10/9/2014 6:00,294
11167,10/9/2014 7:00,270
11168,10/9/2014 8:00,276
11169,10/9/2014 9:00,225
11170,10/9/2014 10:00,255
11171,10/9/2014 11:00,234
11172,10/9/2014 12:00,258
11173,10/9/2014 13:00,264
11174,10/9/2014 14:00,264
11175,10/9/2014 15:00,240
11176,10/9/2014 16:00,264
11177,10/9/2014 17:00,234
11178,10/9/2014 18:00,249
11179,10/9/2014 19:00,216
11180,10/9/2014 20:00,237
11181,10/9/2014 21:00,234
11182,10/9/2014 22:00,258
11183,10/9/2014 23:00,240
11184,10/10/2014 0:00,216
11185,10/10/2014 1:00,231
11186,10/10/2014 2:00,192
11187,10/10/2014 3:00,195
11188,10/10/2014 4:00,186
11189,10/10/2014 5:00,207
11190,10/10/2014 6:00,192
11191,10/10/2014 7:00,183
11192,10/10/2014 8:00,183
11193,10/10/2014 9:00,186
11194,10/10/2014 10:00,222
11195,10/10/2014 11:00,201
11196,10/10/2014 12:00,198
11197,10/10/2014 13:00,201
11198,10/10/2014 14:00,192
11199,10/10/2014 15:00,210
11200,10/10/2014 16:00,186
11201,10/10/2014 17:00,198
11202,10/10/2014 18:00,213
11203,10/10/2014 19:00,243
11204,10/10/2014 20:00,198
11205,10/10/2014 21:00,216
11206,10/10/2014 22:00,237
11207,10/10/2014 23:00,249
11208,10/11/2014 0:00,228
11209,10/11/2014 1:00,264
11210,10/11/2014 2:00,246
11211,10/11/2014 3:00,234
11212,10/11/2014 4:00,255
11213,10/11/2014 5:00,252
11214,10/11/2014 6:00,258
11215,10/11/2014 7:00,282
11216,10/11/2014 8:00,252
11217,10/11/2014 9:00,216
11218,10/11/2014 10:00,216
11219,10/11/2014 11:00,210
