ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00018933,1678,1,1,3,20,28,0,2,A
F00018937,1678,1,1,3,30,50,0,2,C
F00018938,1785,1,0,3,10,22,0,2,A
F00018941,1785,1,0,3,30,15,0,1,A
F00018942,1785,1,0,3,20,30,0,1,B
F00018946,1785,1,1,3,60,,0,2,B
F00018947,1898,1,0,3,10,,0,2,A
F00018949,1898,1,0,3,15,25,0,3,A
F00018950,1898,1,0,3,15,30,0,2,A
F00018952,1898,1,0,3,15,46,0,2,A
F00018953,1898,1,0,3,15,49,0,2,A
F00018954,1898,1,0,3,30,,0,2,A
F00018958,1898,1,0,3,20,50,0,2,C
F00018960,1898,1,1,3,5,,0,2,A
F00018965,1898,1,1,3,20,39,0,2,A
F00018966,1898,1,1,3,30,51,0,2,A
F00018967,1898,1,1,3,55,45,0,1,A
F00018971,2016,1,0,3,15,30,0,2,A
F00018972,2015,1,0,3,15,38,0,2,A
F00018973,2016,1,0,3,20,,0,3,A
F00018975,2015,1,0,3,10,,0,3,B
F00018979,2015,1,1,3,15,54,0,2,A
F00018980,2015,1,1,3,20,42,0,3,B
F00018981,2015,1,1,3,20,47,0,2,B
F00018986,2138,1,0,3,15,,0,3,A
F00018987,2139,1,0,3,40,30,0,1,A
F00018988,2138,1,0,3,40,,0,2,A
F00018993,2267,1,0,3,15,46,0,1,A
F00018994,2267,1,0,3,20,55,0,1,A
F00018996,2267,1,0,3,25,25,0,2,A
F00018997,2267,1,0,3,30,35,0,2,A
F00018998,2267,1,0,3,30,45,0,1,A
F00019000,2267,1,1,3,5,57,0,3,A
F00019001,2267,1,1,3,10,24,0,2,A
F00019002,2267,1,1,3,10,35,0,1,A
F00019003,2267,1,1,3,10,47,0,2,A
F00019006,2267,1,1,3,15,49,0,2,A
F00019007,2267,1,1,3,25,51,0,2,A
F00019008,2267,1,1,3,30,35,0,2,A
F00019009,2267,1,1,3,30,39,0,3,A
F00019011,2267,1,1,3,10,40,0,2,B
F00019012,2401,1,0,3,15,54,0,2,A
F00019013,2401,1,0,3,20,40,0,2,A
F00019014,2401,1,0,3,30,54,0,1,A
F00019015,2401,1,0,3,10,55,0,3,B
F00019020,2402,1,1,3,20,43,0,1,C
F00019021,2541,1,0,3,5,25,0,1,A
F00019022,2541,1,0,3,5,40,0,3,A
F00019024,2541,1,0,3,15,,0,2,A
F00019025,2542,1,0,3,5,55,0,2,B
F00019026,2541,1,1,3,10,52,0,2,A
F00019029,2542,1,1,3,30,39,0,2,A
F00019031,2541,1,1,3,20,,0,2,B
F00019032,2687,1,0,3,10,25,0,3,A
F00019034,2688,1,0,3,10,60,0,2,A
F00019035,2688,1,0,3,20,32,0,2,A
F00019037,2688,1,1,3,10,45,0,2,A
F00019038,2688,1,1,3,30,57,0,2,A
F00019039,2688,1,1,3,20,50,0,2,B
F00019042,2840,1,0,3,20,52,0,2,B
F00019043,2840,1,0,3,20,55,0,1,B
F00019045,2840,1,0,3,40,57,0,2,C
F00019046,2840,1,1,3,10,40,0,2,A
F00019047,2840,1,1,3,40,35,0,1,A
F00019048,2840,1,1,3,20,55,0,1,B
F00019050,2840,1,1,3,20,48,0,2,B
F00019052,2999,1,0,3,20,32,0,3,A
F00019053,2999,1,0,3,20,58,0,2,A
F00019055,2999,1,0,3,30,45,0,1,A
F00019057,2999,1,0,3,40,58,0,2,A
F00019058,2999,1,1,3,5,23,0,2,A
F00019059,2999,1,1,3,20,46,0,2,B
F00019060,3164,1,0,3,5,58,0,3,A
F00019061,3164,1,0,3,20,33,0,2,A
F00019062,3165,1,1,3,15,41,0,2,A
F00019064,3337,1,0,3,10,52,0,2,A
F00019066,3337,1,0,3,20,54,0,1,B
F00019067,3337,1,1,3,10,53,0,2,A
F00019070,3337,1,1,3,20,56,0,3,B
F00019071,3516,1,0,3,10,32,0,1,A
F00019072,3516,1,0,3,15,49,0,3,A
F00019076,3516,1,1,3,10,50,0,1,A
F00019077,3516,1,1,3,20,62,0,1,A
F00019078,3516,1,1,3,10,59,0,2,C
F00019079,3702,1,0,3,30,40,0,1,B
F00019080,3702,1,1,3,30,,0,1,A
F00019083,4096,1,0,3,20,30,0,1,A
F00019084,4096,1,1,3,20,50,0,3,B
F00019085,150,0,0,2,15,15,3,2,A
F00019087,209,0,0,2,60,,0,2,A
F00019088,232,0,0,2,20,18,4,3,A
F00019089,257,0,0,2,20,15,10,2,A
F00019090,283,0,0,2,45,23,6,3,A
F00019091,283,0,0,2,45,27,0,2,A
F00019093,311,0,0,2,35,19,7,1,A
F00019094,312,0,0,2,60,17,10,1,B
F00019095,342,0,0,2,25,21,8,2,A
F00019097,342,0,0,2,60,13,13,1,A
F00019098,375,0,0,2,10,10,14,2,A
F00019100,375,0,0,2,20,,8,1,A
F00019102,375,0,0,2,20,25,0,3,A
F00019103,375,0,0,2,30,15,14,1,A
F00019104,375,0,0,2,30,19,7,1,A
F00019105,375,0,0,2,40,25,2,2,A
F00019106,375,0,0,2,60,10,13,3,A
F00019107,411,0,0,2,15,20,3,2,A
F00019109,410,0,0,2,20,19,6,3,A
F00019110,411,0,0,2,20,20,5,2,A
F00019111,410,0,0,2,20,21,6,2,A
F00019112,410,0,0,2,20,22,7,2,A
F00019117,410,0,0,2,40,30,0,2,A
F00019120,410,0,0,2,65,,6,1,A
F00019121,448,0,0,2,10,25,1,2,A
F00019124,448,0,0,2,20,19,6,2,A
F00019125,448,0,0,2,20,19,7,3,A
F00019126,448,0,0,2,20,,14,2,A
F00019128,448,0,0,2,20,29,2,2,A
F00019129,448,0,0,2,40,14,12,1,A
F00019130,448,0,0,2,50,26,4,2,A
F00019131,448,0,0,2,50,29,3,2,A
F00019134,489,0,0,2,20,17,7,2,A
F00019135,488,0,0,2,20,18,12,1,A
F00019136,488,0,0,2,25,23,9,3,A
F00019141,531,0,0,2,5,23,8,3,A
F00019142,531,0,0,2,10,5,18,2,A
F00019143,531,0,0,2,15,17,17,2,A
F00019144,531,0,0,2,15,24,9,2,A
F00019145,531,0,0,2,15,34,4,3,A
F00019146,531,0,0,2,20,8,18,2,A
F00019147,531,0,0,2,20,19,17,2,A
F00019149,531,0,0,2,20,28,0,1,A
F00019150,531,0,0,2,30,26,1,2,A
F00019151,531,0,0,2,40,20,12,1,A
F00019155,531,0,0,2,60,26,2,2,B
F00019156,577,0,0,2,5,,6,2,A
F00019157,577,0,0,2,10,,17,3,A
F00019159,577,0,0,2,15,25,4,2,A
F00019160,577,0,0,2,15,27,10,2,A
F00019161,577,0,0,2,20,11,19,1,A
F00019162,577,0,0,2,20,12,19,2,A
F00019165,577,0,0,2,20,23,14,2,A
F00019166,577,0,0,2,20,25,1,2,A
F00019167,577,0,0,2,20,30,4,1,A
F00019171,577,0,0,2,25,,4,2,A
F00019177,577,0,0,2,40,33,2,1,A
F00019179,577,0,0,2,50,32,1,2,A
F00019181,577,0,0,2,60,27,1,2,A
F00019182,577,0,0,2,60,29,2,1,A
F00019184,625,0,0,2,10,21,12,1,A
F00019185,626,0,0,2,10,35,3,3,A
F00019187,625,0,0,2,15,30,4,3,A
F00019190,625,0,0,2,20,20,15,2,A
F00019194,626,0,0,2,30,32,3,2,A
F00019197,625,0,0,2,45,13,20,3,A
F00019200,626,0,0,2,50,20,16,1,A
F00019202,626,0,0,2,50,24,7,2,A
F00019204,677,0,0,2,5,20,11,2,A
F00019206,677,0,0,2,10,12,15,2,A
F00019208,677,0,0,2,10,15,18,1,A
F00019210,677,0,0,2,10,22,21,2,A
F00019211,677,0,0,2,10,26,6,2,A
F00019215,677,0,0,2,15,29,6,2,A
F00019217,677,0,0,2,20,10,18,2,A
F00019219,677,0,0,2,20,12,21,1,A
F00019220,677,0,0,2,20,15,14,3,A
F00019222,677,0,0,2,20,31,0,3,A
F00019224,677,0,0,2,30,14,19,2,A
F00019226,677,0,0,2,35,20,13,2,A
F00019228,677,0,0,2,40,20,11,3,A
F00019230,677,0,0,2,45,21,11,2,A
F00019232,677,0,0,2,60,31,8,1,A
F00019237,732,0,0,2,10,9,22,2,A
F00019240,731,0,0,2,10,22,10,2,A
F00019241,732,0,0,2,15,29,10,2,A
F00019242,731,0,0,2,20,28,12,3,A
F00019246,732,0,0,2,30,10,19,2,A
F00019247,732,0,0,2,30,24,12,2,A
F00019248,731,0,0,2,30,29,7,1,A
F00019249,732,0,0,2,30,31,3,2,A
F00019250,732,0,0,2,40,14,9,2,A
F00019251,731,0,0,2,40,18,13,3,A
F00019253,731,0,0,2,40,,8,1,A
F00019256,732,0,0,2,60,15,21,1,A
F00019257,732,0,0,2,60,22,14,2,A
F00019259,732,0,0,2,20,18,16,2,B
F00019263,789,0,0,2,10,,20,1,A
F00019264,789,0,0,2,10,,23,2,A
F00019265,790,0,0,2,10,22,17,3,A
F00019266,789,0,0,2,15,19,12,2,A
F00019267,789,0,0,2,15,28,8,3,A
F00019268,789,0,0,2,20,11,18,1,A
F00019271,790,0,0,2,20,26,2,3,A
F00019272,789,0,0,2,20,27,12,2,A
F00019273,789,0,0,2,20,27,16,2,A
F00019274,789,0,0,2,20,35,3,3,A
F00019275,789,0,0,2,20,37,1,2,A
F00019276,790,0,0,2,30,,13,1,A
F00019277,789,0,0,2,30,21,15,2,A
F00019278,789,0,0,2,30,24,12,1,A
F00019279,789,0,0,2,30,24,13,2,A
F00019282,789,0,0,2,40,10,21,1,A
F00019283,790,0,0,2,40,23,14,2,A
F00019285,790,0,0,2,40,24,14,2,A
F00019288,789,0,0,2,40,29,1,2,A
F00019289,789,0,0,2,40,30,3,1,A
F00019292,789,0,0,2,50,7,23,1,A
F00019300,851,0,0,2,10,19,19,1,A
F00019301,851,0,0,2,20,14,12,1,A
F00019303,851,0,0,2,20,27,9,2,A
F00019304,851,0,0,2,20,30,1,2,A
F00019305,851,0,0,2,20,37,4,1,A
F00019306,850,0,0,2,20,40,4,3,A
F00019307,851,0,0,2,25,,15,2,A
F00019310,851,0,0,2,30,23,16,3,A
F00019311,851,0,0,2,30,30,6,1,A
F00019312,851,0,0,2,30,34,2,1,A
F00019313,851,0,0,2,40,13,22,3,A
F00019314,851,0,0,2,40,14,23,2,A
F00019318,851,0,0,2,40,23,6,1,A
F00019319,850,0,0,2,40,24,13,2,A
F00019321,851,0,0,2,40,34,10,2,A
F00019324,851,0,0,2,45,26,13,2,A
F00019327,851,0,0,2,60,27,9,2,A
F00019329,851,0,0,2,60,30,8,3,A
F00019330,851,0,0,2,60,32,4,2,A
F00019331,851,0,0,2,60,32,6,1,A
F00019332,851,0,0,2,60,39,1,1,A
F00019334,915,0,0,2,5,34,5,1,A
F00019336,915,0,0,2,10,34,4,2,A
F00019337,915,0,0,2,15,21,19,1,A
F00019339,916,0,0,2,15,,12,3,A
F00019341,916,0,0,2,20,18,13,1,A
F00019344,915,0,0,2,25,,24,3,A
F00019348,915,0,0,2,30,24,15,1,A
F00019350,916,0,0,2,30,28,12,3,A
F00019354,915,0,0,2,40,20,2,3,A
F00019356,915,0,0,2,50,,3,2,A
F00019357,915,0,0,2,55,22,17,2,A
F00019358,916,0,0,2,60,32,5,2,A
F00019359,915,0,0,2,80,35,12,2,A
F00019361,984,0,0,2,10,32,8,1,A
F00019362,984,0,0,2,10,39,2,1,A
F00019369,984,0,0,2,20,18,26,2,A
F00019370,984,0,0,2,20,24,12,1,A
F00019373,984,0,0,2,20,35,6,2,A
F00019374,984,0,0,2,20,,7,2,A
F00019376,984,0,0,2,30,18,26,3,A
F00019377,984,0,0,2,30,19,16,1,A
F00019380,984,0,0,2,35,29,12,1,A
F00019381,984,0,0,2,40,12,26,2,A
F00019383,984,0,0,2,40,17,18,3,A
F00019384,984,0,0,2,40,20,19,1,A
F00019385,984,0,0,2,40,22,10,3,A
F00019386,984,0,0,2,40,24,20,2,A
F00019388,984,0,0,2,40,32,8,1,A
F00019392,984,0,0,2,50,21,19,1,A
F00019393,984,0,0,2,50,28,12,1,A
F00019395,984,0,0,2,50,34,10,1,A
F00019396,984,0,0,2,50,36,4,3,A
F00019397,984,0,0,2,50,40,0,2,A
F00019400,984,0,0,2,60,41,2,2,A
F00019401,984,0,0,2,80,21,18,3,A
F00019403,984,0,0,2,40,13,26,3,B
F00019406,1056,0,0,2,10,18,14,3,A
F00019409,1056,0,0,2,10,36,2,3,A
F00019410,1056,0,0,2,15,18,23,1,A
F00019412,1056,0,0,2,15,24,14,2,A
F00019414,1056,0,0,2,20,23,17,2,A
F00019418,1056,0,0,2,25,34,5,1,A
F00019420,1056,0,0,2,30,10,26,2,A
F00019424,1056,0,0,2,30,38,1,2,A
F00019425,1056,0,0,2,30,,3,3,A
F00019426,1056,0,0,2,35,40,2,3,A
F00019428,1056,0,0,2,40,20,24,2,A
F00019430,1056,0,0,2,40,40,1,2,A
F00019431,1056,0,0,2,55,22,19,2,A
F00019432,1056,0,0,2,60,18,25,1,A
F00019433,1056,0,0,2,60,32,7,2,A
F00019435,1056,0,0,2,80,32,17,2,A
F00019436,1056,0,0,2,25,43,2,3,B
F00019437,1056,0,0,2,40,27,18,1,B
F00019441,1132,0,0,2,5,26,17,3,A
F00019443,1132,0,0,2,15,,22,2,A
F00019445,1132,0,0,2,15,29,13,1,A
F00019446,1132,0,0,2,20,5,26,3,A
F00019447,1132,0,0,2,20,15,15,2,A
F00019448,1132,0,0,2,20,,4,3,A
F00019449,1132,0,0,2,20,20,21,2,A
F00019450,1132,0,0,2,20,21,19,2,A
F00019451,1132,0,0,2,20,,21,1,A
F00019452,1132,0,0,2,20,29,12,2,A
F00019453,1132,0,0,2,20,30,12,3,A
F00019455,1132,0,0,2,25,24,20,1,A
F00019457,1132,0,0,2,30,21,23,1,A
F00019459,1132,0,0,2,30,22,18,3,A
F00019460,1132,0,0,2,30,25,14,2,A
F00019461,1132,0,0,2,35,42,0,1,A
F00019463,1132,0,0,2,40,23,27,2,A
F00019464,1132,0,0,2,40,26,14,3,A
F00019468,1132,0,0,2,40,37,2,2,A
F00019471,1132,0,0,2,45,28,15,2,A
F00019473,1132,0,0,2,55,25,18,2,A
F00019474,1132,0,0,2,60,12,28,2,A
F00019475,1132,0,0,2,60,24,17,1,A
F00019476,1132,0,0,2,60,25,3,3,A
F00019480,1132,0,0,2,80,27,11,3,A
F00019481,1132,0,0,2,15,30,10,3,B
F00019486,1132,0,0,2,20,36,4,1,B
F00019487,1132,0,0,2,30,35,5,2,B
F00019491,1212,0,0,2,15,38,7,2,A
F00019492,1212,0,0,2,20,8,29,1,A
F00019493,1212,0,0,2,20,21,17,3,A
F00019495,1212,0,0,2,20,31,9,1,A
F00019496,1212,0,0,2,20,33,2,2,A
F00019500,1212,0,0,2,30,41,1,2,A
F00019503,1212,0,0,2,40,,23,2,A
F00019504,1212,0,0,2,40,26,7,3,A
F00019506,1212,0,0,2,40,31,14,2,A
F00019508,1212,0,0,2,40,,7,1,A
F00019509,1212,0,0,2,40,37,1,3,A
F00019510,1212,0,0,2,40,42,2,1,A
F00019511,1212,0,0,2,45,25,21,1,A
F00019514,1212,0,0,2,60,32,4,1,A
F00019518,1212,0,0,2,20,38,8,1,B
F00019519,1212,0,0,2,10,20,19,2,B
F00019520,1212,0,0,2,20,29,11,2,B
F00019521,1212,0,0,2,40,17,24,3,B
F00019522,1212,0,0,2,50,26,18,2,B
F00019525,1297,0,0,2,10,15,10,1,A
F00019527,1297,0,0,2,5,,21,1,A
F00019529,1296,0,0,2,10,16,24,2,A
F00019530,1297,0,0,2,10,19,15,2,A
F00019533,1297,0,0,2,15,40,1,1,A
F00019534,1296,0,0,2,20,12,27,1,A
F00019536,1296,0,0,2,20,31,11,2,A
F00019539,1297,0,0,2,20,47,3,2,A
F00019540,1296,0,0,2,25,19,13,3,A
F00019541,1296,0,0,2,25,28,9,3,A
F00019542,1297,0,0,2,25,43,1,2,A
F00019544,1296,0,0,2,30,35,13,1,A
F00019545,1296,0,0,2,30,38,0,1,A
F00019546,1296,0,0,2,30,40,5,2,A
F00019547,1296,0,0,2,30,41,0,1,A
F00019548,1296,0,0,2,35,,10,1,A
F00019549,1296,0,0,2,40,6,30,3,A
F00019552,1297,0,0,2,40,16,25,1,A
F00019555,1297,0,0,2,40,33,14,2,A
F00019556,1296,0,0,2,40,35,3,2,A
F00019557,1296,0,0,2,40,38,3,1,A
F00019560,1297,0,0,2,40,43,3,2,A
F00019561,1296,0,0,2,50,18,25,1,A
F00019563,1297,0,0,2,50,32,8,1,A
F00019567,1296,0,0,2,40,24,20,1,B
F00019569,1297,0,0,2,30,40,6,2,C
F00019571,1385,0,0,2,20,20,20,1,A
F00019572,1385,0,0,2,5,24,20,1,A
F00019573,1385,0,0,2,10,8,13,3,A
F00019574,1385,0,0,2,10,15,18,1,A
F00019575,1385,0,0,2,10,,25,2,A
F00019577,1385,0,0,2,10,31,16,1,A
F00019579,1385,0,0,2,15,24,19,2,A
F00019580,1385,0,0,2,15,30,2,2,A
F00019581,1385,0,0,2,15,34,11,3,A
F00019582,1385,0,0,2,20,10,2,1,A
F00019583,1385,0,0,2,20,21,20,2,A
F00019584,1385,0,0,2,20,27,14,2,A
F00019586,1385,0,0,2,20,29,6,2,A
F00019589,1385,0,0,2,30,,19,1,A
F00019590,1385,0,0,2,30,29,11,1,A
F00019591,1385,0,0,2,30,29,14,3,A
F00019593,1385,0,0,2,30,36,7,2,A
F00019594,1385,0,0,2,30,,1,2,A
F00019596,1385,0,0,2,40,13,27,1,A
F00019598,1385,0,0,2,40,32,10,2,A
F00019599,1385,0,0,2,40,34,6,2,A
F00019600,1385,0,0,2,40,39,2,1,A
F00019602,1385,0,0,2,45,22,19,3,A
F00019604,1385,0,0,2,50,34,12,1,A
F00019606,1385,0,0,2,60,29,13,1,A
F00019607,1385,0,0,2,60,37,11,1,A
F00019610,1385,0,0,2,20,19,23,3,B
F00019611,1385,0,0,2,30,17,26,3,B
F00019612,1385,0,0,2,15,12,25,1,B
F00019613,1385,0,0,2,50,34,3,2,B
F00019614,1385,0,0,2,30,46,5,2,C
F00019615,1385,0,0,2,30,37,8,3,C
F00019616,1385,0,0,2,40,41,6,1,C
F00019617,1478,0,0,2,5,,29,1,A
F00019618,1478,0,0,2,5,40,1,3,A
F00019621,1478,0,0,2,15,31,17,3,A
F00019623,1478,0,0,2,20,15,30,2,A
F00019624,1478,0,0,2,20,15,32,2,A
F00019625,1478,0,0,2,20,18,26,3,A
F00019626,1478,0,0,2,20,20,17,2,A
F00019628,1478,0,0,2,20,28,16,3,A
F00019631,1478,0,0,2,20,42,4,2,A
F00019632,1478,0,0,2,20,46,1,1,A
F00019634,1478,0,0,2,25,28,17,2,A
F00019635,1478,0,0,2,30,15,29,2,A
F00019636,1478,0,0,2,30,19,29,3,A
F00019639,1478,0,0,2,40,14,26,3,A
F00019640,1478,0,0,2,40,30,5,2,A
F00019641,1478,0,0,2,40,38,14,2,A
F00019642,1478,0,0,2,40,40,7,2,A
F00019643,1478,0,0,2,40,,12,2,A
F00019644,1478,0,0,2,40,45,0,3,A
F00019646,1478,0,0,2,50,38,7,3,A
F00019647,1478,0,0,2,60,20,16,3,A
F00019649,1478,0,0,2,60,53,0,2,A
F00019651,1478,0,0,2,30,24,20,3,B
F00019655,1478,0,0,2,60,52,0,2,B
F00019656,1576,0,0,2,10,20,18,1,A
F00019657,1576,0,0,2,40,32,19,1,A
F00019661,1575,0,0,2,10,31,13,3,A
F00019664,1576,0,0,2,10,55,0,3,A
F00019666,1576,0,0,2,15,21,23,2,A
F00019667,1575,0,0,2,15,22,25,2,A
F00019669,1575,0,0,2,15,27,18,2,A
F00019671,1576,0,0,2,20,10,32,2,A
F00019672,1576,0,0,2,20,11,4,3,A
F00019673,1576,0,0,2,20,16,32,2,A
F00019674,1575,0,0,2,20,20,20,1,A
F00019675,1575,0,0,2,20,20,26,2,A
F00019676,1575,0,0,2,20,28,8,3,A
F00019678,1575,0,0,2,20,30,11,1,A
F00019679,1576,0,0,2,20,32,13,1,A
F00019680,1576,0,0,2,20,,10,2,A
F00019681,1576,0,0,2,20,35,3,1,A
F00019682,1576,0,0,2,20,35,5,3,A
F00019683,1576,0,0,2,20,35,6,1,A
F00019684,1575,0,0,2,20,44,1,1,A
F00019685,1576,0,0,2,20,50,0,3,A
F00019686,1576,0,0,2,20,50,1,2,A
F00019688,1575,0,0,2,25,30,20,2,A
F00019689,1575,0,0,2,25,40,1,2,A
F00019690,1576,0,0,2,25,48,1,2,A
F00019691,1576,0,0,2,30,5,28,2,A
F00019692,1576,0,0,2,30,10,31,2,A
F00019693,1576,0,0,2,30,15,8,1,A
F00019694,1576,0,0,2,30,28,10,3,A
F00019695,1576,0,0,2,30,31,23,1,A
F00019697,1576,0,0,2,30,40,3,2,A
F00019698,1576,0,0,2,30,,7,3,A
F00019699,1576,0,0,2,35,32,14,3,A
F00019700,1576,0,0,2,40,14,31,2,A
F00019701,1576,0,0,2,40,28,20,2,A
F00019702,1575,0,0,2,40,,5,1,A
F00019703,1576,0,0,2,40,42,8,3,A
F00019704,1576,0,0,2,40,,2,3,A
F00019708,1575,0,0,2,60,21,26,1,A
F00019711,1576,0,0,2,60,34,16,3,A
F00019714,1575,0,0,2,75,27,18,3,A
F00019716,1576,0,0,2,60,43,2,2,B
F00019718,1575,0,0,2,20,12,28,2,B
F00019719,1576,0,0,2,30,43,4,2,B
F00019720,1678,0,0,2,20,43,8,1,A
F00019722,1678,0,0,2,5,20,14,2,A
F00019724,1678,0,0,2,10,22,27,1,A
F00019726,1678,0,0,2,10,27,16,2,A
F00019728,1678,0,0,2,20,12,27,1,A
F00019731,1678,0,0,2,20,32,16,3,A
F00019733,1678,0,0,2,20,,3,2,A
F00019734,1678,0,0,2,20,36,2,2,A
F00019735,1678,0,0,2,20,36,14,1,A
F00019736,1678,0,0,2,20,37,7,3,A
F00019743,1678,0,0,2,30,27,17,2,A
F00019744,1678,0,0,2,30,30,10,2,A
F00019746,1678,0,0,2,30,45,2,2,A
F00019747,1678,0,0,2,30,46,3,2,A
F00019748,1678,0,0,2,30,,0,3,A
F00019749,1678,0,0,2,35,19,29,2,A
F00019750,1678,0,0,2,40,12,34,2,A
F00019752,1678,0,0,2,40,21,22,2,A
F00019753,1678,0,0,2,40,25,17,2,A
F00019754,1678,0,0,2,40,30,12,2,A
F00019755,1678,0,0,2,40,30,16,2,A
F00019756,1678,0,0,2,40,32,12,2,A
F00019757,1678,0,0,2,40,,13,2,A
F00019759,1678,0,0,2,40,,14,2,A
F00019762,1678,0,0,2,50,25,26,3,A
F00019764,1678,0,0,2,50,46,0,1,A
F00019765,1678,0,0,2,60,22,18,1,A
F00019767,1678,0,0,2,60,,14,2,A
F00019768,1678,0,0,2,60,41,6,1,A
F00019769,1678,0,0,2,80,35,5,2,A
F00019770,1678,0,0,2,55,40,8,1,B
F00019771,1678,0,0,2,10,7,33,3,B
F00019772,1678,0,0,2,15,21,22,2,B
F00019773,1678,0,0,2,30,47,3,3,B
F00019776,1786,0,0,2,10,20,24,1,A
F00019777,1786,0,0,2,15,15,32,3,A
F00019779,1786,0,0,2,20,10,31,2,A
F00019780,1786,0,0,2,20,14,35,2,A
F00019781,1786,0,0,2,20,17,35,2,A
F00019782,1785,0,0,2,20,,33,1,A
F00019783,1786,0,0,2,20,24,11,2,A
F00019788,1785,0,0,2,20,47,2,1,A
F00019790,1786,0,0,2,25,12,35,3,A
F00019791,1786,0,0,2,25,41,8,3,A
F00019793,1785,0,0,2,30,22,16,3,A
F00019794,1785,0,0,2,30,29,18,2,A
F00019796,1786,0,0,2,30,36,1,2,A
F00019798,1785,0,0,2,30,,2,1,A
F00019799,1786,0,0,2,30,50,5,1,A
F00019801,1785,0,0,2,40,15,34,1,A
F00019802,1786,0,0,2,40,21,20,2,A
F00019803,1785,0,0,2,40,25,5,2,A
F00019804,1785,0,0,2,40,26,3,1,A
F00019805,1785,0,0,2,40,30,19,3,A
F00019806,1785,0,0,2,40,32,5,1,A
F00019808,1785,0,0,2,40,34,10,2,A
F00019809,1785,0,0,2,40,42,2,3,A
F00019810,1785,0,0,2,60,42,9,2,A
F00019813,1785,0,0,2,20,13,30,2,B
F00019814,1786,0,0,2,40,39,9,2,B
F00019818,1786,0,0,2,60,34,15,2,B
F00019819,1785,0,0,2,15,25,22,2,B
F00019820,1785,0,0,2,20,42,6,2,B
F00019821,1785,0,0,2,30,23,30,2,B
F00019824,1898,0,0,2,5,48,3,2,A
F00019825,1898,0,0,2,10,30,15,1,A
F00019826,1898,0,0,2,10,,11,2,A
F00019828,1898,0,0,2,10,46,7,2,A
F00019829,1898,0,0,2,15,22,26,1,A
F00019830,1898,0,0,2,20,15,30,2,A
F00019832,1898,0,0,2,20,,25,3,A
F00019834,1898,0,0,2,20,34,18,2,A
F00019835,1898,0,0,2,20,35,8,1,A
F00019836,1898,0,0,2,20,36,3,3,A
F00019837,1898,0,0,2,20,37,0,2,A
F00019840,1898,0,0,2,20,47,1,1,A
F00019841,1898,0,0,2,25,37,11,3,A
F00019843,1898,0,0,2,30,40,5,3,A
F00019846,1898,0,0,2,40,17,28,3,A
F00019847,1898,0,0,2,40,23,27,2,A
F00019849,1898,0,0,2,40,36,4,1,A
F00019850,1898,0,0,2,40,36,8,3,A
F00019851,1898,0,0,2,40,38,11,2,A
F00019853,1898,0,0,2,60,42,10,1,A
F00019854,1898,0,0,2,70,29,25,3,A
F00019857,1898,0,0,2,20,36,14,2,B
F00019858,1898,0,0,2,15,47,1,2,B
F00019859,1898,0,0,2,10,46,0,1,B
F00019860,1898,0,0,2,20,25,20,2,B
F00019861,1898,0,0,2,20,38,14,1,B
F00019863,2015,0,0,2,5,41,11,3,A
F00019867,2015,0,0,2,10,29,20,1,A
F00019869,2016,0,0,2,10,36,17,2,A
F00019870,2016,0,0,2,10,37,12,3,A
F00019871,2015,0,0,2,10,46,9,1,A
F00019872,2016,0,0,2,10,47,5,2,A
F00019877,2015,0,0,2,15,44,1,3,A
F00019878,2016,0,0,2,15,,0,1,A
F00019879,2016,0,0,2,15,50,1,1,A
F00019880,2015,0,0,2,20,12,36,1,A
F00019881,2016,0,0,2,20,,35,3,A
F00019882,2016,0,0,2,20,25,23,1,A
F00019884,2016,0,0,2,20,,24,2,A
F00019885,2016,0,0,2,20,,19,2,A
F00019886,2016,0,0,2,20,45,3,2,A
F00019889,2016,0,0,2,30,21,30,1,A
F00019891,2016,0,0,2,30,32,20,1,A
F00019892,2016,0,0,2,30,43,12,3,A
F00019893,2015,0,0,2,30,44,5,2,A
F00019899,2015,0,0,2,50,34,12,3,A
F00019900,2015,0,0,2,60,32,14,2,A
F00019901,2016,0,0,2,60,33,13,1,A
F00019902,2016,0,0,2,60,42,10,3,A
F00019903,2015,0,0,2,20,24,34,2,B
F00019905,2015,0,0,2,10,42,7,2,B
F00019909,2015,0,0,2,40,34,17,1,B
F00019911,2138,0,0,2,15,15,37,3,A
F00019912,2138,0,0,2,15,20,34,2,A
F00019915,2139,0,0,2,20,18,30,1,A
F00019918,2139,0,0,2,20,30,6,2,A
F00019919,2138,0,0,2,20,30,10,3,A
F00019921,2139,0,0,2,20,38,15,2,A
F00019923,2139,0,0,2,20,53,0,2,A
F00019927,2139,0,0,2,30,43,4,3,A
F00019928,2138,0,0,2,30,52,2,2,A
F00019929,2139,0,0,2,35,,3,3,A
F00019932,2138,0,0,2,40,29,23,1,A
F00019935,2139,0,0,2,40,30,22,2,A
F00019936,2138,0,0,2,40,41,14,1,A
F00019937,2138,0,0,2,45,37,16,1,A
F00019939,2139,0,0,2,50,32,21,1,A
F00019943,2138,0,0,2,80,39,15,1,A
F00019945,2139,0,0,2,60,40,12,2,B
F00019950,2138,0,0,2,40,40,8,1,C
