"Severity","Safety_Score","Days_Since_Inspection","Total_Safety_Complaints","Control_Metric","Turbulence_In_gforces","Cabin_Temperature","Accident_Type_Code","Max_Elevation","Violations","Adverse_Weather_Metric","Accident_ID"
"Highly_Fatal_And_Damaging",31.8264840182648,12,1,62.8532360984503,0.312507032095204,79.14,4,30063.6622439764,1,0.0543696861900085,1446
"Significant_Damage_And_Serious_Injuries",49.7260273972603,10,10,66.3172288058341,0.41095636494771,75.98,6,26277.0351261399,3,0.0065306456156929,8855
"Minor_Damage_And_Injuries",44.8858447488584,15,0,60.7110300820419,0.504717634331049,76.68,4,21688.9895257797,3,0.039778086972713,7577
"Highly_Fatal_And_Damaging",31.0958904109589,12,7,86.052871467639,0.296639740353408,83.01,3,23639.8520973668,2,0.117363089762599,8231
"Highly_Fatal_And_Damaging",35.9817351598173,11,4,74.2935278030994,0.263823296069239,82.2,4,32729.3914910183,2,0.0600821670394064,3983
"Minor_Damage_And_Injuries",35.0228310502283,14,3,54.2844120328168,0.487407861521817,79.97,2,23011.4158033695,1,0.311931453316891,5227
"Highly_Fatal_And_Damaging",45.1598173515982,8,29,69.3710118505014,0.278608727010458,77.94,6,39093.6178901909,1,0.00985056613714295,2638
"Significant_Damage_And_Serious_Injuries",63.972602739726,6,2,64.6308113035552,0.365518211323476,83.1,3,44792.4219458738,1,0.222453976681263,6149
"Significant_Damage_And_Serious_Injuries",36.5753424657534,14,5,59.4804010938925,0.322965019834114,84.26,1,27108.1286016377,1,0.997980574484882,8422
"Minor_Damage_And_Injuries",43.4703196347032,15,9,75.38742023701,0.391122250270465,75.29,4,35974.8217427248,1,0.0657919157803562,5145
"Significant_Damage_And_Serious_Injuries",37.5799086757991,14,4,69.8268003646308,0.258053371799495,78.21,3,39117.4599820194,2,0.196190986200713,3249
"Significant_Damage_And_Serious_Injuries",22.3287671232877,18,6,66.0437556973564,0.269953840605842,80.95,6,23183.5787772982,1,0.005098132215622,9469
"Highly_Fatal_And_Damaging",21.2328767123288,15,3,71.0118505013674,0.28870609448251,75.84,4,29472.800453223,4,0.0531635622842917,6795
"Minor_Damage_And_Injuries",24.6575342465753,18,11,56.8368277119417,0.408792643346556,78.49,2,32314.577381767,3,0.436765191481662,9295
"Highly_Fatal_And_Damaging",47.3972602739726,7,6,61.9416590701914,0.304934006491165,79.47,4,18411.0289640045,2,0.0350890825621048,2642
"Significant_Damage_And_Serious_Injuries",52.283105022831,9,0,69.0063810391978,0.394367832672196,81.57,5,36989.0802344552,4,0.0250939843420193,9398
"Highly_Fatal_And_Damaging",54.4292237442922,16,33,44.8951686417502,0.621919221060224,80.9,7,43993.907529507,2,0.00411553348553787,11446
"Significant_Damage_And_Serious_Injuries",45.7990867579909,11,4,81.9051959890611,0.226679408582762,80.76,3,40532.7854398732,3,0.20178360182813,7041
"Highly_Fatal_And_Damaging",55.1598173515982,12,3,39.8814949863264,0.70233754056978,82.85,2,49762.7970613739,4,0.674668995640191,5480
"Significant_Damage_And_Fatalities",75.5251141552511,10,1,61.2123974475843,0.368403173458348,88.57,7,9025.60454240942,5,0.00139529357099632,1587
"Significant_Damage_And_Serious_Injuries",39.7260273972603,13,7,75.4785779398359,0.311064551027768,77.65,4,21554.55213466,1,0.0391679024826592,7653
"Minor_Damage_And_Injuries",42.3287671232877,12,3,55.9252506836828,0.550877028489001,78.46,3,29541.1841118771,3,0.146834841957242,10666
"Highly_Fatal_And_Damaging",21.2785388127854,15,11,59.845031905196,0.500029570861882,78.16,4,24759.8019662104,1,0.0452453456509353,516
"Significant_Damage_And_Serious_Injuries",40.2283105022831,13,0,61.8960802187785,0.456033898305084,79.33,7,33373.0269272214,2,0.00299716120370222,10081
"Significant_Damage_And_Serious_Injuries",37.5342465753425,14,9,61.8960802187785,0.453509556437072,80.52,6,30858.5431373534,1,0.00808732696138469,6525
"Significant_Damage_And_Serious_Injuries",36.1643835616438,14,5,61.485870556062,0.447379011900469,82.46,1,24420.713003042,1,0.894482923105375,1654
"Minor_Damage_And_Injuries",43.6986301369863,15,0,80.0364630811304,0.295197259285972,78.91,7,22214.4454585654,1,0.00166863062454567,11306
"Significant_Damage_And_Serious_Injuries",48.4931506849315,10,19,64.4940747493163,0.335226108907321,81.78,3,33607.4557979406,1,0.16750355692314,5909
"Highly_Fatal_And_Damaging",28.2191780821918,13,0,66.6362807657247,0.425741795888929,81.2,2,23407.410999469,2,0.316958074115973,5240
"Significant_Damage_And_Serious_Injuries",31.3698630136986,15,2,69.1431175934367,0.37489433826181,80.67,3,13375.3548625214,2,0.0665379775736837,6289
"Significant_Damage_And_Serious_Injuries",35.7990867579909,14,4,62.1695533272562,0.415644428416877,77.6,6,51754.9703998605,0,0.0129816301448266,5739
"Significant_Damage_And_Serious_Injuries",24.2465753424658,18,6,80.4466727438469,0.350372160115398,84.33,6,36011.634543554,2,0.00914632811267066,5238
"Highly_Fatal_And_Damaging",35.3881278538813,11,6,74.8860528714676,0.236776776054814,78.91,2,40754.7656202953,0,0.551419592392081,4475
"Significant_Damage_And_Serious_Injuries",23.6073059360731,18,0,79.3983591613491,0.396892174540209,81.15,3,36002.5313878639,2,0.177891441142579,11859
"Significant_Damage_And_Fatalities",77.9908675799087,9,12,75.8432087511395,0.197108546700325,84.8,7,38728.4865016046,2,0.00343393658306639,10680
"Highly_Fatal_And_Damaging",40.2739726027397,9,6,56.7912488605287,0.375976199062387,76.95,6,37657.6872093112,1,0.0102266959448952,9277
"Highly_Fatal_And_Damaging",16.2100456621005,16,33,85.4147675478578,0.421053732419762,78.37,1,12542.5506074795,1,0.387799082295146,6587
"Significant_Damage_And_Serious_Injuries",31.0958904109589,16,6,65.1321786690975,0.278969347277317,86.13,6,34524.3123296038,3,0.00890099870458009,2749
"Highly_Fatal_And_Damaging",28.9041095890411,13,1,40.5195989061076,0.505078254597908,80.13,3,39304.3609998045,0,0.195566783180496,2385
"Significant_Damage_And_Fatalities",48.6301369863014,17,3,68.003646308113,0.452067075369635,79.81,7,23720.1789326526,4,0.00226741238790717,3599
"Minor_Damage_And_Injuries",70.5479452054795,7,5,80.4010938924339,0.293394157951677,78.28,2,47433.0780312655,4,0.643975973223763,3679
"Significant_Damage_And_Fatalities",64.8858447488584,13,7,60.1640838650866,0.307097728092319,77.36,7,28153.6835624095,3,0.00280722767312088,9172
"Minor_Damage_And_Injuries",70,8,6,68.5050136736554,0.37489433826181,82.22,7,49898.0501197341,2,0.0044289702451501,9447
"Highly_Fatal_And_Damaging",33.7899543378995,11,5,72.8805834092981,0.406989542012261,82.21,4,25564.9443067169,2,0.0471571412717711,11395
"Minor_Damage_And_Injuries",65.7990867579909,9,18,65.2689152233364,0.360830147854309,77.99,2,42303.4059989138,0,0.572514343273642,5981
"Significant_Damage_And_Serious_Injuries",51.1872146118721,10,15,55.6973564266181,0.502914532996754,83.6,3,24023.5877451124,3,0.119082572420123,8252
"Minor_Damage_And_Injuries",33.1050228310502,18,2,61.485870556062,0.318276956364948,81.78,1,27761.9538583697,3,1.02676320216031,9644
"Highly_Fatal_And_Damaging",20.5479452054795,15,0,70.5560619872379,0.241464839523981,78.16,4,35054.2608595548,1,0.0636819837649643,5596
"Minor_Damage_And_Injuries",58.4931506849315,11,10,64.4940747493163,0.388237288135593,79.42,3,35167.1709289219,1,0.174017804712837,7019
"Significant_Damage_And_Serious_Injuries",40.3196347031963,13,9,65.2689152233364,0.225958168049044,77.26,5,22999.9480219285,2,0.0156495657213551,10016
"Significant_Damage_And_Fatalities",61.8721461187214,13,20,73.1996353691887,0.29591849981969,82.26,7,16229.7283441618,3,0.0011026362175773,9094
"Highly_Fatal_And_Damaging",51.0502283105023,13,6,55.9708295350957,0.462525063108547,78.49,2,40741.8822675604,3,0.55117256042946,1911
"Highly_Fatal_And_Damaging",40.7762557077626,16,1,55.1048313582498,0.307097728092319,84.67,2,44790.4443798207,3,0.602231712097975,8985
"Highly_Fatal_And_Damaging",46.6666666666667,14,4,54.922515952598,0.317555715831229,79.75,3,30190.7653146865,2,0.151493600815679,8126
"Minor_Damage_And_Injuries",57.5342465753425,11,11,91.3855970829535,0.162489001081861,77.91,2,12091.874378794,3,0.170460593515575,6693
"Significant_Damage_And_Serious_Injuries",47.5342465753425,17,16,48.2680036463081,0.585857194374324,77.78,6,11567.0794388674,4,0.00279254182406123,2030
"Highly_Fatal_And_Damaging",40.365296803653,10,7,69.1886964448496,0.24543166245943,79.37,4,48088.2017203851,1,0.0883594086111667,2560
"Minor_Damage_And_Injuries",57.9908675799087,11,0,66.6362807657247,0.246513523260007,82.43,5,25842.7105033025,3,0.0163890504418398,4631
"Highly_Fatal_And_Damaging",33.6073059360731,18,1,55.0136736554239,0.384631085467003,83.57,1,27379.9200368358,2,0.997980574484882,3919
"Significant_Damage_And_Serious_Injuries",47.7625570776256,11,2,77.4840474020055,0.315391994230076,87.27,3,40757.3230112037,2,0.205700937392858,9070
"Minor_Damage_And_Injuries",44.0182648401826,12,7,52.461257976299,0.392564731337901,81.37,6,40833.4652166856,2,0.00961789780026553,506
"Highly_Fatal_And_Damaging",40.7762557077626,9,3,85.9617137648131,0.247234763793725,81.24,1,47280.0005576798,2,1.72329445619369,10019
"Significant_Damage_And_Serious_Injuries",45.7534246575342,11,2,82.9079307201459,0.262380815001803,78.21,6,37541.6763730355,1,0.010121604078669,10011
"Highly_Fatal_And_Damaging",53.013698630137,6,7,58.4776663628077,0.311064551027768,80.92,4,35800.9556617624,2,0.0648977629890459,2164
"Highly_Fatal_And_Damaging",40.2739726027397,9,0,60.1640838650866,0.231728092318788,84.56,1,30878.7985441465,2,1.1292636605,10632
"Minor_Damage_And_Injuries",53.9269406392694,12,23,61.9416590701914,0.527436711143166,77.19,7,60252.1633694687,3,0.00476454771995168,11471
"Significant_Damage_And_Serious_Injuries",70.5479452054795,4,5,87.8304466727439,0.188453660295708,79.83,7,48141.3485544039,4,0.00436632490027057,4931
"Significant_Damage_And_Serious_Injuries",45.5707762557078,11,0,63.7648131267092,0.417808150018031,85.06,6,29078.8571072623,0,0.00742875790392738,7238
"Significant_Damage_And_Fatalities",50.2739726027397,17,0,80.1276207839562,0.358305805986296,79.67,6,28529.8656412909,1,0.00703789993713464,7115
"Significant_Damage_And_Fatalities",59.3150684931507,14,1,84.5487693710119,0.309982690227191,76.3,7,15690.4942394297,2,0.00128123662337609,11629
"Highly_Fatal_And_Damaging",34.6575342465753,11,5,74.7493163172288,0.300606563288856,77.69,1,30077.4161879637,1,1.10131814762192,4987
"Significant_Damage_And_Serious_Injuries",27.8995433789954,17,1,57.2926162260711,0.466131265777136,80.35,7,30323.3417977417,4,0.00277618537959387,9058
"Significant_Damage_And_Fatalities",70.365296803653,11,1,64.2661804922516,0.319358817165525,85.71,7,27287.7929865495,3,0.00211795865520554,3065
"Minor_Damage_And_Injuries",42.1004566210046,12,12,45.6700091157703,0.350011539848539,79.12,3,23634.9170656621,2,0.116827128778597,9326
"Minor_Damage_And_Injuries",51.2328767123288,13,2,64.8587055606199,0.333423007573026,78.87,2,38767.3596027457,3,0.527487410542601,6284
"Minor_Damage_And_Injuries",44.4748858447489,15,0,80.0364630811304,0.262380815001803,78.03,6,34497.8835995449,2,0.00851016851792038,5940
"Highly_Fatal_And_Damaging",36.1187214611872,11,3,78.0765724703738,0.20576343310494,80.24,2,30843.079330968,1,0.417407395915758,814
"Highly_Fatal_And_Damaging",22.7397260273973,14,6,59.7994530537831,0.377418680129823,78.16,4,43204.1689916855,1,0.0791311957739559,1339
"Highly_Fatal_And_Damaging",34.337899543379,11,8,73.6554238833182,0.405907681211684,76.74,1,41633.6539554493,3,1.53161653510559,670
"Minor_Damage_And_Injuries",46.8493150684931,14,10,85.7793983591614,0.289427335016228,83.56,2,31279.2591292097,2,0.424712504159189,10567
"Significant_Damage_And_Fatalities",52.3744292237443,6,12,50.6381039197812,0.354699603317706,76.3,5,43378.4381107207,1,0.0295882262366942,5143
"Significant_Damage_And_Fatalities",61.7808219178082,13,13,75.7520510483136,0.39292535160476,79.18,7,45795.5029606522,4,0.0042971745609235,2607
"Highly_Fatal_And_Damaging",53.0593607305936,12,1,40.8386508659982,0.538615939415795,78.4,5,38537.3634081449,0,0.0270927366444278,1937
"Minor_Damage_And_Injuries",37.3059360730594,14,3,41.6134913400182,0.534288496213487,79.58,2,11344.0221880675,3,0.146846222191999,8145
"Minor_Damage_And_Injuries",44.6118721461187,12,8,54.9680948040109,0.442330328164443,78.68,3,17731.5542769187,2,0.0875982172101418,9146
"Minor_Damage_And_Injuries",36.4383561643836,17,2,69.0063810391978,0.333062387306166,83.25,2,36933.8446810816,3,0.498635558744046,2011
"Minor_Damage_And_Injuries",57.5342465753425,11,11,61.3947128532361,0.523469888207717,78.67,2,29071.495945068,2,0.393439913783782,503
"Significant_Damage_And_Serious_Injuries",44.9315068493151,11,2,73.4275296262534,0.297360980887126,79.08,6,45618.8570899891,1,0.0119468965853497,4375
"Minor_Damage_And_Injuries",62.648401826484,10,15,58.7511394712853,0.467213126577713,76.13,4,26782.0242843159,2,0.0492519989432694,4843
"Minor_Damage_And_Injuries",56.7123287671233,12,18,64.5852324521422,0.339192931842769,77.05,2,21213.1243663008,1,0.283595649158391,9611
"Minor_Damage_And_Injuries",54.1095890410959,12,6,57.5205104831358,0.463967544175982,84.52,2,36517.8760767438,2,0.492287322989391,8978
"Significant_Damage_And_Fatalities",11.8721461187215,18,1,52.8258887876026,0.638507753335737,75.98,4,36624.2796276571,1,0.0674837302135489,9555
"Highly_Fatal_And_Damaging",27.9908675799087,13,10,86.9644484958979,0.143376126938334,80.98,3,29955.5307373448,2,0.149447389548586,2669
"Significant_Damage_And_Fatalities",49.4520547945205,17,1,57.7484047402006,0.342799134511359,81.92,2,43971.7104530714,3,0.596791289287252,1977
"Significant_Damage_And_Serious_Injuries",29.4063926940639,16,10,69.5533272561531,0.31034331049405,76.86,3,16902.3486971747,3,0.0815450263010881,8163
"Highly_Fatal_And_Damaging",39.7260273972603,16,7,53.2360984503191,0.38210674359899,79.73,2,39434.2561052846,3,0.532383164557223,6141
"Significant_Damage_And_Fatalities",29.7716894977169,12,1,50.1367365542388,0.503275153263613,77.83,4,29502.7634210532,4,0.0528451340525014,10193
"Highly_Fatal_And_Damaging",46.62100456621,8,10,76.5724703737466,0.237137396321673,80.83,1,49358.5325672116,1,1.88294981148486,1695
"Minor_Damage_And_Injuries",33.5616438356164,18,5,41.5223336371923,0.608215650919581,80.16,7,42912.5244287391,1,0.00401669100153598,2034
"Significant_Damage_And_Serious_Injuries",41.1415525114155,12,2,90.154968094804,0.286902993148215,77.73,3,43569.6921226912,2,0.215461327961268,4967
"Highly_Fatal_And_Damaging",45.7077625570776,8,0,58.7967183226983,0.503635773530472,77.75,4,27563.074797666,1,0.0506515878177534,10852
"Significant_Damage_And_Serious_Injuries",30.8675799086758,16,2,77.7575205104832,0.386073566534439,82.57,3,20487.8674821751,1,0.101175219064126,10147
"Highly_Fatal_And_Damaging",2.64840182648402,23,8,54.6490428441203,0.42177497295348,80.86,4,23308.3336502321,1,0.0425306022859063,8929
"Significant_Damage_And_Serious_Injuries",29.0867579908676,16,18,70.0091157702826,0.464328164442842,79.21,3,25949.100339733,3,0.127676290244675,11158
"Significant_Damage_And_Fatalities",35.0684931506849,11,7,54.876937101185,0.448100252434187,79.46,4,29784.7464710627,2,0.0544392802512786,7242
"Highly_Fatal_And_Damaging",15.296803652968,17,0,72.4247948951687,0.324046880634692,78.92,4,12024.898224047,2,0.0216622052761879,606
"Minor_Damage_And_Injuries",42.9223744292237,15,3,52.2789425706472,0.330177425171295,79.22,2,37999.3671044333,1,0.516512802350989,2020
"Highly_Fatal_And_Damaging",38.4474885844749,10,4,74.1567912488605,0.363354489722322,78.94,6,23744.0693140378,2,0.00631949156737795,2032
"Significant_Damage_And_Serious_Injuries",47.5342465753425,11,23,69.9179580674567,0.249759105661738,79.36,3,28586.8716057328,1,0.142325653105797,11285
"Significant_Damage_And_Serious_Injuries",23.6986301369863,18,5,76.6180492251596,0.238940497655968,77.41,6,41688.6508922927,2,0.0103224581295027,10619
"Significant_Damage_And_Serious_Injuries",45.9817351598173,11,12,73.5186873290793,0.347126577713667,79.09,3,21154.8577344722,3,0.105892406693153,4964
"Minor_Damage_And_Injuries",41.9178082191781,16,22,66.4995442114859,0.387876667868734,76.2,2,31546.4382673113,3,0.427712027840683,7026
"Significant_Damage_And_Fatalities",91.1872146118722,2,3,78.0765724703738,0.350372160115398,80.45,7,16209.2902996607,2,0.000316423240403076,7994
"Significant_Damage_And_Fatalities",59.9543378995434,14,23,71.8322698268004,0.337029210241615,85.4,7,31355.0755976643,3,0.00289271009177054,8527
"Significant_Damage_And_Serious_Injuries",54.1095890410959,9,10,59.024612579763,0.362633249188604,75.02,3,14532.7383864601,1,0.0728513382155746,8979
"Minor_Damage_And_Injuries",29.8173515981735,16,6,39.6991795806746,0.729023440317345,79.64,6,5142.28607310439,3,0.00279254182406123,7751
"Highly_Fatal_And_Damaging",30.9132420091324,12,0,64.0382862351869,0.368042553191489,80.2,4,41578.7169861032,1,0.0763205990087241,4697
"Significant_Damage_And_Serious_Injuries",57.1232876712329,8,12,61.2123974475843,0.335947349441038,77.86,6,34199.8915692623,3,0.00892827044876468,29
"Highly_Fatal_And_Damaging",28.4018264840183,13,29,71.2397447584321,0.249759105661738,82.45,1,51049.3801500284,1,1.84388606166323,8841
"Significant_Damage_And_Serious_Injuries",37.1689497716895,14,0,63.3090246125798,0.496783988460151,76.95,6,31432.1242314197,2,0.00812064429298881,9690
"Significant_Damage_And_Serious_Injuries",29.634703196347,16,13,59.024612579763,0.284739271547061,78.97,6,28509.7596822488,3,0.00722205940997227,4595
"Minor_Damage_And_Injuries",23.8812785388128,18,7,50.5925250683683,0.509045077533357,78.49,1,22620.012762986,4,0.83130070319387,3405
"Highly_Fatal_And_Damaging",46.1187214611872,8,1,71.4220601640839,0.258413992066354,79.77,5,41503.9998388946,3,0.0273168021552321,12306
"Significant_Damage_And_Serious_Injuries",36.8493150684931,14,1,63.3090246125798,0.334865488640461,84.1,6,41920.2471614135,2,0.0103432707168601,7433
"Significant_Damage_And_Serious_Injuries",41.1415525114155,12,4,69.1431175934367,0.320080057699243,80.44,3,36245.8319846325,2,0.178747299033169,920
"Minor_Damage_And_Injuries",45.8904109589041,11,7,41.4311759343665,0.458918860439956,79.77,6,36030.6528778845,1,0.00851016851792038,7027
"Highly_Fatal_And_Damaging",45.7077625570776,8,0,58.3865086599818,0.530321673278038,83.72,7,24973.6836872682,4,0.00235400933088621,8633
"Highly_Fatal_And_Damaging",54.2922374429224,9,2,60.4375569735643,0.353978362783988,77.97,4,30754.886611054,2,0.0578632306636776,442
"Minor_Damage_And_Injuries",38.7214611872146,13,0,57.0191431175934,0.514454381536242,78.32,6,18661.7138068118,4,0.00463226113987301,3567
"Highly_Fatal_And_Damaging",38.9954337899543,10,2,68.1859617137648,0.359027046520014,83.22,3,34132.2412197546,1,0.17069849613111,64
"Minor_Damage_And_Injuries",61.0502283105023,10,7,79.3072014585233,0.283657410746484,82.17,5,25486.8254567764,1,0.0165134897469149,5024
"Highly_Fatal_And_Damaging",44.4748858447489,8,14,65.2233363719235,0.351093400649116,83.97,4,36384.8862884969,2,0.0659869669203887,10732
"Minor_Damage_And_Injuries",41.9634703196347,12,19,53.6007292616226,0.566744320230797,83.73,3,20654.0788047055,4,0.101519827745638,7695
"Highly_Fatal_And_Damaging",28.675799086758,13,1,62.2607110300821,0.325128741435269,80.53,3,41432.7487139018,2,0.205151045690906,5550
"Highly_Fatal_And_Damaging",44.2009132420091,15,2,51.2306289881495,0.58369347277317,76.27,4,25727.7349879248,2,0.0468091662274168,434
"Significant_Damage_And_Fatalities",79.5433789954338,8,4,59.1613491340018,0.289066714749369,79.19,2,22429.8625953409,3,0.306829680399169,6462
"Highly_Fatal_And_Damaging",40.365296803653,9,10,59.2069279854148,0.300245943021998,82.48,7,13949.2541692102,0,0.00141753325541133,923
"Significant_Damage_And_Serious_Injuries",62.1461187214612,6,1,57.4293527803099,0.465410025243419,83.21,2,25377.6139205903,2,0.339470394778478,11281
"Significant_Damage_And_Serious_Injuries",50.7762557077626,10,12,77.6663628076573,0.23100685178507,84.48,3,41662.6922278005,2,0.208458585806466,10368
"Significant_Damage_And_Serious_Injuries",43.1506849315068,12,4,59.7538742023701,0.435117922827263,79.64,5,27584.056491732,2,0.0179640495250665,3758
"Highly_Fatal_And_Damaging",12.9223744292237,17,8,53.7374658158614,0.492817165524703,82.81,4,26607.9239914159,3,0.0491625667836762,10612
"Minor_Damage_And_Injuries",55.4337899543379,12,4,80.8113035551504,0.219467003245582,77.56,3,12595.428881436,2,0.0587975074186055,5808
"Significant_Damage_And_Serious_Injuries",47.5342465753425,17,4,48.2224247948952,0.610018752253877,81.79,7,29646.1499330135,2,0.00263456360001387,9344
"Highly_Fatal_And_Damaging",31.1415525114155,12,1,57.5205104831358,0.323325640100974,78.46,4,28783.699290521,2,0.0541065660538752,2871
"Highly_Fatal_And_Damaging",51.0502283105023,13,3,51.9143117593437,0.538976559682654,75.67,2,35305.8629052918,1,0.478473145692437,9987
"Highly_Fatal_And_Damaging",22.0547945205479,15,19,79.9453053783045,0.267429498737829,75.25,1,27416.3947488109,1,0.997252320117406,11496
"Minor_Damage_And_Injuries",45.662100456621,15,3,68.2771194165907,0.335586729174179,79.63,1,36731.4594114037,4,1.36557480095835,307
"Significant_Damage_And_Serious_Injuries",35.4794520547945,14,1,72.5615314494075,0.312146411828345,78.82,6,25722.5280242184,2,0.00614976079197071,8235
"Significant_Damage_And_Fatalities",63.1963470319635,13,1,60.3919781221513,0.231728092318788,81.37,3,29333.0700005052,1,0.145406245169267,5697
"Significant_Damage_And_Serious_Injuries",33.2420091324201,15,2,64.2661804922516,0.50796321673278,79.46,3,32127.8884623933,2,0.159919770812086,9898
"Significant_Damage_And_Serious_Injuries",44.703196347032,12,4,60.0273473108478,0.633098449332852,77.55,3,39422.8467693878,2,0.195684890825247,5347
"Highly_Fatal_And_Damaging",19.9086757990868,15,4,71.1030082041933,0.506160115398485,78.41,4,27296.4950902876,1,0.0497094031861019,8753
"Highly_Fatal_And_Damaging",2.73972602739726,20,1,57.5205104831358,0.308540209159754,82.02,5,31365.239571318,2,0.0199273006311425,9606
"Significant_Damage_And_Fatalities",24.8858447488584,14,22,47.0829535095716,0.448460872701046,76.95,7,45290.8914732731,2,0.00400941681555015,10250
"Minor_Damage_And_Injuries",56.5753424657534,11,1,62.5341841385597,0.402662098809953,79.08,2,13007.02233062,1,0.203271717800248,4015
"Significant_Damage_And_Serious_Injuries",33.1050228310502,15,2,69.7812215132179,0.289066714749369,78.16,1,28793.1686940315,1,1.05885006874956,3832
"Highly_Fatal_And_Damaging",38.8584474885845,17,12,53.6463081130356,0.293033537684818,81.44,2,23192.1558746436,1,0.309756512735612,10151
"Minor_Damage_And_Injuries",64.337899543379,9,0,65.4968094804011,0.272478182473855,77.31,2,26020.7634174777,3,0.352325723733601,4353
"Significant_Damage_And_Fatalities",39.4063926940639,10,2,42.8441203281678,0.42898737829066,74.95,4,45857.9659867691,2,0.0827860671099331,2444
"Minor_Damage_And_Injuries",34.0182648401826,15,13,49.6809480401094,0.696567616300036,77.89,1,36463.5453790652,2,1.34219324869291,945
"Highly_Fatal_And_Damaging",20.2283105022831,15,3,70.510483135825,0.382827984132708,78.41,4,31115.766134544,2,0.0576230616227392,7782
"Minor_Damage_And_Injuries",64.5662100456621,9,2,84.6855059252507,0.269953840605842,83.53,5,27286.2947282904,1,0.0184283725792126,1904
"Highly_Fatal_And_Damaging",42.3287671232877,9,9,88.0583409298086,0.281854309412189,81.73,1,34371.5426025527,3,1.2680776739922,313
"Significant_Damage_And_Serious_Injuries",47.351598173516,11,12,71.7411121239745,0.381024882798413,77.7,6,31439.4684756778,2,0.00808732696138469,2605
"Highly_Fatal_And_Damaging",49.2694063926941,13,7,50.2734731084777,0.408071402812838,79.94,2,29508.8846091564,2,0.397454927362596,3718
"Highly_Fatal_And_Damaging",31.3698630136986,12,11,66.362807657247,0.321883159033537,81.02,4,39269.0539266116,2,0.0717069574184071,2150
"Highly_Fatal_And_Damaging",17.3972602739726,16,14,63.1722880583409,0.338111071042192,78.28,6,33567.8763125468,1,0.00836082267838141,11487
"Minor_Damage_And_Injuries",20.8675799086758,19,1,37.8304466727438,0.600282005048683,77.86,2,49762.7970613739,2,0.674668995640191,4399
"Significant_Damage_And_Fatalities",42.1004566210046,19,11,82.8623518687329,0.245071042192571,80.09,7,44941.5809825117,2,0.00375006683446869,10377
"Highly_Fatal_And_Damaging",33.972602739726,11,2,73.6098450319052,0.405907681211684,81.27,4,17417.2482375906,2,0.0320805077660302,5132
"Significant_Damage_And_Fatalities",30.1369863013699,12,0,51.1850501367366,0.59415146051208,77.71,4,38800.9673142313,3,0.0704870568565678,2104
"Significant_Damage_And_Serious_Injuries",20.958904109589,19,16,70.9206927985415,0.276805625676163,77.62,6,36662.2802611695,2,0.00897565017253988,5963
"Highly_Fatal_And_Damaging",14.5205479452055,17,14,80.6289881494986,0.298803461954562,77.43,1,34124.3376982382,2,1.25007868278081,12418
"Minor_Damage_And_Injuries",58.2648401826484,11,10,64.4940747493163,0.27788748647674,77.64,2,30615.0043937329,1,0.413798628240295,2025
"Significant_Damage_And_Serious_Injuries",42.3287671232877,12,8,52.1877848678213,0.729384060584205,79.43,2,37050.8568808506,3,0.499785374764303,8270
"Minor_Damage_And_Injuries",36.3013698630137,14,4,51.0938924339107,0.377418680129823,79.97,2,36091.5527721269,1,0.493776601022126,10231
"Minor_Damage_And_Injuries",42.9223744292237,15,3,65.9981768459435,0.403383339343671,78.94,1,26565.0475824998,3,0.978454626515347,4956
"Significant_Damage_And_Fatalities",82.2374429223744,7,23,80.6289881494986,0.226679408582762,84.83,7,42820.7213445713,2,0.00397253120656083,10760
"Minor_Damage_And_Injuries",46.4383561643836,11,0,52.5524156791249,0.393285971871619,77.93,1,36925.0352582009,1,1.3604017161145,5593
"Significant_Damage_And_Serious_Injuries",42.8767123287671,12,14,67.9124886052872,0.352535881716553,78.86,3,24975.9113640849,2,0.124868867310607,3584
"Minor_Damage_And_Injuries",48.9954337899543,10,35,54.7402005469462,0.539697800216372,80.89,3,23595.2491430253,3,0.11743832832642,8247
"Highly_Fatal_And_Damaging",18.1735159817352,16,10,59.6171376481313,0.476589253516048,78.91,4,23226.5720302617,2,0.0427579131486447,7262
"Significant_Damage_And_Fatalities",12.6027397260274,18,21,53.1905195989061,0.315752614496934,81.2,4,28475.1600066966,2,0.0515852646711956,9567
"Significant_Damage_And_Fatalities",13.37899543379,18,12,50.6836827711942,0.527076090876307,78.13,1,35654.721933341,3,1.30897084115327,9503
"Minor_Damage_And_Injuries",45.0684931506849,11,1,52.5979945305378,0.417808150018031,81.89,6,42176.9222862854,2,0.00981960279882369,3126
"Significant_Damage_And_Fatalities",14.703196347032,17,3,51.1850501367366,0.487407861521817,77.74,1,28411.223198046,2,1.03274750346758,12113
"Minor_Damage_And_Injuries",64.1552511415525,6,11,52.6435733819508,0.450263974035341,77.8,3,40844.1082299599,1,0.204090220888324,6285
"Highly_Fatal_And_Damaging",48.675799086758,7,2,67.6390154968095,0.344962856112513,82.11,4,32342.3133839545,1,0.0588715558622953,8938
"Significant_Damage_And_Fatalities",43.7899543378995,18,2,53.3728350045579,0.234252434186801,78.62,1,35893.8768089408,3,1.30792861200427,4562
"Minor_Damage_And_Injuries",33.1050228310502,15,7,48.5870556061987,0.403022719076812,81.98,7,22341.0969991425,1,0.00165483628932035,1326
"Significant_Damage_And_Serious_Injuries",39.1780821917808,13,0,72.1969006381039,0.42177497295348,79.39,7,41727.7322607161,2,0.0042445268454015,3135
