ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
465540,Female,Yes,29,No,Engineer,,High,2.0,Cat_6,D
460845,Female,No,20,No,Healthcare,0.0,Low,2.0,Cat_6,D
459072,Male,Yes,66,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
465694,Male,Yes,37,Yes,Healthcare,1.0,Average,2.0,Cat_4,A
466381,Male,Yes,52,Yes,Artist,2.0,Average,2.0,Cat_6,C
460947,Male,Yes,45,Yes,Executive,7.0,High,5.0,Cat_6,C
467338,Female,No,27,Yes,Healthcare,2.0,Low,6.0,Cat_6,D
467189,Female,Yes,46,Yes,Artist,1.0,High,4.0,Cat_6,C
466456,Female,Yes,43,No,Doctor,9.0,Low,1.0,Cat_2,A
463805,Female,No,32,No,Doctor,8.0,Low,6.0,Cat_6,C
462427,Male,Yes,87,Yes,Lawyer,9.0,Low,4.0,Cat_6,C
462785,Female,Yes,40,Yes,Engineer,,Average,5.0,Cat_3,B
466906,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,B
461842,Male,Yes,63,Yes,Artist,1.0,Average,3.0,Cat_6,C
462229,Male,No,23,No,,0.0,Low,8.0,Cat_4,D
462372,Female,Yes,65,No,Lawyer,,High,2.0,Cat_6,A
462400,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,B
466598,Female,Yes,45,Yes,Artist,9.0,Low,2.0,Cat_6,C
466940,Male,Yes,79,No,Lawyer,0.0,Low,1.0,Cat_6,D
461754,Male,Yes,65,No,Entertainment,1.0,High,2.0,Cat_6,B
461376,Female,No,38,Yes,Healthcare,0.0,Low,2.0,Cat_6,B
459427,Female,Yes,28,Yes,Healthcare,,Low,2.0,Cat_6,D
462025,Male,No,20,No,Healthcare,2.0,Low,3.0,Cat_4,D
465720,Female,Yes,36,Yes,Artist,1.0,Low,2.0,Cat_6,C
466354,Male,No,22,No,Healthcare,0.0,Low,4.0,Cat_6,D
463857,Male,Yes,56,No,Healthcare,0.0,High,4.0,Cat_7,B
465849,Female,No,32,Yes,Doctor,5.0,Low,3.0,Cat_4,A
464100,Female,No,33,Yes,Healthcare,1.0,Low,1.0,Cat_6,D
461444,Female,Yes,68,Yes,Artist,1.0,High,2.0,Cat_6,C
461828,Male,Yes,53,Yes,Artist,,Average,3.0,Cat_6,C
464711,Female,Yes,38,Yes,Artist,7.0,Average,3.0,Cat_1,B
462759,Male,No,22,No,Healthcare,,Low,5.0,Cat_2,D
465349,Female,Yes,49,Yes,Artist,0.0,High,4.0,Cat_6,C
459449,Male,Yes,43,Yes,Artist,,Low,2.0,Cat_6,B
463407,Female,No,33,No,Doctor,0.0,Low,1.0,Cat_3,D
466632,Female,Yes,57,Yes,Artist,1.0,High,2.0,Cat_6,C
464641,Female,Yes,65,Yes,Lawyer,2.0,Low,6.0,Cat_1,D
460290,Female,,50,Yes,Artist,,High,1.0,,B
462154,Male,Yes,36,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
464754,Female,Yes,43,No,Engineer,4.0,Average,7.0,Cat_4,A
460167,Female,No,18,No,Entertainment,1.0,Low,5.0,Cat_2,C
461987,Female,Yes,43,No,Engineer,1.0,Average,2.0,Cat_6,B
463259,Male,Yes,75,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
464421,Female,Yes,27,No,Marketing,,High,4.0,Cat_6,D
461628,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_6,B
459126,Male,Yes,61,Yes,Artist,2.0,Low,2.0,Cat_6,B
460639,Female,Yes,73,Yes,Lawyer,,Low,5.0,Cat_1,D
465143,Male,No,26,Yes,Engineer,0.0,Low,5.0,Cat_4,C
460860,Male,Yes,52,Yes,Artist,7.0,Average,4.0,Cat_6,B
467629,Male,Yes,50,Yes,Artist,1.0,Low,1.0,Cat_6,B
461720,Female,No,51,Yes,Artist,1.0,Low,1.0,Cat_4,B
460086,Male,Yes,50,No,Artist,1.0,Average,3.0,Cat_6,C
465832,Male,Yes,53,Yes,Executive,9.0,High,5.0,Cat_4,B
467070,Male,Yes,40,No,Executive,5.0,Low,4.0,Cat_6,D
459602,Female,Yes,86,No,Lawyer,,Low,1.0,Cat_6,D
463541,Female,No,26,No,Healthcare,0.0,Low,3.0,Cat_5,B
462431,Male,No,32,No,Entertainment,9.0,Low,4.0,Cat_6,A
461387,Female,No,22,No,Healthcare,5.0,Low,3.0,Cat_2,D
461693,Female,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,B
466793,Female,,62,Yes,Artist,4.0,Average,3.0,Cat_6,B
466010,Female,Yes,69,No,Doctor,0.0,Low,1.0,Cat_3,A
465674,Female,No,39,Yes,Entertainment,1.0,Low,2.0,Cat_4,A
459405,Female,Yes,81,No,Doctor,0.0,High,2.0,Cat_6,A
465989,Female,No,28,No,Healthcare,9.0,Low,2.0,Cat_6,D
465598,Male,No,28,Yes,Healthcare,6.0,Low,5.0,Cat_2,D
466093,Male,No,52,Yes,Entertainment,1.0,Low,5.0,Cat_4,B
462773,Female,Yes,40,Yes,Artist,4.0,Average,5.0,Cat_6,B
467087,Male,No,68,Yes,Lawyer,0.0,Low,,Cat_6,B
465763,Female,Yes,37,No,Artist,0.0,Average,2.0,Cat_4,D
462958,Male,No,26,No,Marketing,1.0,Low,5.0,Cat_6,D
467056,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_6,A
461990,Female,Yes,68,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
464480,Male,Yes,42,Yes,Artist,1.0,Average,3.0,Cat_6,C
461318,Female,Yes,56,Yes,Artist,1.0,Average,6.0,Cat_5,C
467398,Male,Yes,37,No,Entertainment,1.0,Low,2.0,Cat_6,A
464222,Male,Yes,58,Yes,Artist,1.0,Low,1.0,Cat_6,D
465427,Male,No,33,Yes,Artist,7.0,Low,1.0,Cat_6,A
460652,Female,No,31,No,Homemaker,8.0,Low,1.0,Cat_4,D
463642,Female,No,27,Yes,Healthcare,0.0,Low,3.0,Cat_2,B
462672,Male,No,25,No,Healthcare,7.0,Low,4.0,Cat_4,D
466112,Male,Yes,51,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
459831,Male,Yes,37,No,Engineer,8.0,Average,3.0,Cat_4,D
463027,Male,Yes,69,Yes,Executive,1.0,Average,4.0,Cat_6,B
462467,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,A
461469,Male,Yes,38,Yes,Artist,0.0,Low,2.0,Cat_6,C
461562,Male,Yes,51,Yes,Artist,,Average,4.0,Cat_2,C
467051,Female,No,19,No,Healthcare,0.0,Low,4.0,Cat_6,D
465928,Female,No,32,Yes,Healthcare,6.0,Low,3.0,Cat_6,D
462491,Male,No,31,Yes,Artist,1.0,Low,5.0,Cat_6,C
460642,Male,No,19,No,Healthcare,13.0,Low,3.0,Cat_3,D
460988,Male,Yes,41,Yes,Entertainment,0.0,Average,3.0,Cat_4,C
460634,Female,No,39,No,Entertainment,,Low,6.0,Cat_3,D
461108,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_3,D
464175,Female,No,30,No,Healthcare,0.0,Low,,Cat_6,D
463329,Male,No,23,No,Healthcare,0.0,Low,6.0,Cat_3,D
466153,Male,Yes,65,No,Entertainment,0.0,Average,2.0,Cat_6,C
467027,Male,No,31,No,Executive,4.0,Low,5.0,Cat_1,D
459707,Female,Yes,74,Yes,Lawyer,,Low,,Cat_6,D
466710,Female,Yes,73,No,Artist,1.0,High,2.0,Cat_6,C
465616,Male,Yes,42,Yes,Doctor,9.0,Low,2.0,Cat_6,C
463173,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_3,B
465779,Female,No,19,No,Healthcare,0.0,Low,5.0,Cat_2,D
465826,Male,Yes,45,No,Executive,3.0,Low,9.0,Cat_4,D
463063,Female,No,25,No,Marketing,,Low,7.0,Cat_2,B
463575,Female,No,28,Yes,Entertainment,0.0,Low,3.0,Cat_6,D
466480,Female,Yes,40,Yes,Artist,,Average,2.0,Cat_4,C
463175,Female,,40,No,Engineer,1.0,Low,4.0,Cat_3,A
462046,Female,No,30,Yes,Doctor,8.0,Low,,Cat_4,D
466075,Female,Yes,50,Yes,Engineer,1.0,Average,4.0,Cat_4,B
461723,Male,No,26,Yes,Healthcare,8.0,Low,2.0,Cat_6,C
460783,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
465962,Male,Yes,33,Yes,Healthcare,0.0,Low,2.0,Cat_7,A
462781,Male,No,50,No,Marketing,1.0,Low,2.0,Cat_7,C
466020,Male,Yes,83,No,Lawyer,0.0,Low,1.0,Cat_6,D
461502,Female,No,37,Yes,Artist,9.0,Low,1.0,Cat_6,B
463280,Male,Yes,37,Yes,Artist,6.0,Average,2.0,Cat_3,A
466936,Male,Yes,55,No,Lawyer,1.0,High,3.0,Cat_6,C
460552,Male,Yes,61,Yes,Artist,0.0,Low,2.0,Cat_3,C
459345,Female,Yes,39,Yes,Artist,3.0,Low,1.0,Cat_6,B
464256,Male,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,C
467097,Male,Yes,55,Yes,Artist,2.0,Low,1.0,Cat_6,B
462571,Male,Yes,50,Yes,Healthcare,1.0,Average,1.0,Cat_6,D
463765,Male,No,26,Yes,Doctor,13.0,Low,3.0,Cat_6,D
460152,Female,No,53,Yes,Artist,1.0,Low,1.0,Cat_6,C
463415,Female,No,28,Yes,Healthcare,,Low,5.0,Cat_6,B
459587,Female,No,32,Yes,Artist,7.0,Low,3.0,Cat_6,A
460995,Female,No,31,Yes,Marketing,0.0,Low,1.0,Cat_6,D
465426,Male,No,30,No,Healthcare,0.0,Low,4.0,Cat_6,B
461452,Female,No,31,Yes,Doctor,0.0,Low,4.0,Cat_3,A
460797,Male,Yes,47,Yes,Artist,4.0,Low,1.0,Cat_3,A
466618,Male,Yes,49,Yes,Artist,3.0,Average,2.0,Cat_6,C
462168,Male,Yes,37,Yes,Executive,1.0,High,3.0,Cat_6,B
465338,Male,Yes,47,Yes,Artist,13.0,Average,4.0,Cat_6,C
463501,Male,Yes,52,Yes,Executive,0.0,High,2.0,Cat_6,C
460817,Female,No,20,No,Entertainment,,Low,7.0,Cat_3,C
459726,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,B
463516,Male,Yes,47,No,Executive,1.0,High,6.0,Cat_6,C
466751,Female,No,20,,Healthcare,1.0,Low,4.0,Cat_6,D
463359,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
463488,Female,No,29,No,Engineer,9.0,Low,4.0,Cat_4,A
465872,Female,No,33,Yes,Engineer,10.0,Low,1.0,Cat_6,A
460588,Male,No,21,No,Healthcare,0.0,Low,4.0,Cat_3,D
460236,Male,No,18,No,Healthcare,8.0,Low,4.0,Cat_6,D
460802,Male,Yes,70,Yes,Lawyer,0.0,High,2.0,Cat_6,C
459467,Female,Yes,56,Yes,Artist,0.0,Average,2.0,Cat_6,C
466953,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,B
459086,Female,No,28,No,Healthcare,1.0,Low,2.0,Cat_6,B
464915,Male,Yes,41,Yes,Executive,,High,4.0,Cat_4,B
460827,Male,Yes,81,Yes,Lawyer,9.0,Low,1.0,Cat_6,D
464272,Male,No,30,Yes,Artist,9.0,Low,2.0,Cat_6,A
461063,Male,Yes,53,No,Lawyer,0.0,Low,2.0,Cat_6,D
467302,Male,No,26,Yes,Executive,9.0,Low,4.0,Cat_6,D
461935,Male,Yes,51,Yes,Artist,1.0,Low,3.0,Cat_6,C
459089,Male,No,19,No,Artist,9.0,Low,7.0,Cat_7,B
462365,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,B
459628,Female,Yes,51,Yes,Engineer,0.0,Low,1.0,Cat_6,A
467332,Female,Yes,70,Yes,Homemaker,3.0,Low,2.0,Cat_6,B
460443,Female,No,38,Yes,Doctor,0.0,Low,1.0,Cat_6,A
462195,Female,No,21,No,Healthcare,0.0,Low,4.0,Cat_4,D
466228,Male,Yes,80,No,Lawyer,0.0,Low,1.0,Cat_4,B
461952,Female,Yes,19,No,Artist,,High,2.0,Cat_4,D
467589,Male,No,33,No,Entertainment,1.0,Low,1.0,Cat_6,D
466107,Male,Yes,48,Yes,Entertainment,1.0,Average,6.0,Cat_6,C
462199,Female,No,33,No,Healthcare,8.0,Low,3.0,,D
466452,Female,No,33,Yes,Engineer,0.0,Low,3.0,Cat_1,D
467074,Female,No,31,No,Healthcare,1.0,Low,4.0,Cat_6,C
464233,Female,Yes,48,Yes,Artist,1.0,Average,2.0,Cat_6,C
462225,Male,Yes,49,No,Engineer,1.0,Average,8.0,Cat_4,D
465970,Female,Yes,38,No,Artist,1.0,Low,1.0,Cat_6,B
460094,Female,No,39,Yes,Artist,0.0,Low,1.0,Cat_3,A
467428,Female,Yes,46,Yes,Entertainment,2.0,Average,2.0,Cat_6,B
465623,Male,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,C
467516,Female,Yes,31,No,Artist,0.0,High,3.0,Cat_4,A
462975,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
462389,Female,Yes,58,No,Engineer,1.0,Low,1.0,Cat_6,B
461556,Female,Yes,49,Yes,Engineer,1.0,Average,2.0,Cat_6,A
465964,Female,Yes,47,No,Marketing,2.0,Low,1.0,Cat_6,D
460724,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,D
460660,Male,No,41,,Entertainment,6.0,Low,1.0,Cat_6,A
466787,Female,Yes,33,Yes,Doctor,0.0,Low,2.0,Cat_6,A
467256,Male,No,33,No,Healthcare,0.0,Low,4.0,Cat_2,B
467414,Male,No,27,Yes,Healthcare,,Low,1.0,Cat_6,D
466742,Male,Yes,45,No,Doctor,8.0,Low,2.0,Cat_3,A
466017,Female,Yes,45,Yes,Homemaker,1.0,Low,1.0,Cat_3,B
463079,Female,No,35,No,Marketing,,Low,,Cat_3,D
459679,Female,No,21,No,Entertainment,1.0,Low,4.0,Cat_6,D
465930,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,A
464821,Female,Yes,56,No,,0.0,Low,1.0,Cat_4,D
460175,Female,No,28,No,Artist,0.0,Low,5.0,Cat_2,C
466725,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,A
465095,Male,Yes,48,Yes,Executive,1.0,High,4.0,Cat_6,C
465452,Male,Yes,47,No,Entertainment,0.0,High,5.0,Cat_6,C
463473,Male,No,23,No,Healthcare,,Low,3.0,Cat_6,D
463213,Female,No,18,No,Healthcare,3.0,Low,4.0,Cat_6,D
467653,Male,Yes,58,Yes,Lawyer,2.0,High,2.0,Cat_6,C
463218,Male,Yes,42,No,Entertainment,9.0,Average,3.0,Cat_6,A
461289,Male,No,22,No,Healthcare,0.0,Low,3.0,Cat_6,D
459983,Female,Yes,50,Yes,Artist,2.0,Low,1.0,Cat_6,B
465845,Female,Yes,40,Yes,Entertainment,,Low,2.0,Cat_6,B
462363,Male,Yes,73,No,Executive,0.0,High,2.0,Cat_6,D
460575,Female,No,27,No,Artist,,Low,,Cat_3,D
461509,Male,Yes,40,Yes,Artist,1.0,Average,3.0,Cat_6,B
460542,Female,Yes,81,No,Lawyer,1.0,Low,,Cat_3,B
461148,Male,,37,Yes,Artist,1.0,Average,3.0,Cat_3,A
464064,Female,Yes,39,No,Doctor,0.0,Low,2.0,Cat_6,B
460545,Male,Yes,83,No,Lawyer,0.0,High,3.0,Cat_3,D
459303,Male,Yes,55,Yes,Artist,0.0,Low,1.0,Cat_6,B
462568,Male,Yes,51,Yes,Doctor,,Low,3.0,Cat_6,A
462635,Male,Yes,42,No,Engineer,5.0,Average,4.0,Cat_4,A
464456,Male,Yes,27,Yes,Artist,1.0,Low,4.0,Cat_6,C
465106,Male,Yes,53,Yes,Executive,1.0,High,2.0,Cat_6,C
467605,Female,Yes,40,Yes,Engineer,1.0,Average,7.0,Cat_6,A
466116,Male,Yes,62,Yes,Artist,0.0,Average,9.0,Cat_3,C
461388,Male,No,21,No,Healthcare,,Low,5.0,Cat_2,D
466155,Male,Yes,40,Yes,Entertainment,1.0,Average,2.0,,A
467176,Male,No,27,No,Healthcare,1.0,Low,3.0,Cat_3,A
459400,Female,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6,B
466784,Male,No,26,No,Doctor,4.0,Low,,Cat_6,D
460320,Male,No,26,No,Artist,11.0,Low,4.0,Cat_6,C
466454,Male,No,33,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
467028,Male,No,27,Yes,Artist,0.0,Low,1.0,Cat_6,D
464827,Female,Yes,46,No,Entertainment,9.0,Average,5.0,Cat_4,D
465463,Female,No,28,No,Doctor,,Low,5.0,Cat_2,A
464501,Female,No,25,No,Healthcare,1.0,Low,3.0,Cat_6,A
460659,Female,Yes,47,Yes,Marketing,,Average,3.0,Cat_6,A
463715,Female,No,32,No,Artist,3.0,Low,4.0,Cat_6,C
461028,Female,No,21,No,Healthcare,6.0,Low,4.0,Cat_4,D
466766,Male,Yes,73,Yes,Lawyer,1.0,High,4.0,Cat_6,C
462475,Male,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,B
465770,Male,No,52,Yes,Artist,1.0,Low,1.0,Cat_6,B
466823,Male,Yes,40,Yes,Artist,1.0,Low,2.0,Cat_6,B
463505,Male,No,31,Yes,Healthcare,,Low,1.0,Cat_6,D
467083,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,Cat_6,A
467675,Female,No,39,No,,,Low,1.0,Cat_6,A
464080,Female,No,41,Yes,Artist,1.0,Low,2.0,Cat_6,C
462287,Female,Yes,73,Yes,Artist,,Average,2.0,Cat_6,C
466503,Male,Yes,45,Yes,Artist,7.0,Average,5.0,Cat_6,B
461847,Male,Yes,41,No,Entertainment,0.0,Low,4.0,Cat_6,A
461447,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,C
459982,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
463316,Female,Yes,89,No,Lawyer,0.0,High,2.0,Cat_6,A
466758,Male,Yes,45,Yes,Doctor,0.0,Low,1.0,Cat_6,A
464307,Female,Yes,50,Yes,Artist,1.0,Average,2.0,Cat_6,C
461344,Male,Yes,43,No,Healthcare,6.0,High,2.0,Cat_7,B
463353,Male,Yes,50,Yes,Executive,4.0,Average,4.0,Cat_2,B
467349,Female,No,53,No,Entertainment,0.0,Low,,Cat_6,D
462607,Female,,37,No,Engineer,2.0,Average,3.0,Cat_4,D
467172,Male,No,40,,Artist,8.0,Low,2.0,Cat_6,C
464324,Male,Yes,76,Yes,Lawyer,1.0,Low,1.0,Cat_3,D
462108,Female,Yes,27,Yes,Homemaker,,Average,2.0,Cat_6,A
459288,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,A
460050,Male,Yes,50,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
464994,Male,Yes,56,Yes,Executive,8.0,High,5.0,Cat_6,C
464903,Male,Yes,28,No,Entertainment,0.0,Average,2.0,Cat_4,A
461251,Female,No,46,Yes,Marketing,0.0,Low,,Cat_6,D
463165,Female,Yes,72,Yes,Doctor,1.0,Average,2.0,Cat_6,A
460419,Female,Yes,41,No,Doctor,,Low,1.0,Cat_7,A
465981,Male,No,28,No,Artist,0.0,Low,2.0,Cat_6,A
465281,Female,Yes,27,Yes,Artist,8.0,Average,2.0,Cat_6,C
463781,Female,No,32,No,Healthcare,2.0,Low,4.0,Cat_4,D
466569,Female,No,20,No,Doctor,9.0,Low,4.0,Cat_6,A
466547,Male,Yes,45,Yes,Executive,1.0,Low,5.0,Cat_6,B
464631,Male,No,59,Yes,Artist,1.0,Low,2.0,Cat_6,C
465957,Female,No,46,Yes,Marketing,1.0,Low,1.0,Cat_6,D
459848,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
461642,Male,No,41,Yes,Artist,9.0,Low,2.0,Cat_6,A
467259,Male,Yes,70,Yes,Lawyer,1.0,High,2.0,Cat_6,B
459388,Female,,25,Yes,Homemaker,,Low,1.0,Cat_6,D
463439,Male,Yes,42,Yes,Artist,9.0,Average,3.0,Cat_6,B
464764,Female,Yes,60,No,Engineer,1.0,High,9.0,Cat_4,A
467073,Male,No,37,Yes,Engineer,9.0,Low,1.0,Cat_6,D
460480,Male,No,18,No,Healthcare,0.0,Low,7.0,Cat_3,D
464419,Male,Yes,52,Yes,Artist,1.0,Average,3.0,Cat_6,C
463686,Female,No,32,No,Artist,2.0,Low,4.0,Cat_2,A
459411,Male,Yes,74,No,Lawyer,8.0,Low,1.0,Cat_6,A
463774,Male,Yes,29,Yes,Healthcare,1.0,Average,2.0,Cat_6,A
463671,Male,Yes,37,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
466986,Male,Yes,45,No,Entertainment,1.0,Average,3.0,Cat_6,B
465508,Male,No,22,No,Healthcare,1.0,Low,4.0,Cat_6,D
463284,Female,Yes,60,Yes,Engineer,0.0,Low,,Cat_3,B
465351,Female,Yes,51,Yes,Artist,8.0,Average,2.0,Cat_6,B
464001,Male,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,C
459483,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_7,A
466013,Male,No,22,No,Healthcare,2.0,Low,3.0,Cat_4,D
459763,Male,No,18,No,Artist,,Low,4.0,Cat_4,D
466490,Female,Yes,84,No,Lawyer,0.0,High,2.0,Cat_6,B
463024,Male,No,35,Yes,Artist,,Low,1.0,Cat_6,A
463665,Male,Yes,50,Yes,Entertainment,0.0,Average,3.0,Cat_6,C
463459,Male,Yes,73,Yes,Artist,5.0,High,3.0,Cat_6,C
462756,Female,No,23,No,Engineer,1.0,Low,4.0,Cat_6,B
461414,Male,No,30,Yes,Entertainment,,Low,5.0,Cat_3,D
463915,Female,No,21,Yes,Healthcare,0.0,Low,5.0,Cat_2,D
463543,Male,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D
462768,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,B
461876,Male,No,32,Yes,Entertainment,9.0,Low,2.0,Cat_6,D
462135,Female,No,36,Yes,Healthcare,6.0,Low,3.0,Cat_2,D
458998,Male,Yes,37,No,Doctor,9.0,Low,2.0,Cat_6,D
466432,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_7,A
464722,Male,Yes,35,Yes,Doctor,1.0,Low,,Cat_4,D
460389,Female,Yes,42,Yes,Healthcare,9.0,Average,2.0,Cat_6,D
460663,Female,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,D
463484,Female,Yes,35,No,Engineer,1.0,High,2.0,,D
467771,Female,Yes,59,Yes,Artist,0.0,Average,5.0,Cat_6,C
462084,Male,Yes,70,Yes,Artist,1.0,Low,1.0,Cat_6,B
463621,Male,Yes,53,No,Entertainment,1.0,Low,1.0,Cat_6,A
467021,Female,Yes,80,No,Lawyer,1.0,High,2.0,Cat_6,D
459056,Male,Yes,56,No,Executive,,High,3.0,Cat_6,B
467563,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_2,C
459820,Female,Yes,73,Yes,Artist,,Average,3.0,Cat_3,C
467306,Female,Yes,58,Yes,Artist,0.0,Average,5.0,Cat_6,C
464865,Female,No,30,No,Homemaker,8.0,Low,9.0,Cat_4,A
463585,Female,No,23,No,Healthcare,0.0,Low,3.0,Cat_6,D
466186,Male,Yes,59,Yes,Artist,9.0,Average,4.0,Cat_6,C
459619,Female,Yes,56,Yes,Doctor,0.0,Low,2.0,Cat_6,D
466699,Female,Yes,40,Yes,Artist,8.0,Low,1.0,Cat_6,B
465517,Female,Yes,68,Yes,Artist,1.0,Low,2.0,Cat_6,A
459237,Male,No,29,Yes,Artist,1.0,Low,6.0,Cat_6,A
461757,Female,Yes,55,Yes,Artist,1.0,Average,3.0,Cat_6,C
466309,Male,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
466532,Female,No,19,No,Engineer,1.0,Low,4.0,Cat_6,D
460832,Female,Yes,41,No,Healthcare,1.0,Average,4.0,Cat_6,D
461531,Male,No,41,Yes,Artist,4.0,Low,1.0,Cat_3,A
467304,Male,No,33,No,Doctor,1.0,Low,2.0,Cat_3,C
463124,Male,Yes,31,No,Artist,,Average,2.0,Cat_6,B
461463,Male,No,41,Yes,Artist,6.0,Low,1.0,Cat_3,B
464566,Male,Yes,35,Yes,Executive,0.0,High,4.0,Cat_6,A
462070,Male,Yes,41,Yes,Entertainment,9.0,Average,2.0,Cat_6,B
464162,Male,Yes,81,Yes,Lawyer,,High,2.0,Cat_6,C
466554,Male,No,26,No,Healthcare,0.0,Low,3.0,Cat_6,D
462793,Male,Yes,42,No,Executive,3.0,High,5.0,Cat_6,B
465657,Female,Yes,53,Yes,Artist,0.0,Average,2.0,Cat_6,C
460530,Female,Yes,33,Yes,Entertainment,3.0,Average,3.0,Cat_4,D
464045,Male,Yes,39,Yes,Artist,0.0,Low,2.0,Cat_6,C
465633,Male,Yes,83,Yes,Executive,,High,2.0,Cat_6,B
462905,Female,No,25,No,Artist,6.0,Low,3.0,Cat_6,C
466254,Male,No,40,Yes,Entertainment,0.0,Low,2.0,Cat_2,A
460617,Female,No,22,No,Healthcare,0.0,Low,4.0,Cat_3,D
465468,Female,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,C
466125,Female,Yes,65,Yes,Artist,0.0,Low,2.0,Cat_6,B
465207,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_6,C
463332,Female,Yes,38,Yes,Engineer,1.0,Low,2.0,Cat_6,C
459924,Female,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C
466143,Female,Yes,48,No,Engineer,0.0,Average,5.0,,C
466375,Male,Yes,52,Yes,Entertainment,1.0,Low,4.0,Cat_2,C
462951,Male,Yes,73,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
465654,Female,No,48,Yes,Engineer,1.0,Low,1.0,Cat_6,B
460987,Male,No,25,Yes,Doctor,8.0,Low,2.0,Cat_6,D
461681,Male,No,31,Yes,Healthcare,9.0,Low,3.0,Cat_7,D
462820,Male,No,25,No,Entertainment,8.0,Low,9.0,Cat_6,C
467518,Male,No,21,No,Doctor,0.0,Low,,Cat_6,D
467525,Male,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
465876,Male,No,25,No,Executive,0.0,Low,3.0,Cat_6,A
464199,Male,Yes,25,Yes,Artist,8.0,Low,2.0,Cat_7,A
462746,Male,No,29,No,Entertainment,1.0,Low,3.0,Cat_6,B
463261,Female,Yes,72,No,Entertainment,7.0,Average,3.0,Cat_6,B
467548,Male,Yes,48,Yes,Artist,0.0,High,2.0,Cat_6,B
460924,Male,No,28,No,Doctor,1.0,Low,5.0,Cat_2,D
463368,Female,Yes,42,Yes,Artist,3.0,High,3.0,Cat_2,C
459957,Female,Yes,32,Yes,Artist,8.0,Low,3.0,Cat_6,A
459191,Male,Yes,49,Yes,Artist,0.0,Low,1.0,Cat_6,B
462479,Female,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_6,C
466570,Female,Yes,40,Yes,Artist,0.0,Average,3.0,Cat_6,A
459407,Female,No,37,Yes,Doctor,0.0,Low,3.0,Cat_6,A
467331,Male,No,27,No,Healthcare,3.0,Low,4.0,Cat_6,D
463377,Female,Yes,32,Yes,Homemaker,4.0,High,2.0,Cat_3,B
467456,Male,Yes,36,No,Executive,7.0,High,4.0,Cat_6,A
463058,Female,No,28,Yes,Homemaker,11.0,Low,1.0,,D
467401,Male,Yes,72,No,Entertainment,0.0,Average,,Cat_1,C
464029,Male,No,18,No,Entertainment,1.0,Low,4.0,Cat_6,D
466056,Female,No,36,Yes,Artist,1.0,Low,1.0,Cat_4,B
