id,realtionship_status,industry,genre,targeted_sex,average_runtime(minutes_per_week),airtime,airlocation,ratings,expensive,money_back_guarantee,netgain
20020,2,2,1,2,45,3,39,0.027464672,2,1,0
16749,6,1,1,1,42,2,39,0.027464672,1,2,0
25502,4,1,1,2,30,1,39,0.027464672,1,2,0
8945,2,2,1,2,60,3,39,0.027464672,3,2,1
2903,4,1,1,1,40,1,39,0.027464672,3,1,0
29169,2,6,1,1,35,3,39,0.102233936,1,2,1
287,1,1,1,2,40,3,39,0.027464672,1,2,0
6159,2,2,1,2,40,3,39,0.027464672,3,1,0
27934,2,2,1,2,40,3,39,0.076218356,2,2,0
16153,2,2,1,2,60,3,39,0.027464672,1,1,0
8943,2,2,1,2,50,1,39,0.027464672,1,2,0
7716,4,4,4,1,40,3,39,0.027464672,1,2,0
4684,4,1,1,2,40,3,39,0.027464672,2,1,0
18450,1,1,1,2,45,3,39,0.027464672,1,1,0
20493,4,3,1,1,38,1,39,0.027464672,3,1,0
25246,2,2,1,2,40,1,39,0.027464672,3,1,0
9482,4,3,1,1,8,1,39,0.027464672,1,2,0
17072,2,2,1,2,40,3,39,0.027464672,1,1,0
1695,4,5,1,2,40,1,39,0.027464672,3,1,0
30049,2,2,1,2,39,3,39,0.027464672,3,1,1
5157,4,3,1,2,20,3,39,0.027464672,1,1,0
3246,1,1,4,1,45,3,39,0.027464672,1,2,0
7312,4,1,4,1,40,1,39,0.027464672,1,1,0
29957,4,3,1,1,40,1,39,0.027464672,2,1,0
12937,2,2,1,2,40,1,39,0.027464672,1,2,0
23044,5,4,1,1,38,3,39,0.027464672,1,1,0
800,4,3,1,1,25,1,39,0.027464672,1,2,0
3568,2,2,1,2,40,3,39,0.09844101,1,2,1
1016,1,4,1,1,40,3,39,0.027464672,1,2,0
26946,1,1,1,1,40,3,39,0.027464672,1,1,0
32181,2,2,1,2,40,3,39,0.027464672,3,2,1
29695,2,2,1,2,55,3,39,0.027464672,1,2,1
5949,1,4,1,1,30,3,39,0.027464672,1,2,0
16701,1,1,1,1,40,3,39,0.027464672,1,2,0
15017,1,1,4,1,40,3,39,0.027464672,1,2,0
7471,2,2,1,2,10,2,39,0.027464672,3,1,0
10680,1,1,1,2,40,2,39,0.027464672,1,2,0
29177,2,2,1,2,40,3,39,0.027464672,1,1,0
12301,2,3,4,1,35,1,39,0.027464672,1,2,0
28399,2,2,1,2,40,3,39,0.027464672,3,2,0
22062,1,4,1,1,40,3,39,0.027464672,1,2,0
12321,2,2,1,2,40,1,39,0.027464672,1,1,0
18478,4,3,1,2,30,1,39,0.027464672,2,1,0
31807,1,4,1,1,40,3,39,0.027464672,1,1,0
32300,6,4,1,1,40,3,39,0.027464672,1,1,0
29666,2,2,1,2,40,3,39,0.027464672,3,1,0
15698,2,2,1,2,65,3,39,0.027464672,1,2,0
6941,6,4,1,1,40,3,39,0.027464672,1,2,1
5718,2,2,1,2,35,3,39,0.027464672,1,2,1
30552,2,2,1,2,40,3,39,0.027464672,1,1,1
4904,2,6,1,1,20,3,39,0.027464672,3,1,1
26572,1,1,1,1,40,3,10,0.027464672,3,1,0
2374,2,2,1,2,55,1,39,0.076218356,1,2,1
21463,2,2,1,2,40,3,39,0.027464672,2,1,1
12393,2,2,1,2,50,3,39,0.027464672,3,1,0
8815,2,2,1,2,45,3,39,0.027464672,1,2,1
14650,4,3,1,2,40,1,39,0.027464672,3,2,0
31863,2,2,1,2,35,1,12,0.027464672,2,1,0
9889,2,6,1,1,35,1,39,0.027464672,1,1,0
2883,4,3,4,2,40,3,39,0.027464672,1,2,0
8541,2,2,1,2,40,3,39,0.027464672,1,2,1
14594,1,1,1,1,40,3,39,0.027464672,1,2,0
6439,4,3,1,1,8,1,39,0.027464672,3,1,0
20537,2,2,1,2,45,3,39,0.027464672,1,2,0
30647,2,2,1,2,40,1,39,0.027464672,1,1,0
19909,4,1,1,2,72,3,39,0.027464672,3,1,0
8440,4,3,1,1,30,1,39,0.027464672,3,1,0
11643,1,5,5,2,40,3,39,0.027464672,1,1,0
2114,1,4,1,1,40,3,39,0.027464672,1,2,0
11982,2,2,1,2,37,1,39,0.027464672,3,1,0
4908,5,1,1,2,10,3,19,0.027464672,1,2,0
22847,2,2,1,2,40,3,39,0.102233936,1,1,1
31538,4,3,1,2,25,1,39,0.027464672,3,1,1
30510,2,2,1,2,45,3,39,0.027464672,1,1,1
4170,2,2,1,2,44,3,39,0.027464672,1,1,1
3994,2,6,1,1,50,3,39,0.027464672,2,1,0
25444,5,3,1,2,45,3,39,0.038658666,3,1,0
7492,2,2,1,2,40,3,39,0.027464672,1,2,0
28526,1,4,1,1,40,3,39,0.027464672,3,1,0
7617,1,1,1,2,20,2,39,0.027464672,1,2,0
19699,2,2,1,2,40,3,29,0.027464672,2,1,0
7958,1,4,1,2,40,3,39,0.027464672,2,1,0
8725,2,2,1,2,43,3,39,0.027464672,3,2,0
25266,5,1,3,2,40,3,39,0.027464672,3,1,0
7642,4,3,4,2,25,1,38,0.027464672,3,1,0
30542,1,4,1,1,39,3,39,0.027464672,1,1,0
13283,4,3,1,2,20,1,39,0.027464672,1,2,0
24155,1,1,1,2,20,3,39,0.164437918,3,2,1
2971,4,3,1,2,36,1,39,0.027464672,3,2,0
13601,2,2,1,2,40,3,39,0.027464672,2,1,0
12987,2,2,1,2,40,3,39,0.027464672,3,2,0
2542,2,2,1,2,45,2,39,0.027464672,3,1,1
16558,2,2,1,2,32,1,39,0.027464672,1,1,0
23886,2,2,1,2,40,2,39,0.027464672,2,1,1
2248,2,2,1,2,42,3,39,0.027464672,1,2,1
27974,2,2,1,2,40,3,39,0.027464672,3,1,1
20496,2,2,1,2,55,3,39,0.027464672,2,1,1
27372,5,4,4,1,60,3,39,0.027464672,2,1,0
28440,2,2,1,2,45,3,39,0.027464672,1,2,1
22878,2,2,1,2,40,3,39,0.027464672,1,1,0
23769,1,1,4,2,40,3,39,0.027464672,1,1,0
23439,4,1,1,2,48,1,39,0.027464672,3,2,0
6518,4,1,1,2,45,1,39,0.027464672,2,1,0
16464,2,2,1,2,43,1,39,0.027464672,2,1,0
30660,1,1,1,2,60,3,1,0.048607802,3,1,1
22299,2,2,1,2,75,3,39,0.027464672,1,1,0
32413,2,2,1,2,50,3,39,0.027464672,1,1,1
15679,2,2,1,2,45,3,39,0.027464672,1,1,1
4750,4,1,1,1,40,3,39,0.027464672,1,2,1
27370,5,3,1,2,45,3,39,0.027464672,1,2,0
23984,4,1,1,1,40,3,39,0.027464672,3,2,0
11991,2,6,1,1,40,3,39,0.027464672,1,2,0
3740,2,2,1,2,70,3,39,0.027464672,1,1,0
3498,1,1,1,2,40,3,39,0.027464672,1,1,0
19217,2,3,1,2,40,3,22,0.027464672,3,2,0
5450,2,2,1,2,40,3,39,0.027464672,1,2,0
3225,2,2,3,2,40,3,39,0.027464672,3,1,1
27801,1,4,1,1,48,3,39,0.027464672,1,2,0
26292,1,1,1,2,40,3,39,0.027464672,3,1,0
11371,2,2,1,2,50,3,39,0.027464672,1,2,0
12029,1,1,1,2,40,3,39,0.027464672,3,1,0
19011,1,4,1,1,40,3,39,0.027464672,1,2,0
30515,1,1,1,1,40,3,39,0.027464672,1,1,0
25667,2,2,1,2,40,3,39,0.027464672,1,2,1
29859,2,2,2,2,40,1,39,0.027464672,1,2,1
6152,2,2,1,2,96,1,39,0.061153633,1,2,0
13266,2,2,1,2,45,3,39,0.027464672,2,1,0
8920,2,2,1,2,35,3,39,0.027464672,2,1,0
1378,2,2,1,2,40,3,22,0.027464672,3,1,0
28230,2,2,1,2,50,3,39,0.027464672,1,2,1
7106,2,2,1,2,40,3,39,0.027464672,3,1,0
21739,2,6,1,1,40,3,39,0.057642745,1,1,1
14370,4,1,1,2,42,3,39,0.027464672,2,1,0
25637,4,1,1,1,40,1,39,0.027464672,3,1,0
19148,4,1,1,1,40,1,39,0.027464672,3,2,0
5033,1,4,4,1,40,3,39,0.027464672,1,2,0
13235,2,2,1,2,40,3,39,0.027464672,1,1,1
24668,2,2,1,2,40,3,9,0.027464672,1,2,0
11031,2,2,1,2,24,3,39,0.077823055,2,1,1
29259,4,4,2,1,42,1,39,0.027464672,3,1,0
28000,2,5,1,1,6,2,39,0.027464672,1,2,0
15695,4,3,1,2,25,1,39,0.027464672,1,1,0
2550,4,3,1,2,40,3,39,0.027464672,1,2,0
9580,4,1,1,1,40,3,39,0.027464672,1,2,0
1434,2,2,1,2,40,3,39,0.027464672,3,1,0
22564,4,3,2,2,40,1,26,0.027464672,1,2,0
18976,2,6,1,1,23,3,39,0.027464672,1,2,0
3285,2,2,1,2,45,3,39,0.076218356,1,2,0
9490,5,1,4,2,40,3,39,0.048627253,3,1,0
12584,2,6,1,1,25,1,39,0.027464672,1,2,1
2680,2,2,1,2,48,2,39,0.027464672,3,2,0
13490,4,3,1,2,40,1,39,0.027464672,3,1,0
18709,4,1,3,2,40,3,39,0.027464672,1,2,0
5973,4,4,1,2,40,1,39,0.027464672,1,2,0
15988,4,5,2,2,40,1,39,0.027464672,1,2,0
7338,4,3,3,1,25,1,18,0.027464672,2,1,0
30304,2,2,1,2,40,1,39,0.027464672,3,2,0
14084,2,2,1,2,40,3,39,0.027464672,1,2,0
22201,4,3,1,2,40,1,39,0.027464672,3,1,0
26845,2,2,1,2,42,1,39,0.077823055,1,1,1
8855,4,3,1,2,15,1,39,0.03324159,2,1,0
11191,2,2,1,2,50,3,39,0.027464672,1,1,0
27064,1,1,1,1,16,3,39,0.027464672,3,1,0
6954,4,1,1,1,40,3,39,0.027464672,1,2,0
4940,2,2,3,2,40,3,39,0.027464672,3,1,1
27623,4,1,1,2,46,3,39,0.027464672,1,2,0
11927,4,3,1,1,40,1,39,0.027464672,2,1,0
32252,4,3,4,2,30,1,39,0.027464672,2,1,0
14410,4,3,3,1,40,1,30,0.027464672,1,2,0
26931,5,1,1,2,40,1,1,0.027464672,3,2,0
350,4,5,1,2,16,1,31,0.027464672,1,1,0
887,4,1,1,2,35,3,39,0.027464672,1,1,0
25468,2,2,1,2,50,3,39,0.027464672,3,2,0
27892,2,2,1,2,60,3,39,0.027464672,1,2,1
30775,2,2,1,2,40,3,39,0.027464672,1,2,0
19797,4,1,1,2,45,1,39,0.027464672,1,1,1
4348,2,2,1,2,40,3,39,0.027464672,1,2,1
1553,1,5,1,2,42,3,39,0.027464672,3,1,0
30471,2,2,1,2,40,3,39,0.027464672,3,1,0
27823,2,2,1,2,50,3,39,0.027464672,1,2,0
18995,2,2,1,2,40,3,39,0.027464672,2,1,1
5833,1,1,1,2,44,3,39,0.027464672,1,1,1
2034,2,2,1,2,40,3,39,0.027464672,1,2,0
17212,4,3,1,2,40,1,39,0.027464672,3,2,0
27440,4,3,1,2,43,1,39,0.027464672,1,2,0
25275,4,1,1,1,52,1,39,0.027464672,2,1,0
5168,2,2,1,2,50,3,39,0.027464672,1,2,0
407,1,1,1,1,40,3,39,0.027464672,1,1,0
32539,4,3,1,1,40,1,39,0.027464672,1,2,0
25349,6,4,1,1,40,2,39,0.027464672,2,1,0
26120,4,1,4,2,40,1,39,0.027464672,1,1,1
9210,2,6,1,1,30,1,39,0.027464672,1,2,0
21300,4,1,1,2,35,1,39,0.027464672,1,2,1
11253,1,1,1,2,6,2,39,0.027464672,3,2,0
25859,2,2,2,2,37,3,39,0.027464672,1,1,0
15237,2,2,1,2,40,3,39,0.027464672,3,1,1
27738,4,1,1,1,40,3,39,0.027464672,1,2,0
29500,4,3,4,1,40,1,39,0.027464672,1,2,0
16292,1,1,1,2,72,3,39,0.027464672,3,1,0
2503,2,2,1,2,50,3,39,0.027464672,1,1,1
12997,1,1,1,1,40,3,39,0.027464672,1,1,1
10670,1,1,1,2,40,3,39,0.027464672,1,1,0
10940,5,1,4,1,28,3,39,0.027464672,1,2,0
6690,4,3,1,2,40,1,39,0.027464672,2,1,0
18225,1,1,3,2,24,3,39,0.027464672,2,1,0
451,2,6,1,1,38,3,3,0.027464672,1,2,0
19178,2,2,1,2,60,3,39,0.027464672,1,2,1
31875,2,2,1,2,50,3,39,0.173579841,1,1,1
910,4,1,1,2,35,3,39,0.027464672,3,1,1
30003,4,3,1,2,40,1,39,0.027464672,1,2,0
27740,4,3,1,1,21,1,39,0.027464672,2,1,0
4469,2,2,1,2,40,1,39,0.027464672,1,1,0
11495,2,6,1,1,70,3,39,0.173579841,3,2,1
24347,4,1,1,1,70,1,39,0.027464672,1,2,0
32495,4,1,1,2,40,3,39,0.027464672,2,1,0
18282,4,3,1,2,30,1,4,0.027464672,3,1,0
2214,5,4,1,1,40,3,26,0.027464672,1,1,0
8565,2,2,1,2,45,2,39,0.027464672,1,2,0
8630,2,6,1,1,36,3,39,0.027464672,1,1,0
15328,1,1,1,1,29,3,39,0.027464672,1,2,0
22074,4,3,1,2,45,1,39,0.027464672,1,2,0
12073,2,6,1,1,50,1,39,0.027464672,1,2,1
20399,4,4,1,2,40,3,39,0.027464672,3,1,0
26108,4,1,1,1,40,2,39,0.027464672,1,2,0
11607,4,1,1,2,35,3,39,0.027464672,1,2,0
28747,4,3,1,1,30,1,39,0.027464672,2,1,0
8812,1,4,4,1,40,3,39,0.027464672,2,1,0
3570,4,4,1,1,25,1,39,0.027464672,1,2,0
17637,2,2,1,2,40,1,39,0.027464672,1,1,0
1341,4,3,1,2,20,1,39,0.027464672,1,2,0
9630,2,2,1,2,40,1,39,0.027464672,3,1,0
16300,4,3,1,1,50,1,10,0.027464672,1,1,0
2850,2,2,1,2,40,3,39,0.054977972,1,2,0
17612,1,4,1,1,30,3,39,0.027464672,1,2,0
31001,4,1,1,2,56,1,39,0.027464672,3,1,0
29079,5,3,1,1,40,1,39,0.027464672,3,1,0
29809,2,2,1,2,40,3,39,0.027464672,3,1,0
13154,2,2,1,2,72,1,39,1,3,1,1
20608,3,4,4,2,20,3,39,0.027464672,3,1,0
16981,4,1,4,2,40,3,39,0.027464672,3,1,0
22016,2,2,1,2,38,1,39,0.027464672,3,2,0
12747,2,2,1,2,40,3,39,0.027464672,3,1,1
8403,2,2,4,2,40,3,39,0.027464672,1,2,0
23384,6,1,4,1,40,2,39,0.027464672,1,1,0
29554,2,6,1,1,40,3,39,0.027464672,1,2,0
17081,2,2,1,2,55,3,39,0.027464672,1,1,1
20067,2,2,1,2,40,3,39,0.027464672,1,2,0
25230,1,1,1,1,40,2,39,0.027464672,1,1,0
19036,2,2,1,2,60,3,39,0.027464672,3,2,1
17677,2,2,1,2,50,3,39,0.027464672,1,2,0
17058,2,2,1,2,60,3,39,0.027464672,1,1,0
13197,4,1,3,1,36,1,31,0.027464672,3,1,0
30881,2,2,1,2,40,3,39,0.027464672,1,2,1
26861,2,2,1,2,40,3,39,0.027464672,1,2,0
2987,2,2,1,2,40,3,39,0.027464672,1,2,1
25603,2,2,1,2,32,3,39,0.027464672,3,1,0
31978,4,1,1,1,4,3,39,0.027464672,3,2,0
16128,2,2,2,2,55,3,39,0.027464672,1,2,1
15365,2,2,1,2,40,3,39,0.027464672,3,1,1
18367,4,3,1,1,15,1,39,0.027464672,3,1,0
32288,2,2,1,2,35,3,39,0.027464672,3,1,0
17028,2,2,1,2,45,3,39,0.027464672,1,2,1
10889,2,2,1,2,40,2,39,0.027464672,1,1,0
12975,2,2,1,2,72,3,39,0.027464672,1,2,0
15858,2,2,3,2,52,3,39,0.027464672,1,2,1
7267,2,2,1,2,40,3,39,0.027464672,2,1,1
24124,2,2,3,2,40,3,40,0.027464672,3,1,0
4399,4,1,1,2,40,1,39,0.027464672,3,1,0
15104,4,1,1,2,55,1,39,0.027464672,1,2,0
2162,4,1,1,2,55,3,39,0.027464672,1,2,0
463,2,2,1,2,12,3,39,0.027464672,1,2,0
31053,2,2,1,2,50,3,39,0.027464672,1,2,1
7228,4,3,3,1,30,1,39,0.027464672,1,2,0
4809,1,4,1,2,70,2,19,0.027464672,3,2,1
30554,2,6,1,1,40,1,39,0.027464672,1,2,0
7236,2,2,1,2,45,3,39,0.027464672,1,2,0
10602,4,1,4,2,28,3,39,0.027464672,1,1,0
10758,2,2,1,2,40,3,39,0.027464672,1,1,0
18711,4,3,1,2,35,1,39,0.027464672,1,2,0
29755,1,1,1,2,55,3,39,0.027464672,1,2,0
19160,4,3,1,1,40,1,39,0.027464672,2,1,0
29389,1,4,4,2,40,1,39,0.027464672,1,2,0
29247,1,4,1,1,40,3,39,0.027464672,1,1,0
32243,5,4,1,1,40,3,39,0.027464672,3,1,0
21486,2,2,1,2,40,3,39,0.027464672,1,2,0
28235,6,4,1,2,25,3,39,0.027464672,2,1,0
16076,2,2,1,2,40,3,39,0.027464672,1,2,1
24131,4,1,1,1,42,1,39,0.027464672,1,1,0
3687,1,4,1,1,57,3,19,0.027464672,1,1,0
3370,4,3,1,2,48,3,39,0.027464672,1,1,0
10708,2,6,3,1,60,3,30,0.027464672,1,1,0
14429,4,3,1,2,48,1,39,0.027464672,3,1,0
20733,2,2,1,2,40,3,39,1,1,2,1
18634,4,1,1,1,40,3,39,0.027464672,3,1,0
25340,4,1,1,1,40,3,39,0.027464672,2,1,0
20905,2,2,1,2,40,3,39,0.027464672,3,1,0
26126,4,3,1,1,15,1,39,0.027464672,3,1,0
29075,2,2,1,2,40,1,39,0.027464672,3,2,0
29906,2,2,1,2,43,1,39,0.027464672,1,2,0
21623,2,2,1,2,40,3,39,0.027464672,3,2,1
1339,2,2,1,2,84,1,39,0.027464672,1,2,0
18823,6,1,2,1,15,3,39,0.027464672,3,2,0
3679,2,2,1,2,30,3,39,0.027464672,1,2,0
31059,2,2,1,2,50,3,39,0.027464672,3,1,1
15108,4,3,1,1,28,1,39,0.027464672,1,1,0
2991,4,4,1,1,25,3,39,0.027464672,3,1,0
9275,4,5,1,2,45,1,39,0.027464672,1,1,0
29405,4,3,1,2,40,1,39,0.027464672,1,2,0
32255,2,2,1,2,40,3,39,0.027464672,3,1,1
6420,1,1,1,2,84,3,39,0.027464672,3,2,1
4740,2,5,1,2,50,3,39,0.027464672,1,1,0
10461,6,1,1,1,10,2,39,0.027464672,1,2,0
124,1,1,1,2,40,1,39,0.027464672,3,1,0
10058,2,2,1,2,50,3,33,0.027464672,1,2,1
5526,4,5,4,2,48,1,39,0.027464672,3,2,0
21026,2,2,1,2,40,3,39,0.077823055,1,2,1
10398,6,1,1,1,12,2,39,0.027464672,1,2,0
15355,2,2,4,2,40,3,39,0.027464672,2,1,0
28015,2,2,1,2,89,3,39,0.027464672,1,1,1
15826,2,2,1,2,40,3,39,0.027464672,1,1,0
15215,1,1,1,1,40,3,39,0.027464672,1,2,0
19094,2,6,1,1,35,3,39,0.027464672,1,2,1
11742,4,3,4,1,32,1,38,0.027464672,1,2,0
11334,2,2,1,2,50,3,39,0.102233936,2,1,1
20736,2,2,1,2,60,3,39,0.027464672,3,2,0
7160,4,3,1,2,30,1,39,0.027464672,2,1,0
16274,4,1,1,1,40,1,39,0.027464672,1,1,0
32493,2,2,1,2,40,3,39,0.027464672,1,2,0
10413,4,3,1,2,50,1,39,0.027464672,1,2,0
7386,2,2,1,2,15,2,39,0.027464672,1,2,1
18217,4,3,1,2,30,1,39,0.027464672,1,1,0
13100,4,4,4,2,60,1,39,0,1,2,1
3092,4,1,1,2,40,1,26,0.027464672,1,1,0
2061,2,2,1,2,70,3,39,0.027464672,1,2,0
22568,2,2,1,2,72,3,39,0.027464672,1,2,0
30821,4,3,1,2,45,1,39,0.027464672,1,2,0
28796,4,4,4,1,25,1,39,0.027464672,3,2,0
31403,4,3,1,2,40,1,39,0.027464672,1,1,0
739,2,6,1,1,40,3,39,0.102233936,1,1,1
21587,1,4,1,1,40,3,39,0.027464672,2,1,0
2290,2,2,1,2,40,3,39,0.053091235,1,2,0
9043,4,3,1,1,24,1,3,0.027464672,2,1,0
26021,2,6,1,1,48,3,39,0.027464672,1,1,1
20151,3,1,1,2,40,3,39,0.027464672,1,1,0
15049,1,4,1,1,40,3,39,0.027464672,1,2,0
19357,2,2,1,2,60,3,39,0.027464672,1,2,0
31265,2,2,1,2,70,3,39,0.102233936,1,2,1
17089,2,2,1,2,50,3,39,0.027464672,1,2,1
13551,4,1,1,2,35,1,32,0.027464672,1,1,0
7240,1,1,1,2,60,3,39,0.027464672,1,2,0
26181,2,2,1,2,40,3,39,0.027464672,1,2,1
5992,1,1,1,2,80,3,39,0.027464672,2,1,0
15594,4,1,1,1,45,3,39,0.027464672,1,2,1
14079,2,2,1,2,40,3,39,0.027464672,1,1,0
10358,2,6,1,1,40,1,39,0.027464672,1,2,0
18670,2,2,1,2,40,3,12,0.027464672,3,1,0
28149,1,1,1,1,50,3,39,0.027464672,2,1,0
31305,2,2,1,2,52,3,39,0.027464672,3,1,1
7004,4,5,1,2,50,1,39,0.027464672,1,2,0
25648,2,2,1,2,45,3,39,0.027464672,2,1,0
398,1,4,1,2,40,3,39,0.048607802,2,1,0
16028,2,2,1,2,40,1,39,0.027464672,1,2,0
24975,4,3,3,2,40,3,40,0.027464672,3,1,0
17922,1,4,1,1,55,3,19,0.027464672,2,2,0
9096,2,6,1,1,16,3,39,0.027464672,3,1,0
27608,4,1,1,2,55,1,10,0.027464672,3,2,0
30861,2,2,1,2,42,3,39,0.027464672,1,2,1
16476,4,3,1,1,20,1,39,0.027464672,1,2,0
4382,1,4,1,1,50,3,39,0.164437918,3,1,1
31755,4,3,1,2,35,1,39,0.027464672,3,1,0
15084,2,2,1,2,38,2,39,0.027464672,1,2,0
13763,2,2,1,2,40,3,39,0.027464672,3,2,0
30389,4,1,1,2,50,3,39,0.027464672,2,1,0
1853,2,2,1,2,40,2,39,0.027464672,1,1,0
10638,4,5,3,1,40,3,39,0.027464672,3,1,0
31580,6,4,1,1,40,3,39,0.027464672,3,2,0
30600,4,3,1,2,40,1,39,0.027464672,2,1,0
6746,4,4,1,2,30,3,39,0.027464672,3,1,0
11888,2,2,1,2,37,1,8,0.027464672,3,1,0
19364,4,1,1,2,40,1,39,0.027464672,3,1,0
23076,4,1,1,1,40,1,39,0.027464672,1,2,0
7215,4,4,1,2,35,1,39,0.027464672,3,1,0
31406,2,2,1,2,40,3,39,0.027464672,1,1,0
25012,4,5,1,2,40,1,39,0.052721667,3,1,0
20997,4,3,1,2,40,1,39,0.027464672,1,1,0
17611,2,2,1,2,40,3,39,0.027464672,3,2,0
14624,2,2,1,2,70,3,39,0.065471733,1,2,1
32348,4,1,1,2,55,1,39,0.027464672,1,2,0
2142,2,2,1,2,55,3,39,0.027464672,1,2,0
11545,2,2,1,2,40,3,39,0.027464672,1,1,1
24865,2,2,1,2,78,3,10,0.027464672,1,2,1
32079,2,2,1,2,40,3,39,0.027464672,3,2,0
16800,1,4,1,1,45,3,39,0.027464672,1,2,0
5961,2,2,1,2,50,3,39,0.027464672,3,1,0
29609,1,1,1,1,38,2,39,0.027464672,1,1,0
28051,6,1,1,1,40,2,39,0.027464672,2,2,0
10660,4,3,4,2,23,1,39,0.027464672,3,1,0
16937,2,2,1,2,40,3,39,0.027464672,1,2,0
30623,1,4,1,1,45,3,39,0.027464672,1,2,0
16668,4,3,1,2,30,1,39,0.027464672,1,2,0
24441,2,2,1,2,40,3,39,0.055522597,2,1,0
6291,3,4,1,1,40,3,39,0.027464672,1,1,0
28731,4,3,1,1,18,1,39,0.027464672,1,2,0
27506,1,1,1,1,16,2,39,0.027464672,1,1,0
31594,2,2,4,2,40,3,20,0.027464672,3,2,0
26625,2,6,1,1,35,3,39,0.027464672,3,1,0
26709,1,4,1,1,45,3,39,0.027464672,1,2,0
761,2,2,1,2,42,1,39,0.027464672,2,1,1
20257,5,5,1,1,40,3,39,0.027464672,1,2,0
30521,1,4,1,1,24,3,39,0.272896142,1,2,1
292,2,2,1,2,40,3,39,0.027464672,1,1,1
5757,4,1,1,2,60,1,39,0.027464672,2,1,0
25217,4,3,1,2,15,1,39,0.027464672,2,1,0
18422,4,3,1,2,40,1,39,0.027464672,3,1,0
10013,4,3,1,1,15,1,39,0.027464672,1,2,0
6950,2,2,1,2,40,3,39,0.027464672,2,1,0
14019,4,1,4,1,40,3,39,0.027464672,1,2,0
5703,1,4,1,1,15,3,39,0.027464672,1,2,0
17319,2,2,1,2,40,3,39,0.027464672,1,2,0
28357,2,2,1,2,45,3,39,0.027464672,2,1,0
12913,2,2,1,2,45,3,39,0.027464672,1,2,1
6896,2,2,1,2,35,3,39,0.027464672,1,1,0
27302,2,2,1,2,52,3,39,0.027464672,1,2,0
30904,2,2,1,2,50,3,39,0.027464672,1,1,1
16681,4,3,1,2,40,1,39,0.027464672,1,2,0
1289,1,1,1,1,40,3,39,0.027464672,1,1,0
29709,1,4,1,1,50,3,39,0.027464672,1,2,0
26569,4,1,1,1,55,3,39,0.027464672,3,2,1
8994,4,3,4,2,40,1,39,0.027464672,1,1,0
13685,1,1,4,2,40,3,39,0.027464672,1,1,0
11473,2,2,1,2,45,3,39,0.027464672,1,2,0
15021,2,2,1,2,40,3,39,0.027464672,1,2,0
27972,2,2,1,2,55,3,39,0.027464672,2,2,1
7292,2,2,1,2,40,3,39,0.09844101,1,2,1
17147,1,4,1,1,35,3,39,0.027464672,1,2,0
8532,2,2,1,2,65,3,20,0.027464672,1,2,1
27463,1,1,1,1,60,3,39,0.027464672,1,2,0
8179,2,2,1,2,95,3,39,0.027464672,1,2,0
5913,2,2,1,2,55,1,39,0.027464672,3,2,0
28983,2,2,1,2,50,3,39,0.027464672,3,1,1
8342,2,2,1,2,40,3,39,0.027464672,3,1,0
22782,2,2,1,2,24,2,39,0.027464672,1,2,0
31899,4,3,1,2,40,1,39,0.027464672,2,1,0
15393,4,1,1,2,55,1,39,0.027464672,1,2,0
25109,3,1,1,1,40,1,39,0.027464672,2,1,0
8056,1,3,1,1,15,3,39,0.027464672,3,2,0
10116,1,1,1,2,40,3,39,0.027464672,1,2,0
1865,2,2,4,2,40,1,39,0.027464672,1,2,0
9269,2,2,1,2,40,3,39,0.027464672,1,2,0
9568,4,5,1,2,40,1,39,0.027464672,1,2,0
28111,4,1,1,1,70,3,39,0.027464672,2,1,0
17301,4,4,2,2,40,3,39,0.027464672,3,2,0
4147,1,4,4,1,40,3,39,0.027464672,3,2,0
10847,2,2,1,2,43,3,39,0.027464672,1,2,1
1786,2,2,1,2,40,2,39,0.027464672,1,2,1
2610,4,3,3,1,40,3,39,0.027464672,2,1,0
24563,4,1,1,2,40,1,39,0.027464672,2,1,0
3421,2,2,1,2,40,3,39,0.027464672,1,1,1
4536,2,2,1,2,65,3,39,0.027464672,3,2,1
8821,1,4,1,2,30,3,39,0.027464672,3,1,0
8967,4,3,1,2,30,1,39,0.027464672,1,1,0
21110,2,2,1,2,70,3,39,0.027464672,1,1,1
29882,2,2,1,2,50,3,39,0.027464672,1,1,1
20991,4,3,1,1,40,1,39,0.027464672,1,1,0
19887,4,3,1,1,25,1,39,0.027464672,1,2,0
18115,4,1,1,1,40,3,39,0.027464672,1,2,0
19120,2,2,1,2,70,2,39,0.027464672,3,1,0
22690,4,1,3,2,40,3,39,0.027464672,2,1,0
24150,4,1,1,2,50,1,39,0.027464672,1,2,0
15397,5,1,4,2,40,3,39,0.027464672,3,1,0
2018,4,1,1,2,50,1,39,0.027464672,1,2,0
11593,4,1,1,1,33,1,39,0.027464672,3,1,0
6970,4,3,1,2,40,1,39,0.027464672,3,1,0
14774,2,2,1,2,50,1,39,0.027464672,3,1,0
6266,4,1,1,1,40,3,39,0.027464672,1,2,0
26945,5,1,1,1,50,3,39,0.027464672,3,2,1
5007,4,3,1,2,40,1,39,0.027464672,2,1,0
16235,6,4,1,1,40,3,39,0.027464672,1,2,0
15817,2,2,1,2,99,3,39,0.077823055,3,2,1
7328,2,2,1,2,40,3,39,0.027464672,2,1,0
7372,2,2,1,2,40,3,39,0.027464672,1,1,0
