id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_40076,53.0,management,married,tertiary,no,-4.0,yes,no,cellular,15,may,44.0,1.0,343.0,7,failure,0
id_25223,30.0,services,single,secondary,no,338.0,yes,no,unknown,7,may,203.0,2.0,,0,unknown,0
id_19104,47.0,blue-collar,divorced,primary,no,-5.0,no,no,cellular,11,jul,318.0,2.0,,0,unknown,0
id_38145,62.0,management,married,tertiary,no,5044.0,no,no,telephone,4,nov,396.0,1.0,,0,unknown,1
id_6536,32.0,management,married,tertiary,no,4041.0,yes,yes,unknown,27,may,151.0,6.0,,0,unknown,0
id_23430,32.0,blue-collar,married,primary,no,-466.0,yes,yes,unknown,12,may,236.0,4.0,,0,unknown,0
id_12168,57.0,retired,married,secondary,no,1978.0,no,no,cellular,11,aug,199.0,2.0,,0,unknown,0
id_15654,24.0,student,single,secondary,no,1286.0,yes,no,unknown,11,jun,327.0,10.0,,0,unknown,0
id_43175,32.0,admin.,single,secondary,yes,-19.0,no,no,unknown,9,jul,74.0,,,0,unknown,0
id_13663,56.0,retired,married,primary,no,4009.0,no,no,cellular,28,may,600.0,3.0,63.0,6,failure,0
id_43180,56.0,unknown,divorced,unknown,no,4241.0,no,no,unknown,18,jun,614.0,5.0,,0,unknown,0
id_25736,30.0,management,married,tertiary,no,9211.0,no,yes,unknown,18,oct,58.0,1.0,,0,unknown,0
id_20805,61.0,retired,divorced,secondary,no,2049.0,yes,no,telephone,21,jul,222.0,3.0,,0,unknown,0
id_29912,44.0,management,divorced,tertiary,no,-5.0,no,no,unknown,19,may,111.0,2.0,,0,unknown,0
id_41005,55.0,retired,married,tertiary,no,5770.0,no,no,unknown,20,jun,9.0,3.0,,0,unknown,0
id_10829,37.0,blue-collar,married,secondary,no,127.0,yes,no,unknown,30,may,80.0,3.0,,0,unknown,0
id_20774,30.0,blue-collar,married,secondary,no,2377.0,yes,yes,cellular,20,apr,239.0,1.0,276.0,6,failure,0
id_24673,32.0,management,single,tertiary,no,598.0,no,yes,cellular,24,jul,888.0,1.0,,0,unknown,0
id_34639,41.0,self-employed,married,tertiary,no,350.0,yes,no,cellular,17,jul,1380.0,2.0,,0,unknown,0
id_436,36.0,management,married,tertiary,no,656.0,no,no,unknown,28,may,249.0,3.0,,0,unknown,0
id_39780,31.0,management,single,tertiary,no,-4.0,no,no,cellular,29,oct,439.0,2.0,,0,unknown,0
id_9561,42.0,management,divorced,tertiary,no,-714.0,yes,no,cellular,10,jul,191.0,1.0,,0,unknown,0
id_38019,32.0,blue-collar,married,secondary,no,1949.0,yes,no,unknown,2,jun,184.0,3.0,,0,unknown,0
id_16021,33.0,management,married,unknown,no,120.0,no,yes,cellular,9,jul,116.0,2.0,,0,unknown,0
id_7829,61.0,unemployed,married,secondary,no,1043.0,no,no,cellular,18,feb,80.0,3.0,,0,unknown,1
id_15341,37.0,management,married,tertiary,no,427.0,yes,no,cellular,6,may,204.0,2.0,363.0,4,failure,0
id_22995,53.0,admin.,married,secondary,no,427.0,yes,no,cellular,17,apr,84.0,2.0,323.0,1,failure,0
id_24846,42.0,technician,married,secondary,no,318.0,yes,no,cellular,30,jun,89.0,1.0,,0,unknown,0
id_42191,45.0,blue-collar,married,secondary,no,1681.0,yes,no,unknown,18,nov,179.0,1.0,154.0,1,failure,0
id_10431,,admin.,married,secondary,no,3.0,yes,yes,cellular,20,apr,58.0,4.0,,0,unknown,0
id_21528,34.0,technician,single,secondary,no,6325.0,no,no,cellular,13,aug,214.0,2.0,,0,unknown,0
id_41274,46.0,unknown,single,tertiary,no,2221.0,no,no,unknown,17,jun,119.0,3.0,,0,unknown,0
id_41336,43.0,blue-collar,married,secondary,no,-3.0,yes,no,unknown,9,jul,144.0,16.0,,0,unknown,0
id_35722,27.0,services,single,secondary,no,3329.0,yes,no,unknown,28,may,241.0,2.0,,0,unknown,0
id_14249,53.0,retired,married,secondary,no,730.0,no,no,cellular,31,jul,99.0,15.0,,0,unknown,0
id_2503,59.0,admin.,married,secondary,no,3546.0,no,no,telephone,15,jun,348.0,6.0,,0,unknown,1
id_4785,64.0,retired,married,secondary,no,3410.0,no,no,cellular,12,may,786.0,1.0,86.0,2,failure,0
id_12218,28.0,management,single,tertiary,no,1715.0,no,no,cellular,14,sep,219.0,1.0,91.0,4,success,1
id_12475,30.0,technician,married,tertiary,no,-2.0,yes,no,cellular,25,jul,250.0,6.0,,0,unknown,0
id_34532,32.0,blue-collar,single,secondary,no,323.0,yes,no,cellular,13,may,219.0,3.0,,0,unknown,0
id_8227,54.0,blue-collar,married,secondary,no,576.0,no,no,cellular,21,nov,948.0,2.0,,0,unknown,1
id_3054,34.0,admin.,married,secondary,no,92.0,yes,no,cellular,18,may,108.0,4.0,364.0,22,other,0
id_31722,26.0,unemployed,single,unknown,no,64.0,no,no,cellular,28,jan,312.0,2.0,,0,unknown,0
id_19428,,student,single,unknown,no,8859.0,no,no,cellular,7,apr,100.0,2.0,,0,unknown,0
id_35245,34.0,blue-collar,single,primary,no,405.0,yes,no,cellular,14,may,83.0,4.0,353.0,1,failure,0
id_11268,37.0,services,divorced,secondary,no,-118.0,yes,yes,cellular,1,apr,74.0,1.0,,0,unknown,0
id_19448,35.0,management,single,tertiary,no,2709.0,no,no,cellular,5,feb,711.0,1.0,,0,unknown,1
id_38750,31.0,blue-collar,married,secondary,no,632.0,no,yes,cellular,12,may,722.0,3.0,,0,unknown,1
id_10606,41.0,blue-collar,married,secondary,no,3061.0,yes,no,cellular,20,nov,103.0,1.0,189.0,2,failure,0
id_5559,39.0,management,single,tertiary,no,2259.0,yes,no,cellular,31,jul,250.0,2.0,,0,unknown,0
id_18879,46.0,blue-collar,married,primary,no,1232.0,no,no,cellular,28,jan,146.0,1.0,,0,unknown,0
id_39052,27.0,technician,single,tertiary,no,640.0,yes,no,unknown,13,may,496.0,2.0,,0,unknown,0
id_25673,36.0,blue-collar,married,secondary,no,1056.0,no,no,unknown,16,jun,423.0,3.0,,0,unknown,0
id_25344,46.0,management,single,tertiary,no,8104.0,no,no,unknown,17,nov,120.0,1.0,111.0,3,failure,0
id_27833,38.0,management,divorced,tertiary,no,426.0,yes,yes,cellular,29,jan,203.0,2.0,,0,unknown,0
id_3610,37.0,technician,married,secondary,no,3047.0,yes,no,unknown,6,jun,237.0,7.0,,0,unknown,0
id_25594,29.0,management,married,tertiary,no,5875.0,no,no,cellular,19,aug,168.0,2.0,,0,unknown,0
id_5330,41.0,admin.,married,secondary,no,4322.0,yes,no,unknown,5,jun,264.0,2.0,,0,unknown,0
id_18944,40.0,blue-collar,married,primary,no,-5.0,yes,no,unknown,12,may,3.0,1.0,,0,unknown,0
id_10334,31.0,blue-collar,married,secondary,no,750.0,yes,yes,cellular,17,nov,1288.0,,,0,unknown,1
id_7863,29.0,services,married,secondary,no,386.0,yes,no,unknown,5,may,742.0,2.0,,0,unknown,0
id_23298,28.0,technician,single,secondary,no,390.0,no,no,cellular,21,aug,134.0,2.0,,0,unknown,0
id_31399,,management,married,tertiary,no,,yes,no,telephone,16,nov,151.0,8.0,96.0,1,success,0
id_8519,34.0,management,married,tertiary,no,1348.0,no,no,unknown,19,jun,2010.0,1.0,,0,unknown,1
id_18386,40.0,management,single,tertiary,no,261.0,no,no,cellular,4,aug,155.0,1.0,,0,unknown,0
id_32523,44.0,blue-collar,married,primary,no,1865.0,yes,no,unknown,8,may,366.0,3.0,,0,unknown,0
id_26608,58.0,blue-collar,married,primary,no,1725.0,no,no,cellular,4,may,156.0,4.0,83.0,3,failure,0
id_42209,33.0,blue-collar,married,secondary,no,-43.0,yes,no,unknown,26,may,244.0,2.0,,0,unknown,0
id_14919,48.0,blue-collar,married,secondary,no,108.0,yes,no,cellular,16,apr,241.0,2.0,318.0,5,other,0
id_20063,39.0,entrepreneur,single,tertiary,no,246.0,no,yes,unknown,5,may,175.0,1.0,,0,unknown,0
id_13403,53.0,services,married,secondary,no,-804.0,no,no,unknown,3,jul,222.0,1.0,,0,unknown,0
id_1608,51.0,retired,married,secondary,no,5055.0,no,no,cellular,17,nov,117.0,1.0,,0,unknown,0
id_18015,55.0,blue-collar,married,primary,no,8402.0,no,no,unknown,20,jun,0.0,11.0,,0,unknown,0
id_15913,32.0,technician,married,secondary,no,363.0,yes,no,cellular,8,aug,524.0,3.0,,0,unknown,0
id_31362,44.0,management,divorced,secondary,no,-268.0,no,no,cellular,8,jul,201.0,1.0,,0,unknown,0
id_23351,33.0,unemployed,married,tertiary,no,389.0,yes,no,cellular,14,aug,285.0,2.0,,0,unknown,0
id_15765,44.0,admin.,married,secondary,no,2350.0,yes,no,unknown,15,may,320.0,1.0,,0,unknown,0
id_36403,39.0,management,married,secondary,no,1474.0,yes,no,cellular,18,nov,242.0,2.0,,0,unknown,0
id_3281,35.0,management,divorced,tertiary,no,-5.0,yes,no,cellular,20,nov,370.0,8.0,,0,unknown,0
id_40911,27.0,student,single,tertiary,no,78.0,yes,no,unknown,19,may,234.0,1.0,,0,unknown,0
id_44859,39.0,blue-collar,single,secondary,no,2577.0,yes,no,cellular,18,jul,306.0,3.0,,0,unknown,0
id_27516,33.0,blue-collar,married,primary,no,2087.0,yes,yes,unknown,19,may,485.0,3.0,,0,unknown,0
id_15679,47.0,unemployed,married,secondary,no,922.0,no,no,cellular,12,aug,517.0,2.0,178.0,10,success,1
id_42086,29.0,blue-collar,single,secondary,no,-287.0,yes,no,unknown,12,may,180.0,1.0,,0,unknown,0
id_17079,41.0,blue-collar,married,primary,no,3663.0,no,no,telephone,29,jul,266.0,1.0,,0,unknown,0
id_23042,45.0,unemployed,married,tertiary,no,-1.0,yes,no,cellular,10,jul,84.0,1.0,,0,unknown,0
id_31157,56.0,retired,married,secondary,no,2745.0,yes,yes,unknown,29,may,48.0,2.0,,0,unknown,0
id_5767,32.0,services,married,secondary,no,36.0,yes,no,cellular,22,jul,164.0,1.0,,0,unknown,0
id_31020,33.0,technician,single,tertiary,no,511.0,yes,yes,cellular,7,may,153.0,1.0,168.0,1,failure,0
id_9070,39.0,management,single,tertiary,no,-5.0,yes,no,cellular,12,may,574.0,4.0,369.0,3,failure,0
id_9904,52.0,blue-collar,married,secondary,no,-3.0,no,yes,unknown,3,jul,119.0,1.0,,0,unknown,0
id_17740,25.0,self-employed,single,secondary,no,1539.0,no,no,cellular,15,jun,310.0,3.0,,0,unknown,0
id_13601,33.0,entrepreneur,married,tertiary,no,777.0,yes,yes,cellular,30,jul,64.0,3.0,,0,unknown,0
id_4323,37.0,services,divorced,secondary,no,787.0,no,no,unknown,6,jun,420.0,1.0,,0,unknown,0
id_27921,59.0,retired,married,secondary,no,170.0,no,no,cellular,20,aug,195.0,4.0,,0,unknown,0
id_27107,32.0,management,single,tertiary,no,4.0,no,no,cellular,8,aug,841.0,1.0,,0,unknown,1
id_31631,36.0,technician,single,secondary,no,1162.0,yes,no,cellular,20,apr,28.0,5.0,334.0,1,failure,0
id_36094,20.0,student,single,primary,no,3475.0,no,no,cellular,19,apr,534.0,1.0,181.0,4,success,1
id_37033,57.0,blue-collar,married,secondary,no,294.0,no,yes,telephone,28,jan,112.0,2.0,154.0,16,failure,0
id_18396,34.0,management,single,tertiary,no,193.0,no,yes,cellular,21,aug,268.0,4.0,,0,unknown,0
id_21573,30.0,blue-collar,married,unknown,no,357.0,yes,no,unknown,4,jun,153.0,2.0,,0,unknown,0
id_3173,45.0,technician,divorced,tertiary,no,1090.0,no,no,cellular,20,aug,356.0,3.0,,0,unknown,0
id_18856,23.0,student,single,secondary,no,118.0,no,no,cellular,7,dec,245.0,5.0,,0,unknown,0
id_43037,52.0,blue-collar,married,primary,no,2106.0,yes,no,cellular,22,aug,110.0,8.0,,0,unknown,0
id_2737,25.0,self-employed,single,tertiary,no,224.0,yes,no,cellular,20,apr,8.0,5.0,,0,unknown,0
id_27663,54.0,unemployed,married,secondary,no,-242.0,no,yes,cellular,8,jul,315.0,2.0,,0,unknown,0
id_32943,39.0,self-employed,single,tertiary,no,2302.0,yes,yes,cellular,20,apr,0.0,2.0,319.0,18,other,0
id_39106,32.0,technician,married,secondary,no,28.0,no,no,cellular,28,aug,260.0,1.0,,0,unknown,0
id_15934,40.0,admin.,single,unknown,no,13.0,no,no,unknown,5,jun,1.0,1.0,,0,unknown,0
id_17646,37.0,admin.,married,tertiary,no,1112.0,no,no,cellular,11,aug,150.0,2.0,112.0,1,success,0
id_2836,38.0,blue-collar,married,primary,no,390.0,yes,no,cellular,17,apr,215.0,1.0,,0,unknown,0
id_5199,24.0,technician,divorced,tertiary,no,-74.0,no,yes,unknown,1,jul,1992.0,2.0,,0,unknown,0
id_39198,33.0,blue-collar,single,tertiary,no,1832.0,no,no,cellular,14,oct,192.0,1.0,91.0,11,failure,0
id_25162,28.0,admin.,single,secondary,no,43.0,yes,no,cellular,14,may,73.0,1.0,370.0,2,failure,0
id_22320,39.0,blue-collar,married,primary,no,4593.0,yes,no,cellular,12,may,344.0,1.0,,0,unknown,0
id_9818,33.0,technician,married,secondary,no,-1.0,yes,yes,telephone,13,aug,66.0,2.0,,0,unknown,0
id_18096,25.0,student,single,tertiary,no,2185.0,yes,no,cellular,12,may,37.0,1.0,292.0,1,other,0
id_12456,52.0,self-employed,divorced,tertiary,no,-3.0,yes,yes,cellular,29,jan,305.0,3.0,,0,unknown,0
id_34022,40.0,entrepreneur,married,secondary,no,555.0,yes,no,cellular,17,jul,302.0,1.0,,0,unknown,0
id_13473,51.0,blue-collar,married,primary,no,2.0,yes,yes,cellular,7,may,252.0,1.0,,0,unknown,0
id_18076,54.0,unknown,married,tertiary,no,14.0,no,no,cellular,7,aug,158.0,2.0,,0,unknown,0
id_43784,44.0,management,single,tertiary,no,5698.0,yes,no,cellular,18,nov,156.0,2.0,193.0,2,failure,0
id_31002,54.0,technician,single,tertiary,no,-699.0,yes,no,cellular,8,may,111.0,3.0,,0,unknown,0
id_28039,55.0,admin.,married,secondary,no,6009.0,yes,no,cellular,8,may,692.0,1.0,323.0,6,failure,1
id_35399,30.0,entrepreneur,married,primary,no,497.0,yes,yes,cellular,6,may,310.0,2.0,,0,unknown,0
id_36571,51.0,technician,married,secondary,no,3966.0,no,yes,cellular,29,jul,77.0,3.0,,0,unknown,0
id_5471,59.0,management,married,tertiary,no,2323.0,yes,no,unknown,15,may,121.0,32.0,,0,unknown,0
id_43967,50.0,admin.,married,tertiary,no,6576.0,no,no,cellular,8,jun,153.0,3.0,,0,unknown,1
id_16323,45.0,management,married,tertiary,no,-1.0,no,no,cellular,20,aug,134.0,2.0,,0,unknown,0
id_35470,37.0,blue-collar,divorced,primary,no,25.0,yes,no,unknown,9,may,602.0,1.0,,0,unknown,0
id_24034,52.0,management,married,secondary,yes,421.0,no,no,cellular,20,nov,39.0,5.0,,0,unknown,0
id_35967,20.0,student,single,primary,no,608.0,no,no,cellular,13,nov,228.0,1.0,93.0,1,success,1
id_12242,32.0,management,married,tertiary,no,793.0,yes,yes,cellular,9,jul,1027.0,1.0,,0,unknown,1
id_42094,38.0,management,married,tertiary,no,761.0,yes,no,cellular,11,may,863.0,7.0,300.0,2,other,1
id_27488,60.0,admin.,married,secondary,no,1918.0,yes,no,cellular,20,apr,49.0,1.0,287.0,3,failure,0
id_20380,54.0,management,married,tertiary,no,504.0,yes,yes,cellular,5,may,210.0,1.0,169.0,3,failure,0
id_2328,41.0,services,married,secondary,no,3166.0,yes,no,cellular,15,may,43.0,1.0,368.0,2,failure,0
id_30063,43.0,blue-collar,married,primary,no,188.0,no,no,unknown,20,jun,538.0,2.0,,0,unknown,0
id_31858,53.0,services,married,secondary,no,-630.0,yes,yes,cellular,31,jul,289.0,5.0,,0,unknown,0
id_36050,43.0,technician,married,unknown,no,-1137.0,yes,yes,unknown,4,jun,77.0,1.0,,0,unknown,0
id_9721,50.0,admin.,married,secondary,no,-3.0,no,no,cellular,8,aug,171.0,6.0,,0,unknown,0
id_2326,40.0,technician,married,secondary,no,169.0,no,no,cellular,14,aug,149.0,2.0,,0,unknown,0
id_43445,37.0,management,married,tertiary,no,946.0,yes,no,cellular,13,may,548.0,2.0,265.0,4,other,0
id_16177,33.0,blue-collar,married,secondary,no,22.0,yes,yes,unknown,8,may,113.0,3.0,,0,unknown,0
id_28227,61.0,admin.,divorced,tertiary,no,42.0,no,no,cellular,11,jul,64.0,1.0,,0,unknown,0
id_40645,28.0,management,single,tertiary,no,677.0,yes,no,cellular,7,may,85.0,1.0,,0,unknown,0
id_29055,20.0,student,single,unknown,no,32.0,no,no,telephone,21,aug,89.0,2.0,,0,unknown,0
id_23454,23.0,services,single,secondary,no,90.0,yes,no,unknown,16,may,386.0,2.0,,0,unknown,0
id_28337,36.0,technician,divorced,secondary,no,903.0,yes,no,cellular,4,may,314.0,3.0,90.0,1,success,1
id_37981,27.0,self-employed,single,tertiary,no,457.0,yes,no,cellular,17,jul,126.0,1.0,,0,unknown,0
id_9604,60.0,blue-collar,divorced,primary,no,1299.0,no,no,cellular,12,aug,73.0,1.0,,0,unknown,0
id_4041,56.0,management,divorced,secondary,no,-3.0,yes,yes,unknown,12,may,161.0,6.0,,0,unknown,0
id_36204,58.0,self-employed,married,secondary,no,2105.0,no,no,cellular,21,aug,92.0,6.0,,0,unknown,0
id_17606,31.0,admin.,married,secondary,no,0.0,yes,yes,unknown,6,may,126.0,2.0,,0,unknown,0
id_34389,38.0,technician,single,secondary,no,58.0,yes,no,cellular,13,may,123.0,1.0,359.0,8,failure,0
id_11805,42.0,services,single,secondary,no,1547.0,yes,no,cellular,12,may,100.0,2.0,173.0,1,success,0
id_15336,34.0,student,single,tertiary,no,251.0,yes,no,unknown,29,may,559.0,13.0,,0,unknown,0
id_25818,67.0,retired,married,tertiary,no,15838.0,no,no,telephone,1,oct,81.0,1.0,,0,unknown,0
id_33667,33.0,blue-collar,single,primary,no,23.0,yes,no,unknown,21,may,88.0,14.0,,0,unknown,0
id_42869,37.0,entrepreneur,married,tertiary,no,7961.0,yes,no,cellular,9,apr,288.0,2.0,140.0,2,failure,0
id_40002,27.0,technician,single,secondary,no,6548.0,no,no,cellular,10,mar,80.0,1.0,,0,unknown,0
id_15479,28.0,services,single,secondary,no,275.0,yes,no,unknown,20,may,1879.0,2.0,,0,unknown,1
id_36687,37.0,self-employed,married,secondary,no,218.0,yes,no,cellular,14,may,105.0,2.0,175.0,2,failure,0
id_9141,46.0,management,married,secondary,no,177.0,yes,no,cellular,8,may,168.0,1.0,,0,unknown,0
id_39161,51.0,housemaid,divorced,primary,no,1696.0,no,no,unknown,20,jun,143.0,1.0,,0,unknown,0
id_29265,38.0,blue-collar,married,secondary,no,1050.0,yes,no,cellular,4,feb,64.0,1.0,,0,unknown,0
id_19871,34.0,management,married,tertiary,no,497.0,no,no,cellular,2,feb,272.0,1.0,,0,unknown,0
id_876,35.0,self-employed,married,tertiary,no,-1.0,yes,no,cellular,19,nov,137.0,2.0,,0,unknown,0
id_2702,46.0,technician,married,tertiary,yes,-809.0,yes,yes,cellular,21,nov,100.0,2.0,158.0,25,failure,0
id_31225,39.0,technician,married,secondary,no,820.0,yes,yes,unknown,21,may,75.0,1.0,,0,unknown,0
id_23578,48.0,unemployed,married,primary,no,1246.0,yes,no,cellular,6,feb,657.0,2.0,,0,unknown,0
id_16673,39.0,management,married,tertiary,no,1189.0,yes,yes,cellular,5,jun,86.0,2.0,123.0,1,failure,0
id_33881,,management,married,tertiary,no,-765.0,yes,yes,cellular,11,jul,361.0,2.0,,0,unknown,0
id_40702,49.0,management,married,tertiary,no,1175.0,yes,no,cellular,7,may,114.0,2.0,,0,unknown,0
id_7518,52.0,housemaid,married,secondary,no,1951.0,no,yes,cellular,28,jul,430.0,4.0,,0,unknown,0
id_39415,29.0,services,married,secondary,no,4.0,yes,no,unknown,6,may,84.0,3.0,,0,unknown,0
id_4874,49.0,technician,married,tertiary,no,643.0,yes,no,cellular,20,apr,229.0,1.0,,0,unknown,0
id_23215,57.0,management,divorced,tertiary,no,671.0,no,no,cellular,28,aug,24.0,6.0,,0,unknown,0
id_36547,39.0,blue-collar,divorced,secondary,no,1117.0,yes,no,cellular,17,apr,618.0,1.0,,0,unknown,0
id_29114,37.0,housemaid,married,secondary,no,948.0,no,no,cellular,30,jan,33.0,6.0,232.0,3,other,0
id_44297,52.0,admin.,divorced,secondary,no,368.0,no,yes,cellular,2,feb,133.0,2.0,,0,unknown,0
id_16808,29.0,management,married,secondary,no,1060.0,no,no,telephone,20,nov,54.0,1.0,,0,unknown,0
id_35961,41.0,admin.,married,secondary,no,9.0,no,no,cellular,2,feb,191.0,1.0,,0,unknown,0
id_16398,26.0,blue-collar,single,secondary,no,-48.0,yes,no,unknown,20,jun,369.0,7.0,,0,unknown,0
id_36638,36.0,admin.,divorced,secondary,no,3747.0,yes,no,unknown,20,may,110.0,1.0,,0,unknown,0
id_20849,33.0,management,single,tertiary,no,4547.0,yes,no,unknown,2,jun,236.0,5.0,,0,unknown,0
id_32428,69.0,retired,married,unknown,no,853.0,no,no,cellular,15,apr,109.0,1.0,,0,unknown,0
id_1521,35.0,management,single,tertiary,no,337.0,no,no,cellular,21,nov,0.0,6.0,,0,unknown,0
id_14557,49.0,entrepreneur,married,unknown,no,674.0,yes,yes,cellular,14,may,218.0,2.0,364.0,3,failure,0
id_34927,,blue-collar,married,secondary,no,-273.0,yes,no,unknown,27,may,293.0,2.0,,0,unknown,0
id_8290,49.0,blue-collar,married,secondary,no,7118.0,no,yes,telephone,20,nov,889.0,3.0,,0,unknown,1
id_15908,33.0,services,single,secondary,no,340.0,yes,,cellular,15,may,112.0,5.0,366.0,7,other,0
id_7942,30.0,entrepreneur,single,unknown,no,296.0,yes,no,cellular,4,feb,371.0,1.0,,0,unknown,0
id_6989,36.0,services,single,secondary,no,2219.0,no,no,cellular,17,nov,494.0,3.0,,0,unknown,0
id_14245,47.0,blue-collar,married,secondary,no,118.0,yes,no,cellular,13,may,84.0,1.0,,0,unknown,0
id_22791,39.0,technician,married,secondary,no,-378.0,yes,no,cellular,5,feb,351.0,1.0,253.0,2,failure,0
id_36081,49.0,blue-collar,married,secondary,no,1799.0,yes,no,cellular,27,nov,93.0,2.0,99.0,1,failure,0
id_22702,44.0,admin.,divorced,secondary,no,296.0,yes,no,unknown,6,jun,92.0,2.0,,0,unknown,0
id_38307,25.0,services,single,secondary,no,-71.0,yes,no,unknown,30,jun,98.0,9.0,,0,unknown,0
id_40635,43.0,admin.,married,secondary,no,874.0,no,yes,cellular,27,aug,262.0,6.0,,0,unknown,0
id_19617,61.0,retired,married,secondary,no,1524.0,yes,yes,unknown,14,may,1117.0,2.0,,0,unknown,1
id_32044,43.0,services,married,secondary,no,25.0,yes,no,cellular,21,nov,164.0,1.0,197.0,3,failure,0
id_25835,40.0,management,married,tertiary,no,21.0,no,no,cellular,18,nov,449.0,2.0,,0,unknown,0
id_6624,28.0,admin.,single,secondary,no,86.0,yes,no,unknown,5,may,230.0,1.0,,0,unknown,0
id_15010,33.0,management,single,tertiary,no,621.0,yes,no,unknown,3,jun,112.0,4.0,,0,unknown,0
id_16892,54.0,admin.,divorced,secondary,no,1150.0,yes,no,unknown,5,may,406.0,1.0,,0,unknown,0
id_3454,38.0,entrepreneur,married,secondary,no,33.0,no,no,cellular,30,apr,441.0,1.0,,0,unknown,1
id_29184,47.0,blue-collar,married,secondary,no,39.0,yes,no,unknown,19,may,122.0,5.0,,0,unknown,0
id_721,51.0,management,married,tertiary,no,1454.0,no,no,cellular,25,aug,323.0,7.0,,0,unknown,0
id_10115,31.0,technician,married,tertiary,no,-1.0,yes,yes,cellular,23,jul,215.0,1.0,,0,unknown,0
id_30087,26.0,technician,single,secondary,no,1133.0,yes,no,unknown,12,may,392.0,3.0,,0,unknown,0
id_14139,31.0,technician,married,tertiary,no,1.0,yes,yes,unknown,13,may,148.0,2.0,,0,unknown,0
id_37542,53.0,technician,married,secondary,no,990.0,no,no,unknown,9,jun,122.0,1.0,,0,unknown,0
id_19713,27.0,admin.,single,secondary,no,121.0,no,no,cellular,6,oct,54.0,1.0,63.0,7,failure,0
id_35753,39.0,admin.,single,secondary,no,782.0,yes,no,cellular,5,may,558.0,4.0,47.0,11,other,0
id_40505,45.0,blue-collar,married,secondary,no,1591.0,yes,no,unknown,14,may,758.0,1.0,,0,unknown,1
id_2982,47.0,blue-collar,married,primary,no,158.0,yes,no,cellular,7,may,914.0,3.0,,0,unknown,0
id_45085,33.0,management,married,tertiary,no,8930.0,no,no,cellular,11,mar,134.0,1.0,,0,unknown,1
id_13625,43.0,management,single,tertiary,no,1083.0,no,no,unknown,14,may,133.0,1.0,,0,unknown,0
id_30207,54.0,management,divorced,tertiary,no,5.0,no,no,unknown,1,jul,45.0,1.0,,0,unknown,0
id_29984,60.0,retired,married,secondary,no,,yes,no,unknown,15,may,165.0,2.0,,0,unknown,0
id_29808,45.0,technician,married,secondary,no,299.0,no,no,cellular,28,jan,213.0,2.0,,0,unknown,0
id_28937,18.0,student,single,secondary,no,212.0,no,no,cellular,21,aug,232.0,4.0,183.0,1,other,1
id_30380,40.0,blue-collar,married,secondary,no,166.0,no,yes,cellular,2,feb,162.0,1.0,,0,unknown,0
id_3702,39.0,technician,married,secondary,no,3662.0,no,no,cellular,11,aug,229.0,3.0,,0,unknown,0
id_34349,40.0,technician,married,secondary,no,978.0,no,no,cellular,29,jul,74.0,2.0,,0,unknown,0
id_19074,35.0,entrepreneur,married,secondary,no,454.0,yes,no,cellular,20,nov,73.0,1.0,,0,unknown,0
id_39847,33.0,management,married,tertiary,no,724.0,no,no,cellular,18,aug,111.0,7.0,,0,unknown,0
id_42481,57.0,management,divorced,tertiary,no,-77.0,yes,yes,unknown,6,may,280.0,1.0,,0,unknown,0
id_1325,58.0,retired,married,primary,no,1534.0,no,no,telephone,6,feb,282.0,3.0,,0,unknown,0
id_15245,31.0,blue-collar,single,secondary,no,-219.0,yes,no,unknown,30,may,,2.0,,0,unknown,0
id_22650,48.0,blue-collar,married,secondary,no,5055.0,yes,no,unknown,19,may,27.0,2.0,,0,unknown,0
id_45014,56.0,unemployed,married,primary,no,3371.0,no,no,telephone,21,nov,123.0,1.0,,0,unknown,0
id_2019,57.0,retired,married,secondary,no,515.0,yes,no,unknown,3,jun,404.0,3.0,,0,unknown,0
id_7008,56.0,retired,married,primary,no,5.0,no,no,cellular,7,aug,432.0,3.0,,0,unknown,0
id_14320,57.0,technician,married,unknown,no,4743.0,yes,no,unknown,23,may,270.0,3.0,,0,unknown,0
id_23628,61.0,unknown,married,unknown,no,7340.0,no,no,cellular,4,aug,125.0,1.0,,0,unknown,0
id_7895,29.0,admin.,married,secondary,no,950.0,yes,no,unknown,26,may,329.0,2.0,,0,unknown,0
id_38428,49.0,housemaid,married,primary,no,1100.0,no,no,unknown,20,jun,186.0,3.0,,0,unknown,0
id_22073,47.0,technician,divorced,secondary,no,222.0,no,no,cellular,6,aug,516.0,5.0,,0,unknown,0
id_1792,50.0,services,married,primary,no,-166.0,no,yes,cellular,28,jul,85.0,4.0,,0,unknown,0
id_42969,45.0,admin.,single,secondary,no,9321.0,no,yes,unknown,9,jun,115.0,1.0,,0,unknown,0
id_29778,29.0,admin.,divorced,secondary,no,1609.0,yes,yes,unknown,13,may,106.0,1.0,,0,unknown,0
id_27993,34.0,blue-collar,married,primary,no,84.0,no,yes,telephone,8,jul,335.0,4.0,,0,unknown,0
id_37809,20.0,student,single,secondary,no,1233.0,no,no,cellular,15,feb,387.0,1.0,91.0,1,success,1
id_10479,32.0,unknown,married,secondary,no,338.0,no,no,cellular,11,aug,570.0,7.0,,0,unknown,0
