wind_speed,wind_direction,dew_point,temperature,clouds_all,air_pollution_index,year,day,month,dayofweek,hour
1,302,7,1.06,64,59,2013,3,12,1,1
1,302,5,1.29,64,126,2013,3,12,1,2
5,282,1,1.29,64,36,2013,3,12,1,2
1,302,8,1.29,64,200,2013,3,12,1,3
1,302,2,1.29,64,172,2013,3,12,1,3
1,302,4,1.29,64,15,2013,3,12,1,4
1,302,9,1.29,64,200,2013,3,12,1,4
1,302,3,1.35,64,27,2013,3,12,1,5
0,246,7,1.35,64,168,2013,3,12,1,5
4,260,5,1.41,64,153,2013,3,12,1,6
4,271,2,1.41,64,204,2013,3,12,1,6
3,240,5,1.21,64,239,2013,3,12,1,7
3,240,9,1.21,64,199,2013,3,12,1,7
2,240,7,1.21,64,189,2013,3,12,1,7
2,250,6,1.21,64,142,2013,3,12,1,7
2,250,4,1.29,64,217,2013,3,12,1,8
3,270,4,1.29,64,154,2013,3,12,1,8
2,240,8,1.21,64,168,2013,3,12,1,9
1,250,1,1.21,64,281,2013,3,12,1,9
2,250,5,1.27,64,30,2013,3,12,1,10
2,240,5,1.27,64,178,2013,3,12,1,10
3,294,4,1.27,64,297,2013,3,12,1,11
1,302,1,1.27,64,290,2013,3,12,1,11
3,240,3,1.27,64,73,2013,3,12,1,11
3,280,5,1.24,90,238,2013,3,12,1,12
1,302,9,1.24,90,111,2013,3,12,1,12
1,302,9,1.24,90,256,2013,3,12,1,12
3,250,9,1.15,64,101,2013,3,12,1,13
1,232,3,1.15,64,145,2013,3,12,1,13
3,280,8,1.15,64,10,2013,3,12,1,13
5,270,8,1.15,64,255,2013,3,12,1,13
4,270,4,1.15,64,249,2013,3,12,1,13
3,260,8,0.85,64,281,2013,3,12,1,14
3,260,5,0.85,64,151,2013,3,12,1,14
3,270,5,0.85,64,14,2013,3,12,1,14
2,260,1,0.85,64,286,2013,3,12,1,14
1,230,1,0.85,64,66,2013,3,12,1,14
1,230,8,1.17,90,148,2013,3,12,1,15
2,240,9,1.17,90,130,2013,3,12,1,15
2,250,1,1.17,90,186,2013,3,12,1,15
2,230,3,0.87,64,170,2013,3,12,1,16
2,230,9,0.87,64,161,2013,3,12,1,16
2,240,9,0.87,64,47,2013,3,12,1,16
1,302,3,0.78,64,59,2013,3,12,1,17
2,210,5,0.78,64,244,2013,3,12,1,18
2,210,4,1,90,98,2013,3,12,1,19
2,240,2,1,90,73,2013,3,12,1,19
2,271,2,1,90,218,2013,3,12,1,19
1,302,9,1,90,234,2013,3,12,1,20
3,250,4,1,90,176,2013,3,12,1,20
2,230,8,1,90,211,2013,3,12,1,21
3,224,3,1,90,151,2013,3,12,1,21
2,190,8,0.12,64,87,2013,3,12,1,23
1,302,7,-0.18,64,19,2013,4,12,2,0
1,210,4,-0.18,64,257,2013,4,12,2,0
1,302,7,-0.89,64,53,2013,4,12,2,1
1,302,5,-1.07,64,118,2013,4,12,2,2
1,302,1,-1.12,64,197,2013,4,12,2,3
1,210,4,-1.12,64,79,2013,4,12,2,3
1,302,5,-1.3,90,241,2013,4,12,2,4
1,302,5,-1.3,90,40,2013,4,12,2,4
1,302,1,-1.57,64,195,2013,4,12,2,5
1,302,4,-1.57,64,180,2013,4,12,2,5
1,302,3,-1.97,64,118,2013,4,12,2,6
1,302,4,-1.97,64,106,2013,4,12,2,6
1,302,8,-1.85,64,47,2013,4,12,2,7
1,302,8,-1.85,64,273,2013,4,12,2,7
1,302,6,-1.85,64,299,2013,4,12,2,8
3,90,9,-1.85,64,154,2013,4,12,2,8
1,302,9,-1.85,64,26,2013,4,12,2,8
1,302,4,-1.62,90,103,2013,4,12,2,9
4,70,4,-1.62,90,62,2013,4,12,2,9
1,302,7,-1.62,90,118,2013,4,12,2,9
1,302,7,-1.7,90,66,2013,4,12,2,10
2,90,5,-1.7,90,157,2013,4,12,2,10
1,302,5,-1.7,90,70,2013,4,12,2,10
1,302,1,-1.7,90,34,2013,4,12,2,10
1,302,1,-1.55,64,87,2013,4,12,2,11
1,302,5,-1.55,64,36,2013,4,12,2,11
1,302,6,-1.55,64,108,2013,4,12,2,11
1,100,2,-1.73,64,37,2013,4,12,2,12
1,302,4,-1.73,64,143,2013,4,12,2,12
1,302,3,-1.7,64,232,2013,4,12,2,13
1,190,3,-1.7,64,198,2013,4,12,2,13
1,250,5,-1.85,64,270,2013,4,12,2,14
1,302,7,-1.85,64,276,2013,4,12,2,14
1,302,2,-1.71,64,244,2013,4,12,2,15
1,302,1,-1.71,64,49,2013,4,12,2,15
1,302,1,-1.65,90,123,2013,4,12,2,16
5,290,1,-1.65,90,176,2013,4,12,2,16
6,260,6,-1.65,90,119,2013,4,12,2,16
6,270,9,-2.03,64,29,2013,4,12,2,17
5,270,2,-2.03,64,239,2013,4,12,2,17
5,270,2,-2.03,64,278,2013,4,12,2,17
6,250,9,-2.27,64,85,2013,4,12,2,18
4,276,8,-2.27,64,274,2013,4,12,2,18
1,302,6,-3.2,90,125,2013,4,12,2,19
1,302,3,-4.54,90,12,2013,4,12,2,20
3,210,8,-5.14,64,20,2013,4,12,2,21
2,220,3,-7.37,64,270,2013,4,12,2,22
2,170,7,-8.69,64,161,2013,4,12,2,23
3,180,3,-10.19,64,207,2013,5,12,3,0
3,180,2,-11.53,64,91,2013,5,12,3,1
3,190,6,-12.57,90,134,2013,5,12,3,2
5,190,7,-13.13,64,239,2013,5,12,3,3
3,246,3,-13.89,64,143,2013,5,12,3,4
1,302,3,-13.79,64,95,2013,5,12,3,5
1,302,9,-14.03,64,52,2013,5,12,3,6
1,302,8,-14.78,64,213,2013,5,12,3,7
1,302,4,-15.12,64,290,2013,5,12,3,8
2,170,1,-15.43,64,27,2013,5,12,3,9
1,302,3,-15.2,20,200,2013,5,12,3,10
1,302,3,-14.6,64,232,2013,5,12,3,11
1,302,5,-14.07,40,266,2013,5,12,3,12
1,302,8,-13.7,64,24,2013,5,12,3,13
1,302,3,-13.62,64,191,2013,5,12,3,14
1,302,6,-13.78,64,43,2013,5,12,3,15
1,302,3,-14.32,64,189,2013,5,12,3,16
1,302,5,-15.97,64,11,2013,5,12,3,17
1,302,3,-16.43,64,160,2013,5,12,3,19
1,302,2,-16.91,64,119,2013,5,12,3,20
1,302,6,-17.2,64,115,2013,5,12,3,21
1,302,5,-17.54,1,264,2013,5,12,3,22
1,302,8,-18.96,1,23,2013,6,12,4,0
1,302,3,-20.02,1,282,2013,6,12,4,1
1,302,5,-20.26,1,153,2013,6,12,4,2
1,302,7,-20.52,1,216,2013,6,12,4,3
1,302,4,-21.52,1,116,2013,6,12,4,4
1,302,6,-21.21,1,256,2013,6,12,4,5
1,302,4,-21.41,1,232,2013,6,12,4,6
1,302,5,-22.34,1,277,2013,6,12,4,7
1,302,4,-21.27,5,234,2013,6,12,4,8
4,300,3,-21.27,5,84,2013,6,12,4,8
5,300,7,-20.24,1,52,2013,6,12,4,9
3,290,3,-18.34,64,142,2013,6,12,4,11
3,290,7,-17.37,5,292,2013,6,12,4,12
3,290,5,-16.62,5,65,2013,6,12,4,13
4,290,6,-16.31,64,217,2013,6,12,4,14
3,304,4,-16.18,64,236,2013,6,12,4,15
1,302,8,-18.07,1,113,2013,6,12,4,16
2,260,9,-18.71,64,77,2013,6,12,4,17
3,250,9,-20.35,1,259,2013,6,12,4,18
3,268,3,-21,1,100,2013,6,12,4,19
0,256,5,-22,1,280,2013,6,12,4,20
1,269,8,-22.01,1,35,2013,6,12,4,21
4,250,9,-22.01,1,216,2013,6,12,4,22
1,292,1,-22.52,1,261,2013,6,12,4,23
2,200,8,-23.27,1,19,2013,7,12,5,0
1,190,6,-23.52,1,107,2013,7,12,5,1
1,180,5,-24.02,1,111,2013,7,12,5,2
3,200,9,-24.26,1,145,2013,7,12,5,3
4,220,6,-24.52,1,230,2013,7,12,5,4
3,170,9,-23.52,75,41,2013,7,12,5,5
2,255,9,-24.42,75,286,2013,7,12,5,6
1,302,1,-25.03,75,105,2013,7,12,5,7
3,153,7,-24.99,1,277,2013,7,12,5,8
1,302,3,-23.32,1,185,2013,7,12,5,9
1,302,2,-21.32,1,112,2013,7,12,5,10
0,180,4,-18.9,64,196,2013,7,12,5,12
1,302,9,-18.52,64,46,2013,7,12,5,13
1,302,9,-17.69,5,219,2013,7,12,5,14
1,195,1,-18.05,40,264,2013,7,12,5,15
1,315,8,-19.69,40,140,2013,7,12,5,17
1,302,4,-20.69,1,107,2013,7,12,5,18
1,302,2,-21.01,1,42,2013,7,12,5,19
1,302,2,-23.04,1,45,2013,7,12,5,20
1,302,4,-22.79,1,246,2013,7,12,5,21
2,210,6,-23.03,1,12,2013,7,12,5,22
3,270,9,-21.67,1,140,2013,7,12,5,23
2,210,5,-22.54,1,229,2013,8,12,6,0
1,302,1,-21.8,1,191,2013,8,12,6,1
1,302,4,-20.18,40,37,2013,8,12,6,2
1,302,7,-17.97,64,35,2013,8,12,6,4
2,210,8,-17.58,64,166,2013,8,12,6,5
1,302,7,-17.21,64,19,2013,8,12,6,6
1,302,4,-17.21,64,118,2013,8,12,6,6
1,302,5,-16.94,64,105,2013,8,12,6,7
1,302,4,-16.94,64,155,2013,8,12,6,7
2,10,8,-16.23,64,190,2013,8,12,6,8
1,302,2,-16.23,64,219,2013,8,12,6,8
3,20,2,-16.23,64,154,2013,8,12,6,8
3,30,3,-15.8,90,58,2013,8,12,6,9
5,40,4,-15.8,90,163,2013,8,12,6,9
4,40,9,-15.8,90,270,2013,8,12,6,9
4,30,5,-15.1,64,53,2013,8,12,6,10
5,40,7,-15.1,64,245,2013,8,12,6,10
4,40,8,-15.1,64,130,2013,8,12,6,10
5,40,9,-13.78,64,257,2013,8,12,6,11
5,30,7,-12.98,90,16,2013,8,12,6,12
4,70,5,-12.98,90,29,2013,8,12,6,12
5,50,2,-12.27,64,193,2013,8,12,6,13
6,30,3,-11.88,64,209,2013,8,12,6,14
5,30,6,-11.43,90,263,2013,8,12,6,15
3,50,1,-11.56,64,254,2013,8,12,6,16
5,60,6,-12.81,64,73,2013,8,12,6,17
4,20,2,-12.81,64,162,2013,8,12,6,17
4,30,9,-12.3,64,26,2013,8,12,6,19
6,30,1,-12.65,64,48,2013,8,12,6,20
5,10,6,-12.65,64,162,2013,8,12,6,20
4,40,8,-12.65,64,48,2013,8,12,6,20
6,50,7,-12.46,90,196,2013,8,12,6,21
3,40,7,-12.46,90,247,2013,8,12,6,21
3,50,4,-12.36,64,281,2013,8,12,6,22
3,50,1,-12.36,64,166,2013,8,12,6,22
2,40,7,-12.36,64,240,2013,8,12,6,22
2,60,2,-12.46,64,203,2013,8,12,6,23
2,40,5,-12.46,64,259,2013,8,12,6,23
2,40,5,-12.34,90,275,2013,9,12,0,0
3,40,4,-12.34,90,11,2013,9,12,0,0
2,20,6,-12.62,90,150,2013,9,12,0,1
2,360,4,-12.62,90,191,2013,9,12,0,1
2,10,6,-14,64,11,2013,9,12,0,2
1,302,6,-14,64,179,2013,9,12,0,2
1,302,1,-14.06,64,279,2013,9,12,0,3
1,302,1,-14.06,64,58,2013,9,12,0,3
2,290,6,-15.1,64,294,2013,9,12,0,4
3,250,2,-15.1,64,288,2013,9,12,0,4
2,230,4,-16.68,64,288,2013,9,12,0,5
3,250,7,-17,90,281,2013,9,12,0,6
4,270,9,-18.96,40,53,2013,9,12,0,7
4,290,6,-20.53,40,69,2013,9,12,0,8
4,290,6,-19.01,40,208,2013,9,12,0,10
8,290,3,-18.35,40,118,2013,9,12,0,11
5,280,4,-18.11,64,74,2013,9,12,0,13
5,280,8,-17.71,64,182,2013,9,12,0,14
4,270,4,-17.95,64,107,2013,9,12,0,15
6,290,1,-19,64,138,2013,9,12,0,16
4,300,4,-20.35,64,277,2013,9,12,0,17
4,300,3,-21.02,64,96,2013,9,12,0,18
4,290,1,-20.35,64,98,2013,9,12,0,19
4,300,9,-19.79,5,238,2013,9,12,0,20
4,300,5,-19.51,75,139,2013,9,12,0,21
4,310,5,-17.21,64,141,2013,9,12,0,23
5,320,5,-16.17,64,262,2013,10,12,1,1
5,320,9,-15.29,64,119,2013,10,12,1,2
5,340,5,-15.29,64,224,2013,10,12,1,2
4,350,3,-13.75,90,213,2013,10,12,1,3
3,350,7,-13.75,90,33,2013,10,12,1,3
2,330,7,-12.91,64,102,2013,10,12,1,4
2,310,4,-12.91,64,178,2013,10,12,1,4
2,310,7,-12.56,64,37,2013,10,12,1,5
2,350,9,-12.56,64,199,2013,10,12,1,5
1,350,5,-13.85,64,275,2013,10,12,1,6
1,330,4,-13.85,64,294,2013,10,12,1,6
1,302,2,-13.85,64,72,2013,10,12,1,6
1,10,9,-15.81,64,96,2013,10,12,1,7
1,20,1,-17.09,64,16,2013,10,12,1,8
1,302,8,-17.78,64,164,2013,10,12,1,9
1,302,7,-17.16,64,29,2013,10,12,1,10
1,60,4,-16.33,64,261,2013,10,12,1,11
1,80,9,-15.87,64,59,2013,10,12,1,12
3,90,5,-15,64,198,2013,10,12,1,13
3,140,3,-14.39,64,76,2013,10,12,1,14
3,140,2,-14.22,64,211,2013,10,12,1,15
2,130,4,-14.48,64,108,2013,10,12,1,16
1,120,1,-14.46,64,158,2013,10,12,1,17
3,130,6,-14.19,64,169,2013,10,12,1,19
2,130,5,-13.49,64,175,2013,10,12,1,20
1,145,8,-12.36,64,37,2013,10,12,1,21
1,135,2,-12.68,64,197,2013,10,12,1,22
0,180,1,-13.59,64,207,2013,10,12,1,23
0,180,9,-15.24,64,218,2013,11,12,2,0
0,202,8,-19.17,1,275,2013,11,12,2,1
4,210,2,-20.27,1,267,2013,11,12,2,2
2,251,1,-21.01,1,266,2013,11,12,2,3
0,292,5,-22.01,1,242,2013,11,12,2,4
1,302,8,-22.52,1,213,2013,11,12,2,5
1,302,7,-22.76,1,82,2013,11,12,2,6
1,246,5,-24,64,22,2013,11,12,2,8
1,190,7,-22.32,64,80,2013,11,12,2,9
1,302,8,-20.06,64,10,2013,11,12,2,10
4,200,2,-18.07,64,168,2013,11,12,2,12
2,235,7,-17.56,64,225,2013,11,12,2,13
1,270,2,-17.58,5,204,2013,11,12,2,14
1,270,6,-17.45,64,13,2013,11,12,2,15
1,315,8,-19.6,64,262,2013,11,12,2,16
0,292,3,-20.67,64,293,2013,11,12,2,17
1,302,7,-21,64,39,2013,11,12,2,18
4,270,8,-20.78,75,115,2013,11,12,2,19
3,315,7,-19.76,90,131,2013,11,12,2,20
3,293,6,-18.75,90,205,2013,11,12,2,21
3,270,2,-18.04,64,212,2013,11,12,2,23
2,276,5,-17.59,64,269,2013,12,12,3,0
3,273,2,-16.97,64,276,2013,12,12,3,1
3,270,7,-16.02,64,250,2013,12,12,3,2
4,270,3,-15.51,64,62,2013,12,12,3,3
4,293,6,-15.97,64,133,2013,12,12,3,4
3,270,8,-15.93,64,97,2013,12,12,3,5
3,292,4,-15.38,64,253,2013,12,12,3,6
5,315,1,-15.05,64,54,2013,12,12,3,7
5,315,9,-14.23,64,73,2013,12,12,3,8
5,315,2,-15.71,64,195,2013,12,12,3,9
2,286,1,-12.74,64,22,2013,12,12,3,10
1,280,4,-11.49,64,218,2013,12,12,3,11
1,275,6,-10,64,61,2013,12,12,3,12
1,275,2,-8.76,75,116,2013,12,12,3,13
1,302,7,-9.32,64,18,2013,12,12,3,14
1,302,4,-8.67,64,121,2013,12,12,3,15
1,302,7,-8.67,64,129,2013,12,12,3,16
1,302,2,-9.33,64,76,2013,12,12,3,17
1,302,6,-8.53,90,91,2013,12,12,3,18
1,302,6,-9,64,211,2013,12,12,3,19
0,180,2,-8.53,90,194,2013,12,12,3,20
1,135,2,-9.01,90,166,2013,12,12,3,21
1,302,4,-10,90,125,2013,12,12,3,22
3,90,3,-10,90,123,2013,12,12,3,23
4,90,1,-9.72,64,142,2013,13,12,4,0
1,96,9,-9.83,90,257,2013,13,12,4,1
5,90,8,-9.39,90,120,2013,13,12,4,2
1,167,6,-9.83,90,241,2013,13,12,4,3
0,315,8,-10.21,75,68,2013,13,12,4,4
4,197,9,-10.41,90,270,2013,13,12,4,5
3,214,2,-10.61,90,59,2013,13,12,4,6
1,270,9,-11,64,280,2013,13,12,4,7
1,302,7,-12.02,64,112,2013,13,12,4,8
1,315,6,-11.48,64,161,2013,13,12,4,9
1,302,9,-10.61,90,30,2013,13,12,4,10
1,261,2,-11.28,90,267,2013,13,12,4,11
2,221,1,-11.69,64,220,2013,13,12,4,12
1,302,8,-11.48,64,91,2013,13,12,4,13
1,302,5,-11.76,90,19,2013,13,12,4,14
1,302,6,-11.55,90,174,2013,13,12,4,15
1,302,3,-12.35,64,160,2013,13,12,4,16
1,302,9,-11.78,90,182,2013,13,12,4,17
1,302,8,-12.02,64,74,2013,13,12,4,18
1,302,7,-12.27,64,259,2013,13,12,4,19
1,302,2,-12.02,90,127,2013,13,12,4,20
2,0,1,-12.01,90,143,2013,13,12,4,21
1,0,5,-12,90,27,2013,13,12,4,22
2,23,1,-12,90,264,2013,13,12,4,22
2,0,2,-12.51,90,177,2013,13,12,4,23
3,25,9,-12.51,90,26,2013,13,12,4,23
1,315,8,-12.5,90,19,2013,14,12,5,0
2,0,3,-12.5,90,239,2013,14,12,5,0
1,23,1,-12.58,90,40,2013,14,12,5,1
2,45,9,-12.58,90,224,2013,14,12,5,1
4,33,2,-12.67,90,160,2013,14,12,5,2
2,0,4,-12.29,90,54,2013,14,12,5,3
4,0,1,-12.29,90,216,2013,14,12,5,4
3,20,4,-12.29,90,148,2013,14,12,5,4
4,10,5,-12.58,90,278,2013,14,12,5,5
2,72,5,-12.58,90,223,2013,14,12,5,5
0,135,8,-13,90,171,2013,14,12,5,6
2,45,1,-12.76,90,212,2013,14,12,5,7
3,26,7,-12.76,90,19,2013,14,12,5,7
0,292,2,-13.01,90,85,2013,14,12,5,8
2,45,4,-12.81,90,243,2013,14,12,5,9
1,22,9,-12.01,75,242,2013,14,12,5,10
0,225,5,-11.15,40,235,2013,14,12,5,11
1,9,8,-10.63,90,226,2013,14,12,5,12
1,0,1,-11,64,13,2013,14,12,5,13
1,0,4,-11.01,64,158,2013,14,12,5,14
0,337,7,-11.24,64,198,2013,14,12,5,15
1,0,1,-12.02,90,103,2013,14,12,5,16
1,45,8,-12.34,90,47,2013,14,12,5,17
3,360,7,-13.32,90,85,2013,14,12,5,18
2,337,5,-14.61,90,98,2013,14,12,5,19
0,315,5,-15.84,90,284,2013,14,12,5,20
1,0,1,-16.2,1,11,2013,14,12,5,21
1,302,6,-17.76,1,159,2013,14,12,5,22
1,302,9,-18.77,1,103,2013,14,12,5,23
1,302,6,-19.01,1,109,2013,15,12,6,0
1,302,2,-18.76,75,268,2013,15,12,6,1
1,315,9,-18.76,75,288,2013,15,12,6,2
1,302,7,-18.5,90,13,2013,15,12,6,3
1,302,6,-18.25,90,87,2013,15,12,6,4
1,302,7,-18,90,207,2013,15,12,6,5
1,302,9,-17.76,90,174,2013,15,12,6,6
1,302,7,-19.03,75,16,2013,15,12,6,7
1,302,8,-18.77,75,10,2013,15,12,6,8
1,302,6,-19.04,64,97,2013,15,12,6,9
1,302,6,-19.04,64,189,2013,15,12,6,10
1,341,6,-18.35,64,19,2013,15,12,6,11
1,270,1,-18.02,64,143,2013,15,12,6,12
1,302,5,-17.35,64,119,2013,15,12,6,13
1,302,7,-17.35,64,134,2013,15,12,6,14
0,315,1,-18.35,64,216,2013,15,12,6,15
1,302,2,-19.37,64,149,2013,15,12,6,16
1,302,7,-19.39,64,112,2013,15,12,6,17
1,302,9,-18.69,64,120,2013,15,12,6,18
1,302,8,-19.39,64,79,2013,15,12,6,19
1,302,3,-19.04,90,119,2013,15,12,6,20
0,90,2,-19.29,75,233,2013,15,12,6,21
1,270,7,-18.26,90,233,2013,15,12,6,22
1,302,7,-18.01,90,228,2013,15,12,6,23
1,329,1,-17.51,90,248,2013,16,12,0,0
1,45,9,-17.26,90,128,2013,16,12,0,1
1,315,1,-17.26,90,223,2013,16,12,0,2
4,10,9,-16.76,90,45,2013,16,12,0,3
2,5,1,-16.26,90,288,2013,16,12,0,4
1,0,6,-16.01,90,265,2013,16,12,0,5
1,0,3,-15.83,90,164,2013,16,12,0,6
2,315,2,-15.76,64,280,2013,16,12,0,8
1,0,7,-15.43,64,51,2013,16,12,0,9
1,0,9,-14.77,64,38,2013,16,12,0,10
1,321,4,-14.77,64,192,2013,16,12,0,10
1,0,4,-14.77,64,212,2013,16,12,0,10
1,312,4,-14.77,64,58,2013,16,12,0,10
1,338,3,-14.77,64,63,2013,16,12,0,10
1,302,8,-12.52,64,231,2013,16,12,0,11
1,308,4,-12.52,64,46,2013,16,12,0,11
2,315,9,-12.07,90,214,2013,16,12,0,12
1,315,4,-12.07,90,289,2013,16,12,0,12
1,338,2,-9.7,64,64,2013,16,12,0,14
1,0,2,-9.39,64,232,2013,16,12,0,15
1,343,6,-8.79,64,117,2013,16,12,0,16
5,320,5,-10.02,64,215,2013,16,12,0,18
3,328,6,-10.5,64,181,2013,16,12,0,19
1,337,9,-10.26,5,99,2013,16,12,0,20
4,305,5,-10.04,64,15,2013,16,12,0,22
2,270,2,-8.14,64,296,2013,16,12,0,23
2,315,3,-6.46,64,180,2013,17,12,1,0
1,317,2,-3.84,64,277,2013,17,12,1,1
1,316,8,-1.92,64,202,2013,17,12,1,2
2,315,8,-1.14,64,253,2013,17,12,1,3
4,288,2,-0.66,64,189,2013,17,12,1,4
2,292,6,-1.2,64,257,2013,17,12,1,5
2,270,4,-1.71,64,79,2013,17,12,1,6
1,281,4,-2.75,64,230,2013,17,12,1,7
1,302,5,-2.95,64,39,2013,17,12,1,9
3,270,5,-2.56,64,128,2013,17,12,1,10
2,248,5,-2.46,64,214,2013,17,12,1,11
1,281,3,-2.42,64,231,2013,17,12,1,12
1,281,3,-3.07,64,135,2013,17,12,1,13
1,291,8,-3.07,64,64,2013,17,12,1,13
1,302,9,-3.8,64,48,2013,17,12,1,14
5,300,2,-4.56,64,271,2013,17,12,1,15
1,302,9,-5.98,64,193,2013,17,12,1,16
1,302,2,-7.97,64,17,2013,17,12,1,17
0,339,5,-9.04,64,25,2013,17,12,1,19
2,290,4,-9.68,64,73,2013,17,12,1,20
2,225,1,-11.36,64,262,2013,17,12,1,21
1,301,1,-11.85,64,20,2013,17,12,1,22
2,270,4,-12.81,64,97,2013,17,12,1,23
0,293,6,-14.26,64,220,2013,18,12,2,0
2,292,8,-13.89,64,13,2013,18,12,2,1
1,270,4,-13.93,64,140,2013,18,12,2,2
1,286,4,-13.36,64,280,2013,18,12,2,3
1,302,7,-12.63,64,77,2013,18,12,2,4
2,292,6,-11.45,64,18,2013,18,12,2,5
3,280,2,-10.28,64,34,2013,18,12,2,6
1,250,3,-9.33,64,74,2013,18,12,2,7
1,250,4,-8.1,64,113,2013,18,12,2,8
1,302,1,-6.77,64,75,2013,18,12,2,9
1,302,7,-4.65,64,192,2013,18,12,2,10
1,230,4,-3.37,64,182,2013,18,12,2,11
1,302,1,-1.6,64,298,2013,18,12,2,12
1,302,8,-0.4,64,31,2013,18,12,2,13
1,200,3,0.7,64,51,2013,18,12,2,14
1,180,4,1.83,64,213,2013,18,12,2,15
1,142,1,1.91,64,164,2013,18,12,2,16
1,130,1,-0.8,64,20,2013,18,12,2,17
3,120,7,-1.11,64,87,2013,18,12,2,19
1,170,3,-1.82,1,113,2013,18,12,2,20
0,191,9,3.643,64,287,2013,18,12,2,22
1,180,4,3.643,64,146,2013,18,12,2,23
1,180,2,3.643,64,216,2013,19,12,3,0
1,302,1,3.643,64,260,2013,19,12,3,1
4,139,1,3.643,64,234,2013,19,12,3,2
1,302,2,-5.52,64,66,2013,19,12,3,3
5,160,2,-6.16,64,296,2013,19,12,3,4
3,148,5,-6.84,64,283,2013,19,12,3,5
1,136,2,-7.69,64,177,2013,19,12,3,6
1,302,8,-8.23,64,182,2013,19,12,3,7
4,170,9,-8.79,64,107,2013,19,12,3,8
1,302,1,-8.88,64,269,2013,19,12,3,9
0,123,5,-8.76,64,182,2013,19,12,3,10
2,167,3,-8.48,64,183,2013,19,12,3,11
1,188,7,-8.77,64,221,2013,19,12,3,12
1,302,5,-8.28,64,204,2013,19,12,3,13
0,180,8,-8.5,64,274,2013,19,12,3,14
1,188,4,-8.74,64,281,2013,19,12,3,15
1,187,1,-8.77,64,146,2013,19,12,3,16
1,302,4,-8.73,90,92,2013,19,12,3,17
1,302,7,-8.68,64,53,2013,19,12,3,19
1,302,1,-8.5,64,216,2013,19,12,3,20
1,302,9,-8.64,64,126,2013,19,12,3,21
1,223,9,-8.61,64,14,2013,19,12,3,22
0,135,7,-8.61,64,230,2013,19,12,3,22
2,240,7,-8.65,64,292,2013,19,12,3,23
7,290,5,-8.65,64,123,2013,19,12,3,23
1,292,4,-8.62,64,259,2013,20,12,4,0
0,294,8,-8.62,64,99,2013,20,12,4,0
4,279,8,-8.62,64,37,2013,20,12,4,0
2,276,6,-9.01,64,41,2013,20,12,4,1
1,291,9,-9.01,64,226,2013,20,12,4,1
1,307,5,-9.01,64,80,2013,20,12,4,1
3,260,4,-8.98,64,261,2013,20,12,4,2
2,287,3,-8.98,64,39,2013,20,12,4,2
1,315,5,-8.93,64,265,2013,20,12,4,3
1,271,3,-9.26,64,168,2013,20,12,4,4
1,302,8,-10.09,64,18,2013,20,12,4,5
1,302,4,-10.21,64,165,2013,20,12,4,6
1,271,2,-10.38,64,223,2013,20,12,4,7
1,302,6,-9.86,75,163,2013,20,12,4,8
1,302,1,-9.38,64,92,2013,20,12,4,10
1,302,2,-9.25,64,110,2013,20,12,4,11
1,302,4,-8.83,64,19,2013,20,12,4,12
1,135,4,-8.31,64,289,2013,20,12,4,13
1,302,7,-7.9,64,290,2013,20,12,4,14
1,180,5,-7.77,64,189,2013,20,12,4,15
1,302,1,-7.59,64,99,2013,20,12,4,16
1,302,8,-8.01,64,138,2013,20,12,4,17
0,180,8,-8.03,64,116,2013,20,12,4,19
0,89,5,-8.29,64,289,2013,20,12,4,20
1,302,9,-8.29,64,292,2013,20,12,4,21
0,90,9,-8.3,64,116,2013,20,12,4,22
1,302,5,-8.44,64,164,2013,20,12,4,23
1,179,2,-8.06,64,241,2013,21,12,5,0
1,302,1,-8.25,64,93,2013,21,12,5,1
1,302,9,-8.08,64,85,2013,21,12,5,2
1,302,9,-8.39,64,270,2013,21,12,5,3
1,302,7,-8.49,64,239,2013,21,12,5,4
1,302,5,-8.55,64,281,2013,21,12,5,5
0,205,7,-8.48,64,230,2013,21,12,5,6
1,302,7,-8.57,64,190,2013,21,12,5,7
1,302,7,-8.52,64,211,2013,21,12,5,8
1,302,5,-8.22,64,294,2013,21,12,5,9
1,302,8,-7.5,64,127,2013,21,12,5,10
1,302,8,-7.09,64,126,2013,21,12,5,11
1,302,8,-6.06,64,206,2013,21,12,5,12
1,302,7,-5.85,64,203,2013,21,12,5,13
2,169,6,-5.78,64,113,2013,21,12,5,14
2,155,6,-5.62,64,183,2013,21,12,5,15
1,302,3,-5.65,64,112,2013,21,12,5,16
1,180,9,-6.34,90,18,2013,21,12,5,17
0,170,7,-6.68,64,173,2013,21,12,5,19
2,202,9,-7.14,64,14,2013,21,12,5,20
1,292,1,-7.34,64,98,2013,21,12,5,21
1,302,8,-7.96,64,187,2013,21,12,5,22
0,188,8,-8.42,64,293,2013,21,12,5,23
3,250,3,-9.52,64,36,2013,22,12,6,0
1,302,4,-9.74,64,184,2013,22,12,6,1
1,297,5,-9.62,64,170,2013,22,12,6,2
0,292,4,-9.32,64,124,2013,22,12,6,3
1,302,1,-9.22,64,106,2013,22,12,6,4
1,302,2,-9.12,64,175,2013,22,12,6,6
1,302,2,-8.72,64,145,2013,22,12,6,7
1,272,7,-8.47,64,173,2013,22,12,6,8
1,302,2,-8.22,64,211,2013,22,12,6,9
