id,Country Name,Country Code,Year,Inflation,GDP,Exports,Trade
369,Senegal,SEN,1981,10.9983441,5.069516433,500000000,49.61012137
370,Kazakhstan,KAZ,2013,9.49908144,6,84700400000,56.41864167
371,France,FRA,1998,0.952157733,3.556201252,3.21E+11,41.59513848
372,El Salvador,SLV,2004,3.08744535,1.850535583,3304610000,60.97833311
373,Costa Rica,CRI,2003,10.72253649,4.255476254,6102200000,80.04946519
374,Uganda,UGA,1984,25.27680962,-0.344676681,399000000,20.54956974
375,Argentina,ARG,1979,147.377044,10.22276346,7809900000,20.95236394
376,Croatia,HRV,2002,3.480491614,5.246474529,4903580000,58.13412379
377,France,FRA,1992,1.98973424,1.599671214,2.36E+11,33.75456753
378,Canada,CAN,1979,9.98551538,3.804922884,58293900000,47.28465298
379,Ghana,GHA,1987,39.2014969,4.794898878,977000000,42.03096515
380,"Korea, Rep.",KOR,2012,1.043502224,2.292397846,5.48E+11,87.29544005
381,Latvia,LVA,2003,4.916778232,8.430691218,2892517585,69.17185326
382,Ghana,GHA,2013,15.58107726,7.312525021,13751920000,65.58333736
383,Guinea-Bissau,GNB,2006,-2.274026331,2.309750124,74000000,33.96246069
384,Lesotho,LSO,2001,11.47305426,3.561582447,280000000,123.8938326
385,Fiji,FJI,1997,3.450613071,-2.200000762,621649000,75.77139894
386,Bangladesh,BGD,1978,25.61888559,7.073837733,548465000,15.51800282
387,Lao PDR,LAO,2011,10.4687176,8.038652681,2189550000,52.50443941
388,Namibia,NAM,1999,6.699456146,3.369278594,1234000000,74.47064475
389,Niger,NER,2009,6.078734857,-0.712671174,1000000000,59.29086067
390,Bolivia,BOL,2015,-4.620602784,4.857187895,8299121000,54.24612561
391,Poland,POL,2001,3.122872198,1.248005438,35998466024,45.23535022
392,Saudi Arabia,SAU,1989,8.577774338,-0.50301588,28382000000,51.95477574
393,St. Vincent and the Grenadines,VCT,1998,3.212185937,4.089483241,50000000,65.03937058
394,"Venezuela, RB",VEN,1998,18.8902867,0.294055161,17707000000,36.70596547
395,Belize,BLZ,1994,3.588316901,0.157938679,151000000,70.58454505
396,United States,USA,2000,2.275519805,4.092176449,7.82E+11,19.8469797
397,Albania,ALB,2014,1.549997621,1.774368743,2430622000,57.90959702
398,Spain,ESP,1985,8.595479445,2.321435857,24247000000,30.06615349
399,Mali,MLI,2010,4.368099028,5.413452222,1996261000,50.79031975
400,Barbados,BRB,2007,4.679552537,1.764284435,523823000,50.17965184
401,Mauritius,MUS,2012,2.465523579,3.496118338,2649115000,68.58858252
402,Sudan,SDN,2000,9.853136581,6.345867769,1807000000,27.41197135
403,Bolivia,BOL,1988,17.52332811,2.909505419,600000000,25.90473222
404,Singapore,SGP,2007,5.860993948,9.111527148,2.99E+11,312.5118864
405,Dominica,DMA,1990,3.028175525,5.254898279,55000000,104.0149643
406,Netherlands,NLD,1989,1.348068309,4.420118036,1.08E+11,83.35608773
407,Senegal,SEN,1990,-0.017871227,-0.67563815,761000000,34.6357042
408,Lao PDR,LAO,1989,55.26652112,14.19063663,63000000,34.73161601
409,"Macedonia, FYR",MKD,2000,13.78728948,4.549135778,1323000000,90.56810405
410,Turkey,TUR,2004,12.44688837,9.644322663,63167000000,39.70164634
411,Madagascar,MDG,1980,14.9868789,0.805770818,401000000,24.7641107
412,Peru,PER,1983,107.3968532,-10.4080858,3015000000,30.26123397
413,Turkey,TUR,1992,65.19943828,5.035634939,14716000000,23.72094299
414,Colombia,COL,1985,24.90633312,3.088264652,3552000000,22.04651032
415,Cameroon,CMR,1988,0.813898666,-7.823631975,927000000,17.61746162
416,Thailand,THA,2007,2.473328762,5.43509257,1.54E+11,111.7479874
417,Iceland,ISL,1998,4.691972416,6.567152826,1931000000,52.11174888
418,Tunisia,TUN,1994,4.526057597,3.178411391,4657000000,71.88246468
419,Lesotho,LSO,2010,4.151780517,6.072038616,877657000,133.1820078
420,St. Kitts and Nevis,KNA,1980,7.274273608,8.280045048,24000000,101.8969905
421,Nicaragua,NIC,1997,9.777993142,3.966650973,577000000,46.17348264
422,Switzerland,CHE,1993,2.322024024,-0.125983541,63185000000,46.91189288
423,Denmark,DNK,2002,2.347662427,0.466344928,57494821655,60.35489234
424,"Korea, Rep.",KOR,1998,4.616943487,-5.471219258,1.32E+11,60.28061809
425,Slovak Republic,SVK,2009,-1.164869253,-5.422542313,56081710026,125.6176151
426,"Venezuela, RB",VEN,1977,9.899503532,6.270783513,9550840000,48.47913904
427,Ethiopia,ETH,1985,31.78776318,-11.14435298,333000000,13.98610178
428,Kenya,KEN,2015,9.622988236,5.713382918,5906275000,34.49942749
429,Azerbaijan,AZE,2009,-18.92973159,9.410653764,21097000000,62.33928851
430,Brazil,BRA,2014,7.846684589,0.503961791,2.25E+11,18.90301243
431,South Africa,ZAF,2008,8.831503768,3.191051645,80782160000,63.53959087
432,Romania,ROU,1994,139.0230706,3.93194273,6151000000,44.09059582
433,United Kingdom,GBR,2007,2.579644206,2.35670823,4.42E+11,35.13230355
434,Morocco,MAR,2003,1.062605003,5.961162155,8778330000,44.23114624
435,Belize,BLZ,2015,-0.738337083,2.871935041,537785000,89.78851002
436,Colombia,COL,1994,45.35706146,5.835811494,8419000000,24.84716051
437,Seychelles,SYC,1976,9.134170486,16.27764772,8672460,97.09101211
438,Antigua and Barbuda,ATG,1997,1.827377353,5.471131932,38000000,59.94559839
439,Bangladesh,BGD,1996,19.14321311,4.522919218,4249000000,24.29235286
440,Trinidad and Tobago,TTO,2002,-5.192534876,7.936709641,3880000000,83.51211601
441,Ethiopia,ETH,1990,3.271374608,2.726451783,298000000,11.32633357
442,"Iran, Islamic Rep.",IRN,1981,26.2738371,-5.696787233,11831000000,26.39222028
443,El Salvador,SLV,1995,10.43495999,6.396570978,1652000000,52.42881954
444,China,CHN,1990,5.724589743,3.907113896,62091000000,31.98932211
445,Guinea-Bissau,GNB,1988,79.54483906,4.599999988,16000000,49.86071824
446,"Venezuela, RB",VEN,1972,7.493154242,1.282805036,3165980000,35.34929475
447,St. Lucia,LCA,2010,9.279188711,0.130503474,214515000,63.4606471
448,Estonia,EST,1996,24.65791245,5.323844874,2078000000,111.7125448
449,Japan,JPN,2015,2.141344449,1.353823114,6.25E+11,28.95963
450,Netherlands,NLD,1982,4.62365528,-1.240756775,66281000000,83.12003809
451,Paraguay,PRY,2010,6.100263759,13.09300368,6504820000,82.56540199
452,Algeria,DZA,2012,7.481337601,3.374768651,71866000000,58.47344755
453,Bangladesh,BGD,1983,8.487755878,3.8810464,724000000,16.40633761
454,"Iran, Islamic Rep.",IRN,1977,21.88781914,-2.773577692,9215710000,28.89078728
455,Guyana,GUY,2014,-0.344793547,3.898346224,1167200000,96.12874848
456,Netherlands,NLD,1993,1.597508775,1.257552208,1.4E+11,76.35705536
457,Italy,ITA,1978,13.94497402,3.240139803,56090000000,35.85320377
458,Cabo Verde,CPV,1982,17.39334871,2.825030083,4000000,54.04223141
459,Samoa,WSM,2007,-0.137675272,6.322641763,97467000,65.89715738
460,Spain,ESP,2010,0.16041859,0.014063878,2.54E+11,40.61374336
461,Netherlands,NLD,1980,6.225371696,1.341914191,73960000000,78.89438286
462,Seychelles,SYC,1985,1.513647506,11.12573758,28000000,75.1979694
463,Ghana,GHA,2000,27.2301138,3.700000115,1671000000,93.19641285
464,Saudi Arabia,SAU,1972,1.07710989,22.93064026,4772300000,61.13507567
465,France,FRA,2011,0.943611724,2.079229175,5.96E+11,45.98841638
466,Indonesia,IDN,2005,14.33178708,5.692571304,86996064000,53.46124964
467,Bangladesh,BGD,2002,3.892867435,3.83312394,6149000000,26.9369528
468,Azerbaijan,AZE,1999,2.16100726,7.400000582,929000000,42.89248175
469,Libya,LBY,2005,28.56853571,11.87072893,31358000000,79.0908913
470,France,FRA,1986,5.069896843,2.351242289,1.25E+11,32.83802599
471,Guinea,GIN,1999,4.227675307,3.812004035,635700000,34.42726998
472,Albania,ALB,2004,2.357084176,5.709556596,605400000,39.84215608
473,Nepal,NPL,2015,4.942814458,3.322905439,720669000,34.43233281
474,Germany,DEU,1976,3.306194456,4.949258392,1.02E+11,36.80715449
475,United Kingdom,GBR,2015,0.456272022,2.345939517,4.6E+11,37.65365918
476,Guinea-Bissau,GNB,1990,30.24603769,6.099999986,19000000,43.03949055
477,Greece,GRC,1986,18.88199997,0.517660103,5648000000,30.14920626
478,China,CHN,2006,3.927910852,12.71947902,9.69E+11,63.96637752
479,Sudan,SDN,1993,97.48734825,4.56874919,417000000,15.32349473
480,Azerbaijan,AZE,2007,20.98171056,25.04899952,21269317000,82.64463504
481,Turkey,TUR,2016,8.098262201,3.183831543,1.43E+11,39.49788045
482,Nicaragua,NIC,2003,5.331077156,2.520732936,604548000,46.66977992
483,St. Kitts and Nevis,KNA,1995,2.100073361,5.752822815,19000000,50.71744046
484,Denmark,DNK,1994,1.565480931,5.332448645,42343000000,50.61016267
485,Australia,AUS,2013,-0.166501266,2.569856088,2.53E+11,31.59314414
486,Albania,ALB,1998,8.432367822,9.00885254,207740000,38.76808334
487,St. Vincent and the Grenadines,VCT,2002,1.017049274,6.323310422,38000000,45.89902551
488,Colombia,COL,2001,6.518448292,1.677898308,12290000000,25.58359752
489,Vanuatu,VUT,1993,2.048502607,0.750740107,23000000,53.70044606
490,Fiji,FJI,1998,7.48757882,1.300001962,512000000,74.48161133
491,Trinidad and Tobago,TTO,2015,-9.920724011,-0.578521568,10804000000,86.07159278
492,Syrian Arab Republic,SYR,1997,6.01124062,1.800000002,3916000000,54.76643822
493,Indonesia,IDN,1995,9.882045131,8.220007399,45417000000,39.98182334
494,Spain,ESP,1982,13.58232336,1.246461706,20498000000,26.58437941
495,Uganda,UGA,2012,21.52116587,3.837455606,2357493000,36.32018757
496,India,IND,2016,3.611788437,7.107034368,2.64E+11,27.57216486
497,Jordan,JOR,1980,-0.384031248,19.01174969,574000000,76.11181319
498,Canada,CAN,2010,2.874062219,3.08351422,3.87E+11,48.97357548
499,United Kingdom,GBR,2005,2.645640926,3.096088937,3.91E+11,36.1063422
500,Hungary,HUN,2003,5.543169197,3.848619662,43094215618,106.5369897
501,United Kingdom,GBR,1984,5.022725093,2.276235592,93881000000,43.03608942
502,Slovak Republic,SVK,1994,13.44848642,6.205530477,6690000000,66.23715895
503,China,CHN,2000,2.06146138,8.491508492,2.49E+11,39.15451568
504,Romania,ROU,1991,195.0039787,-12.91821075,4400000000,35.14987068
505,United Kingdom,GBR,1974,15.03444716,-2.463410167,38196600000,44.81942758
506,Saudi Arabia,SAU,1997,3.4597245,1.103782049,60732000000,53.90581004
507,Oman,OMN,2002,4.70346441,-1.10056525,11171700000,86.72182533
508,Guinea,GIN,1996,1.545968237,4.461575085,709000000,35.06463387
509,Turkey,TUR,1977,24.08902325,3.406669804,1752900000,12.86572928
510,Brazil,BRA,2016,8.33256679,-3.594739196,1.85E+11,18.30288693
511,Sweden,SWE,2003,1.758120647,2.385740236,1.02E+11,56.06752727
512,Paraguay,PRY,1987,31.82107811,7.582304377,353000000,25.09054046
513,Madagascar,MDG,2009,8.36281708,-4.013860583,1051987000,49.71502982
514,Canada,CAN,1990,3.423340044,0.154346036,1.28E+11,42.23952144
515,Kazakhstan,KAZ,1997,16.13572998,1.699999999,6497000000,48.71439635
516,Fiji,FJI,1981,0.978211041,6.329990548,400000000,83.42099981
517,Brazil,BRA,2004,7.752046445,5.759876004,96677800000,24.36982557
518,Albania,ALB,2013,0.28997376,1.0007546,2331512000,56.61406455
519,Syrian Arab Republic,SYR,2004,10.32933844,6.900000004,7378000000,62.93753586
520,Sri Lanka,LKA,1993,9.88439431,6.900063252,2859000000,66.39145657
521,Tanzania,TZA,1991,28.11260436,2.071988211,342000000,37.82843954
522,Maldives,MDV,2013,6.430355654,7.281074038,331000000,62.65228739
523,Barbados,BRB,1995,3.059399668,2.023261449,239000000,44.6513463
524,Syrian Arab Republic,SYR,1982,2.404275345,2.122151352,2026000000,37.14359862
525,Haiti,HTI,2006,14.73887414,2.249221904,508710000,44.73609561
526,Czech Republic,CZE,1997,8.364785883,-0.594659089,22360000000,80.05060685
527,Niger,NER,1999,2.002401589,-0.568758332,287000000,34.55703974
528,Guinea-Bissau,GNB,1984,59.40182072,9.109222986,17000000,46.93855866
529,Ghana,GHA,1989,28.29431108,5.0858727,1018000000,43.62343552
530,Togo,TGO,2003,-9.823833183,4.954397666,598000000,82.03428637
531,Botswana,BWA,1988,22.69705957,19.44996951,1465000000,100.6225361
532,Zambia,ZMB,2010,13.95091319,10.29820585,7200267000,61.78513351
533,United Kingdom,GBR,2011,2.011154953,1.45262397,5.07E+11,45.17561225
534,Burundi,BDI,1988,3.4912227,5.031024368,133000000,31.13442328
535,Morocco,MAR,1993,3.034982455,-0.740591692,3991000000,33.8740785
536,Mauritius,MUS,1991,8.56427903,4.435446229,1195000000,96.36350522
537,Canada,CAN,1966,4.980626773,6.584965408,10004700000,33.24545193
538,Trinidad and Tobago,TTO,1994,13.26920206,3.565900883,1867000000,60.66050383
539,St. Vincent and the Grenadines,VCT,1981,18.51302986,4.614004989,24000000,80.32399522
540,Croatia,HRV,2014,0.04839993,-0.491757527,13857849200,64.2032804
541,Mauritius,MUS,1998,6.964902553,6.070628116,1645000000,89.16785011
542,Djibouti,DJI,1991,6.800042847,-4.27761666,17000000,49.95437084
543,Sweden,SWE,2015,2.065616965,4.521969347,1.4E+11,55.94430775
544,"Egypt, Arab Rep.",EGY,1983,8.293234832,7.401135723,3215000000,47.94335874
545,South Africa,ZAF,1985,16.8151829,-1.211483719,16293000000,39.89686139
546,Albania,ALB,2007,3.57619481,5.9,1077580000,49.20179559
547,Argentina,ARG,1985,625.8021403,-7.586677184,8396000000,13.80961322
548,Indonesia,IDN,1988,7.629109333,5.780498488,19465000000,36.44745204
549,Chile,CHL,2015,4.223445673,2.252536753,62183147000,51.41881789
550,Antigua and Barbuda,ATG,2016,1.555462645,5.342479435,78203703.7,39.83397688
551,Namibia,NAM,2004,1.903991618,12.26954803,1827000000,63.91275995
552,Turkey,TUR,2014,7.421677746,5.166690703,1.58E+11,42.79607558
553,Sao Tome and Principe,STP,2013,10.72057272,4.814794386,12890000,54.46355808
554,Vietnam,VNM,2012,10.92603381,5.247367156,1.15E+11,146.5213703
555,Thailand,THA,2009,0.194743196,-0.690733346,1.52E+11,101.5692176
556,China,CHN,1986,4.678871688,8.93970894,30942000000,24.55328717
557,Bolivia,BOL,2016,-1.746445099,4.263919404,6999997000,45.47634188
558,Ecuador,ECU,1983,-13.64482526,-0.336868771,2348000000,22.35827869
559,Benin,BEN,1985,-4.876981735,7.530324837,199000000,50.68313682
560,Thailand,THA,1990,5.773182162,11.16716344,23068000000,65.74992436
561,Guatemala,GTM,1978,5.495959498,4.996689821,1089460000,39.12479692
562,South Africa,ZAF,2003,5.793571813,2.949078146,36481600000,43.4959152
563,Swaziland,SWZ,1989,2.891737251,12.91110407,502000000,155.6860348
564,Malta,MLT,2002,1.296836319,2.982818376,2027642799,99.6616319
565,Botswana,BWA,2008,4.729393399,6.245437398,4950877000,92.84521332
566,Kazakhstan,KAZ,2003,11.73852465,9.3,12926700000,69.1950697
567,Cyprus,CYP,2012,1.892708973,-3.058274021,1739619200,36.08171278
568,Tunisia,TUN,1995,5.351095408,2.351669888,5475000000,74.18940464
569,Singapore,SGP,2005,2.226168803,7.489157459,2.3E+11,337.2341835
570,Togo,TGO,2008,14.58089217,2.225480232,852603253.6,74.66580661
571,Portugal,PRT,1986,20.45113331,4.140955654,7242000000,43.5899972
572,Tanzania,TZA,1989,20.60074396,3.764443407,365000000,30.65494272
573,Samoa,WSM,1988,18.37398843,-1.442299718,15000000,68.41278887
574,Haiti,HTI,2003,26.9025176,0.363800337,346550000,51.83112615
575,Sierra Leone,SLE,2000,3.281143083,6.652727885,13000000,25.4767453
576,Cyprus,CYP,1977,8.896885736,16.36200095,317664000,127.9830441
577,Ghana,GHA,1996,39.83774296,4.602461045,1669000000,54.46298958
578,Nigeria,NGA,2006,17.33778153,8.210964859,58726000000,58.61835855
579,Niger,NER,1980,20.81911999,-2.232444691,566000000,46.24231895
580,Benin,BEN,1979,13.00468583,6.535747409,45942700,30.86073608
581,Togo,TGO,1986,5.59479994,1.586504312,204000000,48.6374109
582,Singapore,SGP,1984,0.761714233,8.800553182,24070000000,267.2132775
583,Madagascar,MDG,2012,5.490078268,3.027508092,1515911000,46.47354041
584,Argentina,ARG,2014,40.28297163,-2.512615321,68407400000,25.39088061
585,Mauritius,MUS,2008,5.686692794,5.38696257,2383942000,70.42184612
586,Niger,NER,2015,0.920436124,3.95804989,1087496830,42.44195851
587,St. Kitts and Nevis,KNA,1996,0.441952863,5.886159705,22000000,53.64824321
588,Uruguay,URY,1989,76.07946615,1.103901025,1598000000,33.17947743
589,Armenia,ARM,2016,0.517324492,0.199999998,1791700000,47.91011222
590,Kyrgyz Republic,KGZ,1997,19.30964153,9.915168114,604000000,74.27041749
591,Mauritania,MRT,2016,4.1,2,1398965999,70.68327431
592,Barbados,BRB,2006,3.117316338,5.668590896,509733000,51.97320209
593,Netherlands,NLD,1967,4.207618676,5.280014747,8361050000,72.69016363
594,Chile,CHL,1989,13.75603177,9.923382897,8080000000,50.94077625
595,India,IND,2000,3.644970161,3.840991157,42379000000,20.31865202
596,Albania,ALB,1991,38.56834211,-29.5889977,100000000,44.76956922
597,Seychelles,SYC,1990,6.826715088,6.99554469,56000000,65.65654008
598,Togo,TGO,1984,1.879445299,5.555555042,192000000,64.47130415
599,Mexico,MEX,1991,23.25061944,4.222250716,42688000000,30.02432559
600,Togo,TGO,1995,11.08421036,7.845832317,378000000,74.23344317
601,Germany,DEU,2007,1.697387271,3.260535297,1.32E+12,69.07642198
602,Brazil,BRA,1986,145.2715422,7.988295105,22349000000,14.13679135
603,Fiji,FJI,1994,0.84161071,5.100000159,572000000,77.4673477
604,"Egypt, Arab Rep.",EGY,1992,19.73342075,4.431994172,3063000000,27.20757757
605,Iceland,ISL,1985,32.08454441,3.29284139,815000000,57.17300195
606,Malta,MLT,1990,3.151049838,6.291390958,1133000000,121.5862233
607,Nigeria,NGA,1987,67.39822055,-10.75170014,7365000000,46.80573103
608,Portugal,PRT,2004,2.39607557,1.81158364,35786802916,47.96036645
609,Nepal,NPL,2008,5.619854525,6.104639142,938764000,36.09927195
610,South Africa,ZAF,1995,10.19676175,3.11563361,27853000000,37.56522122
611,Niger,NER,1997,3.097792906,2.753965624,272000000,35.00217474
612,Malaysia,MYS,1979,12.05947516,9.349101415,11078600000,89.22137535
613,Antigua and Barbuda,ATG,1981,8.352608823,3.814916847,40000000,102.1362433
614,Sri Lanka,LKA,2015,0.821478503,4.838363612,10546500000,36.57160699
615,St. Kitts and Nevis,KNA,2000,-2.588777359,10.69432128,33000000,54.45702088
616,Benin,BEN,2007,0.390494254,5.986515522,1046859000,51.65995227
617,Kuwait,KWT,2012,7.486702949,6.626388081,1.19E+11,83.97248693
618,Mauritania,MRT,1980,6.547449017,3.37121022,194000000,67.69702935
619,Iceland,ISL,1982,53.64638313,2.154566242,685000000,50.38968926
620,Seychelles,SYC,1987,4.140979885,4.404107291,22000000,54.15878494
621,Comoros,COM,1986,7.39283715,1.867211764,20000000,35.07956454
622,Benin,BEN,1978,12.33445895,1.255078032,27209600,36.42052414
623,Iceland,ISL,1993,1.831847515,1.313449465,1399000000,43.83231267
624,Namibia,NAM,2002,10.72829913,4.788661308,1071600000,75.61469972
625,Argentina,ARG,1980,90.84080162,4.151762342,8021000000,24.11841999
626,Aruba,ABW,2002,0.616713218,0.465289865,1487821229,180.566748
627,United States,USA,2011,2.064627467,1.601454672,1.48E+12,24.15614036
628,Finland,FIN,2009,1.877414436,-8.269036558,62854444504,49.2025491
629,Liberia,LBR,2011,10.48844974,8.199998146,367000000,91.32263492
630,Bangladesh,BGD,1988,7.495835297,2.416256856,1291000000,16.29857805
631,China,CHN,2016,1.221799698,6.689349894,2.1E+12,32.90927074
632,Norway,NOR,2001,1.640624456,2.085328035,59191000000,52.95648291
633,Germany,DEU,1979,4.278140669,4.150363333,1.72E+11,37.75011643
634,Peru,PER,1993,47.04786866,5.243577008,3514000000,22.02905674
635,Mauritius,MUS,1989,11.04755787,4.46514861,986000000,105.4722884
636,Syrian Arab Republic,SYR,1987,25.40542345,1.90754651,1344000000,33.58513167
637,Belarus,BLR,2013,21.23267227,1.023985463,37203100000,106.2199671
638,Ecuador,ECU,1985,-2.440139639,3.935001412,2905000000,27.24342079
639,Benin,BEN,2006,2.091668629,3.947013747,736000000,38.19242651
640,Russian Federation,RUS,2006,15.17004711,8.153431973,3.04E+11,47.25907324
641,Fiji,FJI,1986,3.04347011,7.749907965,336000000,59.75685161
642,Sao Tome and Principe,STP,2003,15.45750986,6.573472704,6569000,49.07627452
643,"Congo, Rep.",COG,2008,25.0276754,5.572233235,8324606000,95.91528174
644,Jamaica,JAM,2016,4.595385589,1.373527361,1201787000,42.46222343
645,Turkey,TUR,1993,68.37942836,7.651265203,15343000000,24.70836718
646,Estonia,EST,2005,6.071704912,9.373711454,7715751697,128.1885926
647,Ecuador,ECU,2010,7.46507997,3.525298669,17489922000,54.74886359
648,Germany,DEU,2003,1.206865986,-0.709906172,7.52E+11,54.1227657
649,"Korea, Rep.",KOR,1999,-1.184522012,11.30862149,1.44E+11,54.28932741
650,Djibouti,DJI,2012,4.193851286,4.842379573,118000000,50.41507037
651,Ghana,GHA,1985,20.64841499,5.091617273,617000000,32.92378664
652,Sudan,SDN,1983,26.05805905,2.062501694,623000000,24.02142216
653,Lithuania,LTU,2016,0.950554934,2.344880739,25023798990,122.4216623
654,Cambodia,KHM,2005,6.076678825,13.25008691,3091500000,111.5278646
655,Nepal,NPL,1977,-3.564821563,3.016973441,80576000,18.00520833
656,Namibia,NAM,1997,6.940705534,4.220100264,1338000000,75.34157105
657,Solomon Islands,SLB,2008,11.44052725,7.094495143,210064120.4,88.48347624
658,Seychelles,SYC,2006,1.442344622,9.40612788,379935000,111.9002953
659,Australia,AUS,2006,5.064586418,2.978054386,1.23E+11,35.13911487
660,Canada,CAN,1986,3.067263117,2.161815553,90329000000,46.58328887
661,Honduras,HND,2013,1.374030519,2.791559757,7833200000,101.5644166
662,Kiribati,KIR,2016,7.25171542,1.140250263,11000000,52.87756256
663,Sudan,SDN,1992,109.2336552,6.577861385,319000000,16.19227216
664,Sierra Leone,SLE,2007,6.796157752,8.058321564,245238000,31.96233493
665,Canada,CAN,1984,3.527952934,5.925350318,90272000000,47.29149625
666,Sierra Leone,SLE,1981,8.698312242,2.881428565,150000000,42.87647423
667,United States,USA,1986,2.017623956,3.511614499,2.27E+11,13.27739477
668,Guyana,GUY,2003,5.485870925,-1.00525525,513000000,146.7936281
669,Malawi,MWI,1995,77.21958346,16.72881759,405000000,62.97148413
670,Albania,ALB,2016,-0.211713212,3.369988612,1962101608,55.89491975
671,Turkey,TUR,1997,81.45486258,7.577663644,26261000000,39.41324745
672,St. Lucia,LCA,1992,2.139168101,8.032655627,123000000,76.91022136
673,Singapore,SGP,2002,-1.248747125,4.211686552,1.25E+11,262.7962422
674,Dominican Republic,DOM,2000,6.914373558,5.656604877,5737000000,63.41040062
675,Myanmar,MMR,2007,23.64390812,11.99143524,6252690000,47.06706602
676,Spain,ESP,1997,2.381828025,3.689613998,1.01E+11,36.76387369
677,Cameroon,CMR,1998,4.308289035,4.502291241,1671000000,29.83176778
678,Panama,PAN,2014,3.351353486,6.053334058,13185000000,74.03727777
679,Ecuador,ECU,1988,-11.6138012,5.89046729,2192000000,29.92670818
680,Jordan,JOR,1990,12.74095995,0.97375649,1064000000,88.07684014
681,Lesotho,LSO,1984,8.102949977,5.534897826,29000000,141.0740034
682,Madagascar,MDG,1989,11.97707647,4.078892777,316000000,26.34045057
683,Lesotho,LSO,2013,8.899618803,1.843045061,847060000,119.6240932
684,Senegal,SEN,1975,11.62914449,7.535662599,461049000,46.71253795
685,Slovak Republic,SVK,2015,-0.152881088,3.850100604,75274471300,169.9247044
686,Tunisia,TUN,1996,4.356595375,7.146080839,5516000000,67.47221223
687,Greece,GRC,2003,3.453574315,5.794531264,13381922236,28.83949789
688,Kuwait,KWT,1989,-1.723678202,25.8951771,11476000000,73.09523658
689,Tonga,TON,1988,9.069183859,-1.881872049,7000000,58.13012234
690,Dominica,DMA,1982,4.489193222,4.134422099,24000000,99.92803537
691,Mongolia,MNG,2007,11.62856765,10.24801636,1889000000,94.59976782
692,Uganda,UGA,1990,44.38008967,6.474140151,152000000,10.22210101
693,India,IND,2005,4.236931692,9.284824616,99616000000,29.97721314
694,St. Vincent and the Grenadines,VCT,1986,4.582586124,5.60073419,64000000,93.87822771
695,Ecuador,ECU,2015,-2.491020758,0.098872608,18330607000,40.13337203
696,Turkey,TUR,2003,23.32004368,5.608255023,47253000000,37.39076293
697,Algeria,DZA,2008,15.35548006,2.360134861,79298000000,69.45995288
698,Spain,ESP,2003,3.918908845,3.187571476,1.56E+11,40.22138865
699,St. Kitts and Nevis,KNA,1988,7.567474796,9.509029357,28000000,73.00338426
700,Poland,POL,2006,1.725723249,6.179603987,1.11E+11,68.95340971
701,Namibia,NAM,1998,8.331488047,3.291585556,1232000000,75.26405865
702,Samoa,WSM,1997,11.83640764,0.643424781,15000000,39.23277617
703,Philippines,PHL,2002,4.162229816,3.645898141,35208000000,93.78344454
704,Gabon,GAB,1996,13.56267674,3.62504902,3184000000,72.72516096
705,Botswana,BWA,2005,15.47170656,4.556645657,4425345613,76.38951297
706,Pakistan,PAK,1985,4.534944527,7.592114699,2740000000,27.70917327
707,Sierra Leone,SLE,1984,39.7672586,4.093034267,133000000,26.66735666
708,Myanmar,MMR,2008,13.61865795,10.25530539,6882190000,34.95771232
709,Cambodia,KHM,1997,4.386019413,5.619792925,736000000,52.27371206
710,United Kingdom,GBR,2013,1.90379116,2.052388508,5.41E+11,43.82225557
711,Sudan,SDN,2002,7.388972499,6.427273901,1949000000,29.68954846
712,Zimbabwe,ZWE,1984,-16.59474773,-1.907360107,1155000000,35.46844057
713,Indonesia,IDN,1987,16.00381571,4.925927365,17135000000,37.14054438
714,St. Lucia,LCA,1985,2.016615934,8.655853253,57000000,75.43322295
715,Sri Lanka,LKA,1976,9.975573152,3.335106692,572278000,32.14052342
716,Lithuania,LTU,2005,6.898361944,7.727407918,11806573726,104.7054598
717,Uruguay,URY,2008,8.023536385,7.176144662,5941896000,49.43407975
718,Ghana,GHA,1975,29.4635237,-12.43162902,816000000,57.17562885
719,Madagascar,MDG,1998,8.436683278,3.932336443,538000000,32.92584398
720,Armenia,ARM,2012,5.345804416,7.200000003,1380200000,53.1239286
721,Albania,ALB,1994,38.41649482,8.29999998,142700000,37.75544607
722,Saudi Arabia,SAU,2004,11.05642815,7.958441664,1.26E+11,67.00599207
723,Seychelles,SYC,1992,4.679560793,7.161466737,48000000,55.34197731
724,Lithuania,LTU,2004,2.688245435,6.550083027,9301566658,95.75551648
725,St. Lucia,LCA,2007,10.43711283,1.989783868,98000000,55.72690889
726,Spain,ESP,1989,6.896194095,4.827030296,44492000000,28.03492231
727,Argentina,ARG,1984,606.7359412,2.211773504,8107000000,16.04713458
728,Angola,AGO,2002,196.5767931,-6.940461553,8328000000,96.72453137
729,Mexico,MEX,1982,60.92232761,-0.62790261,24055000000,24.05986371
730,Panama,PAN,2013,5.292689727,6.624158955,14667000000,86.24004944
731,Tonga,TON,1990,12.24774729,-2.044091435,11000000,64.28103509
732,Cabo Verde,CPV,2015,0.283804656,1.066046146,66824000,42.61492913
733,Switzerland,CHE,1982,7.348040995,-1.30941744,26018000000,48.96183908
734,Brazil,BRA,1991,414.2362617,1.511937238,31620000000,9.051852835
735,Greece,GRC,2000,1.592670443,3.919770772,11750572283,34.75686636
