Title,Author,Edition,type,Date,Reviews,Ratings,BookCategory,Synopsis_Polarity_score,Synopsis_subjectivity_score,Price
5597,3366,13,20,10/19/1998,1.5,2,5,-0.01525974,0.570562771,239
6365,2902,13,20,5/30/2006,4.2,17,10,0.5,0.55,395
1012,1623,13,10,5/30/2006,3,1,3,0.75,0.95,445
664,4192,13,20,12/8/2015,4.1,19,3,0.192885375,0.526284585,455
4972,1061,13,11,2/26/2019,4.2,3,0,0.095676768,0.624626263,514
4202,1813,13,20,7/3/2017,4.3,12,2,0.226904762,0.437922078,161
6063,1035,13,20,11/1/2007,4.6,13,5,-0.103472222,0.694444444,235
4207,445,13,20,8/2/2011,4.1,14,7,0.30472028,0.509965035,243
416,812,13,20,6/23/1905,4.5,39,1,0.303571429,0.470238095,449
629,2220,13,11,2/28/2018,3,1,7,0.067183196,0.485551948,85
6226,79,13,20,10/5/2017,4.3,13,5,0.074702381,0.527083333,224
1821,4246,13,20,5/26/2011,4.1,10,6,0.18757526,0.528106185,165
3843,215,13,20,4/11/2017,4.5,13,10,0.220602767,0.479545455,856
635,2503,13,11,1/1/2005,3.9,20,7,0.333333333,0.666666667,300
6637,986,8,20,10/25/2016,5,3,1,0.255474096,0.482942326,4427.99
3942,1164,13,20,3/8/2012,5,1,3,0.190530303,0.708333333,176
130,3,13,20,6/22/2015,4.7,4,7,0.106882362,0.447985929,543
5144,3032,13,20,10/24/2013,5,1,5,0.122966507,0.493660287,796
4696,1830,13,20,6/20/2017,3.5,5,2,0.121428571,0.434353741,224
2242,3978,13,11,3/31/2019,5,1,4,0.185962567,0.517354214,1807
1879,1567,13,20,3/29/2011,5,2,1,0.183116883,0.269020563,698
2466,2070,12,20,2/25/2014,2,1,9,0.287088082,0.657089849,259
2784,2220,8,20,8/2/2009,4.2,13,7,0.148395722,0.623083779,60
6596,161,13,20,5/4/2004,4.6,11,0,0.012878788,0.296401515,878
3041,2324,13,20,1/1/2002,4.5,5,7,0.156161616,0.338607504,176
5421,1375,8,11,1/1/2002,4.6,87,3,-0.127121212,0.658787879,356
6339,2220,13,20,8/26/2014,3.1,2,7,0.122142857,0.446552381,92
1486,1591,13,20,8/2/2012,5,1,0,-0.074074074,0.353703704,362
2027,79,13,20,10/30/2017,3.5,4,5,0.29125,0.68625,185
6497,4201,13,20,5/13/2013,3.1,4,7,0.151136364,0.332954545,550
884,2929,13,20,9/30/2014,5,5,2,0.191354724,0.465953654,649
3331,2623,13,20,7/13/2004,3.5,8,10,0.206178977,0.572159091,850
2854,3101,13,20,7/11/2016,2,1,8,0.251041667,0.4875,261
1753,2220,8,20,9/1/2016,4,1,7,0.237333333,0.498587302,99
5266,787,13,20,8/28/2014,4.4,9,9,0.314023109,0.625035014,499
5324,2173,13,20,5/5/2016,4,2,0,0.345833333,0.618055556,549
5197,3755,13,20,6/5/2002,5,1,5,-0.048686869,0.679191919,250
1302,4331,13,2,2/28/2003,3.6,19,4,-0.02,0.56,169
5445,526,13,20,11/5/1992,4.9,12,1,0.260714286,0.664285714,689
4546,3614,13,20,7/29/2005,4.4,30,1,0.331292517,0.539115646,252
4398,3769,13,20,11/1/1986,4.1,108,5,0.205882353,0.521568627,274
2676,3503,13,20,1/1/1989,3.1,7,10,0.184920635,0.551587302,100
3349,771,13,20,11/13/2001,4.7,11,2,0.105573593,0.412824675,274
1580,3495,13,11,10/10/2006,4.8,6,1,0.138970588,0.321078431,346
4561,3973,13,20,6/6/2017,3.5,2,3,0,0,325
2343,2632,8,11,5/17/2018,5,4,2,0.148372615,0.515151515,629
4888,1146,13,20,10/16/1998,5,2,10,0.078327228,0.447985348,793
1789,920,8,20,6/30/2016,5,1,4,0.241077441,0.381986532,3749
6238,4002,13,20,1/10/2006,5,2,2,0.187179487,0.534615385,370.44
1323,828,13,20,11/14/2012,3.6,19,3,-0.015234375,0.509375,850
6720,199,13,20,6/18/2015,4.2,26,1,0.27171123,0.486934046,359
1817,683,13,20,2/15/2018,3.9,19,0,0.240181031,0.388410075,119
2793,2220,8,20,8/2/2009,4.6,8,7,0.130748663,0.633377897,57
4883,2428,13,20,4/23/2018,4.6,227,2,0.246428571,0.621768707,299
155,1839,13,20,1/31/2019,1,1,10,0.201041667,0.355208333,319
2383,2143,13,20,5/26/2011,4.5,8,1,0.49,0.76,354
4742,3605,13,20,6/9/2011,4.3,13,10,0.258603896,0.620535714,228
4062,1001,13,20,11/17/2015,2.6,3,0,0.16780303,0.438914141,530.44
5059,2866,13,20,4/29/2015,4.4,9,9,-0.005539773,0.677888258,238
2911,2194,13,20,6/1/2005,3.5,39,7,0.174393939,0.455909091,195
3165,2434,8,20,10/23/2014,5,2,10,0.413492063,0.554761905,226
4198,3366,13,20,12/4/2003,4.7,4,5,-0.016245791,0.533333333,448
3088,2348,13,20,9/8/2015,4.7,13,10,0.157142857,0.487823129,508
2009,3867,13,20,7/16/2007,4.3,23,10,0.222689076,0.57464986,309
2887,3132,13,20,6/13/2002,4.4,26,1,0.206645022,0.45955267,130
5431,3500,8,20,8/28/2018,4.6,35,2,0.043738859,0.50298574,322
5558,152,13,20,6/6/2003,3.4,17,5,0.247916667,0.446875,163
872,2988,13,20,3/3/2008,4.2,119,9,0.237424242,0.445580808,245
6221,526,13,20,9/5/1996,4.8,9,6,0,0.5,536
6659,2018,12,11,7/3/2018,3.1,4,9,0.301141853,0.692303469,448
2498,4343,13,20,5/7/2019,4.2,3,2,0.224787879,0.53,248
2237,1808,13,20,3/1/2006,3.2,7,1,0.339583333,0.616666667,265
6052,1896,13,20,12/28/1999,4.2,14,5,0.094282107,0.363810726,166
3710,3704,13,20,5/26/2017,3.9,53,5,0.002797203,0.389772727,261
5393,3889,13,20,6/20/2008,4.3,31,2,0.401569264,0.668564214,210
5448,2735,13,20,12/9/2014,5,2,9,-0.225482094,0.578443526,1199
4031,2011,13,20,3/24/2000,5,1,4,0.001884921,0.222519841,680
4844,2131,8,11,5/31/2016,5,1,1,0.168690476,0.410654762,929
6734,1783,13,20,1/31/2019,5,1,0,0.154545455,0.310606061,339
5879,2235,13,11,4/5/2018,3.8,19,5,0.15,0.505,360.03
5493,4059,13,20,1/29/2019,4,6,6,-0.053822665,0.607084879,723
2471,3082,8,20,10/8/2018,5,2,8,0.08974359,0.385897436,773.47
55,3540,13,20,4/25/2019,2.9,6,7,0.564285714,0.695767196,125
5688,2201,13,20,10/5/2017,4.5,95,0,0.047027972,0.592657343,302.36
1017,79,13,20,10/5/2017,4.3,16,5,-0.100833333,0.473333333,185
2740,1130,13,20,8/3/2010,4.7,4,10,0.167460317,0.663690476,620.44
6019,2518,8,20,9/11/2014,4.3,4,10,0.34,0.557,323
1584,3832,8,20,10/31/2018,3.3,7,5,-0.002272727,0.460561497,322
230,1366,13,20,9/1/2011,4,50,0,0.013903743,0.478431373,369
4142,3063,13,20,9/25/2014,4.3,13,0,0.153693182,0.416714015,507
4343,1601,13,11,1/12/2019,5,1,5,-0.158531746,0.731657848,375
5573,1411,13,20,11/26/2009,4.3,7,10,0.235345644,0.398200758,291
6269,3804,13,20,8/18/2015,5,1,6,0.356785714,0.579642857,345
4938,1704,13,11,12/28/2017,4.9,9,5,-0.177916667,0.488333333,244
1407,4243,12,20,6/12/1986,4.1,13,3,0.171190476,0.386904762,345
3413,4323,13,20,12/21/2011,4.6,75,2,0.282993197,0.527806122,263
3083,1664,13,20,3/17/2011,3.1,2,9,0.100482604,0.490847363,222
229,1365,13,20,3/27/2014,4.5,474,5,0.06754386,0.433333333,400
6038,2950,13,20,8/5/1999,3,1,5,0.194444444,0.494444444,330
6736,2071,13,20,8/4/2011,4,1,9,0.05,0.297619048,170
4317,3214,13,20,7/8/1905,3.6,49,7,0.259333333,0.545047619,52
397,609,13,20,2/5/2013,4.5,19,2,0.179722222,0.451111111,499
5763,4063,13,20,6/13/2019,5,2,5,0.064705882,0.708823529,248
1708,2593,13,20,7/8/1905,4.6,11,4,0.151893939,0.459090909,950
749,484,13,20,8/11/2016,3.1,9,4,0.14150641,0.357051282,275
1832,1641,13,20,9/21/2010,5,2,0,0.220482604,0.510970819,336
3302,1540,13,20,8/28/2013,3.9,76,0,0.166666667,0.383225108,174.19
3091,1613,13,20,2/1/1990,4.5,37,1,0.155357143,0.678571429,263
686,2351,13,20,5/25/1994,4.4,62,2,0.271296296,0.631349206,407
372,1214,13,20,2/15/1996,3.8,22,0,0.0875,0.3875,319
3132,4317,13,20,4/25/2018,4.3,11,1,0.270833333,0.611819728,169
3647,1532,13,20,4/26/2012,4.4,10,8,0.155,0.36,493
774,3152,13,20,7/7/1905,3.7,46,2,0.383333333,0.666666667,31
4989,2018,12,20,2/15/1991,4,7,9,0.009259259,0.607407407,324.91
955,1921,13,20,6/28/2013,5,3,7,0.088690476,0.492261905,594
1625,2991,13,20,6/1/1997,3.7,24,7,0.010277778,0.39234127,114
2977,2840,13,11,2/14/2018,3.6,102,2,0.1375,0.3,118
1774,2681,12,16,8/1/1983,2.9,2,6,0.105555556,0.430555556,228
2694,1560,13,20,12/17/2001,3.9,34,2,0.082440476,0.406547619,243
5057,2919,13,20,7/30/2018,4.6,33,0,0.101851852,0.42962963,185
4868,774,8,20,12/1/1991,4.5,2,10,0.406060606,0.65,1168
4494,1944,13,20,1/10/2016,4.6,2,7,0.092948718,0.5,286
1902,4289,13,20,1/22/2004,4.1,10,2,0.144791667,0.463020833,379
2890,1327,13,20,10/14/2000,4.2,20,2,0.037692308,0.383626374,299
3411,1371,13,20,5/5/2016,4.7,32,2,0.256938244,0.496130952,245
4512,1100,13,20,2/1/2012,4.1,31,7,0.071986607,0.378869048,699
4057,4303,13,20,10/27/2017,4.2,15,4,0.262618371,0.479594624,1450
1258,861,8,20,11/22/2016,5,7,6,0.15,0.464285714,599
6348,595,13,20,5/2/2002,5,3,2,0.288095238,0.495238095,359
4822,494,13,20,11/1/2016,5,3,0,0.301751894,0.621117424,618
5055,1950,8,20,1/10/2019,5,1,10,0.100095785,0.472030651,1013
6037,876,13,11,3/3/2014,4.4,32,10,0.152563686,0.556907131,247
3376,2513,13,20,10/6/2006,4.3,69,2,0.246969697,0.571645022,405
6677,3336,13,20,12/7/2018,4.8,12,7,0.161124402,0.544976077,262
721,3110,13,20,3/22/2019,5,2,2,0.149930556,0.469652778,178
1194,3106,13,20,6/11/2018,3.5,2,0,0.092731481,0.423472222,893
2025,3401,13,20,7/17/2014,4,2,0,0.054198718,0.523012821,660
772,4108,13,20,9/29/2018,5,5,2,0.089184953,0.280329154,536
5556,3161,13,20,7/16/2015,5,3,0,0.071371611,0.554363181,254.01
5158,884,13,20,7/6/2010,1,2,5,0.139393939,0.417424242,399
4587,3817,13,20,7/9/2013,4,1,3,0.313095238,0.707936508,719
3996,1538,13,20,1/1/2013,4.7,28,1,0.125,0.425,309
2213,1438,13,20,7/4/1905,4.2,22,4,0.235845295,0.571092504,800
5858,515,13,20,4/21/2016,4.7,11,6,0.270535714,0.542559524,190
3065,1769,12,20,7/3/2017,4,2,9,0.204166667,0.45,105
4931,1684,13,11,7/5/2018,5,1,8,0.17282197,0.489962121,749
4618,1010,13,20,5/8/2014,4.6,10,10,0.144176136,0.517045455,327
475,1975,8,11,11/9/2017,5,1,6,0.039741162,0.575189394,1244
4020,1147,13,20,11/12/2012,4.5,8,4,0.18047619,0.456071429,700
4193,4279,13,20,10/5/2018,4.1,10,0,0.244253057,0.560292398,245
588,161,13,20,4/30/2009,4.1,4,0,0.008641975,0.399691358,425
4375,1546,13,20,3/15/2018,3,2,5,0.223863636,0.558434343,299
3969,3477,13,20,7/10/1905,2.5,2,4,0.2,0.398958333,1500
490,337,13,20,3/2/2016,5,1,3,0.55,0.95,850
4932,1684,8,20,7/6/2018,3.8,40,8,0.022245179,0.382988981,420
5498,1896,13,20,11/29/2004,3.6,18,5,-0.356481481,0.625,248
3850,307,12,20,5/17/2011,4.3,20,5,0.116401341,0.485976121,399
1742,4043,13,20,2/27/2003,3.8,24,9,0.213621795,0.377115385,229
3780,2868,13,20,7/16/2012,4.5,7,7,0.2,0.44375,526
5622,882,12,20,1/1/1995,4.7,9,2,0.008441558,0.489880952,598
921,992,13,20,8/7/2013,4.8,6,4,0.240286797,0.536004174,1756
2086,486,13,20,3/1/2016,4.6,6,8,0.09142562,0.407024793,516.68
1794,2766,13,11,5/29/2019,4.6,6,9,0.214473684,0.575,260
5060,916,13,19,7/6/2007,4.8,5,5,-0.017777778,0.570694444,339
5489,2647,13,20,1/1/2013,4.4,15,1,-0.166666667,0.316666667,344
3721,1432,13,20,9/1/2016,4.2,16,0,0.074918831,0.56461039,291
595,1473,13,20,8/1/2017,5,5,3,0.125,0.55,524
6515,2332,12,20,4/1/1985,4.3,3,0,0.289285714,0.607142857,299
5373,3429,13,20,1/26/2017,5,1,0,0.123529412,0.614705882,218
1862,2934,13,14,9/30/2016,4,2,9,0.478571429,0.62244898,125
3481,2534,13,20,3/3/2015,4.4,4,3,0.113095238,0.733333333,385
4980,2267,13,11,4/10/2014,5,5,2,0.158333333,0.493055556,350
5270,4169,13,20,8/20/2018,4.6,10,7,0.200937951,0.584343434,237
6286,210,13,20,6/28/1905,5,1,3,0.5,0.15,111
6582,3089,13,11,12/30/2018,4.7,13,9,0.194878129,0.54657444,186
5782,840,8,20,7/7/1905,4.5,10,8,0.110990338,0.400189786,779
4693,733,13,20,2/10/2018,4.3,37,7,0.35,0.491666667,402
3074,2523,13,20,11/13/2012,4.4,2,8,0.225490196,0.57745098,888
3950,792,13,20,6/6/2013,4.6,6,0,0.007083333,0.49577381,205
5648,1434,8,20,10/13/2015,3.7,62,0,0.154761905,0.496825397,419
5632,2585,13,20,4/23/2019,4.5,8,2,0.216686869,0.571070707,449.25
1401,3202,8,20,12/20/2018,3.9,45,1,0.325,0.508333333,355
2445,3796,13,20,4/25/2013,4.1,31,9,0.138996738,0.51724537,199
6262,1353,13,20,5/17/2011,5,1,6,0.330578512,0.81177686,1588
844,4150,13,20,9/5/2017,5,4,3,0.226623377,0.636363636,349
676,2965,13,20,7/23/2013,3.9,6,6,-0.29375,0.6375,799
4076,271,13,20,4/6/2011,4.3,19,1,0.215384615,0.486538462,354
908,812,13,20,7/5/1905,5,5,1,0.272727273,0.425974026,394
1059,2072,13,20,11/25/2016,5,1,9,0.045382395,0.548809524,64
6513,3733,13,20,8/14/2017,4.7,16,3,0.089285714,0.451190476,455.24
1226,1658,13,20,5/27/2010,4.1,2,0,0.274242424,0.460606061,650
1926,2564,13,20,1/1/2017,3.8,23,4,0.165606061,0.483203463,228
2736,1343,13,20,9/16/2014,3.7,4,3,0.041363636,0.346818182,782
1892,2930,13,20,5/16/2006,4.7,3,7,0.171078431,0.419887955,450
1905,2990,13,20,11/1/2010,3.6,30,2,0.345833333,0.451547619,175
4893,2925,8,20,4/25/2019,4.7,11,10,0.278240741,0.632407407,526
4228,1493,13,20,4/22/2019,3.7,4,5,0.057921318,0.497262095,479
5152,2968,13,20,8/19/2014,4.5,2,3,0.298958333,0.570833333,675.8
4066,335,13,20,7/11/1905,3,1,7,-0.004166667,0.301851852,495
4971,2901,13,11,8/5/2014,3.1,2,0,0.292105263,0.569298246,217
3450,2910,13,20,12/10/2018,4.1,9,6,0.089583333,0.34921875,319
1717,706,13,11,6/5/1995,3.2,13,7,0.075757576,0.40530303,375.19
3883,4086,8,20,10/1/2014,5,2,4,0.273351648,0.501465201,1332.25
5782,840,8,20,7/7/1905,4.5,10,2,0.110990338,0.400189786,779
4761,955,13,11,9/4/2018,4,1,6,0.156659619,0.409214235,389
5725,3746,13,20,4/11/2016,5,3,7,0.254090909,0.483888889,270
6476,1974,13,20,6/1/1993,5,1,6,0.273421717,0.475063131,435
4009,1217,13,20,4/25/2013,3.8,9,9,0.137261504,0.677328844,580
6229,53,13,20,10/3/2017,5,2,1,0.231818182,0.697619048,450
579,122,13,12,9/15/2005,3.9,6,6,0.228571429,0.717857143,398
2430,3513,13,20,11/15/2013,4.6,3,1,0.391666667,0.479166667,323.52
5686,1223,13,20,10/6/2016,4.7,8,5,0.123611111,0.407539683,282.36
2100,65,13,20,12/31/2015,3,6,4,0.227604167,0.6234375,2641
3785,3261,13,20,3/20/2008,4.5,21,7,0,0,393
2490,3356,12,20,7/5/2007,5,4,5,0.085119048,0.670238095,328
53,1272,8,20,12/28/1999,5,1,3,0.129081633,0.623469388,1424
6651,887,13,20,8/20/2014,5,1,9,0.256818182,0.7,248
4661,2818,13,20,7/14/2016,3.9,27,4,0.124741863,0.552328844,459
761,2297,13,20,3/1/2013,4.2,11,3,0.154761905,0.364285714,179
5052,843,8,20,9/27/2018,5,2,1,0.18264678,0.373579545,779
1288,1820,8,20,7/25/2011,3.9,5,4,0.149191434,0.45171183,1900
4362,626,13,20,3/21/2014,3.7,4,4,0.233343254,0.581170635,599
6732,962,13,20,8/5/2014,4.5,2,6,0.253431373,0.537955182,639
3549,2288,13,20,11/30/2018,3.8,8,5,0.371428571,0.45,372
2339,68,13,20,5/3/2014,3.2,56,6,0.083151515,0.668893939,259
4336,1847,13,20,8/21/2008,4.1,2,9,-0.213636364,0.363636364,190
1882,84,13,20,4/28/2018,3.7,3,0,-0.029166667,0.5125,449
6211,2309,13,11,12/14/2017,4,9,5,0.230769231,0.361538462,339
1646,843,13,11,1/4/2018,3.9,3,7,0.185555556,0.310555556,674
2969,3511,13,20,1/1/2018,3.7,69,10,0.262301587,0.558531746,390
5274,2502,8,20,11/15/2017,4.6,16,2,0.356944444,0.648611111,440
5764,2613,13,20,6/15/2017,3.6,6,4,0.178686418,0.549584686,1058
5501,3226,13,20,4/17/2008,4.5,247,2,0.145716783,0.352975265,213
4667,547,13,20,3/26/2019,4.4,4,5,0.206385281,0.570887446,850
4246,3460,13,20,11/12/2014,4.4,17,2,0.219970539,0.490951178,188
324,1925,13,11,7/7/2014,4.5,2,10,0.047435897,0.255448718,1159
3175,844,8,20,4/23/2019,4.5,8,3,0.158367769,0.584710744,1359
2869,2807,13,20,9/3/2009,5,1,0,-0.073737374,0.439393939,398.78
3201,3550,13,11,8/31/2015,4.5,2,4,0.2,0.1,1450
4489,4308,13,20,11/16/2006,5,2,1,0.154772727,0.290909091,544
895,3509,13,20,7/9/1905,3.8,7,7,0,0,30
5328,1578,13,20,8/23/2015,4.6,17,8,0.131666667,0.570925926,319
1434,2004,13,20,6/18/1999,5,2,1,0.270833333,0.673946886,1022
5889,3366,13,20,2/4/2010,3.7,5,0,0.221,0.399,299
310,3005,13,20,12/19/2008,5,4,10,0.323076923,0.527472527,1285
3979,4279,13,20,4/20/2016,4,18,0,0.097942387,0.332348618,319
743,1022,13,20,2/4/2019,3.9,6,1,0.1125,0.183333333,358
2300,1470,13,20,3/27/2018,5,1,3,0.177896374,0.508275613,825
2177,716,13,20,6/1/1971,5,2,1,0.126190476,0.398809524,600
2851,1158,13,20,11/3/2016,4.6,3,3,0.337651515,0.645227273,323.9
6399,2254,13,20,2/1/2000,4.3,23,5,-0.06,0.561666667,299
3096,2531,12,20,5/1/2010,3.7,12,7,0.356215213,0.496567718,449
3460,3241,8,20,5/5/2019,5,2,2,0.202941176,0.648529412,479
4873,246,13,20,9/8/2016,4.9,10,10,0.3609375,0.65625,599
1317,1301,13,20,2/8/2011,4.5,12,3,0.16969697,0.514015152,1079
6676,4196,13,20,8/2/2018,4.8,13,2,0.133333333,0.666666667,235
2585,2725,13,20,11/29/1999,4.3,414,7,0.162466963,0.446337245,219
2808,3233,12,20,9/6/2011,5,1,5,0.077556818,0.386363636,386
4216,2340,13,20,10/5/2016,4.5,21,10,0.230769231,0.269230769,323.52
3979,4279,13,20,4/20/2016,4,18,0,0.097942387,0.332348618,336
1450,3874,13,20,3/10/2015,3.4,9,7,0.288888889,0.552777778,448
2594,4259,13,20,10/4/2012,4,2,10,0.22,0.413333333,434
3015,662,8,11,6/19/2018,4.7,51,6,0.1875,0.59478022,511.17
402,493,13,14,6/19/2018,5,1,0,0.256696429,0.560714286,277
1530,4220,13,20,10/7/2016,4.3,86,2,0.020144928,0.373333333,310
5975,2718,13,20,9/1/2005,5,1,10,0.188594276,0.534259259,549.88
6363,792,13,20,10/25/2007,3.9,5,0,-0.004166667,0.647916667,179
3674,570,8,20,10/9/2018,4,2,4,0.156904762,0.410918367,1545
6404,2288,13,20,5/16/2017,3.5,8,9,0.275,0.733333333,335
1991,843,13,20,9/3/2012,4,1,7,0.215104167,0.39375,311.22
494,337,13,11,7/10/2018,5,1,3,0.177373737,0.357542088,479
5529,2604,13,20,11/6/2014,4.7,7,5,0.042948718,0.544871795,359
4295,3991,13,20,2/7/2008,4.3,3,0,0.050595238,0.461904762,503
4402,4133,13,20,5/10/2005,4.4,3,0,0.125617284,0.549074074,387
6004,1493,13,20,1/28/2016,2.7,3,5,0.192380952,0.645714286,205
2027,79,13,20,10/30/2017,3.5,4,9,0.29125,0.68625,185
6192,2354,12,11,1/29/2019,3,1,9,0.132849503,0.4776356,299
6162,1288,13,20,3/28/2017,3.8,6,7,0.299758953,0.490358127,809
1134,741,13,20,3/23/2017,5,1,4,0.249754902,0.542892157,868
3924,1545,13,20,6/2/2009,3.8,9,3,0.123333333,0.425833333,450
3172,2874,13,20,11/23/2014,4.4,432,9,0.241840278,0.563541667,102
2991,300,8,20,9/2/2014,5,3,0,0.394055944,0.577622378,488
2247,91,13,20,12/30/2016,4.7,1142,9,0.339983165,0.527314815,87
356,2713,13,20,1/31/1988,5,1,1,0.06875,0.400694444,463
4353,1465,13,11,2/8/2018,5,1,5,0.048076923,0.592307692,216.42
6416,3796,13,20,1/21/2010,4.5,38,6,0.228673095,0.461065197,200
6770,1330,13,20,10/13/2015,4.7,54,6,0.401262626,0.761616162,443
1406,4064,13,20,5/20/2010,4.4,10,6,-8.33E-05,0.558166667,190
5232,752,13,20,1/17/2013,5,2,5,0.12589887,0.446867484,222
1545,2874,13,20,4/18/2016,4.4,168,5,0.223888889,0.739444444,121
4553,3013,13,20,1/1/2003,4.6,64,7,0.278114478,0.498653199,147
1019,957,13,20,9/6/2016,4,1,6,0.242424242,0.609191919,693
2063,2689,8,20,4/4/2019,4.4,5,3,-0.086079545,0.620359848,371
5030,1637,8,11,11/1/2018,3.6,382,0,0.261185838,0.444967532,449
376,657,13,20,2/19/2018,4.4,3,9,0.167422161,0.591804029,202
4195,2213,13,20,9/13/2012,2.9,2,5,-0.017256985,0.494785518,335
4323,3953,13,20,11/29/2005,4.4,79,7,0.331122449,0.470408163,615
5122,3352,13,20,3/6/2014,4,171,0,0.155709877,0.500044092,258
1277,1387,13,20,6/10/2010,4.1,62,5,-0.04248366,0.483660131,376
4700,2012,13,11,7/7/2016,4.6,3,0,0.490625,0.634375,299.52
1430,763,8,20,5/30/2013,1,1,6,0.171,0.309,1490
5371,450,13,20,6/5/2014,3.5,8,2,0.184607438,0.635055096,461
1233,3146,13,20,12/1/2001,4.2,23,7,-0.027777778,0.327777778,325
4047,4198,13,20,7/18/2018,4.7,25,0,0.399382716,0.648765432,399
3275,1355,13,20,1/30/2003,4,33,9,0.108948864,0.438460498,333
795,1344,13,11,2/12/2019,5,1,3,0.121066434,0.427272727,1221
67,1883,13,20,12/31/2016,5,1,1,0.1,0.11,409
1215,2519,13,20,1/1/2001,4.6,6,6,0.088888889,0.566666667,1399
5528,1827,13,11,2/22/2018,4,3,9,0.153609626,0.508110517,336
4672,3796,13,20,2/28/2018,2.9,3,9,0.084880051,0.505717893,370
2225,2822,13,20,10/18/2016,5,8,3,0.108668831,0.559134199,825
6504,3919,13,20,3/23/2017,4.4,4,5,0.5,0.75,113
4435,4027,8,20,10/18/2016,4.6,32,4,0.109375,0.60625,848.44
4277,3885,13,20,8/26/2015,2.9,6,2,0.079487179,0.594230769,250
5337,2062,13,20,4/19/2016,4.8,8,3,-0.07,0.46,772
4741,2549,13,20,12/3/2010,4.4,7,0,0.048007856,0.64315376,333
2400,143,13,20,10/31/2013,3.6,29,6,0.211279461,0.539604377,899
4959,2500,13,17,7/26/2018,4.5,141,0,0.288961039,0.477489177,309
2645,2896,13,20,7/11/2006,3.9,14,7,0.227777778,0.653703704,479
3129,1556,13,20,2/7/2017,5,1,3,0.013646978,0.434578755,799
4289,1393,13,20,7/5/1905,4.5,24,1,0.164814815,0.589814815,149
6189,1277,13,20,12/6/2001,4.1,13,8,0.150104493,0.320402299,364
6016,1896,13,20,12/5/2002,3.4,14,5,-0.051260504,0.586134454,100
4538,2548,8,20,11/27/2012,3,1,8,0.080045996,0.46715368,4370.31
279,3022,13,20,7/25/2019,2.5,2,0,0.154656863,0.47372549,419
4459,1546,13,20,10/28/2016,4.1,9,5,0.148543124,0.363519814,409
6526,4279,13,20,3/23/2017,3,19,9,-0.056060606,0.571861472,247
5078,2626,13,20,10/4/2005,5,1,6,0.209090909,0.432467532,1419
4081,4261,8,20,8/10/2018,4.1,37,8,0.158636364,0.427121212,420
6250,55,13,20,4/25/2018,4.3,10,2,0.146925134,0.58926025,374.25
2651,281,13,11,12/28/2017,5,2,9,0.250729517,0.563748597,370
6377,4135,17,20,6/6/2017,3.1,5,1,0,0,637
5147,1723,13,11,6/28/2018,3,1,9,0.164106503,0.590844854,307
2161,2505,8,20,12/31/2000,4.8,6,1,0.25,0.4875,2080
2748,1552,13,11,10/17/2017,4.9,16,4,0.303405797,0.48442029,1428
4803,1538,8,20,11/30/2015,3.8,5,3,0.176136364,0.49040404,799
3549,2288,13,20,11/30/2018,3.8,8,9,0.371428571,0.45,372
399,749,12,20,11/25/2014,4.7,31,2,0.357979798,0.54030303,370
2082,1356,13,20,7/10/1905,4.6,3,2,0.08,0.463333333,156
5115,1381,13,20,11/10/2017,3.6,3,10,0.205594406,0.499417249,349
6529,2628,13,20,5/17/2018,4.5,10,9,0.157222222,0.541111111,479
803,2074,13,20,6/23/2011,4,2,0,-0.080952381,0.398412698,200
3202,2475,13,11,8/27/2015,4,11,4,0.1,0.25,799
3522,4292,12,20,8/15/1986,4.2,8,5,-0.015435606,0.531534091,338.45
5218,485,13,20,4/23/2015,5,2,0,0.105833333,0.486666667,637
5700,1705,13,20,7/31/2018,4.7,7,6,0.215475852,0.560909091,853
3414,3999,12,20,2/1/1996,4.6,25,2,0.060111111,0.472111111,335
2302,1455,8,20,5/23/2017,4.7,7,3,0.075898693,0.475816993,899
4852,2148,8,20,10/8/2002,3.4,6,4,0.258834499,0.478315851,1394
4976,2183,13,20,7/10/2001,3,1,5,0.059758297,0.54047619,344
2597,1933,13,20,4/3/2014,5,2,1,0.35,0.572619048,818
4449,2711,13,20,5/5/2015,4.8,15,9,0.249578373,0.558837632,553
4355,3270,13,20,4/1/2019,4.4,3,7,0.288888889,0.531481481,160
5456,1462,13,11,2/1/2010,4,220,3,0.25,0.333333333,250
5099,2453,13,20,1/19/2017,3.6,4,5,-0.2,0.25,384
3195,1165,13,20,5/28/2000,4.9,15,1,0.239035088,0.425814536,875
959,1920,13,20,9/26/2014,4.5,2,7,0.18,0.46,451
4954,1231,13,20,3/19/2009,4.5,15,2,0.196666667,0.507777778,379
4515,1234,13,20,2/20/2019,4.7,16,9,-0.025,0.43125,175
5024,3986,13,20,11/1/2013,4.4,7,5,0.150315657,0.566540404,499
3769,2906,13,20,7/7/2010,4.1,10,7,0.3,0.95,175
5438,3259,13,20,5/23/2017,4.3,38,2,0.149318182,0.614166667,360
1158,2174,13,11,1/28/2018,5,4,4,0.149,0.513619048,1134
5008,2604,13,20,10/8/2015,4.4,12,5,-0.002798574,0.468351159,262
925,3693,13,20,6/13/2013,4.4,6,4,0.238095238,0.654761905,599
2394,2180,13,20,1/7/2016,4.6,3,5,0.022916667,0.735416667,367
1627,3192,13,20,9/5/2018,5,2,7,0.122698413,0.623650794,555
1721,1101,13,20,7/9/1905,3.9,6,1,0.604166667,0.920833333,70
