INCIDENT_ID,MULTIPLE_OFFENSE
CR_162477,1
CR_125504,1
CR_59482,0
CR_126465,1
CR_146232,0
CR_122257,1
CR_192545,0
CR_10157,0
CR_45976,1
CR_42821,1
CR_46081,1
CR_122331,1
CR_191501,1
CR_30368,1
CR_171351,1
CR_138700,1
CR_48055,1
CR_87526,1
CR_68279,1
CR_83058,1
CR_71237,1
CR_146802,1
CR_190607,1
CR_99618,1
CR_34004,1
CR_100145,1
CR_39660,1
CR_151249,1
CR_26397,1
CR_195707,1
CR_90596,1
CR_85768,1
CR_93393,1
CR_32198,1
CR_3403,1
CR_106500,1
CR_68979,1
CR_158619,1
CR_20488,1
CR_5089,1
CR_1547,1
CR_64680,1
CR_127185,1
CR_161618,1
CR_47515,1
CR_107272,1
CR_40921,1
CR_182254,1
CR_68055,1
CR_157203,1
CR_65551,1
CR_65769,1
CR_41779,1
CR_139050,1
CR_73991,1
CR_191821,1
CR_2568,1
CR_45578,1
CR_166844,1
CR_64482,1
CR_190556,1
CR_194690,1
CR_152542,1
CR_85459,1
CR_171617,1
CR_139412,1
CR_66212,1
CR_40535,1
CR_184857,1
CR_118367,1
CR_144515,1
CR_44164,1
CR_140858,1
CR_192575,1
CR_167639,1
CR_103744,1
CR_4206,1
CR_40422,1
CR_115205,1
CR_58195,1
CR_1005,1
CR_93352,1
CR_146807,1
CR_196396,1
CR_48936,1
CR_131455,1
CR_79864,1
CR_10728,1
CR_164793,1
CR_74608,1
CR_143440,1
CR_91062,1
CR_8830,1
CR_6728,1
CR_94675,1
CR_15529,1
CR_20921,1
CR_181719,1
CR_194295,1
CR_128470,1
CR_105105,1
CR_116281,1
CR_182392,1
CR_154430,1
CR_153998,1
CR_43186,1
CR_78992,1
CR_1543,1
CR_24174,1
CR_69247,1
CR_168363,0
CR_60732,1
CR_52630,1
CR_147917,0
CR_84229,1
CR_182580,1
CR_163878,1
CR_36595,1
CR_175485,1
CR_109780,1
CR_70124,1
CR_144262,1
CR_184830,1
CR_52040,1
CR_189771,1
CR_141097,1
CR_5650,1
CR_29240,1
CR_89829,1
CR_160024,1
CR_120283,1
CR_82285,1
CR_62370,0
CR_186692,1
CR_82812,1
CR_76570,1
CR_26778,1
CR_148281,1
CR_86732,1
CR_137880,1
CR_15404,1
CR_91811,1
CR_172475,1
CR_160655,1
CR_186073,1
CR_43540,1
CR_94720,1
CR_73657,1
CR_12172,1
CR_131745,1
CR_55163,1
CR_55544,1
CR_5827,1
CR_131494,1
CR_107695,1
CR_115840,1
CR_18729,1
CR_63639,1
CR_192657,1
CR_18953,1
CR_190477,1
CR_142794,1
CR_178352,0
CR_35411,1
CR_121663,1
CR_164048,1
CR_190252,1
CR_3882,1
CR_44324,1
CR_43297,1
CR_149783,1
CR_198393,1
CR_111495,1
CR_192007,1
CR_132300,1
CR_15144,1
CR_4787,1
CR_79810,1
CR_99673,1
CR_106979,1
CR_193960,1
CR_53741,1
CR_160381,1
CR_126820,1
CR_158611,1
CR_130435,1
CR_198025,1
CR_71396,1
CR_98685,1
CR_135130,1
CR_147808,1
CR_184466,1
CR_54284,1
CR_161299,1
CR_19375,1
CR_129481,1
CR_26826,1
CR_14256,1
CR_182215,1
CR_93162,1
CR_163586,1
CR_27384,1
CR_30267,1
CR_131705,1
CR_162854,1
CR_70869,1
CR_148865,1
CR_53661,1
CR_28818,1
CR_17560,1
CR_147219,1
CR_31191,1
CR_68220,1
CR_197467,1
CR_105976,1
CR_102361,0
CR_25966,1
CR_133705,1
CR_171106,1
CR_132399,1
CR_78770,1
CR_153071,1
CR_124845,1
CR_76474,1
CR_19700,1
CR_100045,1
CR_100137,1
CR_177099,0
CR_114623,1
CR_143484,1
CR_111985,1
CR_184760,1
CR_34202,1
CR_152309,1
CR_30117,1
CR_66813,1
CR_158510,0
CR_95144,1
CR_181646,1
CR_14812,1
CR_6851,1
CR_179337,1
CR_47899,1
CR_60755,1
CR_10524,1
CR_74982,1
CR_147486,1
CR_190224,1
CR_40644,1
CR_123049,1
CR_109982,0
CR_63996,1
CR_31140,1
CR_55981,1
CR_56129,1
CR_56041,0
CR_92641,1
CR_144325,1
CR_40199,1
CR_181693,0
CR_96035,1
CR_78217,1
CR_122170,0
CR_169095,1
CR_22153,1
CR_51724,1
CR_49930,1
CR_46906,1
CR_38577,1
CR_55782,1
CR_185813,1
CR_123662,1
CR_11239,1
CR_126736,1
CR_61616,1
CR_89880,1
CR_25375,1
CR_143753,1
CR_67215,1
CR_72829,1
CR_153112,1
CR_168295,1
CR_100438,1
CR_53329,1
CR_88813,1
CR_33905,1
CR_5464,1
CR_177861,1
CR_140796,1
CR_93907,1
CR_43564,0
CR_72622,1
CR_57545,1
CR_69002,1
CR_44057,1
CR_103478,1
CR_118668,1
CR_18548,1
CR_60939,1
CR_174300,1
CR_195194,1
CR_184532,1
CR_62407,1
CR_120160,1
CR_96370,0
CR_175346,1
CR_18003,1
CR_88250,1
CR_19515,1
CR_198726,1
CR_105659,1
CR_109727,1
CR_161685,1
CR_28999,1
CR_154648,1
CR_118257,1
CR_181609,0
CR_75903,1
CR_197944,1
CR_194792,1
CR_81884,1
CR_1829,1
CR_193415,1
CR_36642,1
CR_26468,1
CR_109149,1
CR_64084,1
CR_56256,1
CR_115024,1
CR_5459,1
CR_48234,1
CR_44828,1
CR_124332,1
CR_107084,1
CR_196082,0
CR_36807,1
CR_195952,1
CR_162824,1
CR_33761,1
CR_7928,1
CR_68215,1
CR_45602,1
CR_122794,1
CR_176728,1
CR_78773,1
CR_75034,1
CR_163588,1
CR_29251,1
CR_3312,1
CR_173945,0
CR_184675,1
CR_117130,1
CR_139556,1
CR_127059,1
CR_120705,1
CR_117925,1
CR_16359,1
CR_111347,1
CR_19294,1
CR_150830,1
CR_129065,1
CR_98247,1
CR_133357,1
CR_64255,1
CR_52096,1
CR_146831,1
CR_182509,1
CR_113019,1
CR_177790,1
CR_990,1
CR_61627,1
CR_182485,1
CR_152122,1
CR_108746,1
CR_50833,1
CR_166554,1
CR_166618,1
CR_148700,1
CR_169013,1
CR_33313,1
CR_167653,1
CR_112525,1
CR_153445,1
CR_84690,0
CR_22680,1
CR_129727,1
CR_121,1
CR_86630,1
CR_97416,1
CR_127713,1
CR_143137,1
CR_167973,1
CR_117150,1
CR_115240,1
CR_89299,1
CR_175944,1
CR_72684,1
CR_120853,1
CR_15873,1
CR_155990,1
CR_51712,1
CR_22093,1
CR_43242,1
CR_57708,1
CR_64231,1
CR_171492,1
CR_26811,1
CR_181510,1
CR_135449,1
CR_138300,1
CR_116182,1
CR_15085,1
CR_146579,1
CR_71658,0
CR_152224,1
CR_102603,1
CR_89223,1
CR_183966,1
CR_3432,1
CR_131977,1
CR_90075,1
CR_161487,1
CR_131862,1
CR_44188,1
CR_164668,1
CR_181686,0
CR_49726,1
CR_29391,1
CR_84233,1
CR_93854,1
CR_32267,1
CR_93477,1
CR_96993,1
CR_95500,1
CR_196032,1
CR_193893,1
CR_162807,1
CR_198331,1
CR_133963,1
CR_173004,1
CR_179825,0
CR_59740,1
CR_160025,1
CR_32548,1
CR_171386,1
CR_103154,1
CR_173099,1
CR_114131,1
CR_58406,1
CR_165016,1
CR_19502,1
CR_53343,1
CR_86223,1
CR_55439,1
CR_59603,1
CR_114720,1
CR_164390,1
CR_142833,1
CR_37115,1
CR_107123,1
CR_24227,1
CR_93211,1
CR_23094,1
CR_145148,1
CR_125281,1
CR_88590,1
CR_10869,1
CR_156003,1
CR_78998,1
CR_118827,1
CR_165993,1
CR_65460,1
CR_169449,1
CR_108323,1
CR_42993,1
CR_54018,1
CR_179023,1
CR_44267,1
CR_1875,1
CR_79019,1
CR_73669,1
CR_67769,1
CR_117802,1
CR_51119,1
CR_32729,1
CR_168537,1
CR_3280,1
CR_48423,1
CR_7401,1
CR_126559,1
CR_129227,1
CR_42212,1
CR_76459,1
CR_121461,1
CR_64831,1
CR_182417,1
CR_15590,1
CR_60339,1
CR_96402,1
CR_148455,1
CR_180114,1
CR_136471,1
CR_106784,1
CR_30431,1
CR_97433,1
CR_140825,1
CR_20432,1
CR_107336,1
CR_162,1
CR_163879,1
CR_16095,1
CR_488,1
CR_196148,1
CR_136637,1
CR_187278,1
CR_101080,1
CR_56127,0
CR_168985,1
CR_125483,0
CR_146021,1
CR_66617,1
CR_78716,1
CR_11224,1
CR_62644,1
CR_45188,1
CR_63213,1
CR_105732,1
CR_43248,1
CR_75324,1
CR_51195,1
CR_118155,1
CR_147483,1
CR_28285,1
CR_13159,1
CR_42259,1
CR_92398,1
CR_25524,1
CR_167012,1
CR_122944,1
CR_123017,1
CR_190714,1
CR_40661,1
CR_56044,1
CR_82807,1
CR_7712,1
CR_122606,1
CR_128620,1
CR_47980,1
CR_177952,1
CR_180815,1
CR_84511,1
CR_171205,1
CR_93492,1
CR_158656,0
CR_31800,1
CR_58602,1
CR_49569,1
CR_19640,1
CR_44528,1
CR_18826,1
CR_52247,1
CR_164715,1
CR_175983,1
CR_72780,1
CR_167020,1
CR_30319,1
CR_40706,1
CR_175891,1
CR_73012,1
CR_111888,1
CR_23872,1
CR_115817,1
CR_115110,1
CR_5552,1
CR_17607,1
CR_130508,1
CR_37706,1
CR_55739,1
CR_97797,1
CR_117537,1
CR_174523,1
CR_99143,1
CR_191758,1
CR_19588,1
CR_63740,1
CR_124212,1
CR_123065,1
CR_9917,1
CR_29651,1
CR_12378,1
CR_56014,1
CR_6187,1
CR_91135,1
CR_2308,1
CR_57654,1
CR_149652,1
CR_196959,1
CR_52815,1
CR_43794,1
CR_57951,1
CR_99616,1
CR_98246,1
CR_84042,1
CR_59849,1
CR_178695,1
CR_182142,1
CR_126445,1
CR_63367,1
CR_44727,1
CR_58771,1
CR_178591,1
CR_122407,1
CR_39137,1
CR_160895,1
CR_32574,1
CR_28707,1
CR_72744,1
CR_72373,1
CR_47702,1
CR_49273,1
CR_154281,1
CR_85029,1
CR_129762,1
CR_183625,1
CR_89003,1
CR_60625,1
CR_30628,1
CR_88288,1
CR_108489,1
CR_61667,1
CR_13872,1
CR_123404,1
CR_12833,1
CR_173819,1
CR_68940,1
CR_192708,1
CR_47211,1
CR_943,0
CR_150087,1
CR_165011,1
CR_122671,1
CR_169525,1
CR_144247,1
CR_178747,1
CR_178408,0
CR_153586,1
CR_147651,1
CR_154739,1
CR_90354,1
CR_17251,1
CR_167698,1
CR_149190,1
CR_124102,1
CR_52330,1
CR_61778,1
CR_74258,1
CR_97229,1
CR_112640,1
CR_65702,1
CR_97293,1
CR_132097,1
CR_9390,1
CR_137806,1
CR_139661,1
CR_91180,1
CR_27334,1
CR_4646,1
CR_109905,1
CR_174123,1
CR_27076,1
CR_136341,1
CR_138354,1
CR_90631,1
CR_152359,1
CR_41496,1
CR_131818,1
CR_51246,1
CR_54671,1
CR_79167,1
CR_11390,1
CR_35422,1
CR_37458,1
CR_58941,1
CR_25173,1
CR_131507,1
CR_6855,1
CR_143631,1
CR_108440,1
CR_83732,1
CR_150604,1
CR_142232,1
CR_99842,1
CR_17770,0
CR_169104,1
CR_5445,1
CR_16614,1
CR_179597,1
CR_153767,1
CR_103324,1
CR_60815,1
CR_35615,1
CR_145747,1
CR_151200,1
CR_17952,1
CR_9193,1
CR_55754,1
CR_46604,1
CR_20774,1
CR_58366,1
CR_51942,1
CR_153063,1
CR_74815,1
CR_95626,1
CR_60268,1
CR_84574,1
CR_124358,1
CR_142890,1
CR_73916,1
CR_183348,1
CR_44803,1
CR_3964,1
CR_33000,1
CR_54443,0
CR_64367,1
CR_60851,1
CR_778,1
CR_10159,1
CR_105448,1
CR_147856,1
CR_175218,1
CR_35141,1
CR_68066,1
CR_61678,1
CR_112184,1
CR_153397,1
CR_32076,1
CR_130895,1
CR_71030,1
CR_86822,1
CR_194342,1
CR_171756,1
CR_147126,1
CR_145055,1
CR_74912,1
CR_158726,0
CR_40722,1
CR_181463,0
CR_183440,1
CR_125725,1
CR_36216,1
CR_159551,1
CR_35187,0
CR_1923,1
CR_59639,1
CR_114536,1
CR_11418,1
CR_23070,1
CR_73876,1
CR_102462,1
CR_65314,1
CR_3071,1
CR_90410,1
CR_148754,1
CR_152422,1
CR_74186,1
CR_162484,0
CR_160386,1
CR_43278,1
CR_35509,1
CR_43087,1
CR_46749,1
CR_56559,1
CR_134490,1
CR_104091,1
CR_167048,1
CR_127134,1
CR_166373,1
CR_174038,1
CR_134031,1
CR_60414,1
CR_38757,1
CR_162213,1
CR_38470,1
CR_193447,1
CR_74339,1
CR_138096,1
CR_131225,1
CR_5525,1
CR_140425,1
CR_140157,1
CR_96936,1
CR_64592,1
CR_120668,1
CR_184990,1
CR_127169,1
CR_156377,1
CR_89728,1
CR_50053,0
CR_163203,1
CR_54192,1
CR_195698,1
CR_189174,1
CR_191490,1
CR_171575,1
CR_11505,1
CR_137490,1
CR_83262,1
CR_67135,1
CR_143693,1
CR_81807,1
CR_1024,1
CR_65100,1
CR_167874,0
CR_183110,1
CR_126150,1
CR_128495,1
CR_119310,1
CR_54221,1
CR_197960,1
CR_106959,1
CR_107580,1
CR_74315,1
CR_155620,1
CR_117025,1
CR_50906,1
CR_115983,1
CR_40287,1
CR_54344,1
CR_28433,1
CR_138185,1
CR_139034,1
CR_13588,1
CR_158184,1
CR_85165,1
CR_96629,1
CR_128989,1
CR_38486,1
CR_150852,1
CR_25658,1
CR_6294,1
CR_92488,1
CR_47555,1
CR_128111,1
CR_57447,1
CR_39037,1
CR_24061,0
CR_151877,1
CR_34479,1
CR_45507,1
CR_93346,1
CR_183557,1
CR_164630,1
CR_111524,1
CR_21973,1
CR_63504,1
CR_127127,1
CR_189355,1
CR_155153,1
CR_60848,1
CR_74130,1
CR_55069,1
CR_102881,1
CR_135999,1
CR_114260,1
CR_146048,0
CR_40996,1
CR_50229,1
CR_153262,1
CR_33859,1
CR_167511,1
CR_63429,1
CR_198091,1
CR_16186,1
CR_25512,1
CR_92495,1
CR_168858,1
CR_134774,1
CR_61022,1
CR_151758,0
CR_24311,1
CR_150665,1
CR_84022,0
CR_90615,1
CR_35161,1
CR_48776,1
CR_31483,1
CR_184880,1
CR_153423,1
CR_118204,1
CR_91833,1
CR_62850,1
CR_90604,1
CR_85681,1
CR_110470,0
CR_149874,1
CR_99863,1
CR_115355,1
CR_135503,1
CR_171037,1
CR_197485,1
CR_45635,1
CR_84712,1
CR_2498,1
CR_30422,1
CR_130442,1
CR_133473,1
CR_54645,1
CR_55184,1
CR_72571,0
CR_177836,1
CR_29459,1
CR_198001,1
CR_130976,1
CR_117707,1
CR_61482,1
CR_131637,1
CR_126623,1
CR_47343,1
CR_49644,1
CR_196446,1
CR_113122,1
CR_65490,1
CR_129205,1
CR_174181,1
CR_148419,1
CR_66604,1
CR_756,1
CR_13167,1
CR_149453,1
CR_147491,1
CR_187606,1
CR_124606,1
CR_99788,1
CR_92476,1
CR_148266,1
CR_126965,1
CR_109557,1
CR_136342,1
CR_44890,1
CR_192140,1
CR_113320,1
CR_126824,1
CR_62444,1
CR_83216,1
CR_112672,1
CR_122539,1
CR_20792,1
CR_198374,1
CR_97734,1
CR_32091,1
CR_125139,1
CR_15273,1
CR_176556,1
CR_143797,1
CR_81842,1
CR_123480,1
CR_163769,1
CR_116382,1
CR_146470,1
CR_73452,1
CR_111466,1
CR_145807,1
CR_12773,1
CR_195473,0
CR_22988,1
CR_136321,1
CR_110386,1
CR_160049,1
CR_91421,1
CR_54114,1
CR_142331,1
CR_155772,1
CR_151252,1
CR_117106,1
CR_145217,1
CR_145280,1
CR_193677,1
CR_37144,1
CR_28695,1
CR_102516,1
CR_52128,1
CR_190618,1
CR_70669,1
CR_88286,1
CR_81120,1
CR_72878,1
CR_1602,1
CR_92529,1
CR_74807,1
CR_75698,1
CR_151020,1
CR_101648,1
CR_60766,1
CR_71790,1
CR_154244,1
CR_153130,1
CR_126881,1
CR_172801,1
CR_129031,1
CR_125552,1
CR_148591,1
CR_31524,0
CR_49969,1
CR_138328,1
CR_97300,1
CR_29961,1
CR_53635,1
CR_93783,1
CR_109592,1
CR_23247,1
CR_154788,1
CR_79514,1
CR_135044,1
CR_76222,1
CR_148970,1
CR_190545,1
CR_129496,1
CR_152189,1
CR_70471,1
CR_116307,1
CR_119977,1
CR_80421,1
CR_158964,1
CR_71836,1
CR_32130,1
CR_100221,1
CR_181193,1
CR_23213,1
CR_37844,1
CR_81435,1
CR_180064,1
CR_180123,1
CR_104555,1
CR_39382,1
CR_179224,1
CR_143070,1
CR_465,1
CR_7468,1
CR_13897,1
CR_76259,1
CR_113154,1
CR_73555,1
CR_176725,1
CR_29392,1
CR_116678,1
CR_10614,1
CR_44315,1
CR_178434,1
CR_115664,1
CR_81642,1
CR_193738,1
CR_112420,1
CR_5103,1
CR_35870,1
CR_38307,1
CR_146015,1
CR_177297,1
CR_69852,1
CR_178540,1
CR_31039,1
CR_174290,1
CR_142763,1
CR_18532,1
CR_63362,1
CR_46266,1
CR_30217,1
CR_59122,1
CR_39879,1
CR_9904,1
CR_174616,1
CR_156504,1
CR_119898,0
CR_99832,1
CR_24930,1
CR_185436,1
CR_82735,1
CR_175881,1
CR_197588,1
CR_168492,1
CR_121634,1
CR_164697,1
CR_93986,1
CR_61672,1
CR_170580,1
CR_11451,1
CR_187906,1
CR_173138,1
CR_115422,1
CR_101633,1
CR_83311,1
CR_52868,1
CR_81085,1
CR_1252,1
CR_100826,1
CR_161075,1
CR_169080,1
CR_8297,1
CR_156172,1
CR_162692,1
CR_50856,1
CR_101073,1
CR_84029,1
CR_137560,1
CR_11248,1
CR_95908,1
CR_104286,0
CR_28015,1
CR_103545,1
CR_18894,1
CR_99298,1
CR_129754,1
CR_6916,1
CR_182404,1
CR_44302,1
CR_34192,1
CR_138499,1
CR_118053,1
CR_132218,1
CR_62650,1
CR_139618,1
CR_119228,1
CR_73626,1
CR_111779,1
CR_107603,1
CR_93179,1
CR_126876,1
CR_72033,1
CR_710,1
CR_69040,1
CR_112391,1
CR_98475,1
CR_75901,1
CR_23531,1
CR_127143,1
CR_148693,1
CR_181922,1
CR_75303,1
CR_131279,1
CR_48716,1
CR_86535,1
CR_83490,1
CR_171847,1
CR_86875,1
CR_160235,1
CR_59155,1
CR_135622,1
CR_144398,1
CR_165531,1
CR_15750,1
CR_186876,1
CR_132853,1
CR_9857,1
CR_191384,1
CR_6178,1
CR_183102,1
CR_79634,1
CR_171878,1
CR_2930,1
CR_37573,1
CR_119410,1
CR_77289,1
CR_165850,1
CR_30329,1
CR_66034,1
CR_133438,1
CR_58211,1
CR_149064,1
CR_78818,1
CR_52864,1
CR_8928,1
CR_37381,1
CR_78415,1
CR_108935,1
CR_73399,1
CR_129079,1
CR_189299,1
CR_185869,1
CR_197790,1
CR_116681,1
CR_13517,1
CR_145140,1
CR_142499,1
CR_197175,1
CR_23126,0
CR_147958,1
CR_342,1
CR_114511,1
CR_82885,1
CR_132936,1
CR_85453,1
CR_24680,1
CR_84417,1
CR_121488,1
CR_52557,1
CR_114718,1
CR_64193,1
CR_70701,1
CR_169483,1
CR_33699,1
CR_90521,1
CR_81108,1
CR_60098,1
CR_19336,1
CR_133264,1
CR_26226,1
CR_46392,1
CR_177827,1
CR_139332,1
CR_75121,1
CR_127951,1
CR_9814,1
CR_149188,1
CR_88058,1
CR_119072,1
CR_127740,1
CR_12934,1
CR_162273,1
CR_151029,1
CR_46706,1
CR_75493,1
CR_86479,1
CR_170139,1
CR_134400,1
CR_184728,1
CR_134513,1
CR_117797,1
CR_83434,1
CR_147273,1
CR_29101,1
CR_27971,1
CR_13616,1
CR_197937,1
CR_60554,1
CR_113631,1
CR_73885,1
CR_40554,0
CR_52516,1
CR_118745,1
CR_150994,1
CR_186345,1
CR_197340,1
CR_113839,1
CR_182476,1
CR_74377,1
CR_125104,1
CR_58720,1
CR_117209,1
CR_143879,1
CR_89712,1
CR_141290,1
CR_148713,1
CR_89365,1
CR_185493,1
CR_18489,1
CR_78196,1
CR_190434,1
CR_192428,1
CR_35558,1
CR_119582,1
CR_29936,1
CR_64576,1
CR_23694,1
CR_92561,1
CR_195252,1
CR_76151,1
CR_33076,1
CR_18951,1
CR_169144,1
CR_169340,0
CR_96106,1
CR_183310,1
CR_24604,1
CR_34749,1
CR_86043,1
CR_66612,1
CR_151515,1
CR_71620,1
CR_148973,1
CR_113550,1
CR_3601,1
CR_587,1
CR_171201,1
CR_184398,1
CR_187094,1
CR_153453,1
CR_139204,1
CR_103091,1
CR_30308,1
CR_67096,1
CR_184543,1
CR_27417,1
CR_190151,1
CR_155148,1
CR_31142,1
CR_100416,1
CR_107390,1
CR_116757,1
CR_20796,1
CR_72290,1
CR_149961,1
CR_150201,1
CR_138166,1
CR_194458,0
CR_150686,1
CR_155357,1
CR_87370,1
CR_103421,1
CR_92996,1
CR_142058,1
CR_120168,1
CR_4215,1
CR_135885,1
CR_54236,1
CR_7046,1
CR_190826,1
CR_100813,1
CR_71675,1
CR_186855,1
CR_94299,1
CR_175968,1
CR_170699,1
CR_32712,1
CR_25637,1
CR_132371,1
CR_26324,0
CR_115501,1
CR_105768,1
CR_51754,1
CR_138477,1
CR_122444,1
CR_51507,1
CR_66454,1
CR_104711,1
CR_111557,1
CR_135145,1
CR_107989,1
CR_161206,1
CR_171863,1
CR_96557,1
CR_63337,1
CR_167029,1
CR_109845,1
CR_110069,1
CR_14287,1
CR_44786,1
CR_53321,1
CR_29266,1
CR_197970,1
CR_165479,1
CR_30196,1
CR_32048,1
CR_72254,1
CR_123018,1
CR_126287,1
CR_176280,1
CR_55297,1
CR_113573,1
CR_186553,1
CR_107926,1
CR_94816,1
CR_143390,1
CR_34974,1
CR_158364,1
CR_186356,1
CR_84579,1
CR_197920,1
CR_102616,1
CR_159554,1
CR_84083,1
CR_155393,1
CR_99904,1
CR_130167,1
CR_90267,1
CR_164684,1
CR_49346,1
CR_186694,1
CR_135345,0
CR_126321,1
CR_15401,1
CR_195835,1
CR_9541,1
CR_24921,1
CR_198169,1
CR_198425,1
CR_127883,1
CR_196190,1
CR_92688,1
CR_96967,1
CR_44139,1
CR_194628,1
CR_64525,1
CR_71777,1
CR_196754,1
CR_1593,1
CR_16707,1
CR_196024,1
CR_189324,1
CR_72975,1
CR_161857,1
CR_33719,1
CR_165032,1
CR_158673,1
CR_68859,1
CR_98581,1
CR_64730,1
CR_1506,1
CR_135761,1
CR_162933,1
CR_96172,1
CR_138593,1
CR_6001,1
CR_107226,1
CR_75523,1
CR_74454,1
CR_146861,1
CR_20253,1
CR_74880,1
CR_191213,1
CR_183299,1
CR_91060,1
CR_55171,1
CR_11042,1
CR_82545,1
CR_92193,1
CR_40066,1
CR_71296,1
CR_72117,1
CR_13267,1
CR_23410,1
CR_188482,1
CR_117300,1
CR_44495,1
CR_33004,1
CR_166845,1
CR_166573,1
CR_100538,1
CR_114163,1
CR_139230,1
CR_26901,1
CR_46312,1
CR_126301,1
CR_35922,1
CR_90293,1
CR_111709,1
CR_195519,1
CR_67610,1
CR_28307,1
CR_106235,1
CR_97223,1
CR_197122,0
CR_56673,1
CR_159305,1
CR_508,1
CR_128328,1
CR_116093,1
CR_99793,1
CR_2932,1
CR_42974,0
CR_92378,1
CR_9081,1
CR_65735,1
CR_115996,0
CR_100065,1
CR_27379,1
CR_156839,1
CR_183581,1
CR_152682,1
CR_16173,1
CR_23341,0
CR_1921,1
CR_71341,1
CR_95359,1
CR_43311,1
CR_170297,1
CR_63783,1
CR_17836,0
CR_71863,1
CR_68634,1
CR_59485,0
CR_50970,0
CR_48430,1
CR_129734,1
CR_73356,1
CR_20094,1
CR_144340,1
CR_86752,1
CR_197180,1
CR_1738,1
CR_87395,1
CR_34181,1
CR_187507,1
CR_94824,1
CR_66445,1
CR_17160,1
CR_106911,1
CR_190538,1
CR_15193,1
CR_63276,1
CR_18908,1
CR_117490,1
CR_75526,1
CR_185040,1
CR_30614,1
CR_82425,1
CR_16440,1
CR_49831,1
CR_113744,1
CR_122169,1
CR_94618,1
CR_115611,1
CR_135497,1
CR_195796,1
CR_42654,1
CR_67855,1
CR_35105,1
CR_71565,1
CR_7267,1
CR_177095,1
CR_140544,1
CR_56799,1
CR_194132,1
CR_159169,0
CR_149774,1
CR_45591,1
CR_44683,1
CR_198327,0
CR_113314,1
CR_180672,1
CR_161229,1
CR_98163,1
CR_10589,1
CR_47396,1
CR_112473,0
CR_165157,1
CR_112659,1
CR_70527,1
CR_194336,1
CR_16,1
CR_86317,1
CR_122260,0
CR_86601,1
CR_93867,1
CR_87813,1
CR_86162,1
CR_100606,1
CR_48453,1
CR_16038,1
CR_171412,1
CR_84504,1
CR_105721,1
CR_117767,1
CR_172894,1
CR_176577,1
CR_57131,1
CR_4929,1
CR_32212,1
CR_120993,1
CR_153774,1
CR_156187,1
CR_186321,1
CR_195086,1
CR_97095,1
CR_180279,1
CR_190660,1
CR_155449,1
CR_152893,1
CR_121647,1
CR_52817,1
CR_151243,1
CR_163239,1
CR_189812,1
CR_72716,1
CR_86174,1
CR_137335,1
CR_2482,1
CR_176026,1
CR_119197,1
CR_184426,1
CR_185803,1
CR_196911,1
CR_176055,1
CR_193511,1
CR_66002,1
CR_15078,1
CR_38622,1
CR_3846,1
CR_79141,1
CR_36743,1
CR_15134,1
CR_64396,1
CR_68190,1
CR_59045,1
CR_144983,1
CR_9315,1
CR_76875,1
CR_39258,1
CR_44254,1
CR_152929,1
CR_29425,1
CR_37189,1
CR_132489,1
CR_25691,1
CR_171766,1
CR_76326,1
CR_169459,1
CR_42067,1
CR_193487,1
CR_110558,1
CR_80659,1
CR_186092,1
CR_18428,1
CR_33523,1
CR_122206,1
CR_38607,1
CR_57147,1
CR_177516,1
CR_47962,1
CR_116680,1
CR_123158,1
CR_117544,1
CR_163629,1
CR_151529,1
CR_30784,1
CR_114158,1
CR_13572,1
CR_175050,1
CR_30222,1
CR_111058,1
CR_172349,0
CR_35782,1
CR_195553,1
CR_35453,1
CR_131335,0
CR_54990,1
CR_5217,1
CR_39286,1
CR_50359,1
CR_11709,1
CR_72917,1
CR_155287,1
CR_36539,1
CR_96184,1
CR_13638,1
CR_71516,1
CR_143354,1
CR_37167,1
CR_196467,1
CR_186012,1
CR_80711,1
CR_61240,1
CR_48742,1
CR_123892,1
CR_83975,1
CR_176551,1
CR_5211,1
CR_118006,1
CR_84777,1
CR_183200,1
CR_172957,1
CR_47787,1
CR_117836,1
CR_18805,1
CR_17359,1
CR_152660,1
CR_82362,1
CR_45652,1
CR_162516,1
CR_100705,1
CR_95453,1
CR_86528,1
CR_38997,1
CR_181433,1
CR_191567,1
CR_52083,1
CR_24970,1
CR_55721,1
CR_106270,1
CR_179043,1
CR_4118,1
CR_55219,1
CR_84421,1
CR_27378,1
CR_154918,1
CR_194706,1
CR_128473,1
CR_105592,1
CR_73999,1
CR_183108,1
CR_10070,1
CR_14191,1
CR_102346,1
CR_102641,1
CR_110019,1
CR_88310,1
CR_85360,1
CR_56282,0
CR_19370,1
CR_139707,1
CR_25225,1
CR_192910,1
CR_148335,1
CR_60481,1
CR_122197,1
CR_149979,1
CR_67267,1
CR_128308,1
CR_105740,1
CR_175707,1
CR_44172,1
CR_79013,1
CR_150364,1
CR_162401,1
CR_121830,1
CR_80887,1
CR_29138,1
CR_28372,1
CR_10711,1
CR_142865,1
CR_86394,1
CR_31468,1
CR_82487,1
CR_162604,1
CR_154058,1
CR_96062,1
CR_42951,1
CR_132562,1
CR_99710,1
CR_177733,1
CR_108539,1
CR_62860,1
CR_111271,1
CR_107623,1
CR_105595,1
CR_122514,1
CR_145965,1
CR_120472,1
CR_120495,1
CR_149434,1
CR_101213,1
CR_125778,1
CR_66652,0
CR_58955,0
CR_134706,1
CR_120437,1
CR_78671,1
CR_23391,1
CR_23737,1
CR_171665,1
