ID,Essayset,min_score,max_score,clarity,coherent,EssayText,score
5192,3,0,2,1,0,54,0.2
5193,3,0,2,0,0,37,0.9
5194,3,0,2,1,0,41,1
5195,3,0,2,2,0,50,1.4
5196,3,0,2,2,0,66,1.1
5197,3,0,2,1,1,61,1
5198,3,0,2,1,0,66,1
5199,3,0,2,3,1,53,1.7
5200,3,0,2,0,2,84,1.2
5201,3,0,2,0,0,60,1
5202,3,0,2,1,0,30,1.1
5203,3,0,2,0,0,48,1
5204,3,0,2,3,3,79,1.9
5205,3,0,2,1,2,46,1.1
5206,3,0,2,1,0,69,0.9
5207,3,0,2,3,3,64,1.9
5208,3,0,2,0,0,33,1
5209,3,0,2,0,0,46,0.9
5210,3,0,2,0,0,47,1
5211,3,0,2,2,3,55,1.9
5212,3,0,2,1,0,69,1
5213,3,0,2,1,0,50,0.3
5214,3,0,2,0,1,50,0.9
5215,3,0,2,0,0,46,0.5
5216,3,0,2,3,1,44,2
5217,3,0,2,0,0,56,1
5218,3,0,2,1,0,28,1
5219,3,0,2,1,2,28,1.1
5220,3,0,2,2,2,53,1.2
5221,3,0,2,2,3,44,2
5222,3,0,2,0,0,52,1.194360613
5223,3,0,2,2,3,55,2
5224,3,0,2,3,1,70,1.9
5225,3,0,2,0,0,34,0
5226,3,0,2,1,0,63,0.3
5227,3,0,2,3,3,60,2
5228,3,0,2,3,2,39,2
5229,3,0,2,1,0,41,1
5230,3,0,2,1,0,62,1
5231,3,0,2,0,0,26,0.9
5232,3,0,2,1,0,59,1.1
5233,3,0,2,2,1,50,1.7
5234,3,0,2,3,3,37,1.8
5235,3,0,2,0,0,57,1
5236,3,0,2,0,0,30,0.4
5237,3,0,2,1,0,75,1
5238,3,0,2,0,2,46,1.1
5239,3,0,2,1,0,69,0.193399184
5240,3,0,2,1,0,44,0
5241,3,0,2,0,2,67,1.1
5242,3,0,2,0,0,68,1.2
5244,3,0,2,1,0,56,1
5245,3,0,2,3,0,62,1.2
5246,3,0,2,0,0,51,1.1
5247,3,0,2,1,0,24,0.1
5249,3,0,2,3,1,42,1.6
5250,3,0,2,0,0,42,1
5251,3,0,2,1,0,53,0.8
5252,3,0,2,0,0,57,0.9
5253,3,0,2,0,0,56,0.2
5254,3,0,2,0,0,26,0.1
5255,3,0,2,0,0,45,0
5256,3,0,2,1,0,41,0.3
5257,3,0,2,0,0,71,0.2
5258,3,0,2,0,0,52,0.3
5259,3,0,2,1,0,22,0.4
5260,3,0,2,1,2,76,1.6
5261,3,0,2,1,0,58,1.3
5262,3,0,2,0,0,36,1
5263,3,0,2,0,0,39,0.2
5264,3,0,2,2,0,66,1.1
5265,3,0,2,0,0,57,1.3
5266,3,0,2,2,1,80,1.5
5267,3,0,2,2,3,41,2
5268,3,0,2,0,0,50,0.9
5269,3,0,2,3,0,46,1.5
5270,3,0,2,1,0,49,1
5271,3,0,2,0,0,30,0.1
5272,3,0,2,2,2,54,1.8
5273,3,0,2,3,0,55,1.3
5274,3,0,2,2,0,37,1.2
5275,3,0,2,3,2,57,1.5
5276,3,0,2,1,0,30,1
5277,3,0,2,1,0,59,0.9
5278,3,0,2,0,0,48,0.2
5279,3,0,2,0,1,35,1.1
5280,3,0,2,1,0,42,1
5281,3,0,2,1,0,26,0.1
5282,3,0,2,0,3,58,1.8
5283,3,0,2,2,1,49,1.9
5284,3,0,2,1,0,44,0.1
5285,3,0,2,1,0,56,0.9
5286,3,0,2,2,0,81,1.3
5287,3,0,2,1,0,22,0.8
5288,3,0,2,0,0,28,0.8
5289,3,0,2,2,3,56,1.9
5290,3,0,2,3,0,49,1.3
5291,3,0,2,1,0,52,0
5292,3,0,2,0,0,62,0
5293,3,0,2,1,2,63,1.7
5294,3,0,2,1,0,45,0.394360613
5295,3,0,2,0,0,68,1.1
5296,3,0,2,1,0,42,1.2
5297,3,0,2,1,0,62,1.2
5298,3,0,2,1,0,35,0.9
5299,3,0,2,1,0,35,0.2
5300,3,0,2,0,0,47,1
5301,3,0,2,0,0,46,0.5
5302,3,0,2,1,1,60,1.194360613
5303,3,0,2,0,0,44,0.2
5304,3,0,2,0,0,44,0.9
5305,3,0,2,0,0,47,1.2
5306,3,0,2,1,0,41,1
5307,3,0,2,2,2,58,1.9
5308,3,0,2,0,1,53,1
5309,3,0,2,3,0,44,1
5310,3,0,2,1,0,76,1.3
5311,3,0,2,3,0,98,1.8
5312,3,0,2,0,0,44,1
5313,3,0,2,0,0,42,1
5315,3,0,2,1,0,48,1
5316,3,0,2,0,0,49,0.2
5317,3,0,2,1,3,42,1.1
5318,3,0,2,1,0,69,0.8
5319,3,0,2,1,0,50,0.8
5320,3,0,2,1,0,52,0.7
5321,3,0,2,1,0,69,0
5322,3,0,2,0,0,38,1
5323,3,0,2,0,0,50,1
5324,3,0,2,1,0,60,1
5325,3,0,2,0,0,49,1
5326,3,0,2,1,0,56,1
5327,3,0,2,1,0,41,1
5328,3,0,2,0,0,52,1.1
5329,3,0,2,2,1,64,1.5
5330,3,0,2,2,2,60,2
5331,3,0,2,0,0,63,0.9
5332,3,0,2,1,0,33,1
5333,3,0,2,1,0,39,1
5334,3,0,2,0,0,50,0.9
5335,3,0,2,3,3,64,2
5336,3,0,2,1,0,39,0.9
5337,3,0,2,3,2,59,2
5338,3,0,2,0,0,45,0.1
5339,3,0,2,3,0,76,1.1
5340,3,0,2,2,2,78,1.7
5341,3,0,2,2,2,73,1.9
5342,3,0,2,0,1,44,1.1
5343,3,0,2,2,1,80,1.8
5344,3,0,2,0,3,36,1.1
5345,3,0,2,1,0,49,1
5346,3,0,2,0,0,55,1
5347,3,0,2,0,0,63,0.9
5348,3,0,2,3,1,52,1.8
5349,3,0,2,1,0,56,1
5350,3,0,2,1,0,24,0.8
5351,3,0,2,1,0,53,1.1
5352,3,0,2,1,1,60,1.6
5353,3,0,2,0,0,56,0.2
5354,3,0,2,0,0,33,1.1
5355,3,0,2,1,0,59,1
5356,3,0,2,1,0,69,0.9
5357,3,0,2,1,0,25,0.2
5358,3,0,2,2,0,50,1.7
5359,3,0,2,1,0,56,1.2
5360,3,0,2,1,0,63,1.1
5361,3,0,2,3,3,18,1
5362,3,0,2,0,0,43,0.2
5363,3,0,2,1,0,38,0.9
5364,3,0,2,0,0,44,1
5365,3,0,2,2,0,43,1.1
5366,3,0,2,3,3,69,1.9
5367,3,0,2,1,0,58,0.9
5368,3,0,2,0,1,37,1
5369,3,0,2,1,0,40,1
5370,3,0,2,2,1,44,1.2
5372,3,0,2,1,1,45,1.2
5373,3,0,2,1,0,28,0.9
5374,3,0,2,0,1,63,1.1
5375,3,0,2,2,3,82,1.7
5376,3,0,2,0,0,48,0.3
5377,3,0,2,0,2,28,1.2
5378,3,0,2,0,1,47,0.6
5379,3,0,2,1,1,33,1.1
5380,3,0,2,0,3,55,0.8
5381,3,0,2,0,2,61,1.1
5382,3,0,2,2,0,43,1.8
5383,3,0,2,0,0,50,1
5384,3,0,2,0,0,50,0.9
5385,3,0,2,0,3,58,1.3
5386,3,0,2,0,0,46,0.9
5387,3,0,2,0,0,51,0
5388,3,0,2,1,0,55,0.9
5389,3,0,2,0,0,49,1
5390,3,0,2,0,0,47,0.2
5391,3,0,2,3,2,60,1.9
5392,3,0,2,1,0,43,0.9
5393,3,0,2,1,0,49,0.9
5394,3,0,2,0,0,41,0.1
5395,3,0,2,0,0,51,1
5396,3,0,2,0,2,58,1.1
5397,3,0,2,1,0,55,0.9
5398,3,0,2,1,0,26,0.2
5400,3,0,2,0,0,46,1
5401,3,0,2,1,0,33,0.9
5402,3,0,2,1,0,49,0.9
5403,3,0,2,1,0,48,1
5404,3,0,2,1,1,37,1.1
5405,3,0,2,3,2,54,1.7
5406,3,0,2,0,0,69,1.2
5407,3,0,2,0,0,39,0
5408,3,0,2,2,1,34,1.1
5409,3,0,2,1,0,53,1
5410,3,0,2,3,2,72,1.9
5411,3,0,2,0,0,35,1
5412,3,0,2,1,0,38,0.5
5413,3,0,2,1,0,25,0.9
5414,3,0,2,1,2,59,1.1
5415,3,0,2,1,0,62,1
5416,3,0,2,1,2,42,1.2
5417,3,0,2,1,0,37,1
5418,3,0,2,2,0,43,0.8
5419,3,0,2,3,3,72,1.9
5420,3,0,2,1,0,26,0
5421,3,0,2,0,0,29,0
5422,3,0,2,2,0,57,0.9
5423,3,0,2,1,1,90,1.8
5424,3,0,2,0,0,49,0
5425,3,0,2,1,0,57,1
5426,3,0,2,1,0,58,0.9
5427,3,0,2,0,0,62,1.2
5429,3,0,2,3,0,59,1.6
5430,3,0,2,0,3,62,1.8
5431,3,0,2,1,0,95,0.8
5432,3,0,2,2,3,58,1.9
5433,3,0,2,2,1,47,2
5434,3,0,2,0,0,45,0.9
5435,3,0,2,0,0,38,1
5436,3,0,2,1,0,61,1
5437,3,0,2,0,3,35,0.9
5438,3,0,2,1,0,39,0.2
5439,3,0,2,1,0,51,1
5440,3,0,2,0,0,67,1.2
5441,3,0,2,0,0,27,0.1
5442,3,0,2,1,0,25,0.7
5443,3,0,2,1,0,54,1.1
5444,3,0,2,0,0,51,0.4
5445,3,0,2,1,0,45,0.3
5446,3,0,2,1,3,50,1.5
5447,3,0,2,0,0,56,1.1
5448,3,0,2,2,3,72,1.9
5449,3,0,2,0,0,61,0.9
5450,3,0,2,3,1,57,1.8
5451,3,0,2,0,0,34,1.1
5452,3,0,2,0,0,24,0.3
5453,3,0,2,1,0,31,1
5454,3,0,2,0,0,42,0.2
5455,3,0,2,0,0,38,1
5456,3,0,2,2,3,49,1.5
5457,3,0,2,1,0,22,0.2
5458,3,0,2,1,1,63,1.8
5459,3,0,2,0,3,61,1.8
5460,3,0,2,2,0,59,1.1
5461,3,0,2,0,0,27,0
5462,3,0,2,1,0,47,0.9
5463,3,0,2,1,0,40,1
5464,3,0,2,1,0,34,1
5465,3,0,2,1,0,12,0
5466,3,0,2,1,0,35,0.8
5467,3,0,2,1,2,48,1.2
5468,3,0,2,0,0,58,0.9
5469,3,0,2,0,0,7,0.1
5470,3,0,2,1,0,58,1
5471,3,0,2,1,3,38,1.1
5472,3,0,2,0,2,71,1.8
5473,3,0,2,2,0,44,1.1
5474,3,0,2,1,0,37,1
5475,3,0,2,1,0,35,1
5476,3,0,2,1,0,56,1.1
5477,3,0,2,1,1,49,1.1
5478,3,0,2,0,2,14,1.1
5479,3,0,2,0,0,31,0.9
5480,3,0,2,0,0,118,0.9
5481,3,0,2,1,0,54,1
5482,3,0,2,2,0,61,1.1
5483,3,0,2,1,0,35,0.9
5484,3,0,2,0,0,52,1.6
5485,3,0,2,1,3,29,1.1
5486,3,0,2,1,0,47,0.5
5487,3,0,2,1,2,44,1.6
5488,3,0,2,1,0,46,1
5489,3,0,2,3,0,56,0.9
5490,3,0,2,3,2,61,1.9
5491,3,0,2,0,0,39,0.8
5492,3,0,2,2,0,37,1
5493,3,0,2,2,1,48,1.9
5494,3,0,2,0,0,40,0.2
5495,3,0,2,0,0,49,0.9
5496,3,0,2,0,0,58,0.3
5497,3,0,2,1,0,41,1
5498,3,0,2,1,0,32,0.9
5499,3,0,2,1,0,46,0.9
5500,3,0,2,2,1,79,1.8
5501,3,0,2,1,0,53,0.1
5502,3,0,2,1,0,55,0.4
5503,3,0,2,1,0,65,0.4
5504,3,0,2,1,0,41,0.9
5505,3,0,2,0,0,30,0.1
5506,3,0,2,1,0,39,1
5507,3,0,2,2,1,41,1.8
5508,3,0,2,3,1,56,1.8
5509,3,0,2,2,2,48,1.7
5511,3,0,2,1,0,43,0.2
5512,3,0,2,1,1,41,1
5513,3,0,2,2,3,85,2
5514,3,0,2,1,0,37,0.9
5515,3,0,2,0,0,30,1.1
5516,3,0,2,1,3,54,1
5518,3,0,2,0,0,46,1.2
5519,3,0,2,0,0,50,0.2
5520,3,0,2,1,0,48,0.1
5521,3,0,2,0,0,47,0.4
5522,3,0,2,3,0,48,1.2
5523,3,0,2,1,2,45,0.9
5524,3,0,2,2,0,38,1.1
5526,3,0,2,3,0,22,1.1
5527,3,0,2,0,0,7,0
5528,3,0,2,1,3,62,1.1
5529,3,0,2,1,2,32,1.1
5530,3,0,2,1,0,33,0.1
5531,3,0,2,1,1,51,0.9
5532,3,0,2,1,0,21,0.2
5533,3,0,2,1,0,25,0.2
5534,3,0,2,0,0,54,1
5535,3,0,2,2,1,58,1.8
5536,3,0,2,1,0,43,1
5537,3,0,2,1,0,45,1
5538,3,0,2,1,0,40,0.2
5539,3,0,2,1,0,40,1
5540,3,0,2,2,1,60,1.8
5541,3,0,2,2,0,70,1
5542,3,0,2,0,0,52,0.9
5543,3,0,2,0,0,43,0.2
5544,3,0,2,1,0,38,0.9
5545,3,0,2,1,0,50,1
5546,3,0,2,1,0,43,0
5547,3,0,2,0,0,28,0
5548,3,0,2,1,0,46,0.39313447
5549,3,0,2,1,2,61,1.1
5550,3,0,2,0,0,43,1
5551,3,0,2,3,1,72,2
5552,3,0,2,2,0,68,1.8
5553,3,0,2,1,0,51,0.9
5554,3,0,2,1,0,65,0.4
5555,3,0,2,0,1,50,1.1
5556,3,0,2,0,0,17,0
5557,3,0,2,0,0,53,0.2
5558,3,0,2,0,0,59,1
5559,3,0,2,0,0,36,0.8
5560,3,0,2,2,0,70,1.1
5561,3,0,2,2,1,36,1.6
5562,3,0,2,0,0,37,1
5563,3,0,2,0,0,29,0.2
5564,3,0,2,2,2,68,1.7
5565,3,0,2,2,1,91,2
5566,3,0,2,0,0,49,0.9
5567,3,0,2,2,2,51,2
5568,3,0,2,1,0,47,0.9
5569,3,0,2,1,0,50,1.1
5571,3,0,2,0,0,23,0.3
5572,3,0,2,0,0,49,1
5573,3,0,2,0,0,36,0.2
5574,3,0,2,1,0,82,1.2
5575,3,0,2,0,0,27,0.9
5576,3,0,2,0,0,44,0.993399184
5577,3,0,2,0,0,53,1.1
5578,3,0,2,0,0,22,0.8
5579,3,0,2,2,2,72,1.7
5580,3,0,2,1,0,33,0.4
5581,3,0,2,1,0,29,0.9
5582,3,0,2,1,0,47,0.9
5583,3,0,2,3,1,61,1.8
5585,3,0,2,1,0,51,0.4
5586,3,0,2,2,0,34,1.1
5587,3,0,2,1,0,46,1
5588,3,0,2,3,3,62,1.2
5589,3,0,2,1,0,32,0.2
5590,3,0,2,3,0,56,1
5591,3,0,2,0,2,55,1
5592,3,0,2,0,0,59,1
5593,3,0,2,1,2,52,0.9
5594,3,0,2,0,0,44,0.3
5595,3,0,2,0,0,39,1.1
5596,3,0,2,2,1,51,1.7
5597,3,0,2,3,0,52,1.6
5598,3,0,2,3,3,45,1.2
5599,3,0,2,2,1,59,1.6
5600,3,0,2,1,0,54,1.1
5601,3,0,2,0,0,56,1.2
5602,3,0,2,0,0,28,0.1
5603,3,0,2,1,3,35,1.6
5604,3,0,2,2,2,45,1.1
5605,3,0,2,0,0,27,1
5606,3,0,2,3,3,57,1.8
5607,3,0,2,0,0,52,0.8
5608,3,0,2,1,3,46,1
5609,3,0,2,1,3,43,1.1
5610,3,0,2,2,1,71,1.8
5611,3,0,2,1,0,32,0.1
5612,3,0,2,1,0,58,1
5613,3,0,2,0,3,60,1.8
5614,3,0,2,2,0,38,1
5616,3,0,2,1,0,44,1
5617,3,0,2,1,0,42,0
5618,3,0,2,0,0,62,1.2
5619,3,0,2,0,0,53,0.9
5620,3,0,2,1,0,33,0.2
5621,3,0,2,1,0,46,0.6
5622,3,0,2,3,0,41,1.1
5623,3,0,2,0,0,65,1.1
5624,3,0,2,1,0,44,1
5625,3,0,2,1,0,51,0.9
5626,3,0,2,1,0,55,1
5627,3,0,2,3,2,68,2
5628,3,0,2,1,0,28,1.1
5629,3,0,2,1,2,52,1.6
5630,3,0,2,2,0,40,1.3
5631,3,0,2,0,0,62,0.9
5632,3,0,2,1,0,51,1
5633,3,0,2,2,1,59,2
5634,3,0,2,1,0,41,1
5635,3,0,2,1,0,70,1
5636,3,0,2,0,0,46,0.8
5637,3,0,2,0,0,44,1
5638,3,0,2,0,0,54,1.3
5639,3,0,2,3,3,72,2
5640,3,0,2,1,0,47,0.9
5641,3,0,2,0,0,41,1.1
5642,3,0,2,1,0,34,0
5643,3,0,2,0,0,70,1.1
5644,3,0,2,0,0,68,0.2
5645,3,0,2,0,0,52,1.6
5646,3,0,2,1,0,28,0.1
5647,3,0,2,1,0,42,0
5648,3,0,2,1,0,48,0.9
5649,3,0,2,1,0,30,0
5650,3,0,2,1,0,43,0.9
5651,3,0,2,1,1,27,0.2
5652,3,0,2,0,0,34,0.9
5653,3,0,2,0,0,29,0.4
5654,3,0,2,0,0,59,0.9
5656,3,0,2,2,1,64,1.9
5657,3,0,2,1,0,28,0.2
5658,3,0,2,1,0,24,0.1
5659,3,0,2,1,0,40,1.2
5660,3,0,2,2,0,89,1.6
5661,3,0,2,3,2,66,1.9
5662,3,0,2,2,0,30,0.8
5663,3,0,2,0,0,21,0.3
5664,3,0,2,3,0,68,1.8
5665,3,0,2,0,0,34,0.3
5666,3,0,2,3,0,50,0.8
5667,3,0,2,3,0,26,1
5668,3,0,2,3,3,58,1.6
5669,3,0,2,0,0,38,0.1
5670,3,0,2,2,2,68,1.9
5671,3,0,2,2,0,53,1.1
5672,3,0,2,1,0,39,0.9
5673,3,0,2,2,1,57,1.8
5674,3,0,2,3,3,43,1.9
5675,3,0,2,0,0,49,0
5676,3,0,2,1,0,64,0.9
5677,3,0,2,1,0,42,0.9
5678,3,0,2,3,0,37,0.7
5679,3,0,2,0,0,31,0.3
5680,3,0,2,0,0,37,0.9
5681,3,0,2,1,0,46,0.1
5682,3,0,2,1,0,28,0.3
5683,3,0,2,1,0,26,0.19313447
5684,3,0,2,1,0,46,1.2
5685,3,0,2,1,0,54,0
5686,3,0,2,3,2,61,1.9
5687,3,0,2,0,0,21,1
5688,3,0,2,2,3,66,1.8
5689,3,0,2,0,0,66,0.8
5690,3,0,2,1,2,54,1.1
5691,3,0,2,0,2,74,1.3
5692,3,0,2,1,0,32,1.1
5693,3,0,2,0,0,60,0.6
5694,3,0,2,0,0,48,1.1
5695,3,0,2,1,0,46,0.8
5696,3,0,2,0,0,54,0.9
5697,3,0,2,1,1,55,1.1
5698,3,0,2,2,0,40,1.1
5699,3,0,2,0,0,69,1
5700,3,0,2,2,3,50,1.9
5701,3,0,2,1,0,46,1
5702,3,0,2,0,3,47,1.1
5703,3,0,2,1,0,37,0
5704,3,0,2,1,0,48,0.9
5705,3,0,2,1,0,51,1
5706,3,0,2,1,0,50,1
5707,3,0,2,0,0,64,1
5708,3,0,2,0,0,68,1.1
5709,3,0,2,0,2,51,1.1
5710,3,0,2,3,0,35,1.1
5711,3,0,2,1,0,36,1
5712,3,0,2,0,0,52,0.2
5713,3,0,2,3,0,58,1.8
5714,3,0,2,0,0,46,0.3
5715,3,0,2,0,0,45,1.1
5716,3,0,2,0,0,35,0.9
5717,3,0,2,1,0,42,0.1
5718,3,0,2,0,0,39,1
5719,3,0,2,2,3,56,2
5720,3,0,2,0,0,41,0.6
5721,3,0,2,0,0,55,1
5722,3,0,2,0,0,24,1.1
5723,3,0,2,0,0,32,0
5724,3,0,2,1,0,48,1
5725,3,0,2,2,3,49,2
5726,3,0,2,0,1,63,1.3
5728,3,0,2,0,0,42,1
5729,3,0,2,1,0,33,0
5730,3,0,2,3,0,76,1.8
5731,3,0,2,2,2,63,2
5732,3,0,2,1,0,55,1.1
5733,3,0,2,1,0,33,0
5734,3,0,2,0,0,33,0
5735,3,0,2,0,2,51,1.2
5736,3,0,2,0,0,90,0
5737,3,0,2,0,0,26,0.1
5738,3,0,2,1,0,52,0.3
5739,3,0,2,0,0,49,0.9
5741,3,0,2,0,0,71,1
5742,3,0,2,0,0,56,1
5743,3,0,2,1,0,44,0.2
5744,3,0,2,1,0,56,1.2
5745,3,0,2,1,0,86,1
5746,3,0,2,3,0,46,1.1
5747,3,0,2,1,0,39,1
5748,3,0,2,0,0,46,0.1
5749,3,0,2,2,2,46,1.2
5750,3,0,2,1,0,33,0.3
5751,3,0,2,0,0,24,0.9
5752,3,0,2,0,0,59,1.1
5753,3,0,2,3,1,63,1.2
5754,3,0,2,0,0,34,0
5755,3,0,2,2,0,52,1
5756,3,0,2,2,2,50,1.9
5757,3,0,2,1,0,38,1
5758,3,0,2,1,0,56,0.4
5759,3,0,2,1,0,32,1.1
5760,3,0,2,1,0,87,1
5761,3,0,2,1,0,39,0.1
5762,3,0,2,3,2,56,1.9
5763,3,0,2,2,0,49,1.1
5764,3,0,2,0,0,39,1
5765,3,0,2,3,0,48,1.5
5766,3,0,2,1,0,40,0.9
5767,3,0,2,0,0,50,1
5768,3,0,2,0,0,42,1
5769,3,0,2,1,3,41,1
5770,3,0,2,1,0,54,0.3
5771,3,0,2,3,1,57,2
5772,3,0,2,1,0,16,0
5773,3,0,2,1,0,51,0.9
5774,3,0,2,1,1,58,1.8
5775,3,0,2,1,0,41,0.9
5776,3,0,2,0,0,31,0.2
5777,3,0,2,1,0,35,0.2
5778,3,0,2,1,0,49,0.9
5779,3,0,2,1,0,60,0.9
5780,3,0,2,0,0,48,0.8
5781,3,0,2,2,0,61,1
5782,3,0,2,3,3,68,1.9
5784,3,0,2,3,3,47,1.8
5785,3,0,2,3,0,56,1.2
5786,3,0,2,3,3,72,1.9
5787,3,0,2,1,0,19,0.9
5788,3,0,2,3,1,56,1.3
5789,3,0,2,1,0,55,0.9
5790,3,0,2,0,0,54,0.8
5791,3,0,2,1,0,43,1
5792,3,0,2,3,1,73,2
5794,3,0,2,1,2,38,1.1
5795,3,0,2,1,0,28,0
5796,3,0,2,0,0,35,0.2
5797,3,0,2,0,0,51,1.1
5798,3,0,2,1,0,49,0
5799,3,0,2,0,3,47,1.2
5801,3,0,2,1,0,32,0.2
5802,3,0,2,2,0,25,0.9
5803,3,0,2,0,0,36,0.9
5804,3,0,2,1,0,39,0
5805,3,0,2,1,0,43,0
5806,3,0,2,1,0,61,0.7
5807,3,0,2,3,2,46,1.9
5808,3,0,2,2,1,51,2
5809,3,0,2,3,1,71,2
5810,3,0,2,1,0,54,0.8
5811,3,0,2,1,0,27,1
5812,3,0,2,3,0,40,1.1
5813,3,0,2,0,0,35,0
5814,3,0,2,0,0,56,0.2
5815,3,0,2,1,0,13,0.2
5816,3,0,2,1,0,64,1
5817,3,0,2,1,0,38,0.1
5818,3,0,2,0,0,55,1.1
5819,3,0,2,0,0,52,0.9
5820,3,0,2,1,0,68,1
5821,3,0,2,2,0,37,0.8
5822,3,0,2,3,0,47,1.2
5823,3,0,2,0,0,47,1.1
5824,3,0,2,1,0,10,0.5
5825,3,0,2,1,0,34,1.1
5826,3,0,2,2,1,47,1.8
5828,3,0,2,0,0,64,1.1
5829,3,0,2,3,2,63,1.8
5830,3,0,2,3,1,54,1.8
5831,3,0,2,3,1,49,2
5832,3,0,2,0,0,54,1.3
5833,3,0,2,0,1,35,1.1
5834,3,0,2,0,0,39,1
5835,3,0,2,1,3,74,1.7
5836,3,0,2,2,0,44,1.09313447
5837,3,0,2,1,1,64,1
5838,3,0,2,1,0,44,1.1
5839,3,0,2,2,1,52,2
5840,3,0,2,1,3,39,1.1
5841,3,0,2,1,0,49,0.9
5842,3,0,2,0,0,47,0.8
5843,3,0,2,0,0,51,1
5844,3,0,2,2,0,61,1.8
5845,3,0,2,0,0,44,1
5846,3,0,2,1,0,38,0.5
5847,3,0,2,0,0,44,1
5848,3,0,2,2,0,69,1.1
5849,3,0,2,1,0,65,1.2
5850,3,0,2,0,0,46,1.1
5851,3,0,2,0,0,45,0.9
5854,3,0,2,3,0,56,1.3
5855,3,0,2,0,0,52,1
5856,3,0,2,0,0,35,0.9
5860,3,0,2,3,1,49,2
5861,3,0,2,2,3,54,2
5862,3,0,2,3,3,44,1.8
5863,3,0,2,0,0,53,0.3
5865,3,0,2,1,0,58,1
5866,3,0,2,0,0,31,0.9
5867,3,0,2,2,0,49,0.9
5868,3,0,2,1,0,35,1
5869,3,0,2,1,0,47,0.9
5870,3,0,2,3,2,58,2
5871,3,0,2,1,0,29,1
5872,3,0,2,1,0,50,1
5873,3,0,2,3,1,52,1.8
5874,3,0,2,1,0,51,0.9
5875,3,0,2,1,0,67,0.3
5876,3,0,2,3,3,48,2
5877,3,0,2,3,0,59,1.6
5879,3,0,2,0,0,37,0.2
5880,3,0,2,3,1,67,2
5881,3,0,2,3,0,31,1
5882,3,0,2,1,0,46,1
5883,3,0,2,0,2,46,1.3
5884,3,0,2,1,0,48,1
5885,3,0,2,2,0,58,1.8
5886,3,0,2,0,3,27,1.1
5887,3,0,2,0,0,23,0.9
5888,3,0,2,1,0,53,1
5889,3,0,2,2,1,57,1.4
5890,3,0,2,2,3,44,1.9
5891,3,0,2,0,0,70,1
5892,3,0,2,1,0,51,0.8
5893,3,0,2,1,2,80,1.3
5894,3,0,2,1,0,32,0.9
5895,3,0,2,1,0,50,1
5896,3,0,2,2,3,80,1.9
5897,3,0,2,0,0,43,0.2
5898,3,0,2,3,0,66,1.6
5899,3,0,2,3,1,78,1.8
5900,3,0,2,0,0,41,0.8
5901,3,0,2,1,0,33,0.9
5902,3,0,2,0,2,64,1
5903,3,0,2,3,0,60,1.1
5904,3,0,2,1,0,61,1.2
5905,3,0,2,2,3,65,1.9
5906,3,0,2,0,2,25,1.1
5907,3,0,2,0,0,39,0.9
5908,3,0,2,1,0,38,0.9
5909,3,0,2,0,0,50,1.1
5910,3,0,2,0,0,65,0.9
5911,3,0,2,1,2,52,1.1
5912,3,0,2,0,0,37,1
5913,3,0,2,1,0,50,0.9
5914,3,0,2,1,3,38,1.2
5915,3,0,2,1,0,26,1
5916,3,0,2,3,0,44,1.2
5917,3,0,2,2,2,47,1.2
5918,3,0,2,1,0,32,1
5919,3,0,2,1,0,62,0.9
5920,3,0,2,0,0,27,1
5921,3,0,2,3,0,55,1.8
5922,3,0,2,1,0,39,0.1
5923,3,0,2,1,1,41,0.1
5924,3,0,2,1,0,51,0.9
5925,3,0,2,0,0,49,0.7
5926,3,0,2,1,0,49,0.9
5927,3,0,2,0,0,60,1.2
5928,3,0,2,1,0,39,0.3
5929,3,0,2,1,0,63,0
5930,3,0,2,0,0,39,0.3
5931,3,0,2,0,0,48,1
5932,3,0,2,2,2,55,2
5933,3,0,2,0,0,20,0
5934,3,0,2,0,0,32,0.1
5935,3,0,2,1,1,52,1.3
5936,3,0,2,0,0,51,0.9
5937,3,0,2,0,0,47,1
5938,3,0,2,0,0,53,0.8
5939,3,0,2,0,0,44,1
5940,3,0,2,1,3,46,1.1
5941,3,0,2,0,0,58,1
5942,3,0,2,1,0,51,1
5943,3,0,2,0,0,49,0
5944,3,0,2,0,0,48,1.1
5945,3,0,2,1,0,35,0.8
5946,3,0,2,0,0,27,0.2
5947,3,0,2,1,0,38,1.2
5948,3,0,2,3,3,70,2
5949,3,0,2,1,0,48,0.4
5950,3,0,2,2,2,67,2
5951,3,0,2,1,0,30,0.3
5952,3,0,2,1,3,63,1.2
5953,3,0,2,0,0,26,0
5954,3,0,2,0,0,57,0.2
5955,3,0,2,0,0,47,0.9
5956,3,0,2,0,0,66,0.9
5957,3,0,2,1,0,29,0.5
5958,3,0,2,0,0,48,0.9
5959,3,0,2,0,0,57,1.1
5961,3,0,2,1,3,62,1.6
5962,3,0,2,2,2,58,1.8
5963,3,0,2,1,0,32,1
5964,3,0,2,0,0,16,0.1
5965,3,0,2,0,0,37,0.9
5966,3,0,2,0,0,36,0.9
5967,3,0,2,0,0,30,0.29313447
5968,3,0,2,2,2,56,1.7
5969,3,0,2,1,0,38,1
5970,3,0,2,1,0,51,0.9
5972,3,0,2,0,3,37,1
5973,3,0,2,0,0,39,1
5974,3,0,2,0,0,78,0.9
5975,3,0,2,0,0,86,0.9
5976,3,0,2,0,0,50,0.9
5977,3,0,2,1,2,44,1
