Trip_ID,Surge_Pricing_Type
T0005728916,3
T0005728918,3
T0005728925,3
T0005728926,3
T0005728933,2
T0005728937,3
T0005728939,2
T0005728947,1
T0005728950,1
T0005728951,3
T0005728953,1
T0005728954,3
T0005728955,3
T0005728958,2
T0005728960,3
T0005728963,2
T0005728981,3
T0005728983,2
T0005728984,3
T0005728985,3
T0005728986,3
T0005728987,2
T0005728988,2
T0005728992,2
T0005728994,2
T0005729000,2
T0005729002,2
T0005729003,2
T0005729004,2
T0005729009,2
T0005729018,2
T0005729019,1
T0005729020,3
T0005729021,2
T0005729025,2
T0005729033,2
T0005729035,3
T0005729040,3
T0005729046,1
T0005729049,2
T0005729050,3
T0005729053,2
T0005729055,2
T0005729058,1
T0005729062,2
T0005729067,2
T0005729069,3
T0005729070,3
T0005729071,3
T0005729078,2
T0005729079,2
T0005729080,3
T0005729081,3
T0005729082,2
T0005729083,2
T0005729085,3
T0005729087,2
T0005729089,2
T0005729093,2
T0005729095,1
T0005729097,2
T0005729101,2
T0005729102,3
T0005729106,1
T0005729111,2
T0005729114,2
T0005729115,1
T0005729116,1
T0005729118,3
T0005729120,2
T0005729123,1
T0005729126,2
T0005729128,3
T0005729129,3
T0005729136,3
T0005729137,2
T0005729139,3
T0005729141,2
T0005729146,3
T0005729147,2
T0005729154,2
T0005729160,1
T0005729161,2
T0005729165,2
T0005729167,2
T0005729171,3
T0005729176,2
T0005729178,1
T0005729182,2
T0005729187,2
T0005729188,2
T0005729197,2
T0005729199,2
T0005729201,2
T0005729204,1
T0005729205,1
T0005729208,2
T0005729209,2
T0005729210,2
T0005729216,2
T0005729217,2
T0005729219,3
T0005729220,2
T0005729221,3
T0005729225,3
T0005729228,2
T0005729229,2
T0005729233,1
T0005729234,2
T0005729238,2
T0005729239,1
T0005729245,2
T0005729251,3
T0005729252,3
T0005729254,1
T0005729256,1
T0005729261,2
T0005729266,1
T0005729270,2
T0005729275,2
T0005729276,3
T0005729278,1
T0005729281,3
T0005729283,2
T0005729284,3
T0005729288,2
T0005729291,2
T0005729292,3
T0005729295,3
T0005729296,3
T0005729297,2
T0005729300,2
T0005729301,2
T0005729303,2
T0005729304,3
T0005729305,2
T0005729310,3
T0005729312,1
T0005729314,2
T0005729319,3
T0005729320,2
T0005729321,2
T0005729322,1
T0005729324,3
T0005729332,1
T0005729333,2
T0005729336,2
T0005729338,3
T0005729340,2
T0005729347,2
T0005729350,1
T0005729358,1
T0005729359,3
T0005729360,1
T0005729362,3
T0005729363,2
T0005729364,2
T0005729365,1
T0005729367,2
T0005729369,2
T0005729370,2
T0005729380,2
T0005729383,3
T0005729387,2
T0005729390,2
T0005729392,3
T0005729393,2
T0005729397,1
T0005729398,2
T0005729401,1
T0005729402,3
T0005729403,2
T0005729404,2
T0005729405,3
T0005729407,2
T0005729410,2
T0005729415,3
T0005729416,2
T0005729420,2
T0005729421,3
T0005729423,3
T0005729424,1
T0005729428,3
T0005729430,3
T0005729432,2
T0005729435,2
T0005729436,2
T0005729439,2
T0005729440,2
T0005729442,2
T0005729443,2
T0005729444,2
T0005729445,2
T0005729446,2
T0005729448,2
T0005729451,2
T0005729453,2
T0005729456,2
T0005729457,1
T0005729458,3
T0005729459,2
T0005729460,2
T0005729464,1
T0005729465,3
T0005729468,3
T0005729471,2
T0005729473,3
T0005729475,3
T0005729478,2
T0005729485,2
T0005729486,1
T0005729487,2
T0005729490,2
T0005729491,2
T0005729494,3
T0005729499,2
T0005729501,2
T0005729502,2
T0005729505,3
T0005729509,2
T0005729510,3
T0005729518,2
T0005729519,3
T0005729521,2
T0005729527,3
T0005729534,2
T0005729536,2
T0005729539,2
T0005729540,2
T0005729544,2
T0005729548,3
T0005729549,2
T0005729550,3
T0005729551,2
T0005729556,1
T0005729558,3
T0005729559,3
T0005729562,3
T0005729563,3
T0005729564,1
T0005729569,2
T0005729572,1
T0005729575,1
T0005729581,3
T0005729588,2
T0005729589,1
T0005729590,3
T0005729592,1
T0005729593,3
T0005729596,2
T0005729597,2
T0005729598,3
T0005729599,2
T0005729600,2
T0005729602,2
T0005729604,1
T0005729605,2
T0005729606,2
T0005729612,1
T0005729613,2
T0005729619,3
T0005729620,2
T0005729629,2
T0005729630,3
T0005729633,2
T0005729636,3
T0005729637,2
T0005729639,2
T0005729641,3
T0005729643,2
T0005729647,3
T0005729650,2
T0005729651,2
T0005729652,2
T0005729656,3
T0005729658,2
T0005729660,2
T0005729662,2
T0005729665,3
T0005729666,1
T0005729669,3
T0005729670,3
T0005729673,3
T0005729677,2
T0005729681,3
T0005729683,1
T0005729686,2
T0005729688,2
T0005729690,2
T0005729695,2
T0005729697,3
T0005729707,1
T0005729708,2
T0005729709,2
T0005729710,2
T0005729713,3
T0005729714,2
T0005729718,3
T0005729728,3
T0005729732,2
T0005729733,1
T0005729734,2
T0005729740,2
T0005729746,2
T0005729749,2
T0005729750,2
T0005729751,3
T0005729752,2
T0005729754,2
T0005729755,3
T0005729760,2
T0005729763,3
T0005729765,3
T0005729773,2
T0005729774,1
T0005729777,3
T0005729779,3
T0005729782,1
T0005729784,3
T0005729785,2
T0005729787,2
T0005729788,2
T0005729790,2
T0005729795,3
T0005729797,2
T0005729798,3
T0005729799,2
T0005729802,2
T0005729803,3
T0005729805,2
T0005729806,2
T0005729807,2
T0005729808,2
T0005729812,3
T0005729817,3
T0005729818,3
T0005729819,2
T0005729820,2
T0005729823,3
T0005729826,2
T0005729829,2
T0005729833,2
T0005729834,3
T0005729839,1
T0005729845,3
T0005729846,2
T0005729851,3
T0005729856,2
T0005729859,3
T0005729862,3
T0005729865,3
T0005729868,2
T0005729871,3
T0005729872,2
T0005729876,2
T0005729879,3
T0005729886,2
T0005729889,2
T0005729891,2
T0005729892,1
T0005729894,2
T0005729896,2
T0005729898,2
T0005729900,1
T0005729901,2
T0005729902,2
T0005729905,3
T0005729906,3
T0005729909,3
T0005729910,1
T0005729911,1
T0005729912,2
T0005729914,2
T0005729916,3
T0005729917,2
T0005729918,2
T0005729919,3
T0005729921,2
T0005729923,2
T0005729926,1
T0005729927,2
T0005729929,2
T0005729930,1
T0005729931,2
T0005729936,3
T0005729941,2
T0005729947,2
T0005729948,2
T0005729950,2
T0005729952,1
T0005729954,3
T0005729955,2
T0005729956,3
T0005729959,3
T0005729961,3
T0005729964,2
T0005729965,2
T0005729968,3
T0005729970,2
T0005729971,3
T0005729973,2
T0005729977,2
T0005729979,2
T0005729980,2
T0005729982,1
T0005729986,2
T0005729987,2
T0005729992,2
T0005729993,3
T0005729994,1
T0005729995,2
T0005729996,1
T0005729997,3
T0005729998,1
T0005730000,3
T0005730002,2
T0005730003,3
T0005730005,3
T0005730006,3
T0005730007,2
T0005730009,2
T0005730013,2
T0005730015,3
T0005730019,2
T0005730020,2
T0005730022,1
T0005730027,1
T0005730028,2
T0005730035,1
T0005730037,3
T0005730041,3
T0005730045,2
T0005730048,2
T0005730049,3
T0005730053,3
T0005730054,2
T0005730058,2
T0005730064,3
T0005730068,1
T0005730070,1
T0005730071,3
T0005730074,2
T0005730075,3
T0005730078,3
T0005730079,1
T0005730082,3
T0005730085,2
T0005730088,2
T0005730089,3
T0005730091,3
T0005730093,3
T0005730094,3
T0005730095,1
T0005730096,1
T0005730100,3
T0005730104,2
T0005730105,1
T0005730108,2
T0005730109,2
T0005730111,2
T0005730115,2
T0005730116,2
T0005730119,3
T0005730121,3
T0005730123,3
T0005730128,2
T0005730129,3
T0005730130,1
T0005730133,3
T0005730135,3
T0005730139,2
T0005730147,3
T0005730149,3
T0005730151,2
T0005730152,2
T0005730153,2
T0005730156,2
T0005730157,2
T0005730158,3
T0005730159,3
T0005730161,2
T0005730166,2
T0005730169,2
T0005730170,3
T0005730175,3
T0005730176,1
T0005730177,1
T0005730178,2
T0005730179,2
T0005730180,3
T0005730184,1
T0005730185,2
T0005730191,1
T0005730194,3
T0005730195,2
T0005730198,1
T0005730202,3
T0005730208,1
T0005730210,1
T0005730211,2
T0005730212,2
T0005730213,1
T0005730214,2
T0005730220,1
T0005730222,1
T0005730225,2
T0005730232,3
T0005730234,2
T0005730237,2
T0005730238,2
T0005730242,1
T0005730246,3
T0005730247,2
T0005730249,2
T0005730251,2
T0005730252,1
T0005730253,3
T0005730254,2
T0005730256,3
T0005730258,2
T0005730264,2
T0005730265,3
T0005730266,2
T0005730267,3
T0005730268,1
T0005730269,3
T0005730272,3
T0005730274,2
T0005730275,3
T0005730277,2
T0005730279,3
T0005730280,3
T0005730281,2
T0005730282,2
T0005730284,2
T0005730286,3
T0005730287,1
T0005730288,3
T0005730289,2
T0005730290,2
T0005730292,1
T0005730294,3
T0005730296,3
T0005730297,2
T0005730299,2
T0005730302,2
T0005730304,2
T0005730307,3
T0005730310,3
T0005730311,3
T0005730313,1
T0005730315,3
T0005730317,3
T0005730318,3
T0005730319,2
T0005730323,1
T0005730326,2
T0005730328,3
T0005730330,3
T0005730335,2
T0005730340,1
T0005730344,3
T0005730345,2
T0005730346,2
T0005730348,3
T0005730349,2
T0005730351,1
T0005730353,2
T0005730355,2
T0005730369,1
T0005730371,3
T0005730372,2
T0005730373,2
T0005730378,3
T0005730379,2
T0005730381,2
T0005730389,2
T0005730393,3
T0005730394,2
T0005730396,2
T0005730398,2
T0005730399,2
T0005730406,3
T0005730407,2
T0005730408,3
T0005730411,2
T0005730412,2
T0005730414,3
T0005730416,1
T0005730418,1
T0005730419,2
T0005730421,1
T0005730422,2
T0005730425,1
T0005730426,2
T0005730428,2
T0005730432,2
T0005730433,2
T0005730436,2
T0005730437,2
T0005730441,3
T0005730446,2
T0005730449,2
T0005730450,3
T0005730451,1
T0005730452,2
T0005730453,3
T0005730454,2
T0005730457,1
T0005730458,2
T0005730459,2
T0005730460,2
T0005730461,2
T0005730462,3
T0005730468,1
T0005730469,2
T0005730472,1
T0005730473,2
T0005730474,2
T0005730475,2
T0005730476,2
T0005730478,2
T0005730479,1
T0005730482,2
T0005730485,1
T0005730486,2
T0005730488,2
T0005730490,1
T0005730495,3
T0005730503,1
T0005730507,2
T0005730509,3
T0005730511,3
T0005730515,3
T0005730516,3
T0005730517,2
T0005730519,1
T0005730520,1
T0005730521,2
T0005730528,3
T0005730530,3
T0005730535,3
T0005730537,2
T0005730538,2
T0005730539,2
T0005730540,3
T0005730544,2
T0005730547,2
T0005730551,2
T0005730552,2
T0005730555,2
T0005730563,2
T0005730565,3
T0005730566,2
T0005730569,2
T0005730570,2
T0005730572,2
T0005730576,1
T0005730580,2
T0005730581,3
T0005730584,2
T0005730587,2
T0005730589,3
T0005730590,2
T0005730591,2
T0005730597,3
T0005730602,2
T0005730603,2
T0005730604,3
T0005730609,2
T0005730615,2
T0005730616,2
T0005730617,2
T0005730619,3
T0005730621,2
T0005730623,3
T0005730624,2
T0005730625,3
T0005730626,3
T0005730628,2
T0005730630,2
T0005730631,3
T0005730632,1
T0005730633,3
T0005730634,3
T0005730635,2
T0005730637,3
T0005730641,2
T0005730643,3
T0005730649,2
T0005730650,1
T0005730652,2
T0005730656,3
T0005730662,1
T0005730664,2
T0005730677,3
T0005730680,1
T0005730682,3
T0005730683,2
T0005730686,2
T0005730687,2
T0005730689,1
T0005730691,2
T0005730692,3
T0005730694,2
T0005730698,2
T0005730699,3
T0005730702,2
T0005730704,3
T0005730707,3
T0005730713,2
T0005730715,2
T0005730717,3
T0005730718,2
T0005730720,2
T0005730721,3
T0005730725,2
T0005730731,2
T0005730732,2
T0005730733,2
T0005730736,2
T0005730737,3
T0005730738,3
T0005730739,3
T0005730740,2
T0005730741,1
T0005730743,2
T0005730746,2
T0005730748,2
T0005730751,3
T0005730754,3
T0005730756,3
T0005730760,2
T0005730764,1
T0005730765,3
T0005730767,3
T0005730768,2
T0005730769,3
T0005730771,2
T0005730773,3
T0005730776,2
T0005730778,2
T0005730779,2
T0005730783,1
T0005730784,2
T0005730785,3
T0005730786,3
T0005730787,3
T0005730789,3
T0005730790,3
T0005730791,2
T0005730792,3
T0005730797,3
T0005730799,3
T0005730802,3
T0005730803,2
T0005730805,2
T0005730806,3
T0005730807,2
T0005730808,3
T0005730809,2
T0005730811,2
T0005730816,2
T0005730822,2
T0005730824,2
T0005730825,2
T0005730831,1
T0005730832,2
T0005730833,3
T0005730834,3
T0005730838,1
T0005730840,2
T0005730843,2
T0005730845,1
T0005730849,3
T0005730850,3
T0005730851,2
T0005730852,1
T0005730855,2
T0005730856,3
T0005730859,3
T0005730864,3
T0005730865,3
T0005730867,1
T0005730868,3
T0005730874,2
T0005730877,3
T0005730885,1
T0005730887,2
T0005730894,3
T0005730896,2
T0005730897,3
T0005730898,3
T0005730900,2
T0005730901,3
T0005730902,2
T0005730903,2
T0005730904,2
T0005730905,3
T0005730912,2
T0005730914,3
T0005730916,3
T0005730918,2
T0005730919,2
T0005730920,3
T0005730922,2
T0005730923,2
T0005730924,1
T0005730926,3
T0005730927,2
T0005730930,2
T0005730932,3
T0005730933,1
T0005730936,3
T0005730938,2
T0005730939,1
T0005730942,3
T0005730943,2
T0005730948,3
T0005730950,2
T0005730953,1
T0005730954,2
T0005730955,2
T0005730956,2
T0005730963,1
T0005730965,3
T0005730967,2
T0005730970,2
T0005730971,3
T0005730976,2
T0005730978,3
T0005730981,2
T0005730982,2
T0005730984,2
T0005730987,2
T0005730990,2
T0005730993,2
T0005730996,3
T0005730998,3
T0005730999,3
T0005731000,2
T0005731002,2
T0005731003,2
T0005731004,2
T0005731005,1
T0005731006,3
T0005731011,2
T0005731013,3
T0005731015,3
T0005731016,1
T0005731018,2
T0005731024,3
T0005731026,2
T0005731027,1
T0005731028,2
T0005731033,3
T0005731034,2
T0005731035,3
T0005731037,1
T0005731038,2
T0005731039,2
T0005731042,2
T0005731043,1
T0005731048,2
T0005731053,3
T0005731054,3
T0005731055,3
T0005731056,2
T0005731059,2
T0005731060,1
T0005731063,3
T0005731064,3
T0005731065,3
T0005731066,3
T0005731068,2
T0005731071,2
T0005731072,2
T0005731073,3
T0005731076,3
T0005731078,2
T0005731080,3
T0005731081,1
T0005731088,2
T0005731091,2
T0005731092,1
T0005731093,2
T0005731095,2
T0005731097,3
T0005731098,3
T0005731099,3
T0005731101,2
T0005731102,3
T0005731105,3
T0005731107,2
T0005731108,1
T0005731109,1
T0005731115,2
T0005731116,3
T0005731119,2
T0005731122,2
T0005731123,3
T0005731124,1
T0005731125,3
T0005731129,2
T0005731130,2
T0005731131,2
T0005731132,3
T0005731134,2
T0005731136,2
T0005731145,2
T0005731147,3
T0005731149,1
T0005731153,3
T0005731154,2
T0005731155,1
T0005731156,3
T0005731158,3
T0005731159,2
T0005731162,3
T0005731167,2
T0005731168,3
T0005731172,3
T0005731173,2
T0005731174,3
T0005731175,3
T0005731179,1
T0005731180,3
T0005731181,3
T0005731185,2
T0005731188,2
T0005731191,1
T0005731192,3
T0005731193,2
T0005731195,3
T0005731196,2
T0005731197,3
T0005731198,3
T0005731206,2
T0005731210,1
T0005731211,1
T0005731213,2
T0005731214,2
T0005731217,2
T0005731218,1
T0005731220,2
T0005731229,3
T0005731234,3
T0005731237,2
T0005731238,2
T0005731239,3
T0005731242,3
T0005731252,2
T0005731259,1
T0005731260,3
T0005731261,2
T0005731265,3
T0005731267,2
T0005731268,3
T0005731274,2
T0005731277,1
T0005731280,3
T0005731285,2
T0005731286,3
T0005731287,1
T0005731288,2
T0005731293,3
T0005731294,2
T0005731298,3
T0005731300,3
T0005731302,2
T0005731303,3
T0005731304,1
T0005731307,2
T0005731310,2
T0005731311,2
T0005731318,1
T0005731319,1
T0005731323,2
T0005731329,2
T0005731330,3
T0005731332,2
T0005731336,3
T0005731337,2
T0005731339,2
T0005731341,2
T0005731349,1
T0005731350,2
T0005731351,2
T0005731352,1
T0005731353,2
T0005731357,1
T0005731359,3
T0005731362,3
T0005731365,2
T0005731366,3
T0005731367,3
T0005731379,2
T0005731382,2
T0005731383,3
T0005731387,2
T0005731388,3
T0005731389,3
T0005731393,2
T0005731401,3
T0005731405,1
T0005731409,3
T0005731410,3
T0005731415,2
T0005731417,3
T0005731418,1
T0005731419,3
T0005731420,1
T0005731421,2
T0005731423,2
T0005731425,2
T0005731428,2
T0005731430,2
T0005731432,3
T0005731433,1
T0005731439,1
T0005731441,2
T0005731443,1
T0005731448,1
T0005731450,3
T0005731452,3
T0005731453,3
T0005731455,2
T0005731456,2
T0005731458,2
T0005731459,2
T0005731465,2
T0005731470,2
T0005731472,2
T0005731474,2
T0005731477,3
T0005731485,2
T0005731486,1
T0005731490,3
T0005731495,3
T0005731497,2
T0005731498,2
T0005731501,2
T0005731505,1
T0005731507,3
T0005731509,2
T0005731512,2
T0005731513,2
T0005731515,3
T0005731516,1
T0005731519,3
T0005731522,3
T0005731523,2
T0005731525,1
T0005731526,2
T0005731527,2
T0005731532,3
T0005731534,2
T0005731535,2
T0005731539,3
T0005731544,2
T0005731545,2
T0005731551,1
T0005731552,2
T0005731557,3
T0005731559,3
T0005731561,2
T0005731564,2
T0005731565,1
T0005731573,2
T0005731575,2
T0005731576,2
T0005731577,2
T0005731578,1
T0005731579,3
T0005731582,2
T0005731583,2
T0005731590,1
T0005731592,2
T0005731595,1
T0005731596,3
T0005731597,3
T0005731603,2
T0005731604,3
T0005731608,3
T0005731611,2
T0005731613,3
T0005731618,2
T0005731620,2
T0005731624,3
T0005731626,3
T0005731627,1
T0005731628,2
T0005731630,3
T0005731631,2
T0005731634,1
T0005731641,2
T0005731642,3
T0005731644,2
T0005731649,1
T0005731650,3
T0005731651,1
T0005731652,2
T0005731655,2
T0005731657,1
T0005731658,1
T0005731662,2
T0005731663,2
T0005731668,3
T0005731670,2
T0005731673,2
T0005731674,1
T0005731675,2
T0005731678,1
T0005731681,3
T0005731683,2
T0005731686,3
T0005731687,2
T0005731691,2
T0005731695,2
T0005731696,3
T0005731697,2
T0005731698,3
T0005731701,3
T0005731704,2
T0005731706,1
T0005731708,2
T0005731709,2
T0005731710,3
T0005731711,3
T0005731713,2
T0005731717,2
T0005731724,3
T0005731728,2
T0005731729,2
T0005731733,3
T0005731734,2
T0005731736,2
T0005731737,2
T0005731739,2
T0005731740,2
T0005731741,2
T0005731742,3
T0005731743,2
T0005731752,2
T0005731753,3
T0005731754,2
T0005731756,2
T0005731757,2
T0005731759,3
T0005731763,2
T0005731770,3
T0005731772,2
T0005731775,3
T0005731776,3
T0005731779,2
T0005731780,2
T0005731789,2
T0005731790,2
T0005731792,2
T0005731793,2
T0005731794,2
T0005731795,3
T0005731796,2
T0005731798,2
T0005731800,3
T0005731802,2
T0005731808,3
T0005731811,3
T0005731812,3
T0005731814,2
T0005731816,2
T0005731820,3
T0005731823,2
T0005731824,3
T0005731829,2
T0005731831,2
T0005731833,2
T0005731835,2
T0005731837,3
T0005731838,3
T0005731840,1
T0005731844,1
T0005731845,3
T0005731848,3
T0005731850,2
T0005731858,2
T0005731859,2
T0005731862,2
T0005731864,2
T0005731866,2
T0005731870,2
T0005731871,2
T0005731873,3
T0005731877,3
T0005731879,3
T0005731881,2
T0005731888,2
T0005731889,2
T0005731891,3
T0005731892,3
T0005731893,2
T0005731896,1
T0005731901,3
T0005731903,3
T0005731904,2
T0005731905,3
T0005731907,3
T0005731908,2
T0005731910,2
T0005731913,2
T0005731914,2
T0005731916,2
T0005731917,3
T0005731919,1
T0005731920,3
T0005731921,3
T0005731924,3
T0005731930,3
T0005731932,3
T0005731933,2
T0005731938,3
T0005731939,2
T0005731942,2
T0005731943,3
T0005731945,1
T0005731950,2
T0005731951,1
T0005731954,2
T0005731960,2
T0005731963,3
T0005731965,3
T0005731967,3
T0005731969,2
T0005731974,2
T0005731976,1
T0005731978,1
T0005731979,2
T0005731981,3
T0005731982,2
T0005731983,3
T0005731985,2
T0005731986,2
T0005731989,2
T0005731991,2
T0005731992,2
T0005731995,2
T0005731998,3
T0005732001,2
T0005732003,2
T0005732004,2
T0005732006,3
T0005732011,2
T0005732012,3
T0005732013,2
T0005732014,2
T0005732015,1
T0005732017,1
T0005732026,2
T0005732029,3
T0005732031,2
T0005732034,1
T0005732035,3
T0005732038,2
T0005732039,3
T0005732040,2
T0005732043,2
T0005732045,2
T0005732046,2
T0005732050,2
T0005732052,3
T0005732060,2
T0005732061,1
T0005732062,2
T0005732066,3
T0005732068,1
T0005732073,2
T0005732074,2
T0005732077,3
T0005732079,3
T0005732083,1
T0005732084,1
T0005732087,2
T0005732094,2
T0005732095,2
T0005732098,2
T0005732100,3
T0005732101,3
T0005732102,2
T0005732103,1
T0005732106,2
T0005732107,3
T0005732109,2
T0005732111,1
T0005732113,3
T0005732114,3
T0005732121,1
T0005732124,2
T0005732128,2
T0005732129,2
T0005732130,3
T0005732133,3
T0005732134,3
T0005732136,3
T0005732138,3
T0005732139,2
T0005732143,3
T0005732148,3
T0005732149,3
T0005732152,2
T0005732154,2
T0005732157,2
T0005732158,3
T0005732159,2
T0005732160,2
T0005732162,2
T0005732163,2
T0005732166,1
T0005732169,2
T0005732170,2
T0005732172,3
T0005732173,1
T0005732174,2
T0005732175,3
T0005732177,2
T0005732178,3
T0005732180,2
T0005732186,3
T0005732187,2
T0005732188,3
T0005732191,1
T0005732193,2
T0005732195,3
T0005732196,2
T0005732197,1
T0005732198,2
T0005732201,2
T0005732202,2
T0005732211,2
T0005732213,3
T0005732215,3
T0005732218,3
T0005732220,2
T0005732225,2
T0005732228,3
T0005732233,2
T0005732236,2
T0005732237,2
T0005732239,3
T0005732243,1
T0005732244,2
T0005732246,2
T0005732247,2
T0005732250,3
T0005732251,2
T0005732255,2
T0005732257,1
T0005732259,2
T0005732261,1
T0005732263,2
T0005732266,2
T0005732267,2
T0005732269,1
T0005732281,2
T0005732282,3
T0005732283,3
T0005732285,1
T0005732288,1
T0005732290,3
T0005732291,3
T0005732294,2
T0005732296,2
T0005732298,2
T0005732300,1
T0005732303,2
T0005732305,2
T0005732308,1
T0005732315,3
T0005732317,1
T0005732322,3
T0005732324,3
T0005732325,3
T0005732327,3
T0005732328,2
T0005732329,3
T0005732334,1
T0005732335,3
T0005732337,3
T0005732342,3
T0005732343,2
T0005732344,3
T0005732345,2
T0005732346,2
T0005732349,3
T0005732350,2
T0005732351,2
T0005732352,3
T0005732354,2
T0005732356,2
T0005732358,2
T0005732360,2
T0005732362,2
T0005732364,3
T0005732365,3
T0005732371,3
T0005732372,2
T0005732379,1
T0005732381,2
T0005732386,2
T0005732388,2
T0005732394,1
T0005732395,2
T0005732396,1
T0005732399,3
T0005732407,2
T0005732409,1
T0005732411,2
T0005732412,3
T0005732415,2
T0005732416,3
T0005732417,2
T0005732419,2
T0005732420,3
T0005732421,2
T0005732425,1
T0005732426,2
T0005732428,2
T0005732431,3
T0005732435,2
T0005732438,3
T0005732443,2
T0005732444,3
T0005732449,3
T0005732451,3
T0005732452,2
T0005732454,3
T0005732456,1
T0005732458,3
T0005732461,3
T0005732465,2
T0005732470,2
T0005732472,2
T0005732473,2
T0005732475,2
T0005732477,3
T0005732478,1
T0005732480,1
T0005732481,3
T0005732484,3
T0005732487,2
T0005732491,2
T0005732492,3
T0005732493,2
T0005732495,3
T0005732497,3
T0005732498,1
T0005732499,3
T0005732500,2
T0005732503,2
T0005732505,2
T0005732507,3
T0005732510,2
T0005732514,1
T0005732515,2
T0005732516,3
T0005732517,2
T0005732521,2
T0005732523,2
T0005732524,2
T0005732525,2
T0005732527,2
T0005732528,3
T0005732531,1
T0005732532,3
T0005732534,3
T0005732538,3
T0005732539,3
T0005732541,2
T0005732542,1
T0005732545,2
T0005732548,1
T0005732549,3
T0005732550,2
T0005732551,2
T0005732558,2
T0005732559,3
T0005732562,2
T0005732565,1
T0005732567,1
T0005732569,2
T0005732572,3
T0005732577,3
T0005732579,2
T0005732581,3
T0005732584,3
T0005732585,3
T0005732587,2
T0005732588,1
T0005732591,1
T0005732594,2
T0005732595,2
T0005732597,3
T0005732598,2
T0005732600,3
T0005732601,3
T0005732604,2
T0005732613,3
T0005732618,2
T0005732622,2
T0005732624,2
T0005732625,3
T0005732626,3
T0005732628,3
T0005732629,2
T0005732633,2
T0005732634,3
T0005732635,2
T0005732636,3
T0005732637,1
T0005732638,2
T0005732639,3
T0005732643,2
T0005732644,2
T0005732647,3
T0005732651,2
T0005732654,3
T0005732656,2
T0005732657,3
T0005732658,3
T0005732659,3
T0005732661,2
T0005732663,3
T0005732665,2
T0005732667,1
T0005732668,2
T0005732669,2
T0005732670,3
T0005732671,3
T0005732672,2
T0005732673,3
T0005732674,2
T0005732675,2
T0005732677,2
T0005732678,2
T0005732680,2
T0005732683,1
T0005732687,2
T0005732688,3
T0005732697,3
T0005732699,3
T0005732700,2
T0005732703,2
T0005732705,3
T0005732707,3
T0005732708,3
T0005732711,2
T0005732712,1
T0005732714,2
T0005732717,2
T0005732720,3
T0005732721,2
T0005732724,3
T0005732727,2
T0005732728,2
T0005732730,1
T0005732731,3
T0005732733,3
T0005732734,1
T0005732735,3
T0005732740,3
T0005732744,3
T0005732747,3
T0005732748,2
T0005732749,3
T0005732752,2
T0005732753,3
T0005732754,3
T0005732756,2
T0005732759,1
T0005732764,2
T0005732767,3
T0005732768,2
T0005732769,2
T0005732771,2
T0005732774,1
T0005732775,2
T0005732779,2
T0005732780,2
T0005732782,3
T0005732784,3
T0005732785,1
T0005732792,1
T0005732800,2
T0005732802,2
T0005732806,2
T0005732809,2
T0005732810,3
T0005732811,3
T0005732812,2
T0005732823,3
T0005732825,2
T0005732829,3
T0005732833,3
T0005732836,2
T0005732840,2
T0005732841,2
T0005732842,3
T0005732844,2
T0005732845,3
T0005732859,1
T0005732862,3
T0005732863,1
T0005732866,2
T0005732868,2
T0005732869,3
T0005732870,2
T0005732871,3
T0005732872,3
T0005732875,2
T0005732879,2
T0005732880,2
T0005732883,2
T0005732884,3
T0005732886,3
T0005732887,2
T0005732888,3
T0005732890,3
T0005732891,3
T0005732897,2
T0005732900,2
T0005732902,1
T0005732905,3
T0005732906,3
T0005732907,3
T0005732910,2
T0005732911,1
T0005732913,3
T0005732914,3
T0005732917,3
T0005732920,3
T0005732921,3
T0005732923,3
T0005732924,3
T0005732930,2
T0005732931,2
T0005732934,1
T0005732937,2
T0005732938,2
T0005732939,3
T0005732942,2
T0005732943,2
T0005732949,3
T0005732950,2
T0005732951,2
T0005732952,3
T0005732953,1
T0005732954,2
T0005732955,2
T0005732958,2
T0005732963,2
T0005732966,1
T0005732970,2
T0005732979,2
T0005732982,2
T0005732983,2
T0005732984,2
T0005732985,3
T0005732987,2
T0005732991,1
T0005732995,2
T0005732997,3
T0005732999,3
T0005733003,2
T0005733005,3
T0005733007,3
T0005733008,2
T0005733009,2
T0005733011,3
T0005733012,2
T0005733014,3
T0005733016,3
T0005733020,3
T0005733022,3
T0005733027,2
T0005733038,2
T0005733041,2
T0005733043,2
T0005733046,1
T0005733048,2
T0005733049,2
T0005733050,3
T0005733053,3
T0005733054,1
T0005733060,3
T0005733063,3
T0005733067,2
T0005733068,3
T0005733069,2
T0005733071,1
T0005733075,2
T0005733076,2
T0005733079,2
T0005733085,3
T0005733086,2
T0005733092,2
T0005733098,2
T0005733100,2
T0005733102,2
T0005733104,3
T0005733106,3
T0005733107,2
T0005733108,2
T0005733109,2
T0005733112,3
T0005733119,3
T0005733121,2
T0005733123,2
T0005733125,2
T0005733126,1
T0005733127,3
T0005733131,3
T0005733132,3
T0005733133,3
T0005733136,2
T0005733139,3
T0005733144,3
T0005733148,2
T0005733150,2
T0005733151,3
T0005733152,3
T0005733157,2
T0005733160,2
T0005733161,2
T0005733171,1
T0005733173,2
T0005733175,2
T0005733176,2
T0005733184,1
T0005733187,1
T0005733190,2
T0005733191,3
T0005733192,3
T0005733194,2
T0005733197,3
T0005733201,1
T0005733204,3
T0005733205,2
T0005733206,2
