pet_id,breed_category,pet_category
ANSL_51875,0,1
ANSL_57355,1,2
ANSL_54544,1,2
ANSL_51038,1,2
ANSL_73953,1,2
ANSL_51565,0,2
ANSL_73086,0,1
ANSL_57942,0,2
ANSL_51919,0,2
ANSL_64658,2,4
ANSL_52480,1,2
ANSL_61425,0,2
ANSL_52490,1,1
ANSL_55803,0,2
ANSL_65312,2,1
ANSL_61905,0,1
ANSL_64198,0,2
ANSL_76246,1,2
ANSL_52169,0,2
ANSL_55760,0,2
ANSL_74872,1,2
ANSL_55793,0,2
ANSL_72479,1,2
ANSL_53365,0,2
ANSL_50905,0,2
ANSL_68882,0,2
ANSL_74915,2,4
ANSL_59874,0,2
ANSL_60775,1,1
ANSL_70088,0,1
ANSL_73681,0,2
ANSL_66559,0,1
ANSL_75599,0,2
ANSL_50067,1,1
ANSL_71742,0,2
ANSL_63742,0,2
ANSL_71746,0,1
ANSL_63306,0,2
ANSL_51598,1,2
ANSL_56527,0,1
ANSL_50590,1,1
ANSL_56654,1,1
ANSL_59641,2,1
ANSL_72061,1,2
ANSL_67567,1,2
ANSL_63824,1,2
ANSL_64115,1,1
ANSL_56766,0,1
ANSL_51758,0,1
ANSL_73387,0,2
ANSL_65584,0,1
ANSL_67496,1,2
ANSL_63576,0,1
ANSL_68689,0,1
ANSL_55438,1,2
ANSL_75807,0,2
ANSL_67616,1,1
ANSL_70851,1,1
ANSL_76500,0,2
ANSL_51764,0,2
ANSL_57668,1,1
ANSL_50705,0,1
ANSL_72668,2,4
ANSL_53708,1,1
ANSL_72198,1,1
ANSL_74901,0,1
ANSL_66789,1,2
ANSL_65212,0,2
ANSL_73909,0,2
ANSL_54957,1,2
ANSL_61749,0,2
ANSL_62607,0,2
ANSL_57365,2,4
ANSL_59385,0,2
ANSL_62900,0,1
ANSL_60772,1,2
ANSL_51552,2,1
ANSL_68272,1,2
ANSL_59424,0,2
ANSL_60827,0,1
ANSL_76022,1,2
ANSL_52062,1,1
ANSL_57599,0,2
ANSL_59662,0,2
ANSL_59285,1,1
ANSL_51698,0,2
ANSL_73551,0,2
ANSL_76150,2,4
ANSL_76658,0,2
ANSL_66636,1,2
ANSL_65257,0,2
ANSL_69217,2,1
ANSL_72084,0,1
ANSL_68033,1,2
ANSL_73033,2,1
ANSL_57197,0,1
ANSL_75663,0,2
ANSL_76505,0,2
ANSL_58467,0,2
ANSL_53320,0,2
ANSL_71896,0,2
ANSL_70095,1,1
ANSL_69907,0,1
ANSL_50844,0,2
ANSL_54070,0,2
ANSL_70474,1,1
ANSL_75806,0,2
ANSL_69723,0,2
ANSL_52138,0,1
ANSL_65716,1,2
ANSL_50511,0,1
ANSL_57916,0,1
ANSL_70895,1,1
ANSL_55962,0,2
ANSL_63991,0,2
ANSL_70844,0,2
ANSL_57076,0,2
ANSL_74085,1,2
ANSL_71678,2,4
ANSL_75359,1,2
ANSL_54062,0,2
ANSL_57173,1,1
ANSL_71102,0,2
ANSL_68566,1,1
ANSL_55213,0,2
ANSL_64703,2,1
ANSL_71150,1,2
ANSL_76733,0,2
ANSL_50212,0,2
ANSL_73010,1,1
ANSL_63475,1,2
ANSL_74763,0,1
ANSL_74324,1,1
ANSL_55070,0,1
ANSL_54902,1,2
ANSL_60499,1,2
ANSL_71444,1,1
ANSL_57804,1,1
ANSL_74426,1,2
ANSL_63389,1,1
ANSL_63400,0,2
ANSL_69875,1,1
ANSL_52349,2,1
ANSL_74048,0,2
ANSL_76815,0,1
ANSL_61623,0,2
ANSL_65956,2,1
ANSL_58424,1,2
ANSL_60539,1,1
ANSL_71874,1,2
ANSL_57079,1,1
ANSL_69240,1,2
ANSL_69833,1,1
ANSL_57389,0,2
ANSL_56301,2,4
ANSL_68297,1,2
ANSL_63806,1,2
ANSL_70699,0,2
ANSL_65504,1,2
ANSL_62956,1,2
ANSL_61684,2,1
ANSL_59853,1,2
ANSL_62723,0,2
ANSL_50771,0,2
ANSL_60158,2,4
ANSL_76275,2,4
ANSL_76178,1,1
ANSL_56800,1,1
ANSL_53245,1,1
ANSL_75114,1,2
ANSL_57075,1,2
ANSL_53595,0,2
ANSL_55896,0,1
ANSL_50257,0,2
ANSL_50666,0,2
ANSL_72202,0,1
ANSL_52738,2,1
ANSL_55781,0,2
ANSL_66210,0,2
ANSL_57615,0,2
ANSL_72311,0,1
ANSL_60128,0,1
ANSL_60701,0,2
ANSL_73523,0,2
ANSL_58049,0,2
ANSL_65346,1,2
ANSL_57492,0,1
ANSL_53264,0,2
ANSL_54990,0,1
ANSL_72025,0,1
ANSL_55498,0,1
ANSL_66301,0,4
ANSL_69167,1,2
ANSL_52895,1,2
ANSL_69042,0,2
ANSL_66191,0,2
ANSL_70824,1,1
ANSL_70081,1,2
ANSL_54130,0,1
ANSL_72652,1,2
ANSL_69775,0,2
ANSL_54984,1,2
ANSL_75254,1,1
ANSL_59229,1,1
ANSL_55630,1,2
ANSL_70503,1,1
ANSL_55663,0,2
ANSL_64009,0,2
ANSL_75689,0,2
ANSL_66974,1,1
ANSL_67242,0,1
ANSL_54067,1,2
ANSL_52074,0,2
ANSL_60546,1,2
ANSL_55901,1,2
ANSL_76608,1,2
ANSL_60292,0,2
ANSL_56708,0,2
ANSL_69483,0,2
ANSL_69262,0,2
ANSL_60067,0,1
ANSL_72802,0,2
ANSL_55996,0,1
ANSL_55748,1,1
ANSL_68215,0,2
ANSL_52468,1,2
ANSL_58498,1,1
ANSL_55912,2,4
ANSL_65195,0,2
ANSL_55784,1,2
ANSL_62369,0,1
ANSL_73721,0,1
ANSL_74406,0,2
ANSL_71849,0,1
ANSL_70416,0,2
ANSL_58353,0,2
ANSL_53599,1,1
ANSL_63635,0,1
ANSL_69620,1,1
ANSL_63153,0,1
ANSL_62872,1,2
ANSL_56417,1,1
ANSL_75191,0,2
ANSL_55400,1,1
ANSL_55658,0,2
ANSL_74228,1,1
ANSL_54686,1,2
ANSL_70540,1,2
ANSL_73497,0,2
ANSL_56984,0,1
ANSL_67506,0,2
ANSL_63198,1,1
ANSL_70999,0,2
ANSL_73957,1,2
ANSL_61154,0,2
ANSL_62135,1,1
ANSL_54703,1,1
ANSL_53402,0,2
ANSL_71638,0,2
ANSL_50441,2,1
ANSL_52519,0,1
ANSL_64182,0,2
ANSL_62696,0,2
ANSL_53224,0,1
ANSL_53299,0,1
ANSL_74322,1,1
ANSL_56558,0,2
ANSL_52848,0,1
ANSL_61461,0,1
ANSL_73118,0,2
ANSL_66516,0,1
ANSL_62578,1,2
ANSL_67826,1,2
ANSL_63959,0,2
ANSL_60126,0,2
ANSL_61664,0,2
ANSL_53283,0,2
ANSL_58324,0,1
ANSL_69459,1,1
ANSL_71850,2,1
ANSL_53382,0,1
ANSL_62152,0,2
ANSL_65990,1,2
ANSL_55447,0,1
ANSL_63647,0,2
ANSL_57951,2,4
ANSL_70281,1,2
ANSL_67037,0,2
ANSL_65322,0,2
ANSL_67276,1,1
ANSL_60240,1,2
ANSL_65861,1,1
ANSL_71051,1,2
ANSL_62604,2,1
ANSL_51113,0,2
ANSL_64625,0,2
ANSL_70614,0,1
ANSL_56775,0,2
ANSL_56627,1,2
ANSL_52518,0,2
ANSL_67518,1,2
ANSL_55556,1,2
ANSL_53727,1,2
ANSL_75253,1,1
ANSL_66537,0,2
ANSL_68708,0,2
ANSL_56660,0,2
ANSL_71219,1,2
ANSL_70017,1,2
ANSL_61284,0,2
ANSL_68384,0,2
ANSL_59362,0,2
ANSL_57154,2,4
ANSL_66010,0,2
ANSL_68375,0,2
ANSL_58500,0,2
ANSL_54823,0,1
ANSL_68255,1,2
ANSL_64518,0,1
ANSL_68719,2,4
ANSL_55992,0,2
ANSL_74530,0,2
ANSL_54134,0,2
ANSL_75217,0,2
ANSL_60493,1,2
ANSL_65292,1,2
ANSL_70091,2,1
ANSL_63605,1,2
ANSL_61196,1,1
ANSL_73557,0,1
ANSL_62162,1,2
ANSL_52540,0,2
ANSL_71275,1,2
ANSL_53143,1,2
ANSL_64113,1,2
ANSL_60559,0,2
ANSL_66134,0,1
ANSL_58543,2,2
ANSL_64331,0,1
ANSL_74474,1,2
ANSL_54916,1,2
ANSL_73264,1,2
ANSL_50007,0,2
ANSL_74879,0,2
ANSL_53158,0,2
ANSL_73198,1,1
ANSL_53800,0,1
ANSL_72355,0,1
ANSL_60571,1,1
ANSL_64091,2,1
ANSL_58254,0,2
ANSL_74918,1,1
ANSL_59724,0,2
ANSL_67579,0,1
ANSL_69032,2,4
ANSL_65756,1,1
ANSL_67547,0,1
ANSL_59130,0,2
ANSL_55095,1,1
ANSL_50442,0,1
ANSL_62136,0,1
ANSL_74214,0,1
ANSL_73331,0,2
ANSL_76574,1,1
ANSL_64021,0,2
ANSL_53948,1,2
ANSL_69710,1,2
ANSL_54664,0,2
ANSL_65063,2,1
ANSL_68137,1,1
ANSL_62255,1,1
ANSL_74330,0,1
ANSL_65913,0,2
ANSL_63645,0,2
ANSL_76479,1,2
ANSL_66445,0,1
ANSL_60253,0,2
ANSL_63299,2,4
ANSL_63390,0,1
ANSL_74401,2,1
ANSL_64168,0,1
ANSL_73903,1,2
ANSL_70261,1,2
ANSL_54270,1,2
ANSL_59866,0,2
ANSL_59250,0,2
ANSL_65012,0,2
ANSL_71483,0,1
ANSL_66379,0,2
ANSL_69760,1,2
ANSL_58648,1,2
ANSL_66921,0,2
ANSL_60903,2,1
ANSL_68181,0,1
ANSL_52135,1,1
ANSL_62756,1,2
ANSL_64048,0,2
ANSL_69534,1,1
ANSL_62627,1,2
ANSL_63883,0,2
ANSL_53915,0,2
ANSL_55552,1,2
ANSL_55253,1,2
ANSL_72348,0,2
ANSL_68699,1,1
ANSL_57935,0,2
ANSL_70269,2,4
ANSL_69575,0,2
ANSL_51329,0,1
ANSL_73014,0,2
ANSL_51482,1,1
ANSL_73597,2,4
ANSL_62737,0,2
ANSL_66437,1,1
ANSL_55699,0,1
ANSL_76074,1,2
ANSL_72498,0,2
ANSL_54275,0,2
ANSL_61809,0,2
ANSL_53124,0,2
ANSL_71364,0,2
ANSL_62614,0,1
ANSL_63113,1,2
ANSL_63619,2,4
ANSL_58683,0,2
ANSL_73176,1,2
ANSL_73433,1,2
ANSL_69260,0,2
ANSL_65563,0,2
ANSL_63573,1,2
ANSL_76610,1,2
ANSL_70393,0,1
ANSL_61210,0,2
ANSL_60585,1,2
ANSL_51510,1,1
ANSL_61766,0,2
ANSL_50689,2,4
ANSL_76104,1,1
ANSL_61274,1,2
ANSL_66953,0,2
ANSL_53060,1,1
ANSL_56740,0,2
ANSL_59272,0,1
ANSL_67072,0,2
ANSL_61763,1,1
ANSL_73169,1,1
ANSL_62062,1,2
ANSL_53201,1,2
ANSL_64393,0,1
ANSL_69172,1,2
ANSL_69339,0,2
ANSL_55010,1,2
ANSL_74629,0,1
ANSL_66315,0,1
ANSL_68586,1,2
ANSL_74664,0,1
ANSL_73847,0,1
ANSL_65321,0,2
ANSL_72756,2,4
ANSL_58323,0,1
ANSL_75231,1,2
ANSL_52320,0,2
ANSL_73549,1,2
ANSL_69835,0,1
ANSL_64691,1,2
ANSL_60646,1,2
ANSL_70761,1,1
ANSL_70679,1,2
ANSL_52308,0,2
ANSL_51175,1,2
ANSL_55569,0,2
ANSL_66597,1,1
ANSL_61045,0,2
ANSL_71316,0,2
ANSL_73692,0,1
ANSL_50309,0,1
ANSL_52732,0,2
ANSL_59935,2,4
ANSL_63148,0,1
ANSL_75655,1,2
ANSL_68810,1,2
ANSL_65045,0,2
ANSL_57894,0,2
ANSL_53626,0,2
ANSL_66532,0,2
ANSL_69450,1,2
ANSL_60684,0,2
ANSL_67578,1,1
ANSL_58023,0,2
ANSL_72968,0,2
ANSL_55543,1,1
ANSL_52514,0,1
ANSL_74176,0,2
ANSL_64180,0,1
ANSL_64203,1,2
ANSL_75652,1,2
ANSL_72671,2,4
ANSL_56307,0,2
ANSL_50929,1,2
ANSL_73653,0,2
ANSL_62743,0,2
ANSL_57458,1,1
ANSL_53199,1,2
ANSL_51820,0,1
ANSL_59783,0,2
ANSL_62749,0,1
ANSL_72418,0,2
ANSL_57893,1,1
ANSL_61428,1,2
ANSL_56086,1,1
ANSL_76864,0,2
ANSL_76219,0,2
ANSL_62557,0,1
ANSL_60624,1,2
ANSL_51926,1,2
ANSL_69999,0,2
ANSL_71049,1,2
ANSL_70285,0,2
ANSL_74795,0,2
ANSL_65767,1,2
ANSL_50501,0,2
ANSL_65852,0,1
ANSL_63034,0,1
ANSL_54049,0,2
ANSL_57358,0,2
ANSL_73093,1,2
ANSL_71027,0,2
ANSL_58499,0,2
ANSL_51533,0,2
ANSL_68997,1,1
ANSL_52134,0,2
ANSL_74081,0,2
ANSL_68339,1,1
ANSL_66769,0,2
ANSL_61283,1,2
ANSL_57261,0,2
ANSL_63373,1,2
ANSL_72806,1,2
ANSL_60742,1,2
ANSL_64077,0,2
ANSL_74229,1,1
ANSL_65000,1,2
ANSL_51299,0,1
ANSL_58501,0,1
ANSL_67909,1,1
ANSL_54471,0,1
ANSL_65671,1,1
ANSL_63356,0,1
ANSL_56160,0,2
ANSL_50451,0,1
ANSL_51560,2,4
ANSL_73724,0,2
ANSL_73684,0,2
ANSL_67023,0,2
ANSL_72480,1,1
ANSL_63490,1,2
ANSL_61710,0,2
ANSL_71860,0,2
ANSL_72113,0,2
ANSL_73254,1,2
ANSL_64732,0,2
ANSL_63424,1,2
ANSL_71520,1,1
ANSL_65678,0,2
ANSL_60792,2,1
ANSL_58624,0,2
ANSL_58792,0,2
ANSL_71616,1,2
ANSL_72675,0,2
ANSL_63105,0,1
ANSL_65185,0,2
ANSL_52283,2,4
ANSL_57370,2,4
ANSL_65083,1,2
ANSL_50563,0,2
ANSL_59735,0,2
ANSL_58867,1,2
ANSL_57112,1,2
ANSL_53787,0,1
ANSL_58534,0,1
ANSL_50479,0,1
ANSL_76425,2,4
ANSL_56403,1,2
ANSL_71798,0,2
ANSL_60592,0,1
ANSL_63165,0,2
ANSL_66084,0,2
ANSL_53002,0,2
ANSL_68265,1,2
ANSL_58245,1,2
ANSL_73868,1,2
ANSL_56783,1,2
ANSL_53952,0,2
ANSL_68891,0,1
ANSL_57477,1,2
ANSL_54099,0,2
ANSL_70714,1,1
ANSL_62965,1,2
ANSL_67623,1,1
ANSL_61851,0,2
ANSL_56038,0,2
ANSL_56106,0,2
ANSL_55894,0,1
ANSL_72659,2,4
ANSL_50644,0,1
ANSL_65029,2,1
ANSL_74626,0,2
ANSL_61500,0,1
ANSL_55583,1,2
ANSL_64136,0,2
ANSL_68213,1,2
ANSL_72189,0,1
ANSL_70966,0,2
ANSL_54519,0,2
ANSL_66756,0,2
ANSL_55475,2,4
ANSL_69213,1,1
ANSL_67129,1,1
ANSL_72389,1,1
ANSL_69560,0,2
ANSL_65013,0,1
ANSL_64666,1,1
ANSL_53165,1,1
ANSL_52898,0,1
ANSL_52610,0,1
ANSL_66830,2,4
ANSL_60017,0,2
ANSL_74727,1,1
ANSL_62015,1,2
ANSL_69142,0,1
ANSL_65512,1,1
ANSL_62406,0,2
ANSL_63266,1,1
ANSL_62049,0,2
ANSL_71751,0,1
ANSL_55398,0,2
ANSL_54939,1,2
ANSL_70499,2,4
ANSL_65050,0,1
ANSL_70739,2,4
ANSL_61641,0,2
ANSL_62670,0,2
ANSL_51167,0,1
ANSL_56020,1,1
ANSL_59164,1,2
ANSL_53240,0,2
ANSL_50204,0,1
ANSL_74788,1,2
ANSL_71079,0,1
ANSL_53217,1,2
ANSL_50260,0,1
ANSL_68055,0,2
ANSL_71319,1,2
ANSL_68568,1,2
ANSL_50648,0,2
ANSL_75328,1,2
ANSL_55798,0,2
ANSL_55712,0,2
ANSL_56182,1,2
ANSL_56685,0,2
ANSL_66225,1,2
ANSL_65406,0,1
ANSL_59972,1,2
ANSL_71342,0,2
ANSL_64648,0,1
ANSL_59333,0,1
ANSL_60327,1,1
ANSL_62264,0,2
ANSL_72250,0,2
ANSL_54363,0,2
ANSL_63863,0,1
ANSL_66887,0,2
ANSL_59598,0,2
ANSL_66731,0,2
ANSL_67392,0,2
ANSL_64775,2,4
ANSL_66968,1,2
ANSL_60422,0,2
ANSL_52264,0,1
ANSL_57078,0,2
ANSL_58012,1,2
ANSL_57968,0,2
ANSL_69077,1,2
ANSL_68149,1,2
ANSL_69578,0,1
ANSL_59494,0,2
ANSL_72337,0,2
ANSL_61241,1,1
ANSL_70916,0,2
ANSL_57056,1,1
ANSL_68936,1,2
ANSL_61060,0,2
ANSL_72456,1,2
ANSL_64219,1,1
ANSL_62783,0,1
ANSL_69475,0,1
ANSL_74219,0,1
ANSL_58964,0,2
ANSL_70468,1,1
ANSL_59835,1,2
ANSL_66749,1,2
ANSL_51712,0,1
ANSL_68614,0,2
ANSL_66792,1,1
ANSL_67232,1,2
ANSL_62653,1,2
ANSL_59487,0,2
ANSL_50996,1,2
ANSL_66395,0,2
ANSL_71605,1,2
ANSL_72755,0,1
ANSL_75235,0,2
ANSL_53119,1,2
ANSL_50468,1,1
ANSL_69294,0,2
ANSL_76106,1,1
ANSL_57638,1,1
ANSL_74978,1,1
ANSL_58788,0,2
ANSL_68542,1,1
ANSL_75489,0,2
ANSL_54396,0,2
ANSL_71327,1,2
ANSL_65087,1,1
ANSL_64241,0,2
ANSL_54770,1,1
ANSL_59739,1,1
ANSL_73853,1,1
ANSL_57516,1,1
ANSL_71592,0,2
ANSL_55833,1,2
ANSL_58975,2,4
ANSL_68121,1,1
ANSL_71068,1,2
ANSL_65335,0,2
ANSL_53336,0,2
ANSL_59485,1,2
ANSL_54318,1,1
ANSL_50892,1,1
ANSL_66183,1,2
ANSL_65423,1,2
ANSL_70007,0,2
ANSL_53813,0,2
ANSL_63422,0,1
ANSL_51465,0,2
ANSL_70998,1,2
ANSL_63271,1,1
ANSL_50188,1,2
ANSL_72807,0,2
ANSL_64716,0,1
ANSL_61962,0,2
ANSL_51132,1,2
ANSL_64129,1,1
ANSL_52487,0,1
ANSL_54476,0,2
ANSL_74364,0,2
ANSL_54912,0,1
ANSL_53093,0,1
ANSL_51492,2,4
ANSL_74810,0,2
ANSL_64324,0,2
ANSL_68178,1,1
ANSL_76399,1,2
ANSL_50410,1,1
ANSL_69508,0,2
ANSL_56881,0,1
ANSL_53857,0,2
ANSL_57939,1,1
ANSL_68037,1,2
ANSL_74303,1,2
ANSL_61097,1,1
ANSL_56965,1,1
ANSL_63120,0,1
ANSL_57922,0,2
ANSL_54097,0,2
ANSL_51231,0,2
ANSL_72988,1,2
ANSL_53246,1,2
ANSL_70024,0,1
ANSL_54903,0,1
ANSL_68504,1,1
ANSL_63341,1,2
ANSL_70708,1,2
ANSL_65560,0,1
ANSL_52988,0,1
ANSL_71126,0,2
ANSL_74510,0,2
ANSL_70193,1,2
ANSL_55254,1,1
ANSL_56891,0,2
ANSL_62602,0,2
ANSL_62929,0,2
ANSL_71405,1,2
ANSL_74288,0,1
ANSL_56814,0,2
ANSL_68278,1,1
ANSL_69731,1,2
ANSL_65795,0,2
ANSL_68219,0,1
ANSL_70527,0,2
ANSL_65974,2,4
ANSL_59968,0,2
ANSL_53822,1,1
ANSL_52993,0,2
ANSL_55965,1,1
ANSL_70233,0,2
ANSL_75486,1,2
ANSL_69017,0,1
ANSL_57723,0,2
ANSL_64910,1,2
ANSL_65924,0,1
ANSL_61148,0,1
ANSL_57610,0,1
ANSL_67809,1,2
ANSL_57664,1,2
ANSL_75921,0,2
ANSL_58068,1,2
ANSL_51170,0,2
ANSL_75062,1,2
ANSL_50598,0,2
ANSL_75993,0,2
ANSL_63292,1,2
ANSL_71500,2,4
ANSL_75181,0,2
ANSL_58970,0,2
ANSL_63308,1,2
ANSL_75274,0,2
ANSL_58208,0,1
ANSL_56982,2,4
ANSL_57562,2,4
ANSL_53006,0,2
ANSL_50717,0,2
ANSL_50172,0,1
ANSL_58649,1,1
ANSL_52086,2,4
ANSL_76438,1,2
ANSL_69842,1,2
ANSL_59450,1,2
ANSL_56002,1,1
ANSL_50888,0,1
ANSL_58816,0,2
ANSL_75051,1,1
ANSL_76630,1,2
ANSL_64244,0,2
ANSL_56205,1,2
ANSL_55397,0,2
ANSL_67685,1,1
ANSL_65010,1,1
ANSL_60959,1,1
ANSL_68984,1,1
ANSL_59645,1,2
ANSL_50017,1,2
ANSL_57821,2,2
ANSL_66273,1,2
ANSL_69469,2,1
ANSL_59605,0,1
ANSL_60500,0,2
ANSL_66376,0,2
ANSL_73821,0,2
ANSL_53486,1,2
ANSL_72419,0,2
ANSL_55442,0,1
ANSL_71432,1,1
ANSL_55472,0,1
ANSL_75102,1,2
ANSL_70675,0,1
ANSL_67462,0,1
ANSL_64700,1,2
ANSL_74658,1,2
ANSL_51810,1,1
ANSL_74697,0,2
ANSL_75111,1,2
ANSL_59718,1,2
ANSL_76725,0,2
ANSL_63754,0,2
ANSL_61679,1,2
ANSL_53628,1,2
ANSL_50264,2,4
ANSL_69888,0,2
ANSL_58167,1,1
ANSL_67794,0,1
ANSL_66041,0,1
ANSL_73212,2,1
ANSL_75963,0,2
ANSL_55255,0,1
ANSL_68374,0,1
ANSL_54327,1,2
ANSL_51683,2,4
ANSL_53959,2,1
ANSL_50430,0,2
ANSL_76242,1,2
ANSL_54234,1,2
ANSL_54983,1,2
ANSL_71910,0,2
ANSL_66703,0,2
ANSL_62279,0,1
ANSL_57175,1,1
ANSL_72852,0,2
ANSL_50449,1,2
ANSL_62222,0,2
ANSL_67299,0,2
ANSL_66487,1,2
ANSL_56148,0,1
ANSL_52953,0,2
ANSL_62261,1,2
ANSL_57381,0,1
ANSL_58609,0,2
ANSL_64392,0,1
ANSL_67940,1,1
ANSL_58037,0,2
ANSL_63261,0,2
ANSL_54462,1,1
ANSL_73709,1,2
ANSL_53416,1,2
ANSL_68412,1,2
ANSL_67582,0,2
ANSL_63704,0,2
ANSL_58278,0,2
ANSL_69432,1,2
ANSL_62492,0,2
ANSL_51011,0,2
ANSL_71806,1,1
ANSL_60652,0,2
ANSL_50533,0,2
ANSL_66819,0,2
ANSL_68775,0,1
ANSL_65515,0,2
ANSL_50982,0,2
ANSL_54351,0,1
ANSL_58807,1,1
ANSL_62196,0,2
ANSL_53966,0,2
ANSL_51056,2,1
ANSL_59214,1,1
ANSL_57850,1,2
ANSL_71229,0,2
ANSL_70011,0,2
ANSL_74377,0,2
ANSL_73495,0,2
ANSL_60199,0,1
ANSL_65170,2,4
ANSL_63644,2,4
ANSL_68322,1,2
ANSL_71840,0,2
ANSL_74183,1,2
ANSL_60704,0,2
ANSL_50722,0,1
ANSL_76076,0,2
ANSL_74064,1,2
ANSL_63945,0,2
ANSL_68990,2,1
ANSL_57046,1,2
ANSL_62200,1,2
ANSL_74151,0,2
ANSL_65308,1,2
ANSL_51214,0,2
ANSL_50641,0,2
ANSL_75635,1,2
ANSL_67354,1,1
ANSL_55470,1,1
ANSL_58081,1,2
ANSL_76833,0,2
ANSL_67393,1,1
ANSL_67837,0,2
ANSL_69346,1,2
ANSL_53282,0,1
ANSL_71727,1,2
ANSL_52215,0,2
ANSL_74644,0,1
ANSL_65816,0,2
ANSL_58848,1,2
ANSL_75799,1,1
ANSL_55726,2,1
ANSL_75305,0,2
ANSL_66309,0,2
ANSL_73269,1,2
ANSL_75208,0,2
ANSL_53019,0,2
ANSL_74274,1,1
ANSL_50638,1,2
ANSL_72387,1,2
ANSL_61366,0,2
ANSL_60403,0,2
ANSL_71045,1,2
ANSL_68724,1,1
ANSL_61224,1,1
ANSL_50235,1,1
ANSL_64438,0,2
ANSL_72429,0,2
ANSL_53556,1,1
ANSL_64437,1,1
ANSL_68363,0,2
ANSL_60708,0,2
ANSL_55153,0,2
ANSL_55249,1,2
ANSL_59226,2,4
ANSL_59936,1,2
ANSL_60364,0,2
ANSL_70502,2,4
ANSL_50015,0,2
ANSL_53683,0,1
ANSL_70626,1,2
ANSL_58796,1,2
ANSL_61467,1,1
ANSL_56103,0,1
ANSL_57857,0,2
ANSL_50164,0,0
ANSL_72504,2,1
ANSL_53643,0,2
ANSL_54836,1,1
ANSL_52289,1,2
ANSL_58703,0,1
ANSL_51013,1,1
ANSL_58445,0,2
ANSL_56044,0,2
ANSL_67485,0,2
ANSL_64883,0,2
ANSL_54449,0,2
ANSL_64275,0,2
ANSL_63324,0,1
ANSL_53943,0,1
ANSL_69867,2,4
ANSL_52995,0,1
ANSL_73422,0,2
ANSL_51539,0,2
ANSL_61351,0,2
ANSL_62028,1,1
ANSL_68977,0,2
ANSL_65340,0,2
ANSL_61548,0,2
ANSL_53638,0,2
ANSL_62842,0,1
ANSL_67327,1,2
ANSL_54451,0,1
ANSL_61176,1,1
ANSL_75958,0,1
ANSL_66433,1,2
ANSL_74178,0,2
ANSL_59903,1,1
ANSL_65389,1,2
ANSL_76247,0,2
ANSL_53655,2,4
ANSL_55172,0,1
ANSL_76027,1,1
ANSL_59297,1,2
ANSL_72870,2,1
ANSL_52192,0,2
ANSL_60155,1,1
ANSL_65928,0,2
ANSL_54335,1,2
ANSL_65603,1,2
ANSL_50194,0,1
ANSL_60510,0,1
ANSL_60668,1,2
ANSL_60312,2,1
ANSL_50460,1,1
ANSL_63562,0,1
ANSL_60066,1,2
ANSL_54684,2,4
ANSL_53438,0,1
ANSL_67385,1,2
ANSL_56794,0,2
ANSL_65991,0,2
ANSL_74467,1,2
ANSL_62571,1,1
ANSL_51249,1,1
ANSL_59132,0,2
ANSL_58346,0,1
ANSL_68312,0,2
ANSL_58332,1,1
ANSL_69554,0,2
ANSL_62189,0,2
ANSL_66323,0,2
ANSL_63416,1,2
ANSL_68922,1,2
ANSL_56545,0,1
ANSL_61729,1,1
ANSL_53446,0,2
ANSL_50101,0,2
ANSL_56494,1,2
ANSL_55405,0,1
ANSL_58834,1,2
ANSL_54667,1,1
ANSL_54552,1,2
ANSL_64492,1,2
ANSL_69128,0,1
ANSL_74028,1,2
ANSL_56272,0,2
ANSL_57109,0,2
ANSL_54829,0,1
ANSL_50113,2,4
ANSL_67406,0,2
ANSL_50787,0,2
ANSL_65640,0,2
ANSL_56112,1,2
ANSL_63399,0,1
ANSL_51256,1,2
ANSL_63507,0,2
ANSL_55783,1,2
ANSL_61285,1,2
ANSL_59532,1,2
ANSL_58407,1,2
ANSL_55831,1,2
ANSL_59799,0,2
ANSL_61008,1,1
ANSL_71446,1,2
ANSL_57288,0,2
ANSL_71637,0,1
ANSL_71393,0,2
ANSL_65251,1,2
ANSL_75818,1,2
ANSL_59863,0,2
ANSL_64271,0,2
ANSL_67282,0,1
ANSL_67105,2,1
ANSL_71657,1,2
ANSL_72017,1,2
ANSL_74416,1,2
ANSL_53508,0,2
ANSL_53640,1,1
ANSL_51894,1,2
ANSL_68808,0,2
ANSL_74168,0,2
ANSL_55471,0,2
ANSL_52313,1,1
ANSL_72005,0,1
ANSL_53422,0,1
ANSL_74204,0,2
ANSL_69317,1,2
ANSL_55725,0,2
ANSL_76261,0,2
ANSL_54652,1,1
ANSL_74944,0,1
ANSL_76670,1,2
ANSL_73782,1,2
ANSL_64344,0,2
ANSL_69482,0,1
ANSL_72894,1,1
ANSL_61803,1,1
ANSL_71465,0,1
ANSL_54538,0,2
ANSL_66420,0,2
ANSL_67113,0,1
ANSL_74975,0,2
ANSL_69170,1,2
ANSL_55485,0,2
ANSL_60921,0,2
ANSL_54312,1,1
ANSL_75737,0,2
ANSL_61065,2,4
ANSL_62894,2,1
ANSL_75185,0,1
ANSL_60218,0,2
ANSL_61442,0,2
ANSL_65982,1,1
ANSL_72748,2,4
ANSL_50011,0,2
ANSL_71318,0,1
ANSL_68158,1,2
ANSL_68096,0,2
ANSL_50790,1,2
ANSL_69136,0,2
ANSL_68243,0,1
ANSL_59610,0,2
ANSL_66985,0,2
